t, ω_1, EK_1, ω_2, EK_2 
0, 0.021752107208795574, 0.0002365770840114682, 0.026211002676928052, 0.0003435083306649648 
0.1, 0.03993331391134653, 0.0007973347799710711, 0.0488135394716444, 0.001191380817874893 
0.2, 0.05141915565821131, 0.0013219647843016823, 0.06463128026805942, 0.0020886011945442234 
0.30000000000000004, 0.05402515018431426, 0.0014593584262188556, 0.0714027946009936, 0.00254917953841584 
0.4, 0.04700715644054692, 0.001104836378313026, 0.06829368144867587, 0.002332013462906607 
0.5, 0.03126549472239638, 0.0004887655801180978, 0.05612319768867676, 0.0015749066594011464 
0.6, 0.009105906193110485, 0.00004145876379886394, 0.03714192516196267, 0.000689761302368418 
0.7, -0.01627311232577586, 0.00013240709238365912, 0.01451893862790146, 0.00010539978944038458 
0.7999999999999999, -0.04128556093106213, 0.0008522487706962218, -0.008177117377616859, 0.00003343262430366181 
0.8999999999999999, -0.06236039735858772, 0.0019444095793604772, -0.02739559616196346, 0.00037525934453469355 
0.9999999999999999, -0.07635439443503082, 0.002914996774770133, -0.04002266392301875, 0.0008009068137474534 
1.0999999999999999, -0.08107483505298739, 0.0032865644394345565, -0.04389750016137449, 0.0009634952602089366 
1.2, -0.07578810332105178, 0.0028719183025012096, -0.03830771698821049, 0.0007337405904244153 
1.3, -0.06142147157482255, 0.0018862985852083672, -0.0241827063882809, 0.0002924016441309009 
1.4000000000000001, -0.04031149136918126, 0.0008125081682037876, -0.003845544458565857, 0.000007394106091403285 
1.5000000000000002, -0.015677239950143057, 0.00012288792622718075, 0.01950236125908401, 0.00019017104733991044 
1.6000000000000003, 0.008895202147255882, 0.00003956231062027283, 0.042288275181494236, 0.0008941491089128906 
1.7000000000000004, 0.029861371579483847, 0.00044585075630400285, 0.060978709622162876, 0.0018592015135920296 
1.8000000000000005, 0.044131346827287955, 0.0009737878863951894, 0.07250401682462107, 0.0026284162278524675 
1.9000000000000006, 0.04958090396729895, 0.0012291330191072606, 0.07478219876205335, 0.0027961886258436263 
2.0000000000000004, 0.04553635074169407, 0.001036779619435291, 0.06720578160591155, 0.0022583085406307395 
2.1000000000000005, 0.032953281803486736, 0.000542959390810005, 0.05080736826341038, 0.0012906943349269002 
2.2000000000000006, 0.014159619812701339, 0.00010024741662012214, 0.027982920301329237, 0.00039152191429527196 
2.3000000000000007, -0.007658727655636546, 0.00002932805465160603, 0.0019659736983566045, 0.000001932526291314973 
2.400000000000001, -0.028960745145570826, 0.00041936237969335206, -0.023670538491796324, 0.0002801471962458057 
2.500000000000001, -0.04626046209058309, 0.0010700151764171377, -0.045407348536480686, 0.0010309136505567173 
2.600000000000001, -0.056552515943791765, 0.001599093529786411, -0.06018604198216035, 0.001811179824739184 
2.700000000000001, -0.05782985606451083, 0.0016721461262210202, -0.06591969735577391, 0.002172703249738413 
2.800000000000001, -0.04955399947154325, 0.0012277994318128543, -0.06197417252503514, 0.0019203990300814104 
2.9000000000000012, -0.032802943021763564, 0.0005380165354445334, -0.049338848315385216, 0.0012171609765442952 
3.0000000000000013, -0.009989783089347134, 0.00004989788308610299, -0.030363381060180612, 0.0004609674547028674 
3.1000000000000014, 0.015653251647807256, 0.0001225121435747903, -0.008243027272434554, 0.00003397374930704992 
3.2000000000000015, 0.04056131165013269, 0.0008226100013895951, 0.013481469539275384, 0.00009087501046920502 
3.3000000000000016, 0.061229020229628346, 0.0018744964591401185, 0.03133300883768154, 0.0004908787214111147 
3.4000000000000017, 0.07462863807391182, 0.0027847168103834604, 0.0423252433157281, 0.0008957131108677932 
3.5000000000000018, 0.07873249454446633, 0.0030994028485972105, 0.04448037670384713, 0.0009892519558580733 
3.600000000000002, 0.07299189814628468, 0.0026639085974987983, 0.0372936634559008, 0.0006954086669809954 
3.700000000000002, 0.05848799200329949, 0.0017104226042890123, 0.02187162109843614, 0.00023918390473677843 
3.800000000000002, 0.037645121695968, 0.0007085775937521204, 0.000644371282501333, 2.0760717485620635e-7 
3.900000000000002, 0.013704860204566157, 0.00009391159661335056, -0.02315078950285158, 0.0002679795273026715 
4.000000000000002, -0.009772381325817215, 0.00004774971838859052, -0.04595746371260152, 0.0010560442354475429 
4.100000000000001, -0.02931120850646577, 0.0004295734720547557, -0.06430194728491496, 0.0020673702123159914 
4.200000000000001, -0.04194557552371047, 0.0008797156530076495, -0.0752255207768736, 0.002829439488075921 
4.300000000000001, -0.04573293889512163, 0.0010457508499924645, -0.076810118609011, 0.0029498971603651694 
4.4, -0.04020805986350711, 0.0008083440389936857, -0.06863646980477964, 0.0023554824936312135 
