t, ω_1, EK_1, ω_2, EK_2 
4.5, -0.026505886997285514, 0.00035128102275643465, -0.051898147077929016, 0.001346708835061176 
4.6, -0.007064150629136372, 0.000024951112055563903, -0.0290878864116022, 0.000423052567947136 
4.699999999999999, 0.014893409904459311, 0.00011090682929112335, -0.0034698487069472024, 0.000006019925024551586 
4.799999999999999, 0.035843153331992325, 0.0006423658203903562, 0.021403876255064173, 0.00022906295937104998 
4.899999999999999, 0.05236542514599336, 0.001371068875360317, 0.042082615161364294, 0.000885473249409744 
4.999999999999998, 0.06157912763868007, 0.001895994480370426, 0.055634588843885106, 0.0015476037379140726 
5.099999999999998, 0.06165940666336407, 0.001900941215039053, 0.06015722034921289, 0.0018094455800718768 
5.1999999999999975, 0.052274054327157274, 0.001366288377899295, 0.05522344107376459, 0.001524814222013775 
5.299999999999997, 0.034674615465297653, 0.0006011644788331296, 0.04199483061427208, 0.0008817828991607018 
5.399999999999997, 0.011375866112326454, 0.00006470516490278869, 0.022919470436357538, 0.0002626510625415336 
5.4999999999999964, -0.014360831288329032, 0.00010311673764592503, 0.0012175317999111805, 7.411918418974794e-7 
5.599999999999996, -0.03899630162434928, 0.0007603557701886131, -0.01960068590758719, 0.00019209344402394351 
5.699999999999996, -0.05909826886772373, 0.001746302691580882, -0.03613755656095205, 0.0006529614970980042 
5.799999999999995, -0.0717658735640724, 0.0025751703042072123, -0.045543675353449393, 0.0010371131823501969 
5.899999999999995, -0.07514855203949126, 0.002823652436816063, -0.046033478859264426, 0.0010595405879431723 
5.999999999999995, -0.06888983360096626, 0.00237290458678441, -0.03731360114129005, 0.000696152415065641 
6.099999999999994, -0.05422495440692876, 0.0014701728402167515, -0.02066445206268394, 0.0002135097895254813 
6.199999999999994, -0.033661609627781565, 0.0005665519813665783, 0.0013837268347332559, 9.573499765804576e-7 
6.299999999999994, -0.010457902716896299, 0.0000546838646180335, 0.025564840629729604, 0.0003267805382117368 
6.399999999999993, 0.011858456355714976, 0.00007031149357019846, 0.048345770467586695, 0.0011686567610522888 
6.499999999999993, 0.029890496158535992, 0.00044672088030172746, 0.06632093721594104, 0.0021992333566003964 
6.5999999999999925, 0.04080731567542208, 0.0008326185063167745, 0.07665207929122561, 0.002937770629834169 
6.699999999999992, 0.042857354659864046, 0.0009183764242206852, 0.0775920569867781, 0.00301026365371971 
6.799999999999992, 0.03578657984995765, 0.0006403396486786975, 0.06890993932518556, 0.0023742898689003778 
6.8999999999999915, 0.02090524484063084, 0.00021851463092336117, 0.051953635230304225, 0.0013495901068217543 
6.999999999999991, 0.0007543942573026654, 2.845553477256201e-7, 0.029303846530423353, 0.0004293577107393024 
7.099999999999991, -0.021409494333857113, 0.0002291832238157299, 0.004248232267044207, 0.000009023738697377782 
7.19999999999999, -0.042083841452722606, 0.0008855248557089468, -0.019687684677190072, 0.00019380246397423238 
7.29999999999999, -0.05791969121865904, 0.0016773453154324044, -0.03912880724116685, 0.0007655317780581957 
7.39999999999999, -0.06616574482538749, 0.002188952894149146, -0.05127928940201, 0.0013147827607875476 
7.499999999999989, -0.06518315400577829, 0.002124421783070505, -0.05442984368381081, 0.00148130394172204 
7.599999999999989, -0.054844631718219114, 0.001503966814153543, -0.04836511686647116, 0.0011695922647537065 
7.699999999999989, -0.03656921136842811, 0.0006686536100543859, -0.03441862784544171, 0.0005923209713815077 
7.799999999999988, -0.012966592502711441, 0.00008406626056568627, -0.015134761093403256, 0.00011453049667719646 
7.899999999999988, 0.01267759699088539, 0.00008036073273165315, 0.0062431125783288625, 0.000019488227332844027 
7.999999999999988, 0.036854335264523884, 0.0006791210138949644, 0.02623750221003142, 0.0003442032611107018 
8.099999999999987, 0.05621184695506811, 0.00157988586905, 0.04153567829865944, 0.0008626062858648643 
8.199999999999987, 0.06798743315313974, 0.002311145533376322, 0.04943371442652813, 0.0012218460610017676 
8.299999999999986, 0.07051931166798145, 0.002486486659062952, 0.04834601038375473, 0.00116866836001306 
8.399999999999986, 0.06365010421169055, 0.0020256678830795336, 0.038192667282816395, 0.000729339917087957 
8.499999999999986, 0.048769475255056656, 0.0011892308583267917, 0.020423707813806972, 0.00020856392043187998 
8.599999999999985, 0.02846480483603582, 0.0004051225571768041, -0.0023376093205210034, 0.000002732208667693334 
8.699999999999985, 0.006005638240439411, 0.000018033845337514094, -0.026803346737149587, 0.0003592096981559337 
8.799999999999985, -0.015119728333880585, 0.0001143030924451757, -0.049470925366950386, 0.0012236862283311876 
8.899999999999984, -0.03160244940135751, 0.0004993574040826807, -0.06701232434716628, 0.0022453258072049074 
8.999999999999984, -0.04075849458682904, 0.0008306274404922862, -0.0767207943663122, 0.0029430401440989806 
9.099999999999984, -0.04103639982645431, 0.0008419930553583096, -0.0770284142987609, 0.002966688304690776 
9.199999999999983, -0.03239506590951078, 0.0005247201476407737, -0.06789346535450302, 0.0023047613189215513 
9.299999999999983, -0.016314608560642912, 0.00013308322624350149, -0.050811841295124976, 0.0012909216079004839 
9.399999999999983, 0.004568490718247285, 0.000010435553721355798, -0.028443280056368113, 0.00040451009018249403 
9.499999999999982, 0.026971551022917768, 0.00036373228229092823, -0.004091095813373822, 0.000008368532477102406 
9.599999999999982, 0.04741837306430134, 0.0011242510520326294, 0.018752830402918325, 0.00017583432406030893 
9.699999999999982, 0.06263665206811522, 0.0019616750911510615, 0.036797481314498184, 0.0006770273155454215 
9.799999999999981, 0.07001125048958243, 0.002450787597557528, 0.04739300313849305, 0.0011230483732426063 
9.89999999999998, 0.0680926373675577, 0.0023183036318348577, 0.04903155044417298, 0.00120204646947974 
9.99999999999998, 0.05695551271246516, 0.0016219652141698903, 0.041711962974374434, 0.0008699439275877918 
