t,x,y
6.128000e1,3.541045e2,-9.984391e1
6.132000e1,3.536643e2,-1.018113e2
6.136000e1,3.530802e2,-1.045352e2
6.140000e1,3.524973e2,-1.062893e2
6.144000e1,3.514615e2,-1.081480e2
6.148000e1,3.511555e2,-1.100672e2
6.152000e1,3.508643e2,-1.127521e2
6.156000e1,3.491029e2,-1.151903e2
6.160000e1,3.487871e2,-1.181436e2
6.164000e1,3.479208e2,-1.190075e2
6.168000e1,3.471619e2,-1.213420e2
6.172000e1,3.460405e2,-1.236429e2
6.176000e1,3.453781e2,-1.254226e2
6.180000e1,3.444823e2,-1.276217e2
6.184000e1,3.439882e2,-1.298916e2
6.188000e1,3.434953e2,-1.314630e2
6.192000e1,3.425205e2,-1.330381e2
6.196000e1,3.419779e2,-1.348818e2
6.200000e1,3.414338e2,-1.370088e2
6.204000e1,3.406697e2,-1.392715e2
6.208000e1,3.396037e2,-1.411572e2
6.212000e1,3.386811e2,-1.439932e2
6.216000e1,3.374397e2,-1.454783e2
6.220000e1,3.373469e2,-1.471522e2
6.224000e1,3.363051e2,-1.490580e2
6.228000e1,3.358276e2,-1.502946e2
6.232000e1,3.354911e2,-1.522890e2
6.236000e1,3.339278e2,-1.537168e2
6.240000e1,3.334076e2,-1.553731e2
6.244000e1,3.322868e2,-1.568226e2
6.248000e1,3.317333e2,-1.592223e2
6.252000e1,3.302352e2,-1.612937e2
6.256000e1,3.301098e2,-1.630045e2
6.260000e1,3.285098e2,-1.635076e2
6.264000e1,3.277224e2,-1.664319e2
6.268000e1,3.272966e2,-1.682706e2
6.272000e1,3.255219e2,-1.697449e2
6.276000e1,3.250515e2,-1.702909e2
6.280000e1,3.235433e2,-1.723752e2
6.284000e1,3.225371e2,-1.740101e2
6.288000e1,3.217691e2,-1.761041e2
6.292000e1,3.204603e2,-1.781894e2
6.296000e1,3.195301e2,-1.790184e2
6.300000e1,3.187007e2,-1.811469e2
6.304000e1,3.175299e2,-1.824814e2
6.308000e1,3.165547e2,-1.846443e2
6.312000e1,3.159331e2,-1.859240e2
6.316000e1,3.140540e2,-1.876752e2
6.320000e1,3.134911e2,-1.899452e2
6.324000e1,3.124229e2,-1.917389e2
6.328000e1,3.108963e2,-1.934031e2
6.332000e1,3.096853e2,-1.950569e2
6.336000e1,3.086199e2,-1.966063e2
6.340000e1,3.080098e2,-1.985579e2
6.344000e1,3.061111e2,-1.998193e2
6.348000e1,3.054375e2,-2.015286e2
6.352000e1,3.040596e2,-2.032247e2
6.356000e1,3.030113e2,-2.050121e2
6.360000e1,3.012905e2,-2.064613e2
6.364000e1,2.999965e2,-2.082533e2
6.368000e1,2.989120e2,-2.094941e2
6.372000e1,2.975151e2,-2.115196e2
6.376000e1,2.966045e2,-2.125142e2
6.380000e1,2.952287e2,-2.150543e2
6.384000e1,2.940165e2,-2.165404e2
6.388000e1,2.926348e2,-2.183857e2
6.392000e1,2.912994e2,-2.195037e2
6.396000e1,2.900536e2,-2.210258e2
6.400000e1,2.889697e2,-2.221621e2
6.404000e1,2.871188e2,-2.241204e2
6.408000e1,2.857381e2,-2.260640e2
6.412000e1,2.845994e2,-2.274261e2
6.416000e1,2.831419e2,-2.292600e2
6.420000e1,2.817711e2,-2.300882e2
6.424000e1,2.803312e2,-2.326643e2
6.428000e1,2.787645e2,-2.340412e2
6.432000e1,2.771407e2,-2.354547e2
6.436000e1,2.759668e2,-2.368111e2
6.440000e1,2.745492e2,-2.383449e2
6.444000e1,2.725036e2,-2.399878e2
6.448000e1,2.713257e2,-2.423416e2
6.452000e1,2.706097e2,-2.435959e2
6.456000e1,2.690322e2,-2.447574e2
6.460000e1,2.666013e2,-2.469132e2
6.464000e1,2.651383e2,-2.476793e2
6.468000e1,2.628975e2,-2.501057e2
6.472000e1,2.615215e2,-2.515203e2
6.476000e1,2.599678e2,-2.532435e2
6.480000e1,2.579897e2,-2.541540e2
6.484000e1,2.561196e2,-2.562459e2
6.488000e1,2.544044e2,-2.575848e2
6.492000e1,2.526972e2,-2.593960e2
6.496000e1,2.507114e2,-2.605556e2
6.500000e1,2.489297e2,-2.619486e2
6.504000e1,2.465680e2,-2.641987e2
6.508000e1,2.449838e2,-2.656637e2
6.512000e1,2.424438e2,-2.672800e2
6.516000e1,2.406094e2,-2.691824e2
6.520000e1,2.386935e2,-2.705102e2
6.524000e1,2.363346e2,-2.717548e2
6.528000e1,2.341023e2,-2.742844e2
6.532000e1,2.316244e2,-2.752296e2
6.536000e1,2.298877e2,-2.772046e2
6.540000e1,2.272801e2,-2.790119e2
6.544000e1,2.250080e2,-2.814159e2
6.548000e1,2.222147e2,-2.821211e2
6.552000e1,2.202301e2,-2.840379e2
6.556000e1,2.177715e2,-2.853125e2
6.560000e1,2.157305e2,-2.874447e2
6.564000e1,2.127205e2,-2.886747e2
6.568000e1,2.104874e2,-2.903971e2
6.572000e1,2.076843e2,-2.922493e2
6.576000e1,2.050859e2,-2.940438e2
6.580000e1,2.024443e2,-2.953355e2
6.584000e1,2.001941e2,-2.968777e2
6.588000e1,1.979685e2,-2.979092e2
6.592000e1,1.947390e2,-3.001660e2
6.596000e1,1.922201e2,-3.013094e2
6.600000e1,1.896885e2,-3.025495e2
6.604000e1,1.871628e2,-3.041969e2
6.608000e1,1.840323e2,-3.060229e2
6.612000e1,1.810108e2,-3.075715e2
6.616000e1,1.782823e2,-3.095824e2
6.620000e1,1.752756e2,-3.111143e2
6.624000e1,1.724819e2,-3.122731e2
6.628000e1,1.693701e2,-3.144091e2
6.632000e1,1.666354e2,-3.146622e2
6.636000e1,1.634617e2,-3.173892e2
6.640000e1,1.602180e2,-3.192536e2
6.644000e1,1.575001e2,-3.206637e2
6.648000e1,1.542192e2,-3.225047e2
6.652000e1,1.510358e2,-3.228567e2
6.656000e1,1.469419e2,-3.242608e2
6.660000e1,1.439773e2,-3.252967e2
6.664000e1,1.407734e2,-3.265742e2
6.668000e1,1.375925e2,-3.284436e2
6.672000e1,1.340814e2,-3.288004e2
6.676000e1,1.304347e2,-3.301078e2
6.680000e1,1.273520e2,-3.313615e2
6.684000e1,1.241968e2,-3.324187e2
6.688000e1,1.208731e2,-3.338835e2
6.692000e1,1.173544e2,-3.343858e2
6.696000e1,1.143466e2,-3.352639e2
6.700000e1,1.107480e2,-3.361506e2
