12cm, 664.77
12cm, 572.18
12cm, 988.22
12cm, 590.4
12cm, 553.13
16cm, 807.22
16cm, 660.36
16cm, 838.16
16cm, 684.22
16cm, 692.56
5cm, 456.17
5cm, 448.34
5cm, 438.32
6cm, 496.84
6cm, 454.68
8cm, 529.25
8cm, 501.13
8cm, 514.53
9cm, 589.72
9cm, 493.77
