Max Height Percentage, Count, Total Collision Count, Time increment tau[s], MaxH, StartH, Count of y_0' < y_max 
46.28%,56,,,,,
46.29%,48,,,,,
46.30%,58,,,,,
46.31%,50,,,,,
46.32%,62,,,,,
46.33%,63,,,,,
46.34%,58,,,,,
46.35%,59,,,,,
46.36%,55,,,,,
46.37%,51,,,,,
46.38%,51,,,,,
46.39%,54,,,,,
46.40%,49,,,,,
46.41%,48,,,,,
46.42%,66,,,,,
46.43%,50,,,,,
46.44%,51,,,,,
46.45%,42,,,,,
46.46%,73,,,,,
46.47%,47,,,,,
46.48%,56,,,,,
46.49%,55,,,,,
46.50%,59,,,,,
46.51%,68,,,,,
46.52%,57,,,,,
46.53%,52,,,,,
46.54%,70,,,,,
46.55%,56,,,,,
46.56%,53,,,,,
46.57%,58,,,,,
46.58%,47,,,,,
46.59%,57,,,,,
46.60%,63,,,,,
46.61%,77,,,,,
46.62%,64,,,,,
46.63%,55,,,,,
46.64%,48,,,,,
46.65%,49,,,,,
46.66%,53,,,,,
46.67%,60,,,,,
46.68%,59,,,,,
46.69%,68,,,,,
46.70%,64,,,,,
46.71%,59,,,,,
46.72%,44,,,,,
46.73%,64,,,,,
46.74%,45,,,,,
46.75%,52,,,,,
46.76%,63,,,,,
46.77%,42,,,,,
46.78%,55,,,,,
46.79%,45,,,,,
46.80%,49,,,,,
46.81%,60,,,,,
46.82%,47,,,,,
46.83%,59,,,,,
46.84%,57,,,,,
46.85%,55,,,,,
46.86%,58,,,,,
46.87%,50,,,,,
46.88%,52,,,,,
46.89%,57,,,,,
46.90%,47,,,,,
46.91%,50,,,,,
46.92%,54,,,,,
46.93%,48,,,,,
46.94%,51,,,,,
46.95%,51,,,,,
46.96%,55,,,,,
46.97%,49,,,,,
46.98%,59,,,,,
46.99%,47,,,,,
47%,62,,,,,
47.01%,58,,,,,
47.02%,55,,,,,
47.03%,58,,,,,
47.04%,46,,,,,
47.05%,66,,,,,
47.06%,60,,,,,
47.07%,64,,,,,
47.08%,46,,,,,
47.09%,39,,,,,
47.10%,48,,,,,
47.11%,65,,,,,
47.12%,51,,,,,
47.13%,62,,,,,
47.14%,62,,,,,
47.15%,53,,,,,
47.16%,69,,,,,
47.17%,45,,,,,
47.18%,53,,,,,
47.19%,50,,,,,
47.20%,51,,,,,
47.21%,54,,,,,
47.22%,42,,,,,
47.23%,40,,,,,
47.24%,61,,,,,
47.25%,53,,,,,
47.26%,38,,,,,
47.27%,44,,,,,
47.28%,47,,,,,
47.29%,60,,,,,
47.30%,49,,,,,
47.31%,50,,,,,
47.32%,56,,,,,
47.33%,51,,,,,
47.34%,52,,,,,
47.35%,43,,,,,
47.36%,55,,,,,
47.37%,43,,,,,
47.38%,46,,,,,
47.39%,52,,,,,
47.40%,42,,,,,
47.41%,57,,,,,
47.42%,34,,,,,
47.43%,46,,,,,
47.44%,61,,,,,
47.45%,54,,,,,
47.46%,53,,,,,
47.47%,42,,,,,
47.48%,58,,,,,
47.49%,40,,,,,
47.50%,49,,,,,
47.51%,47,,,,,
47.52%,50,,,,,
47.53%,53,,,,,
47.54%,40,,,,,
47.55%,63,,,,,
47.56%,50,,,,,
47.57%,62,,,,,
47.58%,60,,,,,
47.59%,62,,,,,
47.60%,58,,,,,
47.61%,55,,,,,
47.62%,59,,,,,
47.63%,40,,,,,
47.64%,50,,,,,
47.65%,49,,,,,
47.66%,61,,,,,
47.67%,43,,,,,
47.68%,50,,,,,
47.69%,48,,,,,
47.70%,39,,,,,
47.71%,46,,,,,
47.72%,46,,,,,
47.73%,59,,,,,
47.74%,58,,,,,
47.75%,38,,,,,
47.76%,50,,,,,
47.77%,38,,,,,
47.78%,42,,,,,
47.79%,46,,,,,
47.80%,55,,,,,
47.81%,46,,,,,
47.82%,50,,,,,
47.83%,56,,,,,
47.84%,48,,,,,
47.85%,62,,,,,
47.86%,51,,,,,
47.87%,58,,,,,
47.88%,52,,,,,
47.89%,48,,,,,
47.90%,48,,,,,
47.91%,38,,,,,
47.92%,46,,,,,
47.93%,57,,,,,
47.94%,39,,,,,
47.95%,36,,,,,
47.96%,54,,,,,
47.97%,53,,,,,
47.98%,53,,,,,
47.99%,61,,,,,
48%,53,,,,,
48.01%,52,,,,,
48.02%,48,,,,,
48.03%,48,,,,,
48.04%,41,,,,,
48.05%,67,,,,,
48.06%,47,,,,,
48.07%,54,,,,,
48.08%,42,,,,,
48.09%,49,,,,,
48.10%,52,,,,,
48.11%,42,,,,,
48.12%,51,,,,,
48.13%,49,,,,,
48.14%,46,,,,,
48.15%,40,,,,,
48.16%,45,,,,,
48.17%,51,,,,,
48.18%,64,,,,,
48.19%,46,,,,,
48.20%,46,,,,,
48.21%,52,,,,,
48.22%,38,,,,,
48.23%,66,,,,,
48.24%,46,,,,,
48.25%,60,,,,,
48.26%,45,,,,,
48.27%,46,,,,,
48.28%,36,,,,,
48.29%,51,,,,,
48.30%,42,,,,,
48.31%,58,,,,,
48.32%,54,,,,,
48.33%,49,,,,,
48.34%,46,,,,,
48.35%,37,,,,,
48.36%,56,,,,,
48.37%,53,,,,,
48.38%,58,,,,,
48.39%,42,,,,,
48.40%,51,,,,,
48.41%,37,,,,,
48.42%,53,,,,,
48.43%,38,,,,,
48.44%,53,,,,,
48.45%,52,,,,,
48.46%,56,,,,,
48.47%,44,,,,,
48.48%,43,,,,,
48.49%,53,,,,,
48.50%,49,,,,,
48.51%,53,,,,,
48.52%,48,,,,,
48.53%,41,,,,,
48.54%,48,,,,,
48.55%,46,,,,,
48.56%,54,,,,,
48.57%,43,,,,,
48.58%,52,,,,,
48.59%,52,,,,,
48.60%,45,,,,,
48.61%,64,,,,,
48.62%,58,,,,,
48.63%,53,,,,,
48.64%,38,,,,,
48.65%,43,,,,,
48.66%,42,,,,,
48.67%,51,,,,,
48.68%,37,,,,,
48.69%,46,,,,,
48.70%,45,,,,,
48.71%,45,,,,,
48.72%,47,,,,,
48.73%,43,,,,,
48.74%,53,,,,,
48.75%,65,,,,,
48.76%,44,,,,,
48.77%,31,,,,,
48.78%,46,,,,,
48.79%,58,,,,,
48.80%,44,,,,,
48.81%,55,,,,,
48.82%,53,,,,,
48.83%,51,,,,,
48.84%,58,,,,,
48.85%,51,,,,,
48.86%,41,,,,,
48.87%,57,,,,,
48.88%,62,,,,,
48.89%,44,,,,,
48.90%,46,,,,,
48.91%,53,,,,,
48.92%,35,,,,,
48.93%,46,,,,,
48.94%,45,,,,,
48.95%,45,,,,,
48.96%,45,,,,,
48.97%,33,,,,,
48.98%,46,,,,,
48.99%,50,,,,,
49%,41,,,,,
49.01%,48,,,,,
49.02%,52,,,,,
49.03%,47,,,,,
49.04%,50,,,,,
49.05%,41,,,,,
49.06%,57,,,,,
49.07%,44,,,,,
49.08%,42,,,,,
49.09%,38,,,,,
49.10%,44,,,,,
49.11%,43,,,,,
49.12%,57,,,,,
49.13%,34,,,,,
49.14%,41,,,,,
49.15%,44,,,,,
49.16%,48,,,,,
49.17%,44,,,,,
49.18%,46,,,,,
49.19%,35,,,,,
49.20%,39,,,,,
49.21%,54,,,,,
49.22%,49,,,,,
49.23%,36,,,,,
49.24%,47,,,,,
49.25%,45,,,,,
49.26%,44,,,,,
49.27%,29,,,,,
49.28%,40,,,,,
49.29%,43,,,,,
49.30%,48,,,,,
49.31%,50,,,,,
49.32%,37,,,,,
49.33%,47,,,,,
49.34%,36,,,,,
49.35%,41,,,,,
49.36%,44,,,,,
49.37%,48,,,,,
49.38%,54,,,,,
49.39%,46,,,,,
49.40%,33,,,,,
49.41%,42,,,,,
49.42%,43,,,,,
49.43%,45,,,,,
49.44%,53,,,,,
49.45%,49,,,,,
49.46%,60,,,,,
49.47%,41,,,,,
49.48%,51,,,,,
49.49%,42,,,,,
49.50%,49,,,,,
49.51%,49,,,,,
49.52%,46,,,,,
49.53%,56,,,,,
49.54%,45,,,,,
49.55%,27,,,,,
49.56%,49,,,,,
49.57%,47,,,,,
49.58%,42,,,,,
49.59%,45,,,,,
49.60%,47,,,,,
49.61%,49,,,,,
49.62%,43,,,,,
49.63%,39,,,,,
49.64%,54,,,,,
49.65%,41,,,,,
49.66%,57,,,,,
49.67%,35,,,,,
49.68%,44,,,,,
49.69%,55,,,,,
49.70%,42,,,,,
49.71%,47,,,,,
49.72%,40,,,,,
49.73%,42,,,,,
49.74%,34,,,,,
49.75%,50,,,,,
49.76%,42,,,,,
49.77%,46,,,,,
49.78%,32,,,,,
49.79%,47,,,,,
49.80%,38,,,,,
49.81%,30,,,,,
49.82%,33,,,,,
49.83%,57,,,,,
49.84%,43,,,,,
49.85%,42,,,,,
49.86%,54,,,,,
49.87%,56,,,,,
49.88%,49,,,,,
49.89%,47,,,,,
49.90%,50,,,,,
49.91%,44,,,,,
49.92%,47,,,,,
49.93%,38,,,,,
49.94%,42,,,,,
49.95%,34,,,,,
49.96%,46,,,,,
49.97%,39,,,,,
49.98%,46,,,,,
49.99%,42,,,,,
50%,45,,,,,
50.01%,43,,,,,
50.02%,49,,,,,
50.03%,50,,,,,
50.04%,40,,,,,
50.05%,32,,,,,
50.06%,39,,,,,
50.07%,51,,,,,
50.08%,44,,,,,
50.09%,39,,,,,
50.10%,41,,,,,
50.11%,57,,,,,
50.12%,39,,,,,
50.13%,35,,,,,
50.14%,37,,,,,
50.15%,50,,,,,
50.16%,35,,,,,
50.17%,32,,,,,
50.18%,44,,,,,
50.19%,38,,,,,
50.20%,33,,,,,
50.21%,41,,,,,
50.22%,34,,,,,
50.23%,46,,,,,
50.24%,45,,,,,
50.25%,45,,,,,
50.26%,51,,,,,
50.27%,35,,,,,
50.28%,53,,,,,
50.29%,43,,,,,
50.30%,45,,,,,
50.31%,46,,,,,
50.32%,44,,,,,
50.33%,49,,,,,
50.34%,37,,,,,
50.35%,39,,,,,
50.36%,45,,,,,
50.37%,38,,,,,
50.38%,37,,,,,
50.39%,33,,,,,
50.40%,41,,,,,
50.41%,53,,,,,
50.42%,30,,,,,
50.43%,38,,,,,
50.44%,38,,,,,
50.45%,46,,,,,
50.46%,37,,,,,
50.47%,51,,,,,
50.48%,30,,,,,
50.49%,48,,,,,
50.50%,36,,,,,
50.51%,57,,,,,
50.52%,43,,,,,
50.53%,41,,,,,
50.54%,43,,,,,
50.55%,43,,,,,
50.56%,46,,,,,
50.57%,40,,,,,
50.58%,34,,,,,
50.59%,45,,,,,
50.60%,35,,,,,
50.61%,37,,,,,
50.62%,50,,,,,
50.63%,52,,,,,
50.64%,39,,,,,
50.65%,40,,,,,
50.66%,61,,,,,
50.67%,43,,,,,
50.68%,42,,,,,
50.69%,43,,,,,
50.70%,52,,,,,
50.71%,41,,,,,
50.72%,43,,,,,
50.73%,30,,,,,
50.74%,42,,,,,
50.75%,37,,,,,
50.76%,47,,,,,
50.77%,43,,,,,
50.78%,49,,,,,
50.79%,49,,,,,
50.80%,41,,,,,
50.81%,27,,,,,
50.82%,41,,,,,
50.83%,28,,,,,
50.84%,42,,,,,
50.85%,38,,,,,
50.86%,37,,,,,
50.87%,50,,,,,
50.88%,41,,,,,
50.89%,43,,,,,
50.90%,46,,,,,
50.91%,41,,,,,
50.92%,46,,,,,
50.93%,39,,,,,
50.94%,45,,,,,
50.95%,47,,,,,
50.96%,43,,,,,
50.97%,35,,,,,
50.98%,47,,,,,
50.99%,39,,,,,
51%,46,,,,,
51.01%,43,,,,,
51.02%,46,,,,,
51.03%,50,,,,,
51.04%,44,,,,,
51.05%,27,,,,,
51.06%,43,,,,,
51.07%,47,,,,,
51.08%,43,,,,,
51.09%,41,,,,,
51.10%,38,,,,,
51.11%,36,,,,,
51.12%,49,,,,,
51.13%,45,,,,,
51.14%,43,,,,,
51.15%,50,,,,,
51.16%,47,,,,,
51.17%,42,,,,,
51.18%,50,,,,,
51.19%,38,,,,,
51.20%,38,,,,,
51.21%,36,,,,,
51.22%,36,,,,,
51.23%,50,,,,,
51.24%,38,,,,,
51.25%,34,,,,,
51.26%,43,,,,,
51.27%,27,,,,,
51.28%,45,,,,,
51.29%,32,,,,,
51.30%,38,,,,,
51.31%,45,,,,,
51.32%,38,,,,,
51.33%,30,,,,,
51.34%,43,,,,,
51.35%,49,,,,,
51.36%,39,,,,,
51.37%,43,,,,,
51.38%,36,,,,,
51.39%,52,,,,,
51.40%,52,,,,,
51.41%,37,,,,,
51.42%,50,,,,,
51.43%,55,,,,,
51.44%,28,,,,,
51.45%,30,,,,,
51.46%,40,,,,,
51.47%,36,,,,,
51.48%,36,,,,,
51.49%,42,,,,,
51.50%,53,,,,,
51.51%,48,,,,,
51.52%,34,,,,,
51.53%,34,,,,,
51.54%,41,,,,,
51.55%,39,,,,,
51.56%,41,,,,,
51.57%,51,,,,,
51.58%,40,,,,,
51.59%,23,,,,,
51.60%,39,,,,,
51.61%,34,,,,,
51.62%,32,,,,,
51.63%,43,,,,,
51.64%,42,,,,,
51.65%,39,,,,,
51.66%,46,,,,,
51.67%,42,,,,,
51.68%,43,,,,,
51.69%,31,,,,,
51.70%,30,,,,,
51.71%,35,,,,,
51.72%,37,,,,,
51.73%,30,,,,,
51.74%,31,,,,,
51.75%,39,,,,,
51.76%,42,,,,,
51.77%,38,,,,,
51.78%,33,,,,,
51.79%,40,,,,,
51.80%,35,,,,,
51.81%,50,,,,,
51.82%,48,,,,,
51.83%,37,,,,,
51.84%,46,,,,,
51.85%,39,,,,,
51.86%,49,,,,,
51.87%,33,,,,,
51.88%,44,,,,,
51.89%,35,,,,,
51.90%,44,,,,,
51.91%,43,,,,,
51.92%,50,,,,,
51.93%,38,,,,,
51.94%,35,,,,,
51.95%,31,,,,,
51.96%,30,,,,,
51.97%,41,,,,,
51.98%,41,,,,,
51.99%,41,,,,,
52%,30,,,,,
52.01%,50,,,,,
52.02%,32,,,,,
52.03%,44,,,,,
52.04%,44,,,,,
52.05%,42,,,,,
52.06%,45,,,,,
52.07%,43,,,,,
52.08%,36,,,,,
52.09%,36,,,,,
52.10%,32,,,,,
52.11%,34,,,,,
52.12%,34,,,,,
52.13%,29,,,,,
52.14%,29,,,,,
52.15%,41,,,,,
52.16%,42,,,,,
52.17%,31,,,,,
52.18%,31,,,,,
52.19%,34,,,,,
52.20%,26,,,,,
52.21%,31,,,,,
52.22%,33,,,,,
52.23%,32,,,,,
52.24%,38,,,,,
52.25%,38,,,,,
52.26%,39,,,,,
52.27%,34,,,,,
52.28%,30,,,,,
52.29%,35,,,,,
52.30%,31,,,,,
52.31%,36,,,,,
52.32%,35,,,,,
52.33%,31,,,,,
52.34%,29,,,,,
52.35%,35,,,,,
52.36%,23,,,,,
52.37%,39,,,,,
52.38%,39,,,,,
52.39%,30,,,,,
52.40%,34,,,,,
52.41%,30,,,,,
52.42%,48,,,,,
52.43%,34,,,,,
52.44%,45,,,,,
52.45%,45,,,,,
52.46%,45,,,,,
52.47%,38,,,,,
52.48%,38,,,,,
52.49%,36,,,,,
52.50%,43,,,,,
52.51%,42,,,,,
52.52%,31,,,,,
52.53%,34,,,,,
52.54%,29,,,,,
52.55%,46,,,,,
52.56%,31,,,,,
52.57%,32,,,,,
52.58%,43,,,,,
52.59%,38,,,,,
52.60%,43,,,,,
52.61%,40,,,,,
52.62%,37,,,,,
52.63%,24,,,,,
52.64%,33,,,,,
52.65%,30,,,,,
52.66%,30,,,,,
52.67%,40,,,,,
52.68%,31,,,,,
52.69%,40,,,,,
52.70%,37,,,,,
52.71%,47,,,,,
52.72%,26,,,,,
52.73%,48,,,,,
52.74%,40,,,,,
52.75%,33,,,,,
52.76%,46,,,,,
52.77%,43,,,,,
52.78%,32,,,,,
52.79%,35,,,,,
52.80%,35,,,,,
52.81%,32,,,,,
52.82%,29,,,,,
52.83%,43,,,,,
52.84%,42,,,,,
52.85%,38,,,,,
52.86%,37,,,,,
52.87%,36,,,,,
52.88%,33,,,,,
52.89%,34,,,,,
52.90%,31,,,,,
52.91%,37,,,,,
52.92%,42,,,,,
52.93%,29,,,,,
52.94%,32,,,,,
52.95%,38,,,,,
52.96%,31,,,,,
52.97%,40,,,,,
52.98%,38,,,,,
52.99%,42,,,,,
53%,46,,,,,
53.01%,36,,,,,
53.02%,33,,,,,
53.03%,32,,,,,
53.04%,32,,,,,
53.05%,37,,,,,
53.06%,36,,,,,
53.07%,36,,,,,
53.08%,34,,,,,
53.09%,35,,,,,
53.10%,42,,,,,
53.11%,43,,,,,
53.12%,21,,,,,
53.13%,36,,,,,
53.14%,27,,,,,
53.15%,31,,,,,
53.16%,44,,,,,
53.17%,37,,,,,
53.18%,44,,,,,
53.19%,36,,,,,
53.20%,32,,,,,
53.21%,29,,,,,
53.22%,44,,,,,
53.23%,30,,,,,
53.24%,35,,,,,
53.25%,31,,,,,
53.26%,40,,,,,
53.27%,36,,,,,
53.28%,43,,,,,
53.29%,34,,,,,
53.30%,23,,,,,
53.31%,33,,,,,
53.32%,42,,,,,
53.33%,28,,,,,
53.34%,40,,,,,
53.35%,34,,,,,
53.36%,30,,,,,
53.37%,25,,,,,
53.38%,38,,,,,
53.39%,29,,,,,
53.40%,33,,,,,
53.41%,30,,,,,
53.42%,38,,,,,
53.43%,29,,,,,
53.44%,29,,,,,
53.45%,33,,,,,
53.46%,34,,,,,
53.47%,40,,,,,
53.48%,28,,,,,
53.49%,31,,,,,
53.50%,30,,,,,
53.51%,27,,,,,
53.52%,27,,,,,
53.53%,27,,,,,
53.54%,29,,,,,
53.55%,25,,,,,
53.56%,37,,,,,
53.57%,44,,,,,
53.58%,33,,,,,
53.59%,34,,,,,
53.60%,34,,,,,
53.61%,39,,,,,
53.62%,45,,,,,
53.63%,24,,,,,
53.64%,35,,,,,
53.65%,30,,,,,
53.66%,39,,,,,
53.67%,34,,,,,
53.68%,43,,,,,
53.69%,30,,,,,
53.70%,32,,,,,
53.71%,33,,,,,
53.72%,40,,,,,
53.73%,30,,,,,
53.74%,31,,,,,
53.75%,28,,,,,
53.76%,25,,,,,
53.77%,31,,,,,
53.78%,23,,,,,
53.79%,33,,,,,
53.80%,29,,,,,
53.81%,46,,,,,
53.82%,27,,,,,
53.83%,41,,,,,
53.84%,30,,,,,
53.85%,25,,,,,
53.86%,34,,,,,
53.87%,21,,,,,
53.88%,25,,,,,
53.89%,25,,,,,
53.90%,28,,,,,
53.91%,31,,,,,
53.92%,20,,,,,
53.93%,33,,,,,
53.94%,32,,,,,
53.95%,28,,,,,
53.96%,32,,,,,
53.97%,21,,,,,
53.98%,40,,,,,
53.99%,41,,,,,
54%,31,,,,,
54.01%,30,,,,,
54.02%,38,,,,,
54.03%,24,,,,,
54.04%,42,,,,,
54.05%,34,,,,,
54.06%,31,,,,,
54.07%,22,,,,,
54.08%,35,,,,,
54.09%,32,,,,,
54.10%,27,,,,,
54.11%,26,,,,,
54.12%,37,,,,,
54.13%,36,,,,,
54.14%,30,,,,,
54.15%,28,,,,,
54.16%,39,,,,,
54.17%,28,,,,,
54.18%,28,,,,,
54.19%,31,,,,,
54.20%,34,,,,,
54.21%,43,,,,,
54.22%,25,,,,,
54.23%,39,,,,,
54.24%,44,,,,,
54.25%,29,,,,,
54.26%,26,,,,,
54.27%,28,,,,,
54.28%,44,,,,,
54.29%,34,,,,,
54.30%,26,,,,,
54.31%,40,,,,,
54.32%,21,,,,,
54.33%,27,,,,,
54.34%,34,,,,,
54.35%,29,,,,,
54.36%,28,,,,,
54.37%,39,,,,,
54.38%,23,,,,,
54.39%,22,,,,,
54.40%,24,,,,,
54.41%,40,,,,,
54.42%,22,,,,,
54.43%,27,,,,,
54.44%,33,,,,,
54.45%,38,,,,,
54.46%,28,,,,,
54.47%,34,,,,,
54.48%,39,,,,,
54.49%,31,,,,,
54.50%,32,,,,,
54.51%,31,,,,,
54.52%,38,,,,,
54.53%,28,,,,,
54.54%,32,,,,,
54.55%,42,,,,,
54.56%,32,,,,,
54.57%,30,,,,,
54.58%,43,,,,,
54.59%,30,,,,,
54.60%,35,,,,,
54.61%,31,,,,,
54.62%,25,,,,,
54.63%,31,,,,,
54.64%,40,,,,,
54.65%,25,,,,,
54.66%,30,,,,,
54.67%,25,,,,,
54.68%,26,,,,,
54.69%,33,,,,,
54.70%,36,,,,,
54.71%,31,,,,,
54.72%,28,,,,,
54.73%,27,,,,,
54.74%,31,,,,,
54.75%,36,,,,,
54.76%,35,,,,,
54.77%,32,,,,,
54.78%,33,,,,,
54.79%,28,,,,,
54.80%,25,,,,,
54.81%,34,,,,,
54.82%,34,,,,,
54.83%,31,,,,,
54.84%,29,,,,,
54.85%,28,,,,,
54.86%,22,,,,,
54.87%,37,,,,,
54.88%,30,,,,,
54.89%,19,,,,,
54.90%,34,,,,,
54.91%,28,,,,,
54.92%,27,,,,,
54.93%,38,,,,,
54.94%,29,,,,,
54.95%,31,,,,,
54.96%,34,,,,,
54.97%,28,,,,,
54.98%,23,,,,,
54.99%,31,,,,,
55%,23,,,,,
55.01%,27,,,,,
55.02%,23,,,,,
55.03%,25,,,,,
55.04%,33,,,,,
55.05%,35,,,,,
55.06%,36,,,,,
55.07%,22,,,,,
55.08%,17,,,,,
55.09%,24,,,,,
55.10%,35,,,,,
55.11%,36,,,,,
55.12%,30,,,,,
55.13%,29,,,,,
55.14%,30,,,,,
55.15%,29,,,,,
55.16%,31,,,,,
55.17%,30,,,,,
55.18%,27,,,,,
55.19%,16,,,,,
55.20%,27,,,,,
55.21%,37,,,,,
55.22%,30,,,,,
55.23%,20,,,,,
55.24%,29,,,,,
55.25%,19,,,,,
55.26%,22,,,,,
55.27%,26,,,,,
55.28%,24,,,,,
55.29%,18,,,,,
55.30%,15,,,,,
55.31%,24,,,,,
55.32%,22,,,,,
55.33%,27,,,,,
55.34%,32,,,,,
55.35%,38,,,,,
55.36%,45,,,,,
55.37%,28,,,,,
55.38%,26,,,,,
55.39%,34,,,,,
55.40%,24,,,,,
55.41%,28,,,,,
55.42%,31,,,,,
55.43%,24,,,,,
55.44%,33,,,,,
55.45%,23,,,,,
55.46%,38,,,,,
55.47%,30,,,,,
55.48%,32,,,,,
55.49%,22,,,,,
55.50%,29,,,,,
55.51%,27,,,,,
55.52%,24,,,,,
55.53%,21,,,,,
55.54%,38,,,,,
55.55%,27,,,,,
55.56%,29,,,,,
55.57%,21,,,,,
55.58%,29,,,,,
55.59%,38,,,,,
55.60%,35,,,,,
55.61%,30,,,,,
55.62%,23,,,,,
55.63%,29,,,,,
55.64%,32,,,,,
55.65%,30,,,,,
55.66%,33,,,,,
55.67%,20,,,,,
55.68%,22,,,,,
55.69%,30,,,,,
55.70%,35,,,,,
55.71%,21,,,,,
55.72%,25,,,,,
55.73%,35,,,,,
55.74%,24,,,,,
55.75%,37,,,,,
55.76%,33,,,,,
55.77%,26,,,,,
55.78%,29,,,,,
55.79%,30,,,,,
55.80%,29,,,,,
55.81%,23,,,,,
55.82%,18,,,,,
55.83%,30,,,,,
55.84%,31,,,,,
55.85%,27,,,,,
55.86%,23,,,,,
55.87%,24,,,,,
55.88%,25,,,,,
55.89%,21,,,,,
55.90%,21,,,,,
55.91%,33,,,,,
55.92%,32,,,,,
55.93%,18,,,,,
55.94%,29,,,,,
55.95%,38,,,,,
55.96%,26,,,,,
55.97%,28,,,,,
55.98%,28,,,,,
55.99%,28,,,,,
56%,23,,,,,
56.01%,29,,,,,
56.02%,21,,,,,
56.03%,28,,,,,
56.04%,25,,,,,
56.05%,25,,,,,
56.06%,33,,,,,
56.07%,35,,,,,
56.08%,28,,,,,
56.09%,26,,,,,
56.10%,30,,,,,
56.11%,29,,,,,
56.12%,20,,,,,
56.13%,39,,,,,
56.14%,25,,,,,
56.15%,24,,,,,
56.16%,30,,,,,
56.17%,27,,,,,
56.18%,24,,,,,
56.19%,24,,,,,
56.20%,34,,,,,
56.21%,18,,,,,
56.22%,20,,,,,
56.23%,26,,,,,
56.24%,31,,,,,
56.25%,24,,,,,
56.26%,20,,,,,
56.27%,35,,,,,
56.28%,24,,,,,
56.29%,34,,,,,
56.30%,27,,,,,
56.31%,18,,,,,
56.32%,27,,,,,
56.33%,27,,,,,
56.34%,21,,,,,
56.35%,20,,,,,
56.36%,23,,,,,
56.37%,29,,,,,
56.38%,26,,,,,
56.39%,24,,,,,
56.40%,30,,,,,
56.41%,26,,,,,
56.42%,29,,,,,
56.43%,19,,,,,
56.44%,21,,,,,
56.45%,32,,,,,
56.46%,20,,,,,
56.47%,31,,,,,
56.48%,24,,,,,
56.49%,30,,,,,
56.50%,34,,,,,
56.51%,26,,,,,
56.52%,23,,,,,
56.53%,32,,,,,
56.54%,21,,,,,
56.55%,26,,,,,
56.56%,35,,,,,
56.57%,21,,,,,
56.58%,22,,,,,
56.59%,25,,,,,
56.60%,27,,,,,
56.61%,35,,,,,
56.62%,21,,,,,
56.63%,27,,,,,
56.64%,27,,,,,
56.65%,16,,,,,
56.66%,35,,,,,
56.67%,19,,,,,
56.68%,19,,,,,
56.69%,27,,,,,
56.70%,25,,,,,
56.71%,27,,,,,
56.72%,27,,,,,
56.73%,17,,,,,
56.74%,29,,,,,
56.75%,27,,,,,
56.76%,21,,,,,
56.77%,28,,,,,
56.78%,37,,,,,
56.79%,28,,,,,
56.80%,35,,,,,
56.81%,29,,,,,
56.82%,31,,,,,
56.83%,31,,,,,
56.84%,29,,,,,
56.85%,22,,,,,
56.86%,26,,,,,
56.87%,15,,,,,
56.88%,28,,,,,
56.89%,22,,,,,
56.90%,32,,,,,
56.91%,23,,,,,
56.92%,26,,,,,
56.93%,34,,,,,
56.94%,27,,,,,
56.95%,28,,,,,
56.96%,22,,,,,
56.97%,22,,,,,
56.98%,25,,,,,
56.99%,25,,,,,
57%,30,,,,,
57.01%,27,,,,,
57.02%,19,,,,,
57.03%,27,,,,,
57.04%,28,,,,,
57.05%,24,,,,,
57.06%,21,,,,,
57.07%,23,,,,,
57.08%,15,,,,,
57.09%,31,,,,,
57.10%,23,,,,,
57.11%,18,,,,,
57.12%,20,,,,,
57.13%,20,,,,,
57.14%,28,,,,,
57.15%,33,,,,,
57.16%,28,,,,,
57.17%,24,,,,,
57.18%,23,,,,,
57.19%,35,,,,,
57.20%,29,,,,,
57.21%,18,,,,,
57.22%,21,,,,,
57.23%,22,,,,,
57.24%,19,,,,,
57.25%,26,,,,,
57.26%,24,,,,,
57.27%,20,,,,,
57.28%,28,,,,,
57.29%,24,,,,,
57.30%,30,,,,,
57.31%,18,,,,,
57.32%,31,,,,,
57.33%,20,,,,,
57.34%,18,,,,,
57.35%,24,,,,,
57.36%,22,,,,,
57.37%,25,,,,,
57.38%,21,,,,,
57.39%,41,,,,,
57.40%,25,,,,,
57.41%,26,,,,,
57.42%,30,,,,,
57.43%,16,,,,,
57.44%,22,,,,,
57.45%,22,,,,,
57.46%,29,,,,,
57.47%,25,,,,,
57.48%,23,,,,,
57.49%,25,,,,,
57.50%,15,,,,,
57.51%,33,,,,,
57.52%,23,,,,,
57.53%,24,,,,,
57.54%,20,,,,,
57.55%,22,,,,,
57.56%,26,,,,,
57.57%,31,,,,,
57.58%,28,,,,,
57.59%,20,,,,,
57.60%,20,,,,,
57.61%,22,,,,,
57.62%,29,,,,,
57.63%,34,,,,,
57.64%,18,,,,,
57.65%,23,,,,,
57.66%,22,,,,,
57.67%,15,,,,,
57.68%,26,,,,,
57.69%,25,,,,,
57.70%,21,,,,,
57.71%,21,,,,,
57.72%,30,,,,,
57.73%,18,,,,,
57.74%,30,,,,,
57.75%,27,,,,,
57.76%,18,,,,,
57.77%,24,,,,,
57.78%,24,,,,,
57.79%,31,,,,,
57.80%,20,,,,,
57.81%,20,,,,,
57.82%,23,,,,,
57.83%,17,,,,,
57.84%,19,,,,,
57.85%,23,,,,,
57.86%,24,,,,,
57.87%,18,,,,,
57.88%,28,,,,,
57.89%,26,,,,,
57.90%,21,,,,,
57.91%,19,,,,,
