Max Height Percentage, Count, Total Collision Count, Time increment tau[s], MaxH, StartH, Count of y_0' < y_max 
11.36%,313,,,,,
11.37%,309,,,,,
11.38%,313,,,,,
11.39%,302,,,,,
11.40%,323,,,,,
11.41%,305,,,,,
11.42%,329,,,,,
11.43%,291,,,,,
11.44%,300,,,,,
11.45%,296,,,,,
11.46%,318,,,,,
11.47%,318,,,,,
11.48%,256,,,,,
11.49%,284,,,,,
11.50%,317,,,,,
11.51%,308,,,,,
11.52%,297,,,,,
11.53%,325,,,,,
11.54%,330,,,,,
11.55%,298,,,,,
11.56%,280,,,,,
11.57%,319,,,,,
11.58%,303,,,,,
11.59%,356,,,,,
11.60%,326,,,,,
11.61%,335,,,,,
11.62%,323,,,,,
11.63%,296,,,,,
11.64%,308,,,,,
11.65%,293,,,,,
11.66%,314,,,,,
11.67%,317,,,,,
11.68%,321,,,,,
11.69%,299,,,,,
11.70%,308,,,,,
11.71%,322,,,,,
11.72%,278,,,,,
11.73%,345,,,,,
11.74%,304,,,,,
11.75%,320,,,,,
11.76%,306,,,,,
11.77%,302,,,,,
11.78%,280,,,,,
11.79%,305,,,,,
11.80%,306,,,,,
11.81%,307,,,,,
11.82%,292,,,,,
11.83%,327,,,,,
11.84%,319,,,,,
11.85%,318,,,,,
11.86%,308,,,,,
11.87%,305,,,,,
11.88%,298,,,,,
11.89%,361,,,,,
11.90%,266,,,,,
11.91%,333,,,,,
11.92%,302,,,,,
11.93%,291,,,,,
11.94%,283,,,,,
11.95%,311,,,,,
11.96%,297,,,,,
11.97%,315,,,,,
11.98%,299,,,,,
11.99%,320,,,,,
12%,310,,,,,
12.01%,297,,,,,
12.02%,287,,,,,
12.03%,309,,,,,
12.04%,318,,,,,
12.05%,315,,,,,
12.06%,337,,,,,
12.07%,307,,,,,
12.08%,322,,,,,
12.09%,315,,,,,
12.10%,306,,,,,
12.11%,317,,,,,
12.12%,318,,,,,
12.13%,312,,,,,
12.14%,331,,,,,
12.15%,308,,,,,
12.16%,309,,,,,
12.17%,334,,,,,
12.18%,300,,,,,
12.19%,303,,,,,
12.20%,289,,,,,
12.21%,322,,,,,
12.22%,333,,,,,
12.23%,302,,,,,
12.24%,306,,,,,
12.25%,281,,,,,
12.26%,314,,,,,
12.27%,290,,,,,
12.28%,283,,,,,
12.29%,318,,,,,
12.30%,320,,,,,
12.31%,318,,,,,
12.32%,307,,,,,
12.33%,265,,,,,
12.34%,304,,,,,
12.35%,295,,,,,
12.36%,301,,,,,
12.37%,318,,,,,
12.38%,311,,,,,
12.39%,271,,,,,
12.40%,295,,,,,
12.41%,284,,,,,
12.42%,282,,,,,
12.43%,298,,,,,
12.44%,274,,,,,
12.45%,288,,,,,
12.46%,323,,,,,
12.47%,292,,,,,
12.48%,307,,,,,
12.49%,328,,,,,
12.50%,312,,,,,
12.51%,314,,,,,
12.52%,314,,,,,
12.53%,272,,,,,
12.54%,285,,,,,
12.55%,299,,,,,
12.56%,279,,,,,
12.57%,287,,,,,
12.58%,286,,,,,
12.59%,281,,,,,
12.60%,314,,,,,
12.61%,308,,,,,
12.62%,325,,,,,
12.63%,324,,,,,
12.64%,303,,,,,
12.65%,308,,,,,
12.66%,329,,,,,
12.67%,305,,,,,
12.68%,309,,,,,
12.69%,305,,,,,
12.70%,293,,,,,
12.71%,312,,,,,
12.72%,341,,,,,
12.73%,313,,,,,
12.74%,279,,,,,
12.75%,302,,,,,
12.76%,297,,,,,
12.77%,316,,,,,
12.78%,287,,,,,
12.79%,311,,,,,
12.80%,299,,,,,
12.81%,315,,,,,
12.82%,309,,,,,
12.83%,299,,,,,
12.84%,308,,,,,
12.85%,319,,,,,
12.86%,295,,,,,
12.87%,347,,,,,
12.88%,273,,,,,
12.89%,278,,,,,
12.90%,302,,,,,
12.91%,310,,,,,
12.92%,307,,,,,
12.93%,319,,,,,
12.94%,299,,,,,
12.95%,305,,,,,
12.96%,326,,,,,
12.97%,297,,,,,
12.98%,292,,,,,
12.99%,298,,,,,
13%,320,,,,,
13.01%,293,,,,,
13.02%,310,,,,,
13.03%,313,,,,,
13.04%,320,,,,,
13.05%,291,,,,,
13.06%,289,,,,,
13.07%,307,,,,,
13.08%,301,,,,,
13.09%,287,,,,,
13.10%,297,,,,,
13.11%,304,,,,,
13.12%,298,,,,,
13.13%,310,,,,,
13.14%,311,,,,,
13.15%,279,,,,,
13.16%,267,,,,,
13.17%,314,,,,,
13.18%,280,,,,,
13.19%,297,,,,,
13.20%,335,,,,,
13.21%,265,,,,,
13.22%,281,,,,,
13.23%,312,,,,,
13.24%,307,,,,,
13.25%,325,,,,,
13.26%,298,,,,,
13.27%,295,,,,,
13.28%,312,,,,,
13.29%,299,,,,,
13.30%,286,,,,,
13.31%,269,,,,,
13.32%,299,,,,,
13.33%,251,,,,,
13.34%,294,,,,,
13.35%,318,,,,,
13.36%,287,,,,,
13.37%,299,,,,,
13.38%,307,,,,,
13.39%,307,,,,,
13.40%,291,,,,,
13.41%,276,,,,,
13.42%,273,,,,,
13.43%,284,,,,,
13.44%,275,,,,,
13.45%,274,,,,,
13.46%,272,,,,,
13.47%,289,,,,,
13.48%,330,,,,,
13.49%,291,,,,,
13.50%,291,,,,,
13.51%,285,,,,,
13.52%,309,,,,,
13.53%,264,,,,,
13.54%,291,,,,,
13.55%,324,,,,,
13.56%,296,,,,,
13.57%,271,,,,,
13.58%,309,,,,,
13.59%,306,,,,,
13.60%,296,,,,,
13.61%,282,,,,,
13.62%,303,,,,,
13.63%,287,,,,,
13.64%,284,,,,,
13.65%,272,,,,,
13.66%,312,,,,,
13.67%,308,,,,,
13.68%,279,,,,,
13.69%,286,,,,,
13.70%,293,,,,,
13.71%,278,,,,,
13.72%,316,,,,,
13.73%,277,,,,,
13.74%,293,,,,,
13.75%,290,,,,,
13.76%,280,,,,,
13.77%,302,,,,,
13.78%,289,,,,,
13.79%,313,,,,,
13.80%,268,,,,,
13.81%,299,,,,,
13.82%,315,,,,,
13.83%,302,,,,,
13.84%,290,,,,,
13.85%,291,,,,,
13.86%,294,,,,,
13.87%,321,,,,,
13.88%,290,,,,,
13.89%,327,,,,,
13.90%,278,,,,,
13.91%,268,,,,,
13.92%,295,,,,,
13.93%,266,,,,,
13.94%,300,,,,,
13.95%,272,,,,,
13.96%,332,,,,,
13.97%,295,,,,,
13.98%,306,,,,,
13.99%,309,,,,,
14%,288,,,,,
14.01%,281,,,,,
14.02%,296,,,,,
14.03%,256,,,,,
14.04%,281,,,,,
14.05%,286,,,,,
14.06%,295,,,,,
14.07%,281,,,,,
14.08%,281,,,,,
14.09%,248,,,,,
14.10%,281,,,,,
14.11%,282,,,,,
14.12%,287,,,,,
14.13%,278,,,,,
14.14%,269,,,,,
14.15%,268,,,,,
14.16%,290,,,,,
14.17%,274,,,,,
14.18%,271,,,,,
14.19%,288,,,,,
14.20%,298,,,,,
14.21%,284,,,,,
14.22%,290,,,,,
14.23%,294,,,,,
14.24%,276,,,,,
14.25%,294,,,,,
14.26%,280,,,,,
14.27%,244,,,,,
14.28%,295,,,,,
14.29%,247,,,,,
14.30%,287,,,,,
14.31%,278,,,,,
14.32%,307,,,,,
14.33%,269,,,,,
14.34%,280,,,,,
14.35%,279,,,,,
14.36%,283,,,,,
14.37%,276,,,,,
14.38%,274,,,,,
14.39%,313,,,,,
14.40%,280,,,,,
14.41%,276,,,,,
14.42%,299,,,,,
14.43%,283,,,,,
14.44%,270,,,,,
14.45%,267,,,,,
14.46%,283,,,,,
14.47%,270,,,,,
14.48%,257,,,,,
14.49%,276,,,,,
14.50%,281,,,,,
14.51%,302,,,,,
14.52%,272,,,,,
14.53%,251,,,,,
14.54%,266,,,,,
14.55%,290,,,,,
14.56%,280,,,,,
14.57%,273,,,,,
14.58%,289,,,,,
14.59%,289,,,,,
14.60%,273,,,,,
14.61%,285,,,,,
14.62%,277,,,,,
14.63%,271,,,,,
14.64%,301,,,,,
14.65%,316,,,,,
14.66%,288,,,,,
14.67%,296,,,,,
14.68%,253,,,,,
14.69%,266,,,,,
14.70%,289,,,,,
14.71%,272,,,,,
14.72%,278,,,,,
14.73%,278,,,,,
14.74%,276,,,,,
14.75%,270,,,,,
14.76%,268,,,,,
14.77%,233,,,,,
14.78%,270,,,,,
14.79%,275,,,,,
14.80%,266,,,,,
14.81%,280,,,,,
14.82%,274,,,,,
14.83%,290,,,,,
14.84%,294,,,,,
14.85%,263,,,,,
14.86%,257,,,,,
14.87%,282,,,,,
14.88%,286,,,,,
14.89%,280,,,,,
14.90%,284,,,,,
14.91%,295,,,,,
14.92%,259,,,,,
14.93%,274,,,,,
14.94%,289,,,,,
14.95%,269,,,,,
14.96%,299,,,,,
14.97%,256,,,,,
14.98%,261,,,,,
14.99%,269,,,,,
15%,270,,,,,
15.01%,294,,,,,
15.02%,290,,,,,
15.03%,252,,,,,
15.04%,271,,,,,
15.05%,291,,,,,
15.06%,258,,,,,
15.07%,258,,,,,
15.08%,303,,,,,
15.09%,265,,,,,
15.10%,309,,,,,
15.11%,286,,,,,
15.12%,270,,,,,
15.13%,282,,,,,
15.14%,261,,,,,
15.15%,293,,,,,
15.16%,299,,,,,
15.17%,261,,,,,
15.18%,258,,,,,
15.19%,272,,,,,
15.20%,287,,,,,
15.21%,265,,,,,
15.22%,272,,,,,
15.23%,265,,,,,
15.24%,254,,,,,
15.25%,248,,,,,
15.26%,286,,,,,
15.27%,238,,,,,
15.28%,286,,,,,
15.29%,284,,,,,
15.30%,266,,,,,
15.31%,297,,,,,
15.32%,245,,,,,
15.33%,269,,,,,
15.34%,293,,,,,
15.35%,305,,,,,
15.36%,275,,,,,
15.37%,281,,,,,
15.38%,268,,,,,
15.39%,272,,,,,
15.40%,244,,,,,
15.41%,285,,,,,
15.42%,248,,,,,
15.43%,295,,,,,
15.44%,247,,,,,
15.45%,285,,,,,
15.46%,268,,,,,
15.47%,264,,,,,
15.48%,279,,,,,
15.49%,270,,,,,
15.50%,249,,,,,
15.51%,252,,,,,
15.52%,258,,,,,
15.53%,242,,,,,
15.54%,270,,,,,
15.55%,280,,,,,
15.56%,273,,,,,
15.57%,252,,,,,
15.58%,266,,,,,
15.59%,282,,,,,
15.60%,261,,,,,
15.61%,289,,,,,
15.62%,279,,,,,
15.63%,261,,,,,
15.64%,253,,,,,
15.65%,269,,,,,
15.66%,264,,,,,
15.67%,280,,,,,
15.68%,247,,,,,
15.69%,256,,,,,
15.70%,273,,,,,
15.71%,288,,,,,
15.72%,261,,,,,
15.73%,287,,,,,
15.74%,270,,,,,
15.75%,274,,,,,
15.76%,249,,,,,
15.77%,281,,,,,
15.78%,264,,,,,
15.79%,265,,,,,
15.80%,214,,,,,
15.81%,259,,,,,
15.82%,252,,,,,
15.83%,266,,,,,
15.84%,268,,,,,
15.85%,246,,,,,
15.86%,251,,,,,
15.87%,270,,,,,
15.88%,259,,,,,
15.89%,284,,,,,
15.90%,268,,,,,
15.91%,246,,,,,
15.92%,268,,,,,
15.93%,269,,,,,
15.94%,286,,,,,
15.95%,291,,,,,
15.96%,240,,,,,
15.97%,258,,,,,
15.98%,248,,,,,
15.99%,249,,,,,
16%,276,,,,,
16.01%,285,,,,,
16.02%,292,,,,,
16.03%,281,,,,,
16.04%,283,,,,,
16.05%,247,,,,,
16.06%,252,,,,,
16.07%,268,,,,,
16.08%,249,,,,,
16.09%,255,,,,,
16.10%,262,,,,,
16.11%,273,,,,,
16.12%,304,,,,,
16.13%,265,,,,,
16.14%,275,,,,,
16.15%,275,,,,,
16.16%,267,,,,,
16.17%,256,,,,,
16.18%,246,,,,,
16.19%,269,,,,,
16.20%,270,,,,,
16.21%,250,,,,,
16.22%,223,,,,,
16.23%,287,,,,,
16.24%,263,,,,,
16.25%,270,,,,,
16.26%,275,,,,,
16.27%,283,,,,,
16.28%,251,,,,,
16.29%,267,,,,,
16.30%,287,,,,,
16.31%,254,,,,,
16.32%,269,,,,,
16.33%,267,,,,,
16.34%,255,,,,,
16.35%,253,,,,,
16.36%,290,,,,,
16.37%,255,,,,,
16.38%,267,,,,,
16.39%,250,,,,,
16.40%,256,,,,,
16.41%,249,,,,,
16.42%,240,,,,,
16.43%,248,,,,,
16.44%,274,,,,,
16.45%,256,,,,,
16.46%,253,,,,,
16.47%,305,,,,,
16.48%,240,,,,,
16.49%,263,,,,,
16.50%,262,,,,,
16.51%,290,,,,,
16.52%,250,,,,,
16.53%,280,,,,,
16.54%,258,,,,,
16.55%,284,,,,,
16.56%,250,,,,,
16.57%,254,,,,,
16.58%,249,,,,,
16.59%,254,,,,,
16.60%,259,,,,,
16.61%,237,,,,,
16.62%,238,,,,,
16.63%,254,,,,,
16.64%,253,,,,,
16.65%,274,,,,,
16.66%,275,,,,,
16.67%,278,,,,,
16.68%,246,,,,,
16.69%,251,,,,,
16.70%,256,,,,,
16.71%,261,,,,,
16.72%,273,,,,,
16.73%,236,,,,,
16.74%,250,,,,,
16.75%,256,,,,,
16.76%,234,,,,,
16.77%,249,,,,,
16.78%,249,,,,,
16.79%,261,,,,,
16.80%,229,,,,,
16.81%,224,,,,,
16.82%,266,,,,,
16.83%,247,,,,,
16.84%,236,,,,,
16.85%,243,,,,,
16.86%,276,,,,,
16.87%,260,,,,,
16.88%,254,,,,,
16.89%,247,,,,,
16.90%,237,,,,,
16.91%,255,,,,,
16.92%,264,,,,,
16.93%,252,,,,,
16.94%,266,,,,,
16.95%,242,,,,,
16.96%,248,,,,,
16.97%,236,,,,,
16.98%,260,,,,,
16.99%,236,,,,,
17%,261,,,,,
17.01%,256,,,,,
17.02%,273,,,,,
17.03%,273,,,,,
17.04%,228,,,,,
17.05%,253,,,,,
17.06%,243,,,,,
17.07%,253,,,,,
17.08%,255,,,,,
17.09%,249,,,,,
17.10%,260,,,,,
17.11%,236,,,,,
17.12%,251,,,,,
17.13%,249,,,,,
17.14%,230,,,,,
17.15%,275,,,,,
17.16%,244,,,,,
17.17%,272,,,,,
17.18%,270,,,,,
17.19%,238,,,,,
17.20%,246,,,,,
17.21%,226,,,,,
17.22%,259,,,,,
17.23%,244,,,,,
17.24%,244,,,,,
17.25%,252,,,,,
17.26%,242,,,,,
17.27%,265,,,,,
17.28%,279,,,,,
17.29%,258,,,,,
17.30%,249,,,,,
17.31%,236,,,,,
17.32%,242,,,,,
17.33%,251,,,,,
17.34%,231,,,,,
17.35%,265,,,,,
17.36%,244,,,,,
17.37%,246,,,,,
17.38%,253,,,,,
17.39%,239,,,,,
17.40%,226,,,,,
17.41%,236,,,,,
17.42%,230,,,,,
17.43%,253,,,,,
17.44%,228,,,,,
17.45%,261,,,,,
17.46%,267,,,,,
17.47%,266,,,,,
17.48%,247,,,,,
17.49%,229,,,,,
17.50%,247,,,,,
17.51%,222,,,,,
17.52%,249,,,,,
17.53%,246,,,,,
17.54%,255,,,,,
17.55%,241,,,,,
17.56%,257,,,,,
17.57%,252,,,,,
17.58%,253,,,,,
17.59%,242,,,,,
17.60%,232,,,,,
17.61%,235,,,,,
17.62%,274,,,,,
17.63%,239,,,,,
17.64%,246,,,,,
17.65%,226,,,,,
17.66%,236,,,,,
17.67%,247,,,,,
17.68%,246,,,,,
17.69%,258,,,,,
17.70%,249,,,,,
17.71%,228,,,,,
17.72%,268,,,,,
17.73%,257,,,,,
17.74%,271,,,,,
17.75%,216,,,,,
17.76%,238,,,,,
17.77%,264,,,,,
17.78%,268,,,,,
17.79%,224,,,,,
17.80%,271,,,,,
17.81%,265,,,,,
17.82%,268,,,,,
17.83%,260,,,,,
17.84%,232,,,,,
17.85%,239,,,,,
17.86%,250,,,,,
17.87%,240,,,,,
17.88%,243,,,,,
17.89%,249,,,,,
17.90%,238,,,,,
17.91%,257,,,,,
17.92%,276,,,,,
17.93%,234,,,,,
17.94%,263,,,,,
17.95%,231,,,,,
17.96%,229,,,,,
17.97%,237,,,,,
17.98%,244,,,,,
17.99%,245,,,,,
18%,240,,,,,
18.01%,220,,,,,
18.02%,240,,,,,
18.03%,253,,,,,
18.04%,243,,,,,
18.05%,242,,,,,
18.06%,245,,,,,
18.07%,244,,,,,
18.08%,259,,,,,
18.09%,213,,,,,
18.10%,248,,,,,
18.11%,257,,,,,
18.12%,255,,,,,
18.13%,253,,,,,
18.14%,237,,,,,
18.15%,220,,,,,
18.16%,240,,,,,
18.17%,256,,,,,
18.18%,227,,,,,
18.19%,247,,,,,
18.20%,263,,,,,
18.21%,217,,,,,
18.22%,186,,,,,
18.23%,250,,,,,
18.24%,247,,,,,
18.25%,252,,,,,
18.26%,273,,,,,
18.27%,266,,,,,
18.28%,234,,,,,
18.29%,264,,,,,
18.30%,227,,,,,
18.31%,261,,,,,
18.32%,219,,,,,
18.33%,249,,,,,
18.34%,228,,,,,
18.35%,213,,,,,
18.36%,236,,,,,
18.37%,231,,,,,
18.38%,232,,,,,
18.39%,244,,,,,
18.40%,224,,,,,
18.41%,237,,,,,
18.42%,224,,,,,
18.43%,211,,,,,
18.44%,223,,,,,
18.45%,237,,,,,
18.46%,245,,,,,
18.47%,234,,,,,
18.48%,228,,,,,
18.49%,238,,,,,
18.50%,229,,,,,
18.51%,245,,,,,
18.52%,246,,,,,
18.53%,260,,,,,
18.54%,212,,,,,
18.55%,241,,,,,
18.56%,237,,,,,
18.57%,230,,,,,
18.58%,232,,,,,
18.59%,230,,,,,
18.60%,218,,,,,
18.61%,226,,,,,
18.62%,252,,,,,
18.63%,262,,,,,
18.64%,223,,,,,
18.65%,219,,,,,
18.66%,246,,,,,
18.67%,247,,,,,
18.68%,237,,,,,
18.69%,234,,,,,
18.70%,249,,,,,
18.71%,225,,,,,
18.72%,207,,,,,
18.73%,217,,,,,
18.74%,226,,,,,
18.75%,215,,,,,
18.76%,259,,,,,
18.77%,249,,,,,
18.78%,242,,,,,
18.79%,239,,,,,
18.80%,226,,,,,
18.81%,211,,,,,
18.82%,221,,,,,
18.83%,232,,,,,
18.84%,263,,,,,
18.85%,236,,,,,
18.86%,231,,,,,
18.87%,234,,,,,
18.88%,228,,,,,
18.89%,224,,,,,
18.90%,219,,,,,
18.91%,237,,,,,
18.92%,238,,,,,
18.93%,207,,,,,
18.94%,217,,,,,
18.95%,223,,,,,
18.96%,226,,,,,
18.97%,244,,,,,
18.98%,245,,,,,
18.99%,229,,,,,
19%,205,,,,,
19.01%,205,,,,,
19.02%,236,,,,,
19.03%,216,,,,,
19.04%,245,,,,,
19.05%,230,,,,,
19.06%,234,,,,,
19.07%,213,,,,,
19.08%,227,,,,,
19.09%,242,,,,,
19.10%,227,,,,,
19.11%,248,,,,,
19.12%,240,,,,,
19.13%,226,,,,,
19.14%,208,,,,,
19.15%,195,,,,,
19.16%,190,,,,,
19.17%,221,,,,,
19.18%,237,,,,,
19.19%,214,,,,,
19.20%,241,,,,,
19.21%,224,,,,,
19.22%,234,,,,,
19.23%,225,,,,,
19.24%,222,,,,,
19.25%,222,,,,,
19.26%,225,,,,,
19.27%,222,,,,,
19.28%,226,,,,,
19.29%,233,,,,,
19.30%,234,,,,,
19.31%,252,,,,,
19.32%,217,,,,,
19.33%,221,,,,,
19.34%,215,,,,,
19.35%,270,,,,,
19.36%,232,,,,,
19.37%,245,,,,,
19.38%,212,,,,,
19.39%,225,,,,,
19.40%,208,,,,,
19.41%,225,,,,,
19.42%,245,,,,,
19.43%,230,,,,,
19.44%,222,,,,,
19.45%,224,,,,,
19.46%,206,,,,,
19.47%,216,,,,,
19.48%,222,,,,,
19.49%,227,,,,,
19.50%,198,,,,,
19.51%,232,,,,,
19.52%,218,,,,,
19.53%,221,,,,,
19.54%,220,,,,,
19.55%,215,,,,,
19.56%,234,,,,,
19.57%,233,,,,,
19.58%,213,,,,,
19.59%,238,,,,,
19.60%,208,,,,,
19.61%,218,,,,,
19.62%,247,,,,,
19.63%,225,,,,,
19.64%,224,,,,,
19.65%,205,,,,,
19.66%,230,,,,,
19.67%,223,,,,,
19.68%,193,,,,,
19.69%,206,,,,,
19.70%,232,,,,,
19.71%,245,,,,,
19.72%,219,,,,,
19.73%,229,,,,,
19.74%,234,,,,,
19.75%,230,,,,,
19.76%,205,,,,,
19.77%,218,,,,,
19.78%,235,,,,,
19.79%,217,,,,,
19.80%,230,,,,,
19.81%,201,,,,,
19.82%,204,,,,,
19.83%,216,,,,,
19.84%,222,,,,,
19.85%,232,,,,,
19.86%,222,,,,,
19.87%,242,,,,,
19.88%,251,,,,,
19.89%,219,,,,,
19.90%,210,,,,,
19.91%,220,,,,,
19.92%,217,,,,,
19.93%,223,,,,,
19.94%,228,,,,,
19.95%,217,,,,,
19.96%,228,,,,,
19.97%,241,,,,,
19.98%,205,,,,,
19.99%,230,,,,,
20%,207,,,,,
20.01%,227,,,,,
20.02%,198,,,,,
20.03%,231,,,,,
20.04%,226,,,,,
20.05%,238,,,,,
20.06%,209,,,,,
20.07%,230,,,,,
20.08%,204,,,,,
20.09%,214,,,,,
20.10%,201,,,,,
20.11%,234,,,,,
20.12%,228,,,,,
20.13%,218,,,,,
20.14%,205,,,,,
20.15%,188,,,,,
20.16%,213,,,,,
20.17%,250,,,,,
20.18%,210,,,,,
20.19%,208,,,,,
20.20%,250,,,,,
20.21%,234,,,,,
20.22%,203,,,,,
20.23%,201,,,,,
20.24%,219,,,,,
20.25%,207,,,,,
20.26%,224,,,,,
20.27%,245,,,,,
20.28%,223,,,,,
20.29%,207,,,,,
20.30%,197,,,,,
20.31%,217,,,,,
20.32%,210,,,,,
20.33%,225,,,,,
20.34%,231,,,,,
20.35%,212,,,,,
20.36%,228,,,,,
20.37%,220,,,,,
20.38%,213,,,,,
20.39%,227,,,,,
20.40%,226,,,,,
20.41%,232,,,,,
20.42%,221,,,,,
20.43%,224,,,,,
20.44%,209,,,,,
20.45%,189,,,,,
20.46%,208,,,,,
20.47%,204,,,,,
20.48%,222,,,,,
20.49%,220,,,,,
20.50%,228,,,,,
20.51%,232,,,,,
20.52%,193,,,,,
20.53%,213,,,,,
20.54%,243,,,,,
20.55%,206,,,,,
20.56%,230,,,,,
20.57%,211,,,,,
20.58%,213,,,,,
20.59%,241,,,,,
20.60%,216,,,,,
20.61%,206,,,,,
20.62%,193,,,,,
20.63%,223,,,,,
20.64%,243,,,,,
20.65%,227,,,,,
20.66%,220,,,,,
20.67%,210,,,,,
20.68%,204,,,,,
20.69%,212,,,,,
20.70%,215,,,,,
20.71%,243,,,,,
20.72%,225,,,,,
20.73%,238,,,,,
20.74%,209,,,,,
20.75%,211,,,,,
20.76%,221,,,,,
20.77%,224,,,,,
20.78%,191,,,,,
20.79%,200,,,,,
20.80%,194,,,,,
20.81%,183,,,,,
20.82%,212,,,,,
20.83%,213,,,,,
20.84%,220,,,,,
20.85%,220,,,,,
20.86%,222,,,,,
20.87%,203,,,,,
20.88%,208,,,,,
20.89%,195,,,,,
20.90%,229,,,,,
20.91%,193,,,,,
20.92%,189,,,,,
20.93%,220,,,,,
20.94%,205,,,,,
20.95%,214,,,,,
20.96%,202,,,,,
20.97%,227,,,,,
20.98%,217,,,,,
20.99%,189,,,,,
21%,214,,,,,
21.01%,237,,,,,
21.02%,198,,,,,
21.03%,230,,,,,
21.04%,211,,,,,
21.05%,204,,,,,
21.06%,214,,,,,
21.07%,187,,,,,
21.08%,228,,,,,
21.09%,184,,,,,
21.10%,192,,,,,
21.11%,184,,,,,
21.12%,195,,,,,
21.13%,225,,,,,
21.14%,221,,,,,
21.15%,222,,,,,
21.16%,198,,,,,
21.17%,226,,,,,
21.18%,206,,,,,
21.19%,209,,,,,
21.20%,207,,,,,
21.21%,218,,,,,
21.22%,194,,,,,
21.23%,212,,,,,
21.24%,188,,,,,
21.25%,187,,,,,
21.26%,206,,,,,
21.27%,208,,,,,
21.28%,228,,,,,
21.29%,210,,,,,
21.30%,246,,,,,
21.31%,207,,,,,
21.32%,218,,,,,
21.33%,222,,,,,
21.34%,201,,,,,
21.35%,190,,,,,
21.36%,222,,,,,
21.37%,210,,,,,
21.38%,225,,,,,
21.39%,224,,,,,
21.40%,202,,,,,
21.41%,204,,,,,
21.42%,200,,,,,
21.43%,191,,,,,
21.44%,194,,,,,
21.45%,200,,,,,
21.46%,214,,,,,
21.47%,186,,,,,
21.48%,209,,,,,
21.49%,229,,,,,
21.50%,200,,,,,
21.51%,190,,,,,
21.52%,195,,,,,
21.53%,210,,,,,
21.54%,185,,,,,
21.55%,214,,,,,
21.56%,201,,,,,
21.57%,211,,,,,
21.58%,210,,,,,
21.59%,204,,,,,
21.60%,208,,,,,
21.61%,219,,,,,
21.62%,189,,,,,
21.63%,204,,,,,
21.64%,204,,,,,
21.65%,212,,,,,
21.66%,205,,,,,
21.67%,213,,,,,
21.68%,225,,,,,
21.69%,195,,,,,
21.70%,222,,,,,
21.71%,212,,,,,
21.72%,220,,,,,
21.73%,228,,,,,
21.74%,204,,,,,
21.75%,163,,,,,
21.76%,192,,,,,
21.77%,215,,,,,
21.78%,207,,,,,
21.79%,207,,,,,
21.80%,170,,,,,
21.81%,229,,,,,
21.82%,192,,,,,
21.83%,198,,,,,
21.84%,209,,,,,
21.85%,209,,,,,
21.86%,197,,,,,
21.87%,218,,,,,
21.88%,206,,,,,
21.89%,227,,,,,
21.90%,200,,,,,
21.91%,208,,,,,
21.92%,200,,,,,
21.93%,197,,,,,
21.94%,207,,,,,
21.95%,197,,,,,
21.96%,218,,,,,
21.97%,207,,,,,
21.98%,215,,,,,
21.99%,213,,,,,
22%,216,,,,,
22.01%,208,,,,,
22.02%,218,,,,,
22.03%,171,,,,,
22.04%,210,,,,,
22.05%,203,,,,,
22.06%,207,,,,,
22.07%,175,,,,,
22.08%,187,,,,,
22.09%,216,,,,,
22.10%,195,,,,,
22.11%,210,,,,,
22.12%,205,,,,,
22.13%,192,,,,,
22.14%,190,,,,,
22.15%,214,,,,,
22.16%,212,,,,,
22.17%,218,,,,,
22.18%,199,,,,,
22.19%,221,,,,,
22.20%,173,,,,,
22.21%,203,,,,,
22.22%,180,,,,,
22.23%,208,,,,,
22.24%,205,,,,,
22.25%,182,,,,,
22.26%,185,,,,,
22.27%,192,,,,,
22.28%,193,,,,,
22.29%,186,,,,,
22.30%,199,,,,,
22.31%,185,,,,,
22.32%,213,,,,,
22.33%,210,,,,,
22.34%,180,,,,,
22.35%,219,,,,,
22.36%,186,,,,,
22.37%,210,,,,,
22.38%,178,,,,,
22.39%,192,,,,,
22.40%,204,,,,,
22.41%,190,,,,,
22.42%,230,,,,,
22.43%,205,,,,,
22.44%,197,,,,,
22.45%,179,,,,,
22.46%,182,,,,,
22.47%,225,,,,,
22.48%,188,,,,,
22.49%,199,,,,,
22.50%,211,,,,,
22.51%,200,,,,,
22.52%,194,,,,,
22.53%,182,,,,,
22.54%,189,,,,,
22.55%,195,,,,,
22.56%,216,,,,,
22.57%,207,,,,,
22.58%,203,,,,,
22.59%,186,,,,,
22.60%,188,,,,,
22.61%,197,,,,,
22.62%,209,,,,,
22.63%,172,,,,,
22.64%,216,,,,,
22.65%,197,,,,,
22.66%,200,,,,,
22.67%,188,,,,,
22.68%,190,,,,,
22.69%,200,,,,,
22.70%,167,,,,,
22.71%,191,,,,,
22.72%,191,,,,,
22.73%,195,,,,,
22.74%,160,,,,,
22.75%,176,,,,,
22.76%,195,,,,,
22.77%,195,,,,,
22.78%,216,,,,,
22.79%,212,,,,,
22.80%,190,,,,,
22.81%,197,,,,,
22.82%,189,,,,,
22.83%,175,,,,,
22.84%,216,,,,,
22.85%,178,,,,,
22.86%,222,,,,,
22.87%,196,,,,,
22.88%,202,,,,,
22.89%,197,,,,,
22.90%,210,,,,,
22.91%,207,,,,,
22.92%,185,,,,,
22.93%,195,,,,,
22.94%,199,,,,,
22.95%,194,,,,,
22.96%,207,,,,,
22.97%,171,,,,,
22.98%,206,,,,,
22.99%,189,,,,,
