Max Height Percentage, Count, Total Collision Count, Time increment τ[s], MaxH, StartH, Count of y_0' < y_max 
,,1000000, 2.5e-9, 0.125899544,0.1,51
71.90%,46,,,,
72%,46,,,,
72.10%,57,,,,
72.20%,46,,,,
72.30%,49,,,,
72.40%,54,,,,
72.50%,51,,,,
72.60%,52,,,,
72.70%,51,,,,
72.80%,49,,,,
72.90%,58,,,,
73%,42,,,,
73.10%,45,,,,
73.20%,45,,,,
73.30%,46,,,,
73.40%,28,,,,
73.50%,36,,,,
73.60%,53,,,,
73.70%,65,,,,
73.80%,32,,,,
73.90%,45,,,,
74%,35,,,,
74.10%,37,,,,
74.20%,46,,,,
74.30%,36,,,,
74.40%,37,,,,
74.50%,34,,,,
74.60%,42,,,,
74.70%,47,,,,
74.80%,31,,,,
74.90%,33,,,,
75%,38,,,,
75.10%,36,,,,
75.20%,37,,,,
75.30%,38,,,,
75.40%,29,,,,
75.50%,32,,,,
75.60%,35,,,,
75.70%,28,,,,
75.80%,34,,,,
75.90%,33,,,,
76%,35,,,,
76.10%,39,,,,
76.20%,25,,,,
76.30%,29,,,,
76.40%,25,,,,
76.50%,26,,,,
76.60%,32,,,,
76.70%,19,,,,
76.80%,27,,,,
76.90%,25,,,,
77%,23,,,,
77.10%,31,,,,
77.20%,27,,,,
77.30%,33,,,,
77.40%,32,,,,
77.50%,32,,,,
77.60%,26,,,,
77.70%,29,,,,
77.80%,27,,,,
77.90%,25,,,,
78%,23,,,,
78.10%,20,,,,
78.20%,17,,,,
78.30%,37,,,,
78.40%,18,,,,
78.50%,16,,,,
78.60%,23,,,,
78.70%,15,,,,
78.80%,26,,,,
78.90%,16,,,,
79%,23,,,,
79.10%,28,,,,
79.20%,23,,,,
79.30%,26,,,,
79.40%,17,,,,
79.50%,14,,,,
79.60%,15,,,,
79.70%,15,,,,
79.80%,18,,,,
79.90%,17,,,,
80%,17,,,,
80.10%,18,,,,
80.20%,18,,,,
80.30%,23,,,,
80.40%,19,,,,
80.50%,16,,,,
80.60%,15,,,,
80.70%,16,,,,
80.80%,7,,,,
80.90%,9,,,,
81%,15,,,,
81.10%,13,,,,
81.20%,10,,,,
81.30%,7,,,,
81.40%,18,,,,
81.50%,11,,,,
81.60%,10,,,,
81.70%,12,,,,
81.80%,17,,,,
81.90%,11,,,,
82%,10,,,,
82.10%,13,,,,
82.20%,12,,,,
82.30%,10,,,,
82.40%,13,,,,
82.50%,7,,,,
82.60%,10,,,,
82.70%,9,,,,
82.80%,9,,,,
82.90%,12,,,,
83%,13,,,,
83.10%,11,,,,
83.20%,9,,,,
83.30%,9,,,,
83.40%,14,,,,
83.50%,8,,,,
83.60%,6,,,,
83.70%,11,,,,
83.80%,3,,,,
83.90%,9,,,,
84%,8,,,,
84.10%,10,,,,
84.20%,9,,,,
84.30%,5,,,,
84.40%,7,,,,
84.50%,7,,,,
84.60%,1,,,,
84.70%,11,,,,
84.80%,11,,,,
84.90%,5,,,,
85%,3,,,,
85.10%,10,,,,
85.20%,8,,,,
85.30%,3,,,,
85.40%,5,,,,
85.50%,9,,,,
85.60%,10,,,,
85.70%,4,,,,
85.80%,4,,,,
85.90%,6,,,,
86%,4,,,,
86.10%,7,,,,
86.20%,7,,,,
86.30%,4,,,,
86.40%,11,,,,
86.50%,3,,,,
86.60%,8,,,,
86.70%,5,,,,
86.80%,5,,,,
86.90%,5,,,,
87%,3,,,,
87.10%,4,,,,
87.20%,12,,,,
87.30%,0,,,,
87.40%,5,,,,
87.50%,1,,,,
87.60%,3,,,,
87.70%,5,,,,
87.80%,5,,,,
87.90%,4,,,,
88%,2,,,,
88.10%,5,,,,
88.20%,1,,,,
88.30%,5,,,,
88.40%,1,,,,
88.50%,2,,,,
88.60%,6,,,,
88.70%,2,,,,
88.80%,4,,,,
88.90%,2,,,,
89%,4,,,,
89.10%,3,,,,
89.20%,0,,,,
89.30%,2,,,,
89.40%,2,,,,
89.50%,3,,,,
89.60%,2,,,,
89.70%,4,,,,
89.80%,3,,,,
89.90%,0,,,,
90%,0,,,,
90.10%,2,,,,
90.20%,4,,,,
90.30%,2,,,,
90.40%,3,,,,
90.50%,4,,,,
90.60%,2,,,,
90.70%,1,,,,
90.80%,1,,,,
90.90%,2,,,,
91%,2,,,,
91.10%,3,,,,
91.20%,1,,,,
91.30%,1,,,,
91.40%,2,,,,
91.50%,1,,,,
91.60%,2,,,,
91.70%,2,,,,
91.80%,0,,,,
91.90%,0,,,,
92%,1,,,,
92.10%,0,,,,
92.20%,0,,,,
92.30%,0,,,,
92.40%,2,,,,
92.50%,1,,,,
92.60%,1,,,,
92.70%,1,,,,
92.80%,0,,,,
92.90%,1,,,,
93%,1,,,,
93.10%,0,,,,
93.20%,0,,,,
93.30%,0,,,,
93.40%,0,,,,
93.50%,0,,,,
93.60%,0,,,,
93.70%,2,,,,
93.80%,0,,,,
93.90%,1,,,,
94%,1,,,,
94.10%,2,,,,
94.20%,0,,,,
94.30%,0,,,,
94.40%,0,,,,
94.50%,1,,,,
94.60%,1,,,,
94.70%,1,,,,
94.80%,0,,,,
94.90%,0,,,,
95%,0,,,,
95.10%,0,,,,
95.20%,1,,,,
95.30%,1,,,,
95.40%,0,,,,
95.50%,1,,,,
95.60%,0,,,,
95.70%,2,,,,
95.80%,0,,,,
95.90%,1,,,,
96%,0,,,,
96.10%,0,,,,
96.20%,0,,,,
96.30%,0,,,,
96.40%,0,,,,
96.50%,0,,,,
96.60%,0,,,,
96.70%,1,,,,
96.80%,0,,,,
96.90%,0,,,,
97%,1,,,,
97.10%,0,,,,
97.20%,0,,,,
97.30%,1,,,,
97.40%,0,,,,
97.50%,0,,,,
97.60%,0,,,,
97.70%,0,,,,
97.80%,0,,,,
97.90%,0,,,,
98%,0,,,,
98.10%,0,,,,
98.20%,1,,,,
98.30%,0,,,,
98.40%,1,,,,
98.50%,1,,,,
98.60%,0,,,,
98.70%,0,,,,
98.80%,0,,,,
98.90%,0,,,,
99%,0,,,,
99.10%,1,,,,
99.20%,0,,,,
99.30%,0,,,,
99.40%,0,,,,
99.50%,0,,,,
99.60%,0,,,,
99.70%,0,,,,
99.80%,0,,,,
99.90%,1,,,,
