Data Set 1:Time(s),Data Set 1:Force(N),Data Set 2:Time(s),Data Set 2:Force(N),Data Set 3:Time(s),Data Set 3:Force(N),Data Set 4:Time(s),Data Set 4:Force(N)
0,0.91860371650545858,0,-0.458305836058571,0,1.223345905833412,0,0.66040831066493411
0.02,1.2297112779342569,0.02,0.23034785810159519,0.02,0.41573932053870521,0.0050000000000000001,0.17067249465617351
0.040000000000000001,1.2432376936485525,0.040000000000000001,0.2235846502444474,0.040000000000000001,0.025064607849344611,0.01,-0.03461075559607707
0.059999999999999998,0.34930074923613574,0.059999999999999998,0.30315180150500964,0.059999999999999998,-0.027847547738929279,0.014999999999999999,0.025064607849344611
0.080000000000000002,0.34930074923613574,0.080000000000000002,0.60113078297581524,0.080000000000000002,0.24347643805958796,0.02,0.038193187807337381
0.10000000000000001,-0.093888283285195939,0.10000000000000001,0.83943440100119915,0.10000000000000001,0.56134720734553412,0.025000000000000001,-0.05450254341121763
0.12,0.038193187807337381,0.12,0.85932618881633971,0.12,1.0112994477240136,0.029999999999999999,-0.36561010484001599
0.14000000000000001,0.2235846502444474,0.14000000000000001,1.0244280276820064,0.14000000000000001,0.85932618881633971,0.035000000000000003,-0.6039137228653999
0.16,0.28326001368986908,0.16,1.316041637051967,0.16,1.322407009152812,0.040000000000000001,-0.70973803404194769
0.17999999999999999,0.56134720734553412,0.17999999999999999,0.91860371650545858,0.17999999999999999,0.23711106595874298,0.044999999999999998,-0.014718967780936509
0.20000000000000001,0.7666304575977847,0.20000000000000001,0.044956395664485171,0.20000000000000001,-0.027847547738929279,0.050000000000000003,0.23034785810159519
0.22,0.96515049999288749,0.22,-0.021084339881781489,0.22,-0.0079557599237887189,0.055,0.15078070684103295
0.23999999999999999,0.81954261318605859,0.23999999999999999,-0.61027909496624488,0.23999999999999999,0.40221290482440963,0.059999999999999998,0.27013143373187631
0.26000000000000001,1.130650174614857,0.26000000000000001,-0.0011925520666409284,0.26000000000000001,0.50843505175726023,0.065000000000000002,0.27649680583272129
0.28000000000000003,1.2165826979762642,0.28000000000000003,0.27013143373187631,0.28000000000000003,0.99817086776602082,0.070000000000000007,0.14441533474018797
0.29999999999999999,0.40221290482440963,0.29999999999999999,0.27013143373187631,0.29999999999999999,0.89871192869031802,0.074999999999999997,0.044956395664485171
0.32000000000000001,0.46188826826983131,0.32000000000000001,0.69382651419437025,0.32000000000000001,1.3952109525562264,0.080000000000000002,0.15754391469818074
0.34000000000000002,-0.047739335554069839,0.34000000000000002,0.86569156091718469,0.34000000000000002,0.29638859364786185,0.085000000000000006,0.46188826826983131
0.35999999999999999,-0.0011925520666409284,0.35999999999999999,0.93849550432059914,0.35999999999999999,-0.040976127696922049,0.089999999999999997,0.68030009848007467
0.38,0.25023964591673575,0.38,0.97151587209373247,0.38,-0.093888283285195939,0.095000000000000001,0.70019188629521523
0.40000000000000002,0.35606395709328353,0.40000000000000002,1.2826234335225308,0.40000000000000002,0.30991500936215743,0.10000000000000001,0.82590798528690357
0.41999999999999998,0.48178005608497187,0.41999999999999998,1.223345905833412,0.41999999999999998,0.4754146839841269,0.105,0.97827907995088026
0.44,0.85256298095919192,0.44,-0.014718967780936509,0.44,0.99140765990887303,0.11,0.99140765990887303
0.46000000000000002,1.0709748111694353,0.46000000000000002,0.11776033906789962,0.46000000000000002,0.91860371650545858,0.115,0.97827907995088026
0.47999999999999998,0.93849550432059914,0.47999999999999998,-0.57049551933596376,0.47999999999999998,1.2961498492368264,0.12,0.93213013221975416
0.5,1.2165826979762642,0.5,-0.080759703327203169,0.5,0.56134720734553412,0.125,0.93849550432059914
0.52000000000000002,1.3888455804553814,0.52000000000000002,0.20369286242930684,0.52000000000000002,0.15078070684103295,0.13,0.98504228780802805
0.54000000000000004,0.60749615507666022,0.54000000000000004,0.24347643805958796,0.54000000000000004,-0.41852226042828988,0.13500000000000001,0.98504228780802805
0.56000000000000005,0.34293537713529076,0.56000000000000005,0.70019188629521523,0.56000000000000005,0.28326001368986908,0.14000000000000001,1.1636705423879903
0.57999999999999996,0.10463175910990685,0.57999999999999996,0.69382651419437025,0.57999999999999996,0.50167184390011244,0.14499999999999999,1.3291702170099597
0.59999999999999998,-0.080759703327203169,0.59999999999999998,0.99140765990887303,0.59999999999999998,0.88558334873232525,0.14999999999999999,1.2297112779342569
0.62,0.25023964591673575,0.62,0.84579977310204413,0.62,0.86569156091718469,0.155,1.0908665989845758
0.64000000000000001,0.39584753272356465,0.64000000000000001,1.1437787545728497,0.64000000000000001,1.2034541180182714,0.16,0.77299582969862968
0.66000000000000003,0.5148004238581052,0.66000000000000003,1.3490620048251003,0.66000000000000003,0.50843505175726023,0.16500000000000001,0.34293537713529076
0.68000000000000005,0.83267119314405136,0.68000000000000005,0.50843505175726023,0.68000000000000005,0.051719603521632962,0.17000000000000001,0.17067249465617351
0.70000000000000007,1.0908665989845758,0.70000000000000007,0.27649680583272129,0.70000000000000007,-0.23313079799117986,0.17500000000000002,0.24347643805958796
0.71999999999999997,0.97827907995088026,0.71999999999999997,-0.0011925520666409284,0.71999999999999997,0.28326001368986908,0.17999999999999999,0.19056428247131407
0.73999999999999999,1.1370155467157019,0.73999999999999999,-0.29280616143660154,0.73999999999999999,0.36282716495043132,0.185,-0.021084339881781489
0.76000000000000001,1.3554273769259453,0.76000000000000001,0.058084975622477941,0.76000000000000001,0.93213013221975416,0.19,-0.3588468969828682
0.78000000000000003,0.79288761751377024,0.78000000000000003,0.27649680583272129,0.78000000000000003,0.83267119314405136,0.19500000000000001,-0.6039137228653999
0.80000000000000004,0.34293537713529076,0.80000000000000004,0.44199648045469075,0.80000000000000004,1.322407009152812,0.20000000000000001,-0.72286661399994045
0.82000000000000006,0.1774357025133213,0.82000000000000006,0.64051652284979355,0.82000000000000006,0.3691925370512763,0.20500000000000002,-0.0676311233692104
0.83999999999999997,-0.2132390101760393,0.83999999999999997,0.9583872921357397,0.83999999999999997,-0.0676311233692104,0.20999999999999999,0.25023964591673575
0.85999999999999999,0.19732749032846186,0.85999999999999999,0.79965082537091803,0.85999999999999999,-0.08752291118435096,0.215,0.28326001368986908
0.88,0.3230435893201502,0.88,1.0976298068417236,0.88,0.39584753272356465,0.22,0.15754391469818074
0.90000000000000002,0.40897611268155742,0.90000000000000002,1.2627316457073903,0.90000000000000002,0.40897611268155742,0.22500000000000001,0.23711106595874298
0.92000000000000004,0.77975903755577747,0.92000000000000004,0.82590798528690357,0.92000000000000004,0.96515049999288749,0.23000000000000001,0.16430712255532853
0.94000000000000006,1.0311912355391541,0.94000000000000006,0.34293537713529076,0.94000000000000006,0.87882014087517746,0.23500000000000001,0.20369286242930684
0.95999999999999996,0.95162408427859191,0.95999999999999996,0.21045607028645463,0.95999999999999996,1.3621905847830931,0.23999999999999999,0.32940896142099518
0.97999999999999998,1.0777380190265831,0.97999999999999998,-0.52434657160483766,0.97999999999999998,0.5148004238581052,0.245,0.72684688196750358
1,1.316041637051967,1,0.23711106595874298,1,0.031827815706492402,0.25,0.83267119314405136
1.02,0.86569156091718469,1.02,0.20369286242930684,1.02,-0.30593474139459431,0.255,0.6671715185220819
1.04,0.27649680583272129,1.04,0.29002322154701687,1.04,0.32940896142099518,0.26000000000000001,0.8127794053289108
1.0600000000000001,0.25660501801758073,1.0600000000000001,0.61425936293380801,1.0600000000000001,0.39584753272356465,0.26500000000000001,0.9122383444046136
1.0800000000000001,-0.3588468969828682,1.0800000000000001,0.83267119314405136,1.0800000000000001,1.0049340756231686,0.27000000000000002,0.79965082537091803
1.1000000000000001,0.27649680583272129,1.1000000000000001,0.89871192869031802,1.1000000000000001,0.90547513654746581,0.27500000000000002,0.85256298095919192
1.1200000000000001,0.27649680583272129,1.1200000000000001,1.0244280276820064,1.1200000000000001,1.3092784291948192,0.28000000000000003,0.87245476877433248
1.1400000000000001,0.31628038146300241,1.1400000000000001,1.3092784291948192,1.1400000000000001,0.68706330633722246,0.28500000000000003,0.91860371650545858
1.1599999999999999,0.74673866978264414,1.1599999999999999,0.93213013221975416,1.1599999999999999,0.13088891902589239,0.28999999999999998,0.94525871217774693
1.1799999999999999,0.91860371650545858,1.1799999999999999,0.0051728200342040509,1.1799999999999999,-0.53110977946198545,0.29499999999999998,1.0379544433963019
1.2,0.92536692436260637,1.2,-0.0676311233692104,1.2,0.25023964591673575,0.29999999999999999,1.1171237589005614
1.22,0.96515049999288749,1.22,-0.52434657160483766,1.22,0.42886790049669798,0.30499999999999999,1.0908665989845758
1.24,1.2627316457073903,1.24,0.031827815706492402,1.24,0.83943440100119915,0.31,1.0244280276820064
1.26,0.89234655658947304,1.26,0.28326001368986908,1.26,0.82590798528690357,0.315,0.93213013221975416
1.28,0.31628038146300241,1.28,0.3230435893201502,1.28,1.084103391127428,0.32000000000000001,0.69382651419437025
1.3,0.29002322154701687,1.3,0.68030009848007467,1.3,0.56134720734553412,0.32500000000000001,0.54145541953039356
1.3200000000000001,-0.39863047261314932,1.3200000000000001,0.84579977310204413,1.3200000000000001,0.25660501801758073,0.33000000000000002,0.5148004238581052
1.3400000000000001,0.25023964591673575,1.3400000000000001,0.95162408427859191,1.3400000000000001,-0.52434657160483766,0.33500000000000002,0.53469221167324577
1.3600000000000001,0.32940896142099518,1.3600000000000001,0.96515049999288749,1.3600000000000001,0.26336822587472852,0.34000000000000002,0.45552289616898634
1.3800000000000001,0.27013143373187631,1.3800000000000001,1.3025152213376714,1.3800000000000001,0.33617216927814297,0.34500000000000003,0.15078070684103295
1.4000000000000001,0.85932618881633971,1.4000000000000001,1.2098194901191164,1.4000000000000001,0.89871192869031802,0.35000000000000003,-0.35208368912572041
