t, s[1].omega / s[0].omega 
0, 0.16999774400810488 
0.009999999999999995, 0.1690640576813447 
0.019999999999999934, 0.1665392079344345 
0.029999999999999874, 0.16188523078529365 
0.04000000000000012, 0.15441681831151446 
0.050000000000000405, 0.14396329584768155 
0.06000000000000069, 0.13178429902409794 
0.07000000000000098, 0.12035677855243007 
0.08000000000000126, 0.11161209906778743 
0.09000000000000155, 0.10590052898091089 
0.10000000000000184, 0.10261599098602225 
0.11000000000000212, 0.10104839787064528 
0.12000000000000241, 0.10070162254886217 
0.130000000000002, 0.10126734053233906 
0.1400000000000009, 0.10250113962509363 
0.1499999999999998, 0.10411438671338528 
0.1599999999999987, 0.10574624091440074 
0.1699999999999976, 0.10702871031040388 
0.1799999999999965, 0.10766592521098921 
0.1899999999999954, 0.10742593379334128 
0.1999999999999943, 0.10601775514892733 
0.2099999999999932, 0.10286005543929751 
0.2199999999999921, 0.09667040544081264 
0.229999999999991, 0.08469941209648522 
0.2399999999999899, 0.06172877719171906 
0.2499999999999888, 0.021395837548301277 
0.2599999999999877, -0.033562128425672036 
0.2699999999999866, -0.08434864311099269 
0.2799999999999855, -0.11684710532580349 
0.2899999999999844, -0.13366747921278774 
0.2999999999999833, -0.14178255105802479 
0.3099999999999822, -0.14558424416490207 
0.3199999999999811, -0.14713612553923586 
0.32999999999998, -0.14731853825412083 
0.3399999999999789, -0.1464829414340023 
0.3499999999999778, -0.14478279873564628 
0.35999999999997667, -0.14237989276492058 
0.36999999999997557, -0.13957390582630738 
0.37999999999997447, -0.13679923958675763 
0.38999999999997337, -0.13448390532662174 
0.39999999999997227, -0.13291312769699828 
0.40999999999997117, -0.13222729494458216 
0.41999999999997006, -0.13252143540516326 
0.42999999999996896, -0.1339443337828286 
0.43999999999996786, -0.13672729628111194 
0.44999999999996676, -0.14108159460046177 
0.45999999999996566, -0.14691979448546405 
0.46999999999996456, -0.15356059625145718 
0.47999999999996346, -0.1598582657178395 
0.48999999999996235, -0.16483200801377978 
0.49999999999996125, -0.16810627526029986 
0.5099999999999602, -0.16976151915007462 
0.519999999999959, -0.169954066888991 
0.529999999999958, -0.16863468593602726 
0.5399999999999568, -0.16536005450189822 
0.5499999999999557, -0.15912292447334792 
0.5599999999999546, -0.14836583501326012 
0.5699999999999535, -0.13186916924325864 
0.5799999999999524, -0.11094200906119563 
0.5899999999999513, -0.09019381619546787 
0.5999999999999502, -0.07393471491982272 
0.6099999999999491, -0.06312204158036488 
0.619999999999948, -0.05653604480483394 
0.6299999999999469, -0.05272497365101153 
0.6399999999999458, -0.05069392289999027 
0.6499999999999447, -0.049873903101436745 
0.6599999999999436, -0.04994061646510549 
0.6699999999999425, -0.05065288557287907 
0.6799999999999414, -0.0517472678514604 
0.6899999999999403, -0.05291495424746665 
0.6999999999999392, -0.05385267384926105 
0.7099999999999381, -0.054315965838090105 
0.719999999999937, -0.0541012972283461 
0.7299999999999359, -0.052937233713018325 
0.7399999999999348, -0.05026887907758487 
0.7499999999999337, -0.04483487726595489 
0.7599999999999326, -0.033847037878579414 
0.7699999999999315, -0.012066149008941329 
0.7799999999999304, 0.025651479402591364 
0.7899999999999293, 0.07453739573656383 
0.7999999999999282, 0.11721587901482318 
0.8099999999999271, 0.1440014522441318 
0.819999999999926, 0.15817126147192742 
0.8299999999999249, 0.16523014291888202 
0.8399999999999238, 0.16856695398446278 
0.8499999999999227, 0.16981418329295528 
0.8599999999999216, 0.169670958593267 
0.8699999999999205, 0.16839427880977004 
0.8799999999999194, 0.166090360387611 
0.8899999999999183, 0.1629400591381344 
0.8999999999999172, 0.15934324508043735 
0.9099999999999161, 0.15587144187324647 
0.919999999999915, 0.15305067364289596 
0.9299999999999139, 0.15119876636660118 
0.9399999999999128, 0.15045344161753954 
0.9499999999999117, 0.15089749886773063 
0.9599999999999106, 0.15263481513887292 
0.9699999999999095, 0.15573466374184863 
0.9799999999999084, 0.1600361944557397 
