Sample (50 kS/s),   mV
02139,           -184.00
02140,           -272.00
02141,            368.00
02142,             16.00
02143,           -368.00
02144,            240.00
02145,            208.00
02146,           -384.00
02147,             56.00
02148,            336.00
02149,           -304.00
02150,           -144.00
02151,            384.00
02152,           -128.00
02153,           -312.00
02154,            336.00
02155,             56.00
02156,           -384.00
02157,            200.00
02158,            248.00
02159,           -376.00
02160,              8.00
02161,            360.00
02162,           -264.00
02163,           -192.00
02164,            384.00
02165,            -88.00
02166,           -336.00
02167,            304.00
02168,            104.00
02169,           -392.00
02170,            144.00
02171,            288.00
02172,           -360.00
02173,            -40.00
02174,            368.00
02175,           -232.00
02176,           -232.00
02177,            368.00
02178,            -32.00
02179,           -352.00
02180,            272.00
02181,            152.00
02182,           -392.00
02183,            104.00
02184,            304.00
02185,           -336.00
02186,            -96.00
02187,            376.00
02188,           -184.00
02189,           -272.00
02190,            344.00
02191,              8.00
02192,           -376.00
02193,            232.00
02194,            208.00
02195,           -376.00
02196,             48.00
02197,            328.00
02198,           -304.00
02199,           -144.00
02200,            384.00
02201,           -136.00
02202,           -296.00
02203,            336.00
02204,             64.00
02205,           -376.00
02206,            184.00
02207,            240.00
02208,           -368.00
02209,              8.00
02210,            360.00
02211,           -256.00
02212,           -192.00
02213,            376.00
02214,            -88.00
02215,           -328.00
02216,            296.00
02217,            112.00
02218,           -384.00
02219,            160.00
02220,            280.00
02221,           -344.00
02222,            -40.00
02223,            368.00
02224,           -216.00
02225,           -224.00
02226,            368.00
02227,            -40.00
02228,           -352.00
02229,            272.00
02230,            160.00
02231,           -376.00
02232,            112.00
02233,            304.00
02234,           -328.00
02235,            -96.00
02236,            368.00
02237,           -184.00
02238,           -256.00
02239,            352.00
02240,              8.00
02241,           -368.00
02242,            232.00
02243,            200.00
02244,           -376.00
02245,             56.00
02246,            328.00
02247,           -296.00
02248,           -144.00
02249,            368.00
02250,           -144.00
02251,           -288.00
02252,            328.00
02253,             56.00
02254,           -376.00
02255,            192.00
02256,            240.00
02257,           -360.00
02258,              8.00
02259,            344.00
02260,           -264.00
02261,           -184.00
02262,            368.00
02263,            -96.00
02264,           -312.00
02265,            296.00
02266,            112.00
02267,           -376.00
02268,            152.00
02269,            272.00
02270,           -344.00
02271,            -32.00
02272,            360.00
02273,           -224.00
02274,           -216.00
02275,            360.00
02276,            -40.00
02277,           -336.00
02278,            264.00
02279,            152.00
02280,           -376.00
02281,            112.00
02282,            296.00
02283,           -312.00
02284,            -88.00
02285,            368.00
02286,           -184.00
02287,           -256.00
02288,            336.00
02289,              0.00
02290,           -360.00
02291,            240.00
02292,            200.00
02293,           -368.00
02294,             64.00
02295,            328.00
02296,           -288.00
02297,           -136.00
02298,            368.00
02299,           -136.00
02300,           -280.00
02301,            328.00
02302,             56.00
02303,           -368.00
02304,            200.00
02305,            232.00
02306,           -352.00
02307,             16.00
02308,            344.00
02309,           -264.00
02310,           -176.00
02311,            368.00
02312,            -88.00
02313,           -304.00
02314,            296.00
02315,            104.00
02316,           -376.00
02317,            160.00
02318,            256.00
02319,           -336.00
02320,            -32.00
02321,            368.00
02322,           -224.00
02323,           -216.00
02324,            352.00
02325,            -40.00
02326,           -344.00
02327,            264.00
02328,            144.00
02329,           -376.00
02330,            112.00
02331,            296.00
02332,           -312.00
02333,            -80.00
02334,            360.00
02335,           -184.00
02336,           -248.00
02337,            336.00
02338,             16.00
02339,           -352.00
02340,            240.00
02341,            184.00
02342,           -368.00
02343,             64.00
02344,            328.00
02345,           -288.00
02346,           -120.00
02347,            368.00
02348,           -144.00
02349,           -280.00
02350,            328.00
02351,             48.00
02352,           -368.00
02353,            200.00
02354,            224.00
02355,           -352.00
02356,              8.00
02357,            352.00
02358,           -256.00
02359,           -160.00
02360,            360.00
02361,            -80.00
02362,           -312.00
02363,            296.00
02364,            104.00
02365,           -360.00
02366,            160.00
02367,            264.00
02368,           -336.00
02369,            -40.00
02370,            352.00
02371,           -224.00
02372,           -208.00
02373,            360.00
02374,            -48.00
02375,           -336.00
02376,            256.00
02377,            136.00
02378,           -368.00
02379,            112.00
02380,            304.00
02381,           -312.00
02382,            -72.00
02383,            360.00
02384,           -184.00
02385,           -248.00
02386,            336.00
02387,              8.00
02388,           -352.00
02389,            232.00
02390,            184.00
02391,           -360.00
02392,             56.00
02393,            320.00
02394,           -288.00
02395,           -120.00
02396,            352.00
02397,           -128.00
02398,           -272.00
02399,            320.00
02400,             48.00
02401,           -360.00
02402,            200.00
02403,            224.00
02404,           -344.00
02405,             16.00
02406,            336.00
02407,           -248.00
02408,           -168.00
02409,            360.00
02410,            -88.00
02411,           -296.00
02412,            296.00
02413,             96.00
02414,           -360.00
02415,            152.00
02416,            264.00
02417,           -328.00
02418,            -24.00
02419,            352.00
02420,           -224.00
02421,           -208.00
02422,            352.00
02423,            -40.00
02424,           -336.00
02425,            272.00
02426,            136.00
02427,           -360.00
02428,            112.00
02429,            288.00
02430,           -312.00
02431,            -72.00
02432,            360.00
02433,           -176.00
02434,           -240.00
02435,            336.00
02436,              0.00
02437,           -344.00
02438,            232.00
02439,            184.00
02440,           -360.00
02441,             72.00
02442,            320.00
02443,           -280.00
02444,           -120.00
02445,            360.00
02446,           -136.00
02447,           -272.00
02448,            320.00
02449,             48.00
02450,           -360.00
02451,            192.00
02452,            216.00
02453,           -344.00
02454,             24.00
02455,            336.00
02456,           -256.00
02457,           -160.00
02458,            352.00
02459,            -88.00
02460,           -304.00
02461,            288.00
02462,             96.00
02463,           -360.00
02464,            144.00
02465,            256.00
02466,           -336.00
02467,            -24.00
02468,            344.00
02469,           -216.00
02470,           -208.00
02471,            344.00
02472,            -48.00
02473,           -320.00
02474,            256.00
02475,            136.00
02476,           -360.00
02477,            112.00
02478,            288.00
02479,           -312.00
02480,            -72.00
02481,            344.00
02482,           -176.00
02483,           -240.00
02484,            328.00
02485,              0.00
02486,           -336.00
02487,            224.00
02488,            176.00
02489,           -352.00
02490,             72.00
02491,            304.00
02492,           -280.00
02493,           -120.00
02494,            352.00
02495,           -144.00
02496,           -272.00
02497,            320.00
02498,             48.00
02499,           -344.00
02500,            200.00
02501,            216.00
02502,           -344.00
02503,             24.00
02504,            328.00
02505,           -248.00
02506,           -152.00
02507,            352.00
02508,            -96.00
02509,           -296.00
02510,            288.00
02511,             88.00
02512,           -352.00
02513,            152.00
02514,            248.00
02515,           -328.00
02516,            -16.00
02517,            336.00
02518,           -216.00
02519,           -200.00
02520,            344.00
02521,            -56.00
02522,           -312.00
02523,            256.00
02524,            136.00
02525,           -360.00
02526,            112.00
02527,            280.00
02528,           -304.00
02529,            -72.00
02530,            344.00
02531,           -176.00
02532,           -232.00
02533,            328.00
02534,              0.00
02535,           -328.00
02536,            232.00
02537,            176.00
02538,           -344.00
02539,             72.00
02540,            296.00
02541,           -272.00
02542,           -112.00
02543,            352.00
02544,           -136.00
02545,           -264.00
02546,            304.00
02547,             40.00
02548,           -344.00
02549,            192.00
02550,            216.00
02551,           -336.00
02552,             24.00
02553,            320.00
02554,           -248.00
02555,           -152.00
02556,            352.00
02557,            -96.00
02558,           -288.00
02559,            280.00
02560,             88.00
02561,           -352.00
02562,            152.00
02563,            240.00
02564,           -320.00
02565,            -16.00
02566,            336.00
02567,           -216.00
02568,           -192.00
02569,            336.00
02570,            -56.00
02571,           -312.00
02572,            256.00
02573,            120.00
02574,           -360.00
02575,            112.00
02576,            264.00
02577,           -304.00
02578,            -72.00
02579,            336.00
02580,           -176.00
02581,           -224.00
02582,            312.00
02583,             -8.00
02584,           -336.00
02585,            224.00
02586,            168.00
02587,           -352.00
02588,             72.00
02589,            288.00
02590,           -280.00
02591,           -112.00
02592,            344.00
02593,           -136.00
02594,           -248.00
02595,            304.00
02596,             40.00
02597,           -336.00
02598,            192.00
02599,            200.00
02600,           -336.00
02601,             24.00
02602,            320.00
02603,           -248.00
02604,           -152.00
02605,            336.00
02606,            -96.00
02607,           -280.00
02608,            272.00
02609,             80.00
02610,           -344.00
02611,            160.00
02612,            232.00
02613,           -328.00
02614,            -24.00
02615,            328.00
02616,           -216.00
02617,           -184.00
02618,            336.00
02619,            -56.00
02620,           -304.00
02621,            248.00
02622,            120.00
02623,           -352.00
02624,            112.00
02625,            272.00
02626,           -296.00
02627,            -56.00
02628,            336.00
02629,           -184.00
02630,           -216.00
02631,            320.00
02632,             -8.00
02633,           -320.00
02634,            224.00
02635,            160.00
02636,           -344.00
02637,             72.00
02638,            296.00
02639,           -272.00
02640,           -104.00
02641,            336.00
02642,           -144.00
02643,           -248.00
02644,            304.00
02645,             32.00
02646,           -336.00
02647,            192.00
02648,            200.00
02649,           -336.00
02650,             24.00
02651,            312.00
02652,           -256.00
02653,           -136.00
02654,            336.00
02655,            -96.00
02656,           -280.00
02657,            280.00
02658,             72.00
02659,           -344.00
02660,            152.00
02661,            232.00
02662,           -312.00
02663,             -8.00
02664,            328.00
02665,           -216.00
02666,           -184.00
02667,            328.00
02668,            -48.00
02669,           -296.00
02670,            264.00
02671,            120.00
02672,           -336.00
02673,            112.00
02674,            264.00
02675,           -304.00
02676,            -48.00
02677,            336.00
02678,           -184.00
02679,           -216.00
02680,            320.00
02681,            -16.00
02682,           -328.00
02683,            232.00
02684,            160.00
02685,           -328.00
02686,             72.00
02687,            288.00
02688,           -272.00
02689,            -96.00
02690,            336.00
02691,           -136.00
02692,           -248.00
02693,            296.00
02694,             32.00
02695,           -328.00
02696,            200.00
02697,            192.00
02698,           -328.00
02699,             40.00
02700,            304.00
02701,           -248.00
02702,           -144.00
02703,            328.00
02704,           -104.00
02705,           -272.00
02706,            288.00
02707,             80.00
02708,           -336.00
02709,            152.00
02710,            232.00
02711,           -312.00
02712,             -8.00
02713,            328.00
02714,           -216.00
02715,           -176.00
02716,            328.00
02717,            -56.00
02718,           -296.00
02719,            248.00
02720,            112.00
02721,           -344.00
02722,            112.00
02723,            256.00
02724,           -296.00
02725,            -56.00
02726,            328.00
02727,           -184.00
02728,           -208.00
02729,            320.00
02730,            -16.00
02731,           -312.00
02732,            216.00
02733,            152.00
02734,           -336.00
02735,             80.00
02736,            288.00
02737,           -272.00
02738,            -88.00
02739,            328.00
02740,           -128.00
02741,           -248.00
02742,            296.00
02743,             32.00
02744,           -328.00
02745,            192.00
02746,            184.00
02747,           -320.00
02748,             40.00
02749,            304.00
02750,           -240.00
02751,           -128.00
02752,            336.00
02753,            -96.00
02754,           -272.00
02755,            280.00
02756,             64.00
02757,           -328.00
02758,            152.00
02759,            224.00
02760,           -312.00
02761,             -8.00
02762,            320.00
02763,           -208.00
02764,           -176.00
02765,            328.00
02766,            -56.00
02767,           -296.00
02768,            256.00
02769,            112.00
02770,           -336.00
02771,            112.00
02772,            248.00
02773,           -288.00
02774,            -48.00
02775,            320.00
02776,           -176.00
02777,           -208.00
02778,            320.00
02779,            -24.00
02780,           -304.00
02781,            224.00
02782,            152.00
02783,           -336.00
02784,             72.00
02785,            272.00
02786,           -272.00
02787,            -88.00
02788,            328.00
02789,           -136.00
02790,           -240.00
02791,            304.00
02792,             16.00
02793,           -320.00
02794,            184.00
02795,            184.00
02796,           -320.00
02797,             40.00
02798,            296.00
02799,           -248.00
02800,           -128.00
02801,            328.00
02802,           -104.00
02803,           -264.00
02804,            280.00
02805,             56.00
02806,           -328.00
02807,            152.00
02808,            208.00
02809,           -312.00
02810,             -8.00
02811,            304.00
02812,           -208.00
02813,           -160.00
02814,            320.00
02815,            -72.00
02816,           -280.00
02817,            256.00
02818,            112.00
02819,           -336.00
02820,            120.00
02821,            240.00
02822,           -296.00
02823,            -48.00
02824,            320.00
02825,           -184.00
02826,           -192.00
02827,            304.00
02828,            -24.00
02829,           -304.00
02830,            216.00
02831,            144.00
02832,           -328.00
02833,             80.00
02834,            264.00
02835,           -264.00
02836,            -88.00
02837,            320.00
02838,           -144.00
02839,           -232.00
02840,            304.00
02841,             16.00
02842,           -320.00
02843,            192.00
02844,            176.00
02845,           -328.00
02846,             40.00
02847,            288.00
02848,           -240.00
02849,           -128.00
02850,            328.00
02851,           -112.00
02852,           -264.00
02853,            264.00
02854,             64.00
02855,           -328.00
02856,            152.00
02857,            208.00
02858,           -312.00
02859,             -8.00
02860,            304.00
02861,           -216.00
02862,           -160.00
02863,            320.00
02864,            -72.00
02865,           -280.00
02866,            240.00
02867,            104.00
02868,           -328.00
02869,            120.00
02870,            240.00
02871,           -288.00
02872,            -40.00
02873,            320.00
02874,           -184.00
02875,           -192.00
02876,            312.00
02877,            -16.00
02878,           -296.00
02879,            216.00
02880,            136.00
02881,           -328.00
02882,             88.00
02883,            264.00
02884,           -272.00
02885,            -80.00
02886,            320.00
02887,           -144.00
02888,           -232.00
02889,            288.00
02890,              8.00
02891,           -304.00
02892,            192.00
02893,            176.00
02894,           -312.00
02895,             40.00
02896,            280.00
02897,           -240.00
02898,           -112.00
02899,            320.00
02900,           -112.00
02901,           -256.00
02902,            264.00
02903,             48.00
02904,           -328.00
02905,            160.00
02906,            200.00
02907,           -312.00
02908,             -8.00
02909,            296.00
02910,           -216.00
02911,           -160.00
02912,            304.00
02913,            -64.00
02914,           -272.00
02915,            248.00
02916,             96.00
02917,           -328.00
02918,            112.00
02919,            232.00
02920,           -288.00
02921,            -40.00
02922,            312.00
02923,           -176.00
02924,           -184.00
02925,            296.00
02926,            -24.00
02927,           -296.00
02928,            216.00
02929,            128.00
02930,           -320.00
02931,             80.00
02932,            248.00
02933,           -272.00
02934,            -80.00
02935,            320.00
02936,           -144.00
02937,           -208.00
02938,            288.00
02939,              8.00
02940,           -304.00
02941,            184.00
02942,            160.00
02943,           -312.00
02944,             48.00
02945,            280.00
02946,           -248.00
02947,           -120.00
02948,            312.00
02949,           -112.00
02950,           -248.00
02951,            272.00
02952,             48.00
02953,           -320.00
02954,            160.00
02955,            200.00
02956,           -304.00
02957,              0.00
02958,            304.00
02959,           -216.00
02960,           -152.00
02961,            304.00
02962,            -72.00
02963,           -272.00
02964,            248.00
02965,             88.00
02966,           -320.00
02967,            120.00
02968,            232.00
02969,           -280.00
02970,            -40.00
02971,            296.00
02972,           -176.00
02973,           -184.00
02974,            304.00
02975,            -24.00
02976,           -288.00
02977,            216.00
02978,            128.00
02979,           -312.00
02980,             80.00
02981,            256.00
02982,           -264.00
02983,            -72.00
02984,            304.00
02985,           -144.00
02986,           -216.00
02987,            296.00
02988,              8.00
02989,           -296.00
02990,            192.00
02991,            160.00
02992,           -312.00
02993,             48.00
02994,            280.00
02995,           -248.00
02996,           -104.00
02997,            312.00
02998,           -112.00
02999,           -240.00
03000,            264.00
03001,             48.00
03002,           -312.00
03003,            160.00
03004,            200.00
03005,           -304.00
03006,              0.00
03007,            288.00
03008,           -216.00
03009,           -136.00
03010,            312.00
03011,            -72.00
03012,           -272.00
03013,            240.00
03014,             80.00
03015,           -312.00
03016,            120.00
03017,            224.00
03018,           -280.00
03019,            -32.00
03020,            296.00
03021,           -184.00
03022,           -184.00
03023,            296.00
03024,            -24.00
03025,           -280.00
03026,            216.00
03027,            120.00
03028,           -320.00
03029,             88.00
03030,            240.00
03031,           -264.00
03032,            -64.00
03033,            312.00
03034,           -144.00
03035,           -208.00
03036,            280.00
03037,              8.00
03038,           -288.00
03039,            200.00
03040,            168.00
03041,           -312.00
03042,             56.00
03043,            264.00
03044,           -240.00
03045,            -96.00
03046,            320.00
03047,           -112.00
03048,           -240.00
03049,            264.00
03050,             40.00
03051,           -304.00
03052,            152.00
03053,            200.00
03054,           -304.00
03055,              8.00
03056,            280.00
03057,           -216.00
03058,           -136.00
03059,            304.00
03060,            -72.00
03061,           -248.00
03062,            248.00
03063,             80.00
03064,           -312.00
03065,            120.00
03066,            216.00
03067,           -288.00
03068,            -16.00
03069,            304.00
03070,           -176.00
03071,           -176.00
03072,            296.00
03073,            -32.00
03074,           -272.00
03075,            216.00
03076,            120.00
03077,           -312.00
03078,             96.00
03079,            240.00
03080,           -264.00
03081,            -56.00
03082,            304.00
03083,           -144.00
03084,           -200.00
03085,            288.00
03086,              0.00
03087,           -288.00
03088,            184.00
03089,            152.00
03090,           -304.00
03091,             48.00
03092,            264.00
03093,           -240.00
03094,           -104.00
03095,            312.00
03096,           -112.00
03097,           -224.00
03098,            264.00
03099,             32.00
03100,           -304.00
03101,            152.00
03102,            184.00
03103,           -296.00
03104,              8.00
03105,            280.00
03106,           -216.00
03107,           -128.00
03108,            304.00
03109,            -80.00
03110,           -256.00
03111,            240.00
03112,             80.00
03113,           -312.00
03114,            128.00
03115,            216.00
03116,           -288.00
03117,            -16.00
03118,            288.00
03119,           -176.00
03120,           -168.00
03121,            296.00
03122,            -48.00
03123,           -280.00
03124,            216.00
03125,            120.00
03126,           -304.00
03127,            104.00
03128,            240.00
03129,           -256.00
03130,            -56.00
03131,            296.00
03132,           -152.00
03133,           -200.00
03134,            288.00
03135,              0.00
03136,           -280.00
03137,            192.00
03138,            144.00
03139,           -312.00
03140,             56.00
03141,            256.00
03142,           -240.00
03143,            -96.00
03144,            304.00
03145,           -120.00
03146,           -224.00
03147,            264.00
03148,             40.00
03149,           -304.00
03150,            168.00
03151,            184.00
03152,           -296.00
03153,             16.00
03154,            264.00
03155,           -216.00
03156,           -128.00
03157,            304.00
03158,            -80.00
03159,           -248.00
03160,            240.00
03161,             72.00
03162,           -304.00
03163,            136.00
03164,            200.00
03165,           -280.00
03166,            -16.00
03167,            280.00
03168,           -192.00
03169,           -168.00
03170,            280.00
03171,            -40.00
03172,           -272.00
03173,            216.00
03174,            112.00
03175,           -312.00
03176,            104.00
03177,            224.00
03178,           -264.00
03179,            -56.00
03180,            296.00
03181,           -152.00
03182,           -200.00
03183,            272.00
03184,             -8.00
03185,           -280.00
03186,            192.00
03187,            144.00
03188,           -304.00
03189,             48.00
03190,            248.00
03191,           -240.00
03192,            -88.00
03193,            296.00
03194,           -120.00
03195,           -216.00
03196,            264.00
03197,             32.00
03198,           -296.00
03199,            152.00
03200,            176.00
03201,           -296.00
03202,             24.00
03203,            264.00
03204,           -216.00
03205,           -128.00
03206,            296.00
03207,            -80.00
03208,           -240.00
03209,            240.00
03210,             72.00
03211,           -304.00
03212,            128.00
03213,            200.00
03214,           -272.00
03215,            -16.00
03216,            288.00
03217,           -184.00
03218,           -152.00
03219,            288.00
03220,            -48.00
03221,           -264.00
03222,            224.00
03223,            112.00
03224,           -304.00
03225,            104.00
03226,            224.00
03227,           -256.00
03228,            -56.00
03229,            296.00
03230,           -152.00
03231,           -184.00
03232,            280.00
03233,             -8.00
03234,           -280.00
03235,            192.00
03236,            136.00
03237,           -296.00
03238,             64.00
03239,            256.00
03240,           -248.00
03241,            -88.00
03242,            296.00
03243,           -120.00
03244,           -216.00
03245,            264.00
03246,             24.00
03247,           -288.00
03248,            160.00
03249,            168.00
03250,           -296.00
03251,             16.00
03252,            264.00
03253,           -216.00
03254,           -120.00
03255,            288.00
03256,            -88.00
03257,           -248.00
03258,            232.00
03259,             72.00
03260,           -296.00
03261,            136.00
03262,            200.00
03263,           -280.00
03264,            -16.00
03265,            272.00
03266,           -184.00
03267,           -152.00
03268,            280.00
03269,            -48.00
03270,           -256.00
03271,            224.00
03272,             96.00
03273,           -304.00
03274,            104.00
03275,            224.00
03276,           -256.00
03277,            -48.00
03278,            288.00
03279,           -160.00
03280,           -184.00
03281,            272.00
03282,             -8.00
03283,           -272.00
03284,            200.00
03285,            128.00
03286,           -296.00
03287,             56.00
03288,            240.00
03289,           -240.00
03290,            -80.00
03291,            296.00
03292,           -120.00
03293,           -208.00
03294,            264.00
03295,             24.00
03296,           -280.00
03297,            168.00
03298,            168.00
03299,           -288.00
03300,             24.00
03301,            264.00
03302,           -216.00
03303,           -112.00
03304,            296.00
03305,            -88.00
03306,           -232.00
03307,            240.00
03308,             64.00
03309,           -296.00
03310,            128.00
03311,            192.00
03312,           -272.00
03313,             -8.00
03314,            272.00
03315,           -184.00
03316,           -152.00
03317,            280.00
03318,            -56.00
03319,           -248.00
03320,            224.00
03321,             96.00
03322,           -296.00
03323,            104.00
03324,            224.00
03325,           -264.00
03326,            -40.00
03327,            280.00
03328,           -152.00
03329,           -176.00
03330,            272.00
03331,            -16.00
03332,           -272.00
03333,            192.00
03334,            136.00
03335,           -288.00
03336,             72.00
03337,            240.00
03338,           -248.00
03339,            -80.00
03340,            288.00
03341,           -120.00
03342,           -208.00
03343,            264.00
03344,             24.00
03345,           -280.00
03346,            168.00
03347,            160.00
03348,           -280.00
03349,             32.00
03350,            256.00
03351,           -208.00
03352,           -112.00
03353,            280.00
03354,            -88.00
03355,           -232.00
03356,            240.00
03357,             64.00
03358,           -288.00
03359,            136.00
03360,            184.00
03361,           -264.00
03362,              0.00
03363,            272.00
03364,           -184.00
03365,           -136.00
03366,            280.00
03367,            -56.00
03368,           -248.00
03369,            216.00
03370,             88.00
03371,           -288.00
03372,            104.00
03373,            216.00
03374,           -264.00
03375,            -40.00
03376,            272.00
03377,           -160.00
03378,           -168.00
03379,            272.00
03380,            -16.00
03381,           -264.00
03382,            192.00
03383,            128.00
03384,           -288.00
03385,             72.00
03386,            240.00
03387,           -240.00
03388,            -72.00
03389,            288.00
03390,           -128.00
03391,           -192.00
03392,            264.00
03393,              8.00
03394,           -280.00
03395,            168.00
03396,            152.00
03397,           -280.00
03398,             32.00
03399,            248.00
03400,           -208.00
03401,           -104.00
03402,            296.00
03403,            -96.00
03404,           -216.00
03405,            240.00
03406,             56.00
03407,           -280.00
03408,            136.00
03409,            184.00
03410,           -272.00
03411,              8.00
03412,            264.00
03413,           -184.00
03414,           -136.00
03415,            280.00
03416,            -48.00
03417,           -240.00
03418,            224.00
03419,             88.00
03420,           -288.00
03421,            104.00
03422,            208.00
03423,           -256.00
03424,            -32.00
03425,            280.00
03426,           -152.00
03427,           -168.00
03428,            272.00
03429,            -16.00
03430,           -256.00
03431,            200.00
03432,            112.00
03433,           -288.00
03434,             72.00
03435,            232.00
03436,           -248.00
03437,            -80.00
03438,            280.00
03439,           -128.00
03440,           -200.00
03441,            264.00
03442,              8.00
03443,           -272.00
03444,            168.00
03445,            144.00
03446,           -280.00
03447,             40.00
03448,            248.00
03449,           -216.00
03450,           -104.00
03451,            280.00
03452,            -96.00
03453,           -216.00
03454,            240.00
03455,             48.00
03456,           -272.00
03457,            136.00
03458,            176.00
03459,           -272.00
03460,              0.00
03461,            264.00
03462,           -184.00
03463,           -128.00
03464,            280.00
03465,            -64.00
03466,           -248.00
03467,            232.00
03468,             80.00
03469,           -280.00
03470,            112.00
03471,            208.00
03472,           -256.00
03473,            -32.00
03474,            272.00
03475,           -160.00
03476,           -168.00
03477,            264.00
03478,            -24.00
03479,           -256.00
03480,            192.00
03481,            112.00
03482,           -280.00
03483,             80.00
03484,            232.00
03485,           -248.00
03486,            -72.00
03487,            272.00
03488,           -136.00
03489,           -192.00
03490,            256.00
03491,              8.00
03492,           -272.00
03493,            168.00
03494,            144.00
03495,           -280.00
03496,             40.00
03497,            240.00
03498,           -224.00
03499,            -88.00
03500,            280.00
03501,            -96.00
03502,           -216.00
03503,            240.00
03504,             40.00
03505,           -272.00
03506,            136.00
03507,            176.00
03508,           -264.00
03509,              8.00
03510,            248.00
03511,           -184.00
03512,           -128.00
03513,            280.00
03514,            -72.00
03515,           -232.00
03516,            216.00
03517,             72.00
03518,           -280.00
03519,            112.00
03520,            200.00
03521,           -256.00
03522,            -24.00
03523,            264.00
03524,           -168.00
03525,           -160.00
03526,            272.00
03527,            -24.00
03528,           -248.00
03529,            200.00
03530,            104.00
03531,           -280.00
03532,             80.00
03533,            224.00
03534,           -240.00
03535,            -64.00
03536,            272.00
03537,           -144.00
03538,           -184.00
03539,            256.00
03540,              8.00
03541,           -264.00
03542,            176.00
03543,            144.00
03544,           -272.00
03545,             40.00
03546,            240.00
03547,           -216.00
03548,            -88.00
03549,            280.00
03550,            -96.00
03551,           -216.00
03552,            240.00
03553,             32.00
03554,           -272.00
03555,            144.00
03556,            168.00
03557,           -264.00
03558,              8.00
03559,            256.00
03560,           -192.00
03561,           -128.00
03562,            272.00
03563,            -64.00
03564,           -224.00
03565,            216.00
03566,             72.00
03567,           -272.00
03568,            112.00
03569,            192.00
03570,           -256.00
03571,            -16.00
03572,            264.00
03573,           -160.00
03574,           -152.00
03575,            264.00
03576,            -32.00
03577,           -248.00
03578,            200.00
03579,            104.00
03580,           -280.00
03581,             80.00
03582,            208.00
03583,           -248.00
03584,            -56.00
03585,            272.00
03586,           -144.00
03587,           -184.00
03588,            248.00
03589,              0.00
03590,           -264.00
03591,            168.00
03592,            136.00
03593,           -272.00
03594,             48.00
03595,            232.00
03596,           -216.00
03597,            -96.00
03598,            272.00
03599,           -104.00
03600,           -200.00
03601,            248.00
03602,             40.00
03603,           -264.00
03604,            144.00
03605,            168.00
03606,           -264.00
03607,             16.00
03608,            248.00
03609,           -200.00
03610,           -120.00
03611,            272.00
03612,            -72.00
03613,           -224.00
03614,            224.00
03615,             72.00
03616,           -272.00
03617,            120.00
03618,            184.00
03619,           -248.00
03620,            -16.00
03621,            264.00
03622,           -168.00
03623,           -144.00
03624,            264.00
03625,            -32.00
03626,           -248.00
03627,            200.00
03628,            104.00
03629,           -272.00
03630,             80.00
03631,            216.00
03632,           -240.00
03633,            -56.00
03634,            264.00
03635,           -136.00
03636,           -176.00
03637,            264.00
03638,              0.00
03639,           -248.00
03640,            176.00
03641,            136.00
03642,           -272.00
03643,             48.00
03644,            232.00
03645,           -216.00
03646,            -80.00
03647,            272.00
03648,            -96.00
03649,           -200.00
03650,            240.00
03651,             32.00
03652,           -264.00
03653,            144.00
03654,            160.00
03655,           -264.00
03656,             16.00
03657,            240.00
03658,           -192.00
03659,           -120.00
03660,            272.00
03661,            -72.00
03662,           -224.00
03663,            224.00
03664,             72.00
03665,           -272.00
03666,            112.00
03667,            192.00
03668,           -248.00
03669,             -8.00
03670,            256.00
03671,           -160.00
03672,           -136.00
03673,            264.00
03674,            -32.00
03675,           -232.00
03676,            200.00
03677,             96.00
03678,           -280.00
03679,             88.00
03680,            208.00
03681,           -240.00
03682,            -48.00
03683,            264.00
03684,           -136.00
03685,           -176.00
03686,            248.00
03687,             -8.00
03688,           -248.00
03689,            176.00
03690,            136.00
03691,           -264.00
03692,             64.00
03693,            232.00
03694,           -216.00
03695,            -80.00
03696,            264.00
03697,           -104.00
03698,           -200.00
03699,            240.00
03700,             24.00
03701,           -264.00
03702,            144.00
03703,            160.00
03704,           -256.00
03705,             16.00
03706,            240.00
03707,           -184.00
03708,           -112.00
03709,            264.00
03710,            -72.00
03711,           -216.00
03712,            232.00
03713,             72.00
03714,           -264.00
03715,            120.00
03716,            168.00
03717,           -256.00
03718,            -16.00
03719,            248.00
03720,           -168.00
03721,           -144.00
03722,            264.00
03723,            -48.00
03724,           -232.00
03725,            200.00
03726,             88.00
03727,           -272.00
03728,             96.00
03729,            200.00
03730,           -232.00
03731,            -48.00
03732,            256.00
03733,           -144.00
03734,           -176.00
03735,            256.00
03736,              0.00
03737,           -248.00
03738,            176.00
03739,            128.00
03740,           -264.00
03741,             56.00
03742,            224.00
03743,           -216.00
03744,            -80.00
03745,            264.00
03746,           -112.00
03747,           -192.00
03748,            240.00
03749,             24.00
03750,           -256.00
03751,            152.00
03752,            152.00
03753,           -256.00
03754,             24.00
03755,            240.00
03756,           -192.00
03757,           -104.00
03758,            264.00
03759,            -80.00
03760,           -208.00
03761,            224.00
03762,             56.00
03763,           -272.00
03764,            128.00
03765,            176.00
03766,           -248.00
03767,             -8.00
03768,            248.00
03769,           -168.00
03770,           -136.00
03771,            264.00
03772,            -48.00
03773,           -232.00
03774,            200.00
03775,             88.00
03776,           -272.00
03777,             88.00
03778,            200.00
03779,           -232.00
03780,            -40.00
03781,            264.00
03782,           -144.00
03783,           -160.00
