Sample (50 kS/s),   mV
03784,            248.00
03785,             -8.00
03786,           -240.00
03787,            184.00
03788,            120.00
03789,           -264.00
03790,             64.00
03791,            216.00
03792,           -216.00
03793,            -80.00
03794,            264.00
03795,           -112.00
03796,           -184.00
03797,            240.00
03798,             24.00
03799,           -256.00
03800,            144.00
03801,            144.00
03802,           -256.00
03803,             32.00
03804,            232.00
03805,           -208.00
03806,           -112.00
03807,            256.00
03808,            -80.00
03809,           -208.00
03810,            224.00
03811,             48.00
03812,           -264.00
03813,            120.00
03814,            168.00
03815,           -248.00
03816,             -8.00
03817,            248.00
03818,           -168.00
03819,           -128.00
03820,            248.00
03821,            -56.00
03822,           -224.00
03823,            208.00
03824,             80.00
03825,           -256.00
03826,             96.00
03827,            192.00
03828,           -240.00
03829,            -40.00
03830,            256.00
03831,           -144.00
03832,           -152.00
03833,            240.00
03834,            -24.00
03835,           -248.00
03836,            168.00
03837,            112.00
03838,           -264.00
03839,             72.00
03840,            208.00
03841,           -216.00
03842,            -64.00
03843,            256.00
03844,           -120.00
03845,           -176.00
03846,            240.00
03847,             16.00
03848,           -256.00
03849,            144.00
03850,            136.00
03851,           -256.00
03852,             32.00
03853,            232.00
03854,           -192.00
03855,           -104.00
03856,            256.00
03857,            -88.00
03858,           -208.00
03859,            216.00
03860,             40.00
03861,           -264.00
03862,            128.00
03863,            168.00
03864,           -248.00
03865,             -8.00
03866,            240.00
03867,           -168.00
03868,           -128.00
03869,            256.00
03870,            -56.00
03871,           -224.00
03872,            200.00
03873,             80.00
03874,           -256.00
03875,            104.00
03876,            192.00
03877,           -232.00
03878,            -32.00
03879,            240.00
03880,           -152.00
03881,           -160.00
03882,            240.00
03883,            -16.00
03884,           -240.00
03885,            176.00
03886,            104.00
03887,           -264.00
03888,             72.00
03889,            208.00
03890,           -208.00
03891,            -64.00
03892,            256.00
03893,           -120.00
03894,           -176.00
03895,            240.00
03896,              8.00
03897,           -248.00
03898,            160.00
03899,            136.00
03900,           -256.00
03901,             32.00
03902,            224.00
03903,           -200.00
03904,            -96.00
03905,            248.00
03906,            -88.00
03907,           -208.00
03908,            216.00
03909,             40.00
03910,           -256.00
03911,            128.00
03912,            160.00
03913,           -248.00
03914,              8.00
03915,            232.00
03916,           -176.00
03917,           -128.00
03918,            240.00
03919,            -56.00
03920,           -216.00
03921,            200.00
03922,             80.00
03923,           -256.00
03924,             96.00
03925,            176.00
03926,           -240.00
03927,            -24.00
03928,            248.00
03929,           -152.00
03930,           -152.00
03931,            248.00
03932,            -24.00
03933,           -232.00
03934,            184.00
03935,            104.00
03936,           -256.00
03937,             72.00
03938,            208.00
03939,           -224.00
03940,            -56.00
03941,            256.00
03942,           -120.00
03943,           -176.00
03944,            240.00
03945,              8.00
03946,           -248.00
03947,            152.00
03948,            136.00
03949,           -256.00
03950,             40.00
03951,            224.00
03952,           -200.00
03953,            -88.00
03954,            248.00
03955,            -88.00
03956,           -192.00
03957,            216.00
03958,             40.00
03959,           -248.00
03960,            120.00
03961,            160.00
03962,           -248.00
03963,              8.00
03964,            232.00
03965,           -176.00
03966,           -120.00
03967,            256.00
03968,            -64.00
03969,           -216.00
03970,            200.00
03971,             80.00
03972,           -248.00
03973,            104.00
03974,            176.00
03975,           -240.00
03976,            -24.00
03977,            240.00
03978,           -144.00
03979,           -144.00
03980,            240.00
03981,            -32.00
03982,           -224.00
03983,            176.00
03984,             96.00
03985,           -264.00
03986,             72.00
03987,            200.00
03988,           -216.00
03989,            -48.00
03990,            248.00
03991,           -120.00
03992,           -168.00
03993,            240.00
03994,              0.00
03995,           -240.00
03996,            152.00
03997,            128.00
03998,           -256.00
03999,             40.00
04000,            216.00
04001,           -200.00
04002,            -80.00
04003,            248.00
04004,            -96.00
04005,           -192.00
04006,            216.00
04007,             32.00
04008,           -248.00
04009,            136.00
04010,            144.00
04011,           -248.00
04012,              8.00
04013,            224.00
04014,           -176.00
04015,           -112.00
04016,            240.00
04017,            -56.00
04018,           -208.00
04019,            200.00
04020,             64.00
04021,           -256.00
04022,            104.00
04023,            176.00
04024,           -240.00
04025,            -16.00
04026,            240.00
04027,           -152.00
04028,           -136.00
04029,            240.00
04030,            -32.00
04031,           -224.00
04032,            184.00
04033,             88.00
04034,           -248.00
04035,             72.00
04036,            192.00
04037,           -216.00
04038,            -48.00
04039,            248.00
04040,           -128.00
04041,           -168.00
04042,            240.00
04043,              0.00
04044,           -240.00
04045,            152.00
04046,            120.00
04047,           -248.00
04048,             48.00
04049,            216.00
04050,           -208.00
04051,            -80.00
04052,            240.00
04053,           -104.00
04054,           -184.00
04055,            224.00
04056,             32.00
04057,           -240.00
04058,            136.00
04059,            144.00
04060,           -240.00
04061,             24.00
04062,            224.00
04063,           -176.00
04064,           -112.00
04065,            240.00
04066,            -72.00
04067,           -208.00
04068,            208.00
04069,             64.00
04070,           -240.00
04071,            104.00
04072,            168.00
04073,           -232.00
04074,            -16.00
04075,            240.00
04076,           -144.00
04077,           -128.00
04078,            240.00
04079,            -32.00
04080,           -216.00
04081,            176.00
04082,             88.00
04083,           -240.00
04084,             80.00
04085,            192.00
04086,           -224.00
04087,            -48.00
04088,            240.00
04089,           -120.00
04090,           -160.00
04091,            232.00
04092,              0.00
04093,           -224.00
04094,            160.00
04095,            112.00
04096,           -248.00
04097,             48.00
04098,            208.00
04099,           -200.00
04100,            -80.00
04101,            240.00
04102,           -104.00
04103,           -184.00
04104,            208.00
04105,             24.00
04106,           -240.00
04107,            136.00
04108,            144.00
04109,           -240.00
04110,             16.00
04111,            216.00
04112,           -184.00
04113,           -104.00
04114,            248.00
04115,            -64.00
04116,           -200.00
04117,            200.00
04118,             56.00
04119,           -248.00
04120,            112.00
04121,            168.00
04122,           -232.00
04123,             -8.00
04124,            224.00
04125,           -152.00
04126,           -128.00
04127,            232.00
04128,            -40.00
04129,           -208.00
04130,            184.00
04131,             80.00
04132,           -248.00
04133,             72.00
04134,            176.00
04135,           -216.00
04136,            -40.00
04137,            240.00
04138,           -136.00
04139,           -152.00
04140,            224.00
04141,             -8.00
04142,           -224.00
04143,            160.00
04144,            112.00
04145,           -248.00
04146,             48.00
04147,            200.00
04148,           -200.00
04149,            -72.00
04150,            240.00
04151,           -104.00
04152,           -176.00
04153,            224.00
04154,             16.00
04155,           -240.00
04156,            128.00
04157,            128.00
04158,           -232.00
04159,             16.00
04160,            216.00
04161,           -176.00
04162,           -104.00
04163,            232.00
04164,            -80.00
04165,           -192.00
04166,            200.00
04167,             48.00
04168,           -240.00
04169,            104.00
04170,            160.00
04171,           -232.00
04172,            -16.00
04173,            232.00
04174,           -152.00
04175,           -120.00
04176,            232.00
04177,            -56.00
04178,           -216.00
04179,            176.00
04180,             80.00
04181,           -248.00
04182,             88.00
04183,            176.00
04184,           -224.00
04185,            -40.00
04186,            224.00
04187,           -136.00
04188,           -152.00
04189,            224.00
04190,            -16.00
04191,           -224.00
04192,            160.00
04193,            104.00
04194,           -248.00
04195,             48.00
04196,            200.00
04197,           -200.00
04198,            -72.00
04199,            232.00
04200,           -112.00
04201,           -176.00
04202,            216.00
04203,             16.00
04204,           -232.00
04205,            136.00
04206,            128.00
04207,           -240.00
04208,             24.00
04209,            208.00
04210,           -176.00
04211,            -96.00
04212,            240.00
04213,            -80.00
04214,           -200.00
04215,            200.00
04216,             48.00
04217,           -232.00
04218,            112.00
04219,            152.00
04220,           -224.00
04221,              0.00
04222,            224.00
04223,           -168.00
04224,           -120.00
04225,            232.00
04226,            -56.00
04227,           -208.00
04228,            176.00
04229,             72.00
04230,           -248.00
04231,             80.00
04232,            176.00
04233,           -208.00
04234,            -32.00
04235,            232.00
04236,           -128.00
04237,           -152.00
04238,            232.00
04239,            -24.00
04240,           -216.00
04241,            160.00
04242,            104.00
04243,           -240.00
04244,             48.00
04245,            192.00
04246,           -208.00
04247,            -56.00
04248,            224.00
04249,           -112.00
04250,           -168.00
04251,            208.00
04252,              8.00
04253,           -232.00
04254,            136.00
04255,            128.00
04256,           -240.00
04257,             24.00
04258,            208.00
04259,           -184.00
04260,            -96.00
04261,            232.00
04262,            -80.00
04263,           -176.00
04264,            208.00
04265,             48.00
04266,           -232.00
04267,            112.00
04268,            144.00
04269,           -232.00
04270,              0.00
04271,            224.00
04272,           -168.00
04273,           -112.00
04274,            224.00
04275,            -48.00
04276,           -208.00
04277,            184.00
04278,             72.00
04279,           -232.00
04280,             88.00
04281,            168.00
04282,           -216.00
04283,            -24.00
04284,            224.00
04285,           -128.00
04286,           -128.00
04287,            216.00
04288,            -16.00
04289,           -216.00
04290,            168.00
04291,            104.00
04292,           -240.00
04293,             64.00
04294,            184.00
04295,           -192.00
04296,            -56.00
04297,            224.00
04298,           -104.00
04299,           -160.00
04300,            216.00
04301,              8.00
04302,           -224.00
04303,            144.00
04304,            120.00
04305,           -232.00
04306,             32.00
04307,            208.00
04308,           -176.00
04309,            -88.00
04310,            232.00
04311,            -80.00
04312,           -176.00
04313,            200.00
04314,             40.00
04315,           -232.00
04316,            120.00
04317,            144.00
04318,           -224.00
04319,              8.00
04320,            208.00
04321,           -160.00
04322,           -104.00
04323,            224.00
04324,            -48.00
04325,           -192.00
04326,            176.00
04327,             64.00
04328,           -232.00
04329,             96.00
04330,            168.00
04331,           -208.00
04332,            -24.00
04333,            224.00
04334,           -136.00
04335,           -136.00
04336,            224.00
04337,            -16.00
04338,           -208.00
04339,            168.00
04340,             88.00
04341,           -240.00
04342,             64.00
04343,            176.00
04344,           -184.00
04345,            -56.00
04346,            232.00
04347,           -112.00
04348,           -152.00
04349,            216.00
04350,              0.00
04351,           -216.00
04352,            144.00
04353,            120.00
04354,           -224.00
04355,             40.00
04356,            200.00
04357,           -184.00
04358,            -80.00
04359,            232.00
04360,            -72.00
04361,           -176.00
04362,            200.00
04363,             32.00
04364,           -224.00
04365,            120.00
04366,            144.00
04367,           -216.00
04368,              8.00
04369,            208.00
04370,           -168.00
04371,           -112.00
04372,            224.00
04373,            -56.00
04374,           -184.00
04375,            184.00
04376,             64.00
04377,           -248.00
04378,             96.00
04379,            168.00
04380,           -208.00
04381,            -16.00
04382,            216.00
04383,           -144.00
04384,           -128.00
04385,            216.00
04386,            -32.00
04387,           -216.00
04388,            168.00
04389,             88.00
04390,           -224.00
04391,             64.00
04392,            176.00
04393,           -192.00
04394,            -48.00
04395,            224.00
04396,           -112.00
04397,           -152.00
04398,            216.00
04399,              0.00
04400,           -216.00
04401,            144.00
04402,            112.00
04403,           -216.00
04404,             40.00
04405,            200.00
04406,           -184.00
04407,            -72.00
04408,            224.00
04409,            -88.00
04410,           -168.00
04411,            200.00
04412,             40.00
04413,           -224.00
04414,            128.00
04415,            136.00
04416,           -216.00
04417,             16.00
04418,            208.00
04419,           -152.00
04420,           -104.00
04421,            232.00
04422,            -56.00
04423,           -192.00
04424,            184.00
04425,             64.00
04426,           -232.00
04427,            104.00
04428,            160.00
04429,           -208.00
04430,            -16.00
04431,            216.00
04432,           -136.00
04433,           -120.00
04434,            216.00
04435,            -32.00
04436,           -208.00
04437,            168.00
04438,             80.00
04439,           -232.00
04440,             72.00
04441,            176.00
04442,           -184.00
04443,            -40.00
04444,            224.00
04445,           -120.00
04446,           -152.00
04447,            216.00
04448,              0.00
04449,           -208.00
04450,            136.00
04451,            112.00
04452,           -224.00
04453,             48.00
04454,            192.00
04455,           -184.00
04456,            -72.00
04457,            216.00
04458,            -88.00
04459,           -168.00
04460,            200.00
04461,             24.00
04462,           -216.00
04463,            128.00
04464,            128.00
04465,           -216.00
04466,              8.00
04467,            200.00
04468,           -168.00
04469,            -96.00
04470,            224.00
04471,            -56.00
04472,           -184.00
04473,            184.00
04474,             48.00
04475,           -224.00
04476,            104.00
04477,            152.00
04478,           -208.00
04479,            -16.00
04480,            216.00
04481,           -144.00
04482,           -120.00
04483,            216.00
04484,            -32.00
04485,           -200.00
04486,            168.00
04487,             80.00
04488,           -224.00
04489,             72.00
04490,            168.00
04491,           -200.00
04492,            -32.00
04493,            224.00
04494,           -120.00
04495,           -144.00
04496,            208.00
04497,             -8.00
04498,           -216.00
04499,            144.00
04500,            112.00
04501,           -224.00
04502,             40.00
04503,            184.00
04504,           -184.00
04505,            -72.00
04506,            216.00
04507,            -96.00
04508,           -160.00
04509,            200.00
04510,             24.00
04511,           -216.00
04512,            128.00
04513,            120.00
04514,           -224.00
04515,             16.00
04516,            200.00
04517,           -160.00
04518,            -96.00
04519,            216.00
04520,            -64.00
04521,           -184.00
04522,            184.00
04523,             48.00
04524,           -216.00
04525,            104.00
04526,            144.00
04527,           -216.00
04528,             -8.00
04529,            208.00
04530,           -144.00
04531,           -120.00
04532,            216.00
04533,            -40.00
04534,           -192.00
04535,            168.00
04536,             72.00
04537,           -216.00
04538,             72.00
04539,            168.00
04540,           -200.00
04541,            -32.00
04542,            208.00
04543,           -120.00
04544,           -136.00
04545,            208.00
04546,             -8.00
04547,           -208.00
04548,            136.00
04549,            104.00
04550,           -224.00
04551,             48.00
04552,            176.00
04553,           -184.00
04554,            -72.00
04555,            216.00
04556,            -96.00
04557,           -160.00
04558,            200.00
04559,              8.00
04560,           -216.00
04561,            120.00
04562,            120.00
04563,           -216.00
04564,             16.00
04565,            200.00
04566,           -160.00
04567,            -88.00
04568,            216.00
04569,            -72.00
04570,           -176.00
04571,            184.00
04572,             40.00
04573,           -224.00
04574,            104.00
04575,            144.00
04576,           -208.00
04577,             -8.00
04578,            208.00
04579,           -144.00
04580,           -120.00
04581,            208.00
04582,            -40.00
04583,           -192.00
04584,            168.00
04585,             72.00
04586,           -224.00
04587,             72.00
04588,            152.00
04589,           -192.00
04590,            -24.00
04591,            208.00
04592,           -120.00
04593,           -136.00
04594,            200.00
04595,            -16.00
04596,           -208.00
04597,            152.00
04598,             96.00
04599,           -216.00
04600,             48.00
04601,            176.00
04602,           -184.00
04603,            -56.00
04604,            208.00
04605,            -96.00
04606,           -152.00
04607,            200.00
04608,              8.00
04609,           -208.00
04610,            120.00
04611,            112.00
04612,           -216.00
04613,             32.00
04614,            200.00
04615,           -160.00
04616,            -80.00
04617,            208.00
04618,            -72.00
04619,           -168.00
04620,            184.00
04621,             48.00
04622,           -224.00
04623,            104.00
04624,            136.00
04625,           -216.00
04626,             -8.00
04627,            200.00
04628,           -144.00
04629,           -104.00
04630,            216.00
04631,            -48.00
04632,           -184.00
04633,            160.00
04634,             64.00
04635,           -224.00
04636,             88.00
04637,            152.00
04638,           -200.00
04639,            -24.00
04640,            208.00
04641,           -120.00
04642,           -120.00
04643,            208.00
04644,            -24.00
04645,           -200.00
04646,            144.00
04647,             88.00
04648,           -216.00
04649,             64.00
04650,            176.00
04651,           -184.00
04652,            -56.00
04653,            208.00
04654,           -104.00
04655,           -152.00
04656,            200.00
04657,              8.00
04658,           -208.00
04659,            136.00
04660,            112.00
04661,           -216.00
04662,             32.00
04663,            192.00
04664,           -160.00
04665,            -80.00
04666,            224.00
04667,            -72.00
04668,           -168.00
04669,            184.00
04670,             32.00
04671,           -216.00
04672,            112.00
04673,            136.00
04674,           -208.00
04675,              8.00
04676,            192.00
04677,           -144.00
04678,           -104.00
04679,            216.00
04680,            -40.00
04681,           -176.00
04682,            176.00
04683,             64.00
04684,           -216.00
04685,             80.00
04686,            160.00
04687,           -192.00
04688,            -16.00
04689,            208.00
04690,           -128.00
04691,           -128.00
04692,            208.00
04693,            -16.00
04694,           -184.00
04695,            152.00
04696,             88.00
04697,           -216.00
04698,             64.00
04699,            176.00
04700,           -184.00
04701,            -48.00
04702,            208.00
04703,            -88.00
04704,           -144.00
04705,            200.00
04706,              0.00
04707,           -208.00
04708,            136.00
04709,            112.00
04710,           -216.00
04711,             32.00
04712,            176.00
04713,           -168.00
04714,            -80.00
04715,            216.00
04716,            -80.00
04717,           -168.00
04718,            184.00
04719,             24.00
04720,           -216.00
04721,            104.00
04722,            136.00
04723,           -200.00
04724,              8.00
04725,            200.00
04726,           -144.00
04727,            -96.00
04728,            208.00
04729,            -56.00
04730,           -184.00
04731,            168.00
04732,             64.00
04733,           -216.00
04734,             96.00
04735,            152.00
04736,           -200.00
04737,            -16.00
04738,            200.00
04739,           -120.00
04740,           -120.00
04741,            208.00
04742,            -24.00
04743,           -184.00
04744,            152.00
04745,             88.00
04746,           -208.00
04747,             64.00
04748,            168.00
04749,           -184.00
04750,            -40.00
04751,            208.00
04752,           -112.00
04753,           -136.00
04754,            200.00
04755,              8.00
04756,           -208.00
04757,            136.00
04758,            104.00
04759,           -208.00
04760,             40.00
04761,            176.00
04762,           -160.00
04763,            -56.00
04764,            216.00
04765,            -80.00
04766,           -160.00
04767,            184.00
04768,             24.00
04769,           -208.00
04770,            112.00
04771,            128.00
04772,           -208.00
04773,             16.00
04774,            184.00
04775,           -144.00
04776,            -88.00
04777,            208.00
04778,            -48.00
04779,           -184.00
04780,            168.00
04781,             48.00
04782,           -208.00
04783,             88.00
04784,            152.00
04785,           -184.00
04786,            -16.00
04787,            200.00
04788,           -128.00
04789,           -120.00
04790,            200.00
04791,            -24.00
04792,           -184.00
04793,            144.00
04794,             80.00
04795,           -208.00
04796,             64.00
04797,            168.00
04798,           -184.00
04799,            -48.00
04800,            200.00
04801,           -112.00
04802,           -144.00
04803,            184.00
04804,             -8.00
04805,           -200.00
04806,            136.00
04807,            104.00
04808,           -208.00
04809,             40.00
04810,            168.00
04811,           -168.00
04812,            -72.00
04813,            208.00
04814,            -80.00
04815,           -160.00
04816,            184.00
04817,             16.00
04818,           -208.00
04819,            104.00
04820,            128.00
04821,           -208.00
04822,              8.00
04823,            184.00
04824,           -152.00
04825,            -88.00
04826,            208.00
04827,            -56.00
04828,           -184.00
04829,            176.00
04830,             48.00
04831,           -216.00
04832,             88.00
04833,            136.00
04834,           -192.00
04835,             -8.00
04836,            200.00
04837,           -128.00
04838,           -120.00
04839,            208.00
04840,            -32.00
04841,           -184.00
04842,            160.00
04843,             80.00
04844,           -208.00
04845,             64.00
04846,            160.00
04847,           -184.00
04848,            -40.00
04849,            200.00
04850,           -112.00
04851,           -128.00
04852,            184.00
04853,             -8.00
04854,           -208.00
04855,            136.00
04856,             88.00
04857,           -216.00
04858,             40.00
04859,            168.00
04860,           -176.00
04861,            -72.00
04862,            200.00
04863,            -88.00
04864,           -152.00
04865,            176.00
04866,             16.00
04867,           -200.00
04868,            112.00
04869,            112.00
04870,           -208.00
04871,             16.00
04872,            184.00
04873,           -152.00
04874,            -80.00
04875,            208.00
04876,            -56.00
04877,           -168.00
04878,            168.00
04879,             48.00
04880,           -208.00
04881,            104.00
04882,            136.00
04883,           -192.00
04884,             -8.00
04885,            192.00
04886,           -136.00
04887,           -104.00
04888,            208.00
04889,            -48.00
04890,           -184.00
04891,            152.00
04892,             72.00
04893,           -208.00
04894,             72.00
04895,            160.00
04896,           -184.00
04897,            -24.00
04898,            200.00
04899,           -112.00
04900,           -136.00
04901,            192.00
04902,            -16.00
04903,           -192.00
04904,            144.00
04905,             80.00
04906,           -208.00
04907,             40.00
04908,            168.00
04909,           -176.00
04910,            -56.00
04911,            208.00
04912,            -88.00
04913,           -144.00
04914,            176.00
04915,              8.00
04916,           -208.00
04917,            120.00
04918,            112.00
04919,           -208.00
04920,             24.00
04921,            176.00
04922,           -152.00
04923,            -80.00
04924,            200.00
04925,            -64.00
04926,           -160.00
04927,            168.00
04928,             32.00
04929,           -208.00
04930,             96.00
04931,            128.00
04932,           -192.00
04933,              0.00
04934,            184.00
04935,           -136.00
04936,           -104.00
04937,            200.00
04938,            -40.00
04939,           -176.00
04940,            160.00
04941,             64.00
04942,           -200.00
04943,             80.00
04944,            144.00
04945,           -184.00
04946,            -32.00
04947,            208.00
04948,           -112.00
04949,           -128.00
04950,            192.00
04951,            -16.00
04952,           -192.00
04953,            136.00
04954,             88.00
04955,           -208.00
04956,             48.00
04957,            160.00
04958,           -168.00
04959,            -56.00
04960,            208.00
04961,            -96.00
04962,           -144.00
04963,            176.00
04964,              8.00
04965,           -200.00
04966,            120.00
04967,            112.00
04968,           -208.00
04969,             24.00
04970,            176.00
04971,           -152.00
04972,            -80.00
04973,            200.00
04974,            -72.00
04975,           -160.00
04976,            168.00
04977,             40.00
04978,           -200.00
04979,            104.00
04980,            128.00
04981,           -192.00
04982,              0.00
04983,            192.00
04984,           -136.00
04985,            -96.00
04986,            208.00
04987,            -48.00
04988,           -176.00
04989,            152.00
04990,             56.00
04991,           -208.00
04992,             80.00
04993,            152.00
04994,           -184.00
04995,            -24.00
04996,            200.00
04997,           -120.00
04998,           -120.00
04999,            184.00
05000,            -16.00
