t, -s[0].ω, -s[0].φ 
2.74, 9.859815157292763, -0.5226127447831851 
2.7410000000000023, 9.857914948568233, -0.512753473975749 
2.7420000000000044, 9.85591821116929, -0.5028961562829375 
2.7430000000000065, 9.853821483440855, -0.4930408901358575 
2.7440000000000087, 9.851621229057109, -0.4831877774689907 
2.7450000000000108, 9.849313843239958, -0.4733369237915223 
2.746000000000013, 9.846895659885291, -0.4634884382519529 
2.747000000000015, 9.84436295962496, -0.4536424336950712 
2.748000000000017, 9.841711978846249, -0.44379902671033994 
2.749000000000019, 9.838938919683473, -0.4339583376707276 
2.7500000000000213, 9.836039960987897, -0.4241204907610097 
2.7510000000000234, 9.833011270272818, -0.41428561399456343 
2.7520000000000255, 9.829849016620098, -0.4044538392176853 
2.7530000000000276, 9.826549384523073, -0.39462530210048463 
2.7540000000000298, 9.823108588628253, -0.38480014211343544 
2.755000000000032, 9.819522889325322, -0.37497850248871384 
2.756000000000034, 9.815788609121093, -0.36516053016550937 
2.757000000000036, 9.811902149719193, -0.3553463757185633 
2.758000000000038, 9.807860009712938, -0.3455361932692844 
2.7590000000000403, 9.803658802784893, -0.3357301403788803 
2.7600000000000424, 9.799295276292975, -0.32592837792306634 
2.7610000000000445, 9.79476633011, -0.31613106994803675 
2.7620000000000466, 9.790069035571815, -0.3063383835075227 
2.7630000000000488, 9.785200654378633, -0.29655048848091353 
2.764000000000051, 9.780158657285547, -0.286767557372579 
2.765000000000053, 9.774940742411296, -0.27698976509269463 
2.766000000000055, 9.76954485299016, -0.26721728872004896 
2.767000000000057, 9.763969194389858, -0.25745030724748874 
2.7680000000000593, 9.758212250219243, -0.24768900131082927 
2.7690000000000614, 9.752272797353449, -0.23793355290223964 
2.7700000000000635, 9.746149919710842, -0.22818414506927415 
2.7710000000000656, 9.739843020625978, -0.21844096160088647 
2.7720000000000677, 9.733351833675458, -0.20870418670190974 
2.77300000000007, 9.726676431829016, -0.19897400465762183 
2.774000000000072, 9.719817234816249, -0.189250599490132 
2.775000000000074, 9.71277501461975, -0.17953415460842453 
2.776000000000076, 9.705550899027552, -0.16982485245397222 
2.7770000000000783, 9.69814637320146, -0.1601228741438854 
2.7780000000000804, 9.690563279242673, -0.1504283991135941 
2.7790000000000825, 9.682803813761145, -0.14074160476106376 
2.7800000000000846, 9.674870523480454, -0.13106266609452605 
2.7810000000000867, 9.666766298934547, -0.1213917553856604 
2.782000000000089, 9.658494366336344, -0.11172904183009177 
2.783000000000091, 9.650058277720342, -0.10207469121697928 
2.784000000000093, 9.641461899481367, -0.0924288656093554 
2.785000000000095, 9.632709399449537, -0.08279172303674445 
2.7860000000000973, 9.623805232656496, -0.07316341720143987 
2.7870000000000994, 9.614754125960262, -0.06354409719965823 
2.7880000000001015, 9.605561061705101, -0.053933907258614446 
2.7890000000001036, 9.596231260598817, -0.044332986490383794 
2.7900000000001057, 9.586770163992698, -0.034741468663231315 
2.791000000000108, 9.577183415748957, -0.02515948199090423 
2.79200000000011, 9.567476843877326, -0.015587148940199509 
2.793000000000112, 9.557997974314318, -0.006024434903587858 
2.794000000000114, 9.54850587326849, 0.003528828699022124 
2.7950000000001163, 9.538912331749904, 0.013072543410067285 
2.7960000000001184, 9.529223716229529, 0.022606611277457184 
2.7970000000001205, 9.519446485087714, 0.03213094076780825 
2.7980000000001226, 9.509587172426151, 0.04164544684939397 
2.7990000000001247, 9.499652372651445, 0.051150051059323354 
2.800000000000127, 9.489648725908742, 0.060644681555764156 
2.801000000000129, 9.479582904427152, 0.0701292731560959 
2.802000000000131, 9.469461599822198, 0.07960376736193112 
2.803000000000133, 9.459291511384372, 0.0890681123719789 
2.8040000000001353, 9.44907933536743, 0.09852226308374606 
2.8050000000001374, 9.438831755275578, 0.1079661810850758 
2.8060000000001395, 9.428555433134996, 0.11739983463651629 
2.8070000000001416, 9.418257001722765, 0.12682319864548985 
2.8080000000001437, 9.407943057715054, 0.13623625463319974 
2.809000000000146, 9.397620155706429, 0.14563899069516795 
2.810000000000148, 9.387294803043513, 0.15503140145624558 
2.81100000000015, 9.376973455408827, 0.16441348802087444 
2.812000000000152, 9.366662513084622, 0.17378525791931207 
2.8130000000001543, 9.356368317821637, 0.18314672505045984 
2.8140000000001564, 9.346097150234126, 0.19249790962185562 
2.8150000000001585, 9.335855227639916, 0.20183883808731293 
2.8160000000001606, 9.325648702263019, 0.21116954308260624 
2.8170000000001627, 9.315483659715651, 0.22049006335951923 
2.818000000000165, 9.30536611767728, 0.22980044371849032 
2.819000000000167, 9.295302024689512, 0.23910073494000736 
2.820000000000169, 9.285297258987894, 0.24839099371482415 
2.821000000000171, 9.275357627294548, 0.25767128257299277 
2.8220000000001733, 9.265488863499176, 0.266941669811633 
2.8230000000001754, 9.255696627160068, 0.27620222942129 
2.8240000000001775, 9.245986501761521, 0.2854530410106627 
2.8250000000001796, 9.236363992669284, 0.294694189729429 
2.8260000000001817, 9.226834524731371, 0.303925766188835 
2.827000000000184, 9.21740343947771, 0.31314786637966685 
2.828000000000186, 9.20807599187859, 0.3223605915871853 
2.829000000000188, 9.198857346628785, 0.33156404830255626 
2.83000000000019, 9.18975257393139, 0.3407583481302954 
2.8310000000001923, 9.18061404493343, 0.3499435720830949 
2.8320000000001944, 9.171315829376107, 0.3591195204949867 
2.8330000000001965, 9.162146086618439, 0.3682862405019642 
2.8340000000001986, 9.153109455781406, 0.37744386314507894 
2.8350000000002007, 9.144210448907222, 0.3865925240354292 
2.836000000000203, 9.13545344357291, 0.39573236322304983 
2.837000000000205, 9.126842675065621, 0.40486352505817125 
2.838000000000207, 9.11838222815924, 0.4139861580444304 
2.839000000000209, 9.110076028539861, 0.4231004146836601 
2.8400000000002112, 9.101927833935378, 0.43220645131193713 
2.8410000000002134, 9.093941225011742, 0.441304427926624 
2.8420000000002155, 9.08611959610529, 0.4503945080042117 
