Unit:(mV)
                     CH1         CH2
Frequency              ?           ?
01250            -132.00    -1720.00
01251            -136.00    -1720.00
01252            -136.00    -1720.00
01253            -132.00    -1720.00
01254            -140.00    -1720.00
01255            -140.00    -1720.00
01256            -140.00    -1760.00
01257            -136.00    -1760.00
01258            -136.00    -1720.00
01259            -120.00    -1760.00
01260            -100.00    -1800.00
01261             -64.00    -1720.00
01262             -36.00    -1760.00
01263             -36.00    -1800.00
01264             -36.00    -1720.00
01265             -36.00    -1520.00
01266             -36.00    -1200.00
01267             -36.00     -920.00
01268             -36.00     -560.00
01269             -36.00     -400.00
01270             -32.00     -400.00
01271             -28.00     -360.00
01272             -32.00     -360.00
01273             -44.00     -360.00
01274             -80.00     -400.00
01275            -104.00     -400.00
01276            -128.00     -360.00
01277            -136.00     -320.00
01278            -136.00     -320.00
01279            -132.00     -320.00
01280            -128.00     -320.00
01281            -128.00     -280.00
01282            -124.00     -280.00
01283            -128.00     -280.00
01284            -132.00     -280.00
01285            -132.00     -280.00
01286            -132.00     -280.00
01287            -124.00     -440.00
01288            -124.00     -800.00
01289            -112.00    -1080.00
01290             -88.00    -1400.00
01291             -64.00    -1560.00
01292             -36.00    -1720.00
01293             -32.00    -1720.00
01294             -32.00    -1720.00
01295             -32.00    -1720.00
01296             -32.00    -1760.00
01297             -32.00    -1720.00
01298             -32.00    -1760.00
01299             -32.00    -1760.00
01300             -36.00    -1760.00
01301             -28.00    -1760.00
01302             -28.00    -1720.00
01303             -44.00    -1800.00
01304             -68.00    -1800.00
01305             -92.00    -1800.00
01306            -116.00    -1760.00
01307            -128.00    -1760.00
01308            -132.00    -1800.00
01309            -132.00    -1840.00
01310            -132.00    -1800.00
01311            -128.00    -1720.00
01312            -132.00    -1440.00
01313            -132.00    -1200.00
01314            -132.00     -920.00
01315            -132.00     -560.00
01316            -132.00     -400.00
01317            -128.00     -320.00
01318            -132.00     -360.00
01319            -120.00     -440.00
01320            -104.00     -400.00
01321             -76.00     -320.00
01322             -44.00     -360.00
01323             -32.00     -280.00
01324             -32.00     -360.00
01325             -32.00     -360.00
01326             -32.00     -280.00
01327             -32.00     -280.00
01328             -36.00     -280.00
01329             -36.00     -280.00
01330             -36.00     -280.00
01331             -32.00     -280.00
01332             -32.00     -280.00
01333             -36.00     -360.00
01334             -48.00     -560.00
01335             -80.00     -720.00
01336            -100.00     -880.00
01337            -120.00    -1000.00
01338            -136.00    -1080.00
01339            -136.00    -1120.00
01340            -136.00    -1080.00
01341            -132.00    -1080.00
01342            -136.00    -1080.00
01343            -132.00    -1080.00
01344            -136.00    -1080.00
01345            -136.00    -1080.00
01346            -136.00    -1120.00
01347            -132.00    -1080.00
01348            -136.00    -1120.00
01349            -136.00    -1160.00
01350            -132.00    -1120.00
01351            -116.00    -1120.00
01352             -92.00    -1160.00
01353             -68.00    -1120.00
01354             -44.00    -1160.00
01355             -36.00    -1120.00
01356             -32.00    -1080.00
01357             -32.00     -960.00
01358             -32.00     -800.00
01359             -32.00     -640.00
01360             -32.00     -440.00
01361             -28.00     -280.00
01362             -28.00     -280.00
01363             -32.00     -280.00
01364             -36.00     -320.00
01365             -36.00     -280.00
01366             -56.00     -280.00
01367             -80.00     -280.00
01368            -104.00     -360.00
01369            -120.00     -320.00
01370            -132.00     -280.00
01371            -128.00     -280.00
01372            -128.00     -280.00
01373            -132.00     -280.00
01374            -132.00     -360.00
01375            -128.00     -320.00
01376            -128.00     -320.00
01377            -128.00     -280.00
01378            -128.00     -560.00
01379            -128.00     -960.00
01380            -128.00    -1360.00
01381            -120.00    -1640.00
01382            -104.00    -1840.00
01383             -84.00    -1920.00
01384             -64.00    -1920.00
01385             -36.00    -1920.00
01386             -32.00    -1960.00
01387             -32.00    -1960.00
01388             -32.00    -1960.00
01389             -32.00    -1920.00
01390             -32.00    -1960.00
01391             -32.00    -1960.00
01392             -32.00    -1920.00
01393             -32.00    -1960.00
01394             -32.00    -2000.00
01395             -32.00    -2000.00
01396             -52.00    -2000.00
01397             -80.00    -2000.00
01398            -112.00    -2000.00
01399            -132.00    -2040.00
01400            -136.00    -1920.00
01401            -136.00    -1720.00
01402            -136.00    -1440.00
01403            -136.00    -1120.00
01404            -140.00     -680.00
01405            -140.00     -400.00
01406            -136.00     -360.00
01407            -132.00     -320.00
01408            -132.00     -360.00
01409            -132.00     -360.00
01410            -132.00     -320.00
01411            -120.00     -320.00
01412            -100.00     -320.00
01413             -76.00     -280.00
01414             -52.00     -280.00
01415             -32.00     -280.00
01416             -28.00     -280.00
01417             -28.00     -280.00
01418             -32.00     -280.00
01419             -32.00     -280.00
01420             -32.00     -280.00
01421             -32.00     -400.00
01422             -36.00     -720.00
01423             -36.00    -1040.00
01424             -36.00    -1320.00
01425             -36.00    -1520.00
01426             -60.00    -1680.00
01427             -80.00    -1720.00
01428             -92.00    -1680.00
01429            -100.00    -1720.00
01430             -96.00    -1760.00
01431             -92.00    -1720.00
01432             -92.00    -1760.00
01433             -92.00    -1760.00
01434             -92.00    -1840.00
01435             -92.00    -1840.00
01436             -92.00    -1800.00
01437             -88.00    -1800.00
01438             -92.00    -1840.00
01439             -88.00    -1840.00
01440             -88.00    -1840.00
01441             -72.00    -1840.00
01442             -64.00    -1840.00
01443             -48.00    -1720.00
01444             -36.00    -1560.00
01445             -32.00    -1320.00
01446             -24.00    -1000.00
01447             -24.00     -600.00
01448             -32.00     -360.00
01449             -32.00     -360.00
01450             -28.00     -320.00
01451             -28.00     -320.00
01452             -32.00     -280.00
01453             -32.00     -320.00
01454             -36.00     -320.00
01455             -48.00     -320.00
01456             -72.00     -280.00
01457             -96.00     -280.00
01458            -116.00     -280.00
01459            -128.00     -280.00
01460            -128.00     -280.00
01461            -124.00     -240.00
01462            -128.00     -240.00
01463            -124.00     -240.00
01464            -128.00     -400.00
01465            -124.00     -720.00
01466            -128.00    -1040.00
01467            -124.00    -1280.00
01468            -124.00    -1560.00
01469            -128.00    -1680.00
01470            -124.00    -1680.00
01471            -100.00    -1680.00
01472             -72.00    -1680.00
01473             -52.00    -1680.00
01474             -32.00    -1720.00
01475             -32.00    -1720.00
01476             -32.00    -1720.00
01477             -24.00    -1680.00
01478             -32.00    -1720.00
01479             -32.00    -1680.00
01480             -32.00    -1720.00
01481             -32.00    -1720.00
01482             -28.00    -1720.00
01483             -36.00    -1720.00
01484             -32.00    -1720.00
01485             -56.00    -1720.00
01486             -80.00    -1640.00
01487            -100.00    -1400.00
01488            -120.00    -1200.00
01489            -132.00     -880.00
01490            -132.00     -520.00
01491            -132.00     -280.00
01492            -132.00     -280.00
01493            -136.00     -280.00
01494            -136.00     -280.00
01495            -136.00     -320.00
01496            -136.00     -320.00
01497            -132.00     -280.00
01498            -136.00     -320.00
01499            -140.00     -280.00
01500            -132.00     -280.00
01501            -108.00     -240.00
01502             -80.00     -240.00
01503             -52.00     -240.00
01504             -36.00     -240.00
01505             -36.00     -240.00
01506             -32.00     -280.00
01507             -32.00     -320.00
01508             -36.00     -680.00
01509             -36.00    -1040.00
01510             -32.00    -1360.00
01511             -32.00    -1560.00
01512             -36.00    -1760.00
01513             -36.00    -1760.00
01514             -36.00    -1760.00
01515             -64.00    -1760.00
01516             -88.00    -1760.00
01517            -112.00    -1760.00
01518            -132.00    -1760.00
01519            -136.00    -1840.00
01520            -132.00    -1800.00
01521            -132.00    -1840.00
01522            -132.00    -1840.00
01523            -132.00    -1840.00
01524            -132.00    -1840.00
01525            -128.00    -1880.00
01526            -128.00    -1880.00
01527            -128.00    -1840.00
01528            -132.00    -1880.00
01529            -128.00    -1880.00
01530            -124.00    -1760.00
01531            -100.00    -1600.00
01532             -80.00    -1320.00
01533             -56.00     -960.00
01534             -36.00     -600.00
01535             -32.00     -400.00
01536             -28.00     -360.00
01537             -28.00     -400.00
01538             -32.00     -400.00
01539             -36.00     -400.00
01540             -32.00     -400.00
01541             -28.00     -400.00
01542             -28.00     -360.00
01543             -32.00     -360.00
01544             -40.00     -400.00
01545             -40.00     -320.00
01546             -76.00     -320.00
01547            -100.00     -360.00
01548            -116.00     -320.00
01549            -132.00     -320.00
01550            -128.00     -280.00
01551            -128.00     -280.00
01552            -128.00     -480.00
01553            -132.00     -920.00
01554            -136.00    -1320.00
01555            -128.00    -1560.00
01556            -132.00    -1800.00
01557            -128.00    -1840.00
01558            -132.00    -1880.00
01559            -132.00    -1880.00
01560            -128.00    -1920.00
01561            -112.00    -1920.00
01562             -92.00    -1960.00
01563             -72.00    -1960.00
01564             -44.00    -1960.00
01565             -32.00    -1960.00
01566             -32.00    -1960.00
01567             -28.00    -1960.00
01568             -32.00    -1960.00
01569             -36.00    -2000.00
01570             -36.00    -2000.00
01571             -32.00    -1920.00
01572             -32.00    -1960.00
01573             -36.00    -2000.00
01574             -36.00    -2000.00
01575             -36.00    -1920.00
01576             -48.00    -1760.00
01577             -68.00    -1440.00
01578             -96.00    -1040.00
01579            -116.00     -560.00
01580            -132.00     -360.00
01581            -132.00     -320.00
01582            -136.00     -280.00
01583            -136.00     -320.00
01584            -132.00     -280.00
01585            -136.00     -320.00
01586            -136.00     -280.00
01587            -136.00     -280.00
01588            -136.00     -280.00
01589            -132.00     -280.00
01590            -132.00     -240.00
01591            -132.00     -240.00
01592            -132.00     -240.00
01593            -136.00     -240.00
01594            -128.00     -280.00
01595            -108.00     -240.00
01596             -84.00     -240.00
01597             -60.00     -280.00
01598             -36.00     -600.00
01599             -36.00     -960.00
01600             -36.00    -1240.00
01601             -32.00    -1520.00
01602             -32.00    -1720.00
01603             -36.00    -1680.00
01604             -36.00    -1720.00
01605             -36.00    -1720.00
01606             -32.00    -1720.00
01607             -32.00    -1720.00
01608             -36.00    -1720.00
01609             -32.00    -1720.00
01610             -32.00    -1720.00
01611             -36.00    -1720.00
01612             -64.00    -1720.00
01613             -84.00    -1720.00
01614            -108.00    -1760.00
01615            -120.00    -1760.00
01616            -132.00    -1720.00
01617            -132.00    -1760.00
01618            -132.00    -1760.00
01619            -132.00    -1760.00
01620            -128.00    -1800.00
01621            -128.00    -1680.00
01622            -124.00    -1520.00
01623            -128.00    -1360.00
01624            -128.00    -1040.00
01625            -128.00     -640.00
01626            -128.00     -400.00
01627            -124.00     -320.00
01628            -124.00     -400.00
01629            -120.00     -400.00
01630            -104.00     -400.00
01631             -84.00     -320.00
01632             -64.00     -320.00
01633             -48.00     -400.00
01634             -32.00     -400.00
01635             -32.00     -400.00
01636             -32.00     -400.00
01637             -28.00     -320.00
01638             -28.00     -320.00
01639             -32.00     -320.00
01640             -28.00     -280.00
01641             -24.00     -240.00
01642             -24.00     -280.00
01643             -32.00     -280.00
01644             -32.00     -440.00
01645             -32.00     -720.00
01646             -44.00    -1000.00
01647             -68.00    -1320.00
01648             -96.00    -1560.00
01649            -116.00    -1720.00
01650            -132.00    -1720.00
01651            -140.00    -1720.00
01652            -140.00    -1720.00
01653            -140.00    -1760.00
01654            -140.00    -1800.00
01655            -136.00    -1720.00
01656            -140.00    -1760.00
01657            -136.00    -1760.00
01658            -136.00    -1760.00
01659            -136.00    -1840.00
01660            -136.00    -1760.00
01661            -132.00    -1760.00
01662            -132.00    -1760.00
01663            -132.00    -1800.00
01664            -116.00    -1800.00
01665            -100.00    -1800.00
01666             -80.00    -1800.00
01667             -56.00    -1840.00
01668             -32.00    -1760.00
01669             -32.00    -1560.00
01670             -32.00    -1320.00
01671             -28.00     -960.00
01672             -28.00     -600.00
01673             -36.00     -400.00
01674             -32.00     -400.00
01675             -32.00     -400.00
01676             -32.00     -360.00
01677             -32.00     -360.00
01678             -32.00     -360.00
01679             -36.00     -400.00
01680             -44.00     -400.00
01681             -64.00     -280.00
01682             -68.00     -280.00
01683             -84.00     -360.00
01684             -96.00     -320.00
01685             -96.00     -320.00
01686             -92.00     -320.00
01687             -88.00     -280.00
01688             -88.00     -280.00
01689             -84.00     -280.00
01690             -84.00     -280.00
01691             -88.00     -440.00
01692             -84.00     -560.00
01693             -88.00     -760.00
01694             -84.00     -920.00
01695             -84.00    -1080.00
01696             -84.00    -1080.00
01697             -76.00    -1080.00
01698             -68.00    -1080.00
01699             -56.00    -1120.00
01700             -40.00    -1120.00
01701             -24.00    -1080.00
01702             -24.00    -1080.00
01703             -32.00    -1120.00
01704             -36.00    -1080.00
01705             -28.00    -1120.00
01706             -32.00    -1160.00
01707             -32.00    -1120.00
01708             -32.00    -1120.00
01709             -32.00    -1160.00
01710             -32.00    -1120.00
01711             -28.00    -1160.00
01712             -36.00    -1160.00
01713             -56.00    -1160.00
01714             -84.00    -1080.00
01715            -100.00     -920.00
01716            -124.00     -760.00
01717            -128.00     -600.00
01718            -128.00     -400.00
01719            -128.00     -280.00
01720            -132.00     -280.00
01721            -124.00     -320.00
01722            -124.00     -280.00
01723            -128.00     -280.00
01724            -128.00     -360.00
01725            -128.00     -320.00
01726            -124.00     -320.00
01727            -124.00     -280.00
01728            -128.00     -320.00
01729            -112.00     -320.00
01730             -92.00     -280.00
01731             -68.00     -280.00
01732             -44.00     -280.00
01733             -32.00     -280.00
01734             -32.00     -320.00
01735             -32.00     -360.00
01736             -32.00     -720.00
01737             -28.00    -1080.00
01738             -32.00    -1440.00
01739             -36.00    -1720.00
01740             -32.00    -1880.00
01741             -32.00    -1880.00
01742             -32.00    -1920.00
01743             -36.00    -1920.00
01744             -40.00    -1920.00
01745             -72.00    -1960.00
01746             -96.00    -1960.00
01747            -116.00    -2000.00
01748            -132.00    -2000.00
01749            -132.00    -1960.00
01750            -132.00    -1960.00
01751            -136.00    -2000.00
01752            -132.00    -2000.00
01753            -136.00    -2000.00
01754            -132.00    -2000.00
01755            -136.00    -2000.00
01756            -136.00    -2000.00
01757            -136.00    -2040.00
01758            -136.00    -1880.00
01759            -136.00    -1680.00
01760            -136.00    -1320.00
01761            -116.00     -920.00
01762             -96.00     -440.00
01763             -68.00     -360.00
01764             -48.00     -400.00
01765             -32.00     -320.00
01766             -32.00     -360.00
01767             -32.00     -320.00
01768             -36.00     -360.00
01769             -36.00     -360.00
01770             -32.00     -280.00
01771             -32.00     -280.00
01772             -32.00     -280.00
01773             -36.00     -320.00
01774             -36.00     -280.00
01775             -32.00     -280.00
01776             -52.00     -280.00
01777             -84.00     -280.00
01778            -108.00     -280.00
01779            -128.00     -520.00
01780            -140.00     -800.00
01781            -132.00    -1120.00
01782            -132.00    -1400.00
01783            -132.00    -1600.00
01784            -132.00    -1720.00
01785            -132.00    -1720.00
01786            -128.00    -1720.00
01787            -128.00    -1720.00
01788            -132.00    -1720.00
01789            -128.00    -1720.00
01790            -128.00    -1760.00
01791            -128.00    -1760.00
01792            -116.00    -1800.00
01793            -104.00    -1800.00
01794             -80.00    -1800.00
01795             -56.00    -1840.00
01796             -32.00    -1800.00
01797             -28.00    -1840.00
01798             -32.00    -1840.00
01799             -32.00    -1840.00
01800             -32.00    -1840.00
01801             -32.00    -1680.00
01802             -28.00    -1480.00
01803             -32.00    -1240.00
01804             -40.00     -880.00
01805             -36.00     -480.00
01806             -32.00     -320.00
01807             -28.00     -320.00
01808             -60.00     -360.00
01809             -84.00     -360.00
01810            -100.00     -280.00
01811            -124.00     -280.00
01812            -128.00     -280.00
01813            -128.00     -280.00
01814            -132.00     -280.00
01815            -132.00     -280.00
01816            -132.00     -280.00
01817            -132.00     -240.00
01818            -136.00     -240.00
01819            -132.00     -240.00
01820            -128.00     -240.00
01821            -132.00     -240.00
01822            -128.00     -400.00
01823            -132.00     -760.00
01824            -120.00    -1080.00
01825            -100.00    -1360.00
01826             -76.00    -1560.00
01827             -52.00    -1680.00
01828             -36.00    -1680.00
01829             -36.00    -1680.00
01830             -32.00    -1680.00
01831             -32.00    -1680.00
01832             -32.00    -1720.00
01833             -32.00    -1720.00
01834             -32.00    -1720.00
01835             -36.00    -1720.00
01836             -36.00    -1720.00
01837             -36.00    -1680.00
01838             -32.00    -1720.00
01839             -36.00    -1720.00
01840             -64.00    -1720.00
01841             -84.00    -1720.00
01842            -112.00    -1720.00
01843            -128.00    -1720.00
01844            -136.00    -1640.00
01845            -136.00    -1480.00
01846            -140.00    -1200.00
01847            -132.00     -880.00
01848            -136.00     -560.00
01849            -136.00     -320.00
01850            -132.00     -280.00
01851            -132.00     -280.00
01852            -136.00     -280.00
01853            -132.00     -320.00
01854            -132.00     -320.00
01855            -136.00     -280.00
01856            -124.00     -280.00
01857            -108.00     -280.00
01858             -88.00     -280.00
01859             -64.00     -280.00
01860             -40.00     -280.00
01861             -32.00     -240.00
01862             -32.00     -240.00
01863             -32.00     -280.00
01864             -36.00     -240.00
01865             -32.00     -240.00
01866             -32.00     -480.00
01867             -32.00     -880.00
01868             -32.00    -1240.00
01869             -32.00    -1520.00
01870             -32.00    -1720.00
01871             -28.00    -1760.00
01872             -32.00    -1760.00
01873             -60.00    -1720.00
01874             -80.00    -1760.00
01875            -104.00    -1840.00
01876            -124.00    -1800.00
01877            -128.00    -1800.00
01878            -132.00    -1800.00
01879            -132.00    -1840.00
01880            -128.00    -1840.00
01881            -132.00    -1840.00
01882            -132.00    -1840.00
01883            -132.00    -1880.00
01884            -132.00    -1880.00
01885            -128.00    -1840.00
01886            -132.00    -1880.00
01887            -124.00    -1880.00
01888            -128.00    -1840.00
01889            -132.00    -1720.00
01890            -112.00    -1520.00
01891             -92.00    -1160.00
01892             -72.00     -800.00
01893             -52.00     -440.00
01894             -36.00     -400.00
01895             -32.00     -400.00
01896             -32.00     -360.00
01897             -28.00     -360.00
01898             -32.00     -400.00
01899             -36.00     -400.00
01900             -32.00     -400.00
01901             -32.00     -320.00
01902             -32.00     -320.00
01903             -32.00     -360.00
01904             -36.00     -320.00
01905             -36.00     -360.00
01906             -52.00     -320.00
01907             -76.00     -320.00
01908            -100.00     -320.00
01909            -128.00     -320.00
01910            -140.00     -360.00
01911            -140.00     -640.00
01912            -140.00    -1000.00
01913            -140.00    -1360.00
01914            -132.00    -1680.00
01915            -140.00    -1840.00
01916            -136.00    -1880.00
01917            -136.00    -1880.00
01918            -132.00    -1880.00
01919            -136.00    -1920.00
01920            -132.00    -1880.00
01921            -132.00    -1920.00
01922            -132.00    -1920.00
01923            -128.00    -1960.00
01924            -120.00    -1960.00
01925             -96.00    -1960.00
01926             -80.00    -1960.00
01927             -52.00    -2000.00
01928             -32.00    -2000.00
01929             -32.00    -2000.00
01930             -28.00    -2000.00
01931             -28.00    -1920.00
01932             -32.00    -2000.00
01933             -32.00    -2040.00
01934             -32.00    -1960.00
01935             -36.00    -1760.00
01936             -32.00    -1400.00
01937             -32.00    -1000.00
01938             -36.00     -520.00
01939             -36.00     -400.00
01940             -32.00     -320.00
01941             -40.00     -320.00
01942             -60.00     -280.00
01943             -72.00     -320.00
01944             -84.00     -320.00
01945             -92.00     -320.00
01946             -96.00     -280.00
01947             -92.00     -280.00
01948             -92.00     -280.00
01949             -92.00     -280.00
01950             -84.00     -240.00
01951             -88.00     -240.00
01952             -88.00     -240.00
01953             -92.00     -240.00
01954             -84.00     -240.00
01955             -92.00     -240.00
01956             -88.00     -240.00
01957             -84.00     -520.00
01958             -84.00     -880.00
01959             -84.00    -1240.00
01960             -76.00    -1480.00
01961             -68.00    -1680.00
01962             -60.00    -1720.00
01963             -56.00    -1720.00
01964             -40.00    -1720.00
01965             -28.00    -1720.00
01966             -28.00    -1720.00
01967             -24.00    -1720.00
01968             -28.00    -1720.00
01969             -36.00    -1720.00
01970             -28.00    -1720.00
01971             -28.00    -1720.00
01972             -28.00    -1720.00
01973             -32.00    -1720.00
01974             -32.00    -1760.00
01975             -32.00    -1760.00
01976             -32.00    -1760.00
01977             -28.00    -1760.00
01978             -48.00    -1800.00
01979             -68.00    -1760.00
01980             -84.00    -1760.00
01981            -108.00    -1640.00
01982            -116.00    -1440.00
01983            -128.00    -1160.00
01984            -128.00     -840.00
01985            -128.00     -480.00
01986            -124.00     -400.00
01987            -128.00     -360.00
01988            -128.00     -400.00
01989            -132.00     -400.00
01990            -128.00     -400.00
01991            -124.00     -360.00
01992            -124.00     -320.00
01993            -128.00     -400.00
01994            -128.00     -400.00
01995            -128.00     -320.00
01996            -120.00     -280.00
01997            -108.00     -280.00
01998             -92.00     -360.00
01999             -68.00     -320.00
02000             -44.00     -320.00
02001             -32.00     -280.00
02002             -32.00     -280.00
02003             -32.00     -320.00
02004             -36.00     -560.00
02005             -36.00     -800.00
02006             -28.00    -1120.00
02007             -28.00    -1400.00
02008             -28.00    -1680.00
02009             -32.00    -1760.00
02010             -28.00    -1720.00
02011             -32.00    -1720.00
02012             -32.00    -1760.00
02013             -36.00    -1720.00
02014             -52.00    -1760.00
02015             -76.00    -1760.00
02016             -88.00    -1720.00
02017            -112.00    -1760.00
02018            -132.00    -1720.00
02019            -136.00    -1760.00
02020            -132.00    -1760.00
02021            -132.00    -1760.00
02022            -132.00    -1800.00
02023            -136.00    -1760.00
02024            -132.00    -1760.00
02025            -136.00    -1840.00
02026            -136.00    -1760.00
02027            -132.00    -1800.00
02028            -136.00    -1680.00
02029            -132.00    -1520.00
02030            -136.00    -1200.00
02031            -136.00     -880.00
02032            -132.00     -480.00
02033            -112.00     -400.00
02034             -96.00     -440.00
02035             -68.00     -400.00
02036             -48.00     -400.00
02037             -32.00     -360.00
02038             -36.00     -360.00
02039             -36.00     -360.00
02040             -32.00     -320.00
02041             -32.00     -320.00
02042             -32.00     -320.00
02043             -36.00     -360.00
02044             -36.00     -360.00
02045             -32.00     -280.00
02046             -36.00     -280.00
02047             -32.00     -280.00
02048             -36.00     -280.00
02049             -52.00     -280.00
02050             -80.00     -360.00
02051            -100.00     -480.00
02052            -124.00     -640.00
02053            -136.00     -880.00
02054            -132.00     -960.00
02055            -132.00    -1120.00
02056            -132.00    -1120.00
02057            -132.00    -1120.00
02058            -132.00    -1080.00
02059            -132.00    -1120.00
02060            -128.00    -1120.00
02061            -124.00    -1080.00
02062            -128.00    -1120.00
02063            -132.00    -1120.00
02064            -132.00    -1120.00
02065            -128.00    -1120.00
02066            -124.00    -1160.00
02067            -104.00    -1120.00
02068             -84.00    -1160.00
02069             -64.00    -1160.00
02070             -36.00    -1120.00
02071             -28.00    -1120.00
02072             -28.00    -1160.00
02073             -32.00    -1120.00
02074             -32.00    -1040.00
02075             -32.00     -880.00
02076             -36.00     -720.00
02077             -28.00     -480.00
02078             -36.00     -320.00
02079             -36.00     -280.00
02080             -32.00     -280.00
02081             -32.00     -280.00
02082             -36.00     -280.00
02083             -68.00     -280.00
02084             -92.00     -320.00
02085            -112.00     -320.00
02086            -128.00     -320.00
02087            -132.00     -320.00
02088            -132.00     -280.00
02089            -132.00     -280.00
02090            -128.00     -280.00
02091            -132.00     -320.00
02092            -132.00     -280.00
02093            -132.00     -320.00
02094            -132.00     -320.00
02095            -132.00     -480.00
02096            -132.00     -840.00
02097            -132.00    -1240.00
02098            -132.00    -1560.00
02099            -124.00    -1800.00
02100            -104.00    -1920.00
02101             -80.00    -1920.00
02102             -60.00    -1920.00
02103             -36.00    -1920.00
02104             -36.00    -2000.00
02105             -36.00    -1920.00
02106             -36.00    -1960.00
02107             -28.00    -1920.00
02108             -36.00    -1960.00
02109             -32.00    -1920.00
02110             -32.00    -2000.00
02111             -32.00    -1960.00
02112             -32.00    -1960.00
02113             -32.00    -2000.00
02114             -36.00    -2000.00
02115             -52.00    -2000.00
02116             -80.00    -2000.00
02117            -100.00    -1960.00
02118            -120.00    -1840.00
02119            -136.00    -1640.00
02120            -136.00    -1280.00
02121            -136.00     -880.00
02122            -136.00     -440.00
02123            -136.00     -400.00
02124            -132.00     -360.00
02125            -136.00     -360.00
02126            -132.00     -320.00
02127            -132.00     -320.00
02128            -136.00     -360.00
02129            -132.00     -360.00
02130            -132.00     -320.00
02131            -128.00     -280.00
02132            -112.00     -280.00
02133             -96.00     -280.00
02134             -72.00     -280.00
02135             -40.00     -280.00
02136             -32.00     -280.00
02137             -32.00     -280.00
02138             -32.00     -280.00
02139             -28.00     -480.00
02140             -28.00     -800.00
02141             -32.00    -1080.00
02142             -28.00    -1400.00
02143             -32.00    -1640.00
02144             -36.00    -1680.00
02145             -32.00    -1720.00
02146             -32.00    -1720.00
02147             -36.00    -1720.00
02148             -68.00    -1760.00
02149             -88.00    -1760.00
02150            -100.00    -1760.00
02151            -120.00    -1760.00
02152            -128.00    -1760.00
02153            -132.00    -1800.00
02154            -132.00    -1840.00
02155            -132.00    -1840.00
02156            -128.00    -1840.00
02157            -128.00    -1800.00
02158            -128.00    -1800.00
02159            -128.00    -1800.00
02160            -124.00    -1760.00
02161            -128.00    -1680.00
02162            -124.00    -1480.00
02163            -128.00    -1240.00
02164            -120.00     -920.00
02165            -104.00     -560.00
02166             -80.00     -360.00
02167             -56.00     -320.00
02168             -36.00     -360.00
02169             -32.00     -400.00
02170             -32.00     -320.00
02171             -32.00     -320.00
02172             -32.00     -280.00
02173             -32.00     -280.00
02174             -36.00     -280.00
02175             -32.00     -280.00
02176             -32.00     -280.00
02177             -28.00     -240.00
02178             -36.00     -240.00
02179             -32.00     -240.00
02180             -48.00     -200.00
02181             -80.00     -200.00
02182            -100.00     -400.00
02183            -128.00     -720.00
02184            -144.00    -1040.00
02185            -144.00    -1360.00
02186            -140.00    -1560.00
02187            -136.00    -1680.00
02188            -136.00    -1720.00
02189            -136.00    -1680.00
02190            -132.00    -1680.00
02191            -132.00    -1680.00
02192            -132.00    -1720.00
02193            -132.00    -1680.00
02194            -132.00    -1720.00
02195            -132.00    -1720.00
02196            -132.00    -1680.00
02197            -112.00    -1720.00
02198             -96.00    -1680.00
02199             -72.00    -1720.00
02200             -48.00    -1720.00
02201             -28.00    -1720.00
02202             -28.00    -1720.00
02203             -32.00    -1720.00
02204             -36.00    -1640.00
02205             -32.00    -1480.00
02206             -32.00    -1240.00
02207             -28.00     -920.00
02208             -32.00     -600.00
02209             -36.00     -320.00
02210             -32.00     -280.00
02211             -32.00     -280.00
02212             -36.00     -320.00
02213             -52.00     -280.00
02214             -64.00     -280.00
02215             -80.00     -280.00
02216             -88.00     -280.00
02217             -96.00     -280.00
02218             -96.00     -280.00
02219             -88.00     -280.00
02220             -88.00     -280.00
02221             -92.00     -240.00
02222             -84.00     -240.00
02223             -92.00     -240.00
02224             -88.00     -240.00
02225             -92.00     -280.00
02226             -88.00     -520.00
02227             -84.00     -880.00
02228             -84.00    -1240.00
02229             -84.00    -1520.00
02230             -76.00    -1720.00
02231             -68.00    -1800.00
02232             -60.00    -1760.00
02233             -48.00    -1760.00
02234             -36.00    -1760.00
02235             -32.00    -1800.00
02236             -28.00    -1800.00
02237             -32.00    -1800.00
02238             -28.00    -1840.00
02239             -32.00    -1800.00
02240             -28.00    -1840.00
02241             -32.00    -1840.00
02242             -24.00    -1840.00
02243             -32.00    -1880.00
02244             -36.00    -1880.00
02245             -36.00    -1880.00
02246             -32.00    -1880.00
02247             -48.00    -1880.00
02248             -72.00    -1880.00
02249             -96.00    -1720.00
02250            -108.00    -1520.00
02251            -116.00    -1200.00
02252            -124.00     -800.00
02253            -124.00     -480.00
02254            -128.00     -400.00
02255            -128.00     -400.00
02256            -128.00     -360.00
02257            -128.00     -400.00
02258            -128.00     -400.00
02259            -128.00     -360.00
02260            -124.00     -400.00
02261            -128.00     -360.00
02262            -128.00     -360.00
02263            -128.00     -360.00
02264            -128.00     -400.00
02265            -112.00     -360.00
02266             -96.00     -280.00
02267             -76.00     -320.00
02268             -56.00     -360.00
02269             -36.00     -320.00
02270             -28.00     -280.00
02271             -32.00     -560.00
02272             -32.00     -920.00
02273             -36.00    -1320.00
02274             -36.00    -1600.00
02275             -32.00    -1800.00
02276             -32.00    -1880.00
02277             -32.00    -1880.00
02278             -32.00    -1880.00
02279             -36.00    -1880.00
02280             -32.00    -1880.00
02281             -32.00    -1920.00
