"Latest: Time (s)","Latest: Magnetic Field (mT)"
0,1.61185235978
0.005,1.61185235978
0.01,1.61185235978
0.015,1.60791559231
0.02,1.61185235978
0.025,1.60791559231
0.03,1.60373277689
0.035,1.60791559231
0.04,1.61185235978
0.045,1.61185235978
0.05,1.61185235978
0.055,1.60791559231
0.06,1.60791559231
0.065,1.60791559231
0.07,1.60791559231
0.075,1.61185235978
0.08,1.60791559231
0.085,1.60791559231
0.09,1.60373277689
0.095,1.61185235978
0.1,1.60791559231
0.105,1.61185235978
0.11,1.60791559231
0.115,1.60791559231
0.12,1.61185235978
0.125,1.60791559231
0.13,1.6160351752
0.135,1.60791559231
0.14,1.61185235978
0.145,1.60791559231
0.15,1.60791559231
0.155,1.61185235978
0.16,1.60791559231
0.165,1.61185235978
0.17,1.61185235978
0.175,1.60791559231
0.18,1.60791559231
0.185,1.60791559231
0.19,1.60791559231
0.195,1.60791559231
0.2,1.61185235978
0.205,1.61185235978
0.21,1.60373277689
0.215,1.60373277689
0.22,1.61185235978
0.225,1.61185235978
0.23,1.60791559231
0.235,1.61185235978
0.24,1.60791559231
0.245,1.60791559231
0.25,1.6160351752
0.255,1.61185235978
0.26,1.61185235978
0.265,1.60791559231
0.27,1.61185235978
0.275,1.61185235978
0.28,1.61185235978
0.285,1.61185235978
0.29,1.6160351752
0.295,1.61185235978
0.3,1.60791559231
0.305,1.60791559231
0.31,1.60791559231
0.315,1.61185235978
0.32,1.61185235978
0.325,1.6160351752
0.33,1.60791559231
0.335,1.60791559231
0.34,1.61185235978
0.345,1.61185235978
0.35,1.61185235978
0.355,1.6160351752
0.36,1.60791559231
0.365,1.60373277689
0.37,1.61185235978
0.375,1.60791559231
0.38,1.61185235978
0.385,1.61185235978
0.39,1.60791559231
0.395,1.60791559231
0.4,1.60373277689
0.405,1.61185235978
0.41,1.60791559231
0.415,1.61185235978
0.42,1.61185235978
0.425,1.61185235978
0.43,1.61185235978
0.435,1.60791559231
0.44,1.61185235978
0.445,1.6160351752
0.45,1.60791559231
0.455,1.60791559231
0.46,1.60791559231
0.465,1.61185235978
0.47,1.60791559231
0.475,1.61185235978
0.48,1.61185235978
0.485,1.61185235978
0.49,1.60373277689
0.495,1.60791559231
0.5,1.60791559231
0.505,1.61185235978
0.51,1.61185235978
0.515,1.60791559231
0.52,1.60791559231
0.525,1.60791559231
0.53,1.60791559231
0.535,1.61185235978
0.54,1.61185235978
0.545,1.60791559231
0.55,1.60791559231
0.555,1.61185235978
0.56,1.60791559231
0.565,1.60791559231
0.57,1.61185235978
0.575,1.61185235978
0.58,1.61185235978
0.585,1.61185235978
0.59,1.60791559231
0.595,1.61185235978
0.6,1.6160351752
0.605,1.60791559231
0.61,1.60791559231
0.615,1.60791559231
0.62,1.60791559231
0.625,1.61185235978
