t, ω_1, ω_2 
0.2410000000000002, 0.976679475865958, 0.31560489760679733
0.2420000000000002, 0.9855804466628602, 0.3256048976067971
0.2430000000000002, 0.994480440131638, 0.3356048976067969
0.2440000000000002, 1.0033793728565406, 0.3456048976067967
0.2450000000000002, 1.0122771582021177, 0.3556048976067965
0.2460000000000002, 1.0211737061359352, 0.36560489760679626
0.2470000000000002, 1.0300689230464082, 0.37560489760679605
0.2480000000000002, 1.0389627115560303, 0.38560489760679584
0.2490000000000002, 1.0478549703303388, 0.3956048976067956
0.25000000000000017, 1.0567455938830195, 0.4056048976067954
0.25100000000000017, 1.0656344723776359, 0.4156048976067952
0.25200000000000017, 1.074521491426549, 0.425604897606795
0.25300000000000017, 1.083406531887682, 0.43560489760679477
0.25400000000000017, 1.0922894696598835, 0.44560489760679456
0.25500000000000017, 1.1011701754777512, 0.45560489760679435
0.25600000000000017, 1.1100485147068881, 0.46560489760679413
0.2570000000000002, 1.1189243471406836, 0.4756048976067939
0.2580000000000002, 1.1277975267998337, 0.4856048976067937
0.2590000000000002, 1.1366679017359558, 0.4956048976067935
0.2600000000000002, 1.1455353138407705, 0.5056048976067933
0.2610000000000002, 1.1543995986624798, 0.5156048976067931
0.2620000000000002, 1.1632605852310909, 0.5256048976067929
0.2630000000000002, 1.1721180958945863, 0.5356048976067926
0.2640000000000002, 1.1809719461679613, 0.5456048976067924
0.2650000000000002, 1.1898219445972913, 0.5556048976067922
0.2660000000000002, 1.198667892641097, 0.565604897606792
0.2670000000000002, 1.2075095845713903, 0.5756048976067918
0.2680000000000002, 1.2163468073968744, 0.5856048976067916
0.2690000000000002, 1.2251793408108407, 0.5956048976067914
0.2700000000000002, 1.2340069571663541, 0.6056048976067911
0.2710000000000002, 1.2428294214813462, 0.6156048976067909
0.2720000000000002, 1.2516464914762189, 0.6256048976067907
0.2730000000000002, 1.2604579176465225, 0.6356048976067905
0.2740000000000002, 1.2692634433731897, 0.6456048976067903
0.2750000000000002, 1.2780628050726794, 0.6556048976067901
0.2760000000000002, 1.28685573238922, 0.6656048976067899
0.2770000000000002, 1.2956419484311197, 0.6756048976067897
0.2780000000000002, 1.3044211700528514, 0.6856048976067894
0.2790000000000002, 1.313193108184302, 0.6956048976067892
0.2800000000000002, 1.3219574682082142, 0.705604897606789
0.2810000000000002, 1.3307139503864378, 0.7156048976067888
0.2820000000000002, 1.3394622503351505, 0.7256048976067886
0.2830000000000002, 1.3482020595487172, 0.7356048976067884
0.2840000000000002, 1.3569330659713188, 0.7456048976067882
0.2850000000000002, 1.3656549546149357, 0.755604897606788
0.2860000000000002, 1.37436740822168, 0.7656048976067877
0.2870000000000002, 1.383070107967895, 0.7756048976067875
0.2880000000000002, 1.3917627342068477, 0.7856048976067873
0.2890000000000002, 1.400444967246266, 0.7956048976067871
0.2900000000000002, 1.409116488156422, 0.8056048976067869
0.2910000000000002, 1.4177769796039463, 0.8156048976067867
0.2920000000000002, 1.4264261267060911, 0.8256048976067865
0.2930000000000002, 1.4350636178997451, 0.8356048976067862
0.2940000000000002, 1.4436891458191714, 0.845604897606786
0.2950000000000002, 1.4523024081761666, 0.8556048976067858
0.2960000000000002, 1.4609031086361726, 0.8656048976067856
0.2970000000000002, 1.469490957683783, 0.8756048976067854
0.2980000000000002, 1.478065673471098, 0.8856048976067852
0.2990000000000002, 1.486626982642492, 0.895604897606785
0.3000000000000002, 1.4951746211295642, 0.9056048976067848
0.3010000000000002, 1.5037083349103306, 0.9156048976067845
0.3020000000000002, 1.5122278807271203, 0.9256048976067843
0.3030000000000002, 1.5207330267580814, 0.9356048976067841
0.3040000000000002, 1.529223553237756, 0.9456048976067839
0.3050000000000002, 1.5376992530227693, 0.9556048976067837
0.3060000000000002, 1.546159932099322, 0.9656048976067835
0.3070000000000002, 1.5546054100298528, 0.9756048976067833
0.3080000000000002, 1.5630355203369302, 0.985604897606783
0.3090000000000002, 1.571450110823141, 0.9956048976067828
0.3100000000000002, 1.5798490438264339, 1.0056048976067826
0.3110000000000002, 1.5882321964110568, 1.0156048976067824
0.3120000000000002, 1.596599460494875, 1.0256048976067822
0.3130000000000002, 1.604950742914454, 1.035604897606782
0.3140000000000002, 1.6132859654298626, 1.0456048976067818
0.3150000000000002, 1.6216050646716345, 1.0556048976067816
0.3160000000000002, 1.6299079920327775, 1.0656048976067813
0.3170000000000002, 1.6381947135090869, 1.0756048976067811
0.3180000000000002, 1.6464652094913226, 1.085604897606781
0.31900000000000023, 1.6547194745130533, 1.0956048976067807
0.32000000000000023, 1.6629575169581354, 1.1056048976067805
0.32100000000000023, 1.6711793587319108, 1.1156048976067803
0.32200000000000023, 1.6793850349002404, 1.12560489760678
0.32300000000000023, 1.687574593300499, 1.1356048976067799
0.32400000000000023, 1.695748094128581, 1.1456048976067796
0.32500000000000023, 1.7039056095058696, 1.1556048976067794
0.32600000000000023, 1.7120472230299808, 1.1656048976067792
0.32700000000000023, 1.7201730293129067, 1.175604897606779
0.32800000000000024, 1.728283133509986, 1.1856048976067788
0.32900000000000024, 1.7363776508428992, 1.1956048976067786
0.33000000000000024, 1.7444567061196525, 1.2056048976067784
0.33100000000000024, 1.7525204332542481, 1.2156048976067781
0.33200000000000024, 1.7605689747884976, 1.225604897606778
0.33300000000000024, 1.7686024814181667, 1.2356048976067777
0.33400000000000024, 1.7766211115253845, 1.2456048976067775
0.33500000000000024, 1.7846250307190052, 1.2556048976067773
0.33600000000000024, 1.7926144113843585, 1.265604897606777
0.33700000000000024, 1.8005894322436076, 1.2756048976067769
0.33800000000000024, 1.8085502779277012, 1.2856048976067767
0.33900000000000025, 1.8164971385607127, 1.2956048976067764
0.34000000000000025, 1.8244302093571627, 1.3056048976067762
0.34100000000000025, 1.8323496902327494, 1.315604897606776
0.34200000000000025, 1.8402557854287567, 1.3256048976067758
0.34300000000000025, 1.8481487031502617, 1.3356048976067756
0.34400000000000025, 1.8560286552181404, 1.3456048976067754
0.34500000000000025, 1.8638958567347572, 1.3556048976067752
0.34600000000000025, 1.8717505257631304, 1.365604897606775
0.34700000000000025, 1.8795928830192805, 1.3756048976067747
0.34800000000000025, 1.8874231515773952, 1.3856048976067745
0.34900000000000025, 1.8952415565874006, 1.3956048976067743
0.35000000000000026, 1.9030483250044674, 1.405604897606774
0.35100000000000026, 1.9108436853299584, 1.4156048976067739
0.35200000000000026, 1.9186278673632935, 1.4256048976067737
0.35300000000000026, 1.9264011019641925, 1.4356048976067735
0.35400000000000026, 1.9341636208247546, 1.4456048976067732
0.35500000000000026, 1.941915656250822, 1.455604897606773
0.35600000000000026, 1.9496574409520915, 1.4656048976067728
0.35700000000000026, 1.9573892078404458, 1.4756048976067726
0.35800000000000026, 1.965111189835993, 1.4856048976067724
0.35900000000000026, 1.9728236196803217, 1.4956048976067722
0.36000000000000026, 1.9805267297565075, 1.505604897606772
0.36100000000000027, 1.988220751915431, 1.5156048976067718
0.36200000000000027, 1.9959059173079967, 1.5256048976067715
0.36300000000000027, 2.003582456222881, 1.5356048976067713
0.36400000000000027, 2.011250597929457, 1.545604897606771
0.36500000000000027, 2.0189105705255925, 1.555604897606771
0.36600000000000027, 2.0265626007900415, 1.5656048976067707
0.36700000000000027, 2.034206914039187, 1.5756048976067705
0.36800000000000027, 2.041843733987936, 1.5856048976067703
0.36900000000000027, 2.0494732826145783, 1.59560489760677
0.3700000000000003, 2.057095780029487, 1.6056048976067698
0.3710000000000003, 2.0647114443475387, 1.6156048976067696
0.3720000000000003, 2.0723204915641795, 1.6256048976067694
0.3730000000000003, 2.079923135435092, 1.6356048976067692
0.3740000000000003, 2.087519587359439, 1.645604897606769
0.3750000000000003, 0.0007149538734863015, 1.6556048976067688
0.3760000000000003, 0.008299646113811399, 1.6656048976067686
0.3770000000000003, 0.01587876535221433, 1.6756048976067683
0.3780000000000003, 0.023452512466298536, 1.6856048976067681
0.3790000000000003, 0.031021085447879848, 1.695604897606768
0.3800000000000003, 0.03858467930848608, 1.7056048976067677
0.3810000000000003, 0.0461434859888632, 1.7156048976067675
0.3820000000000003, 0.053697694272607066, 1.7256048976067673
0.3830000000000003, 0.06124748970403182, 1.735604897606767
