t, peaks/s 
0,13
0.1,12
0.2,12
0.3,13
0.4,12
0.5,12
0.6,12
0.7,13
0.8,13
0.9,12
1.0,12
1.1,13
1.2,13
1.3,12
1.4,12
1.5,13
1.6,13
1.7,12
1.8,12
1.9,13
2.0,13
2.1,12
2.2,12
2.3,12
2.4,13
2.5,12
2.6,12
2.7,12
2.8,13
2.9,12
3.0,12
3.1,12
3.2,13
3.3,13
3.4,12
3.5,12
3.6,13
3.7,13
3.8,12
3.9,12
4.0,13
4.1,13
4.2,12
4.3,12
4.4,13
4.5,13
4.6,12
4.7,12
4.8,13
4.9,13
5.0,12
5.1,12
5.2,12
5.3,13
5.4,12
5.5,12
5.6,12
5.7,13
5.8,12
5.9,12
6.0,12
6.1,13
6.2,13
6.3,12
6.4,12
6.5,13
6.6,13
6.7,12
6.8,12
6.9,13
7.0,13
7.1,12
7.2,12
7.3,13
7.4,13
7.5,12
7.6,12
7.7,13
7.8,13
7.9,12
8.0,12
8.1,13
8.2,13
8.3,12
8.4,12
8.5,13
8.6,13
8.7,12
8.8,12
8.9,13
9.0,13
9.1,12
9.2,12
9.3,13
9.4,13
9.5,12
9.6,12
9.7,13
9.8,13
9.9,12
10.0,12
10.1,13
10.2,13
10.3,12
10.4,12
10.5,13
10.6,13
10.7,12
10.8,12
10.9,13
11.0,13
11.1,12
11.2,13
11.3,13
11.4,13
11.5,12
11.6,13
11.7,13
11.8,13
11.9,12
12.0,13
12.1,13
12.2,12
12.3,12
12.4,13
12.5,13
12.6,12
12.7,12
12.8,13
12.9,13
13.0,12
13.1,12
13.2,12
13.3,13
13.4,12
13.5,12
13.6,12
13.7,13
13.8,12
13.9,12
14.0,12
14.1,13
14.2,13
14.3,12
14.4,12
14.5,13
14.6,13
14.7,12
14.8,12
14.9,13
15.0,13
15.1,12
15.2,12
15.3,13
15.4,13
15.5,12
15.6,12
15.7,13
15.8,13
15.9,12
16.0,12
16.1,13
16.2,13
16.3,12
16.4,12
16.5,13
16.6,13
16.7,12
16.8,12
16.9,13
17.0,13
17.1,12
17.2,12
17.3,13
17.4,13
17.5,12
17.6,12
17.7,13
17.8,13
17.9,12
18.0,12
18.1,13
18.2,13
18.3,12
18.4,12
18.5,13
18.6,13
18.7,12
18.8,12
18.9,13
19.0,13
19.1,12
19.2,12
19.3,13
19.4,13
19.5,12
19.6,13
19.7,13
19.8,13
19.9,12
20.0,13
20.1,13
20.2,13
20.3,12
20.4,13
20.5,13
20.6,12
20.7,12
20.8,13
20.9,13
21.0,12
21.1,12
21.2,13
21.3,13
21.4,12
21.5,12
21.6,13
21.7,13
21.8,12
21.9,12
22.0,13
22.1,13
22.2,12
22.3,12
22.4,13
22.5,13
22.6,12
22.7,12
22.8,13
22.9,13
23.0,12
23.1,12
23.2,13
23.3,13
23.4,12
23.5,13
23.6,13
23.7,13
23.8,12
23.9,13
24.0,13
24.1,13
24.2,12
24.3,12
24.4,13
24.5,12
24.6,12
24.7,12
24.8,13
24.9,12
25.0,12
25.1,12
25.2,13
25.3,13
25.4,12
25.5,12
25.6,13
25.7,13
25.8,12
25.9,12
26.0,13
26.1,13
26.2,12
26.3,12
26.4,13
26.5,13
26.6,12
26.7,12
26.8,13
26.9,13
27.0,12
27.1,12
27.2,12
27.3,13
27.4,12
27.5,12
27.6,12
27.7,13
27.8,12
27.9,12
28.0,12
28.1,13
28.2,13
28.3,12
28.4,12
28.5,13
28.6,13
28.7,12
28.8,12
28.9,13
29.0,13
29.1,12
29.2,12
29.3,13
29.4,13
29.5,12
29.6,12
29.7,13
29.8,13
29.9,12
30.0,12
30.1,13
30.2,13
30.3,12
30.4,12
30.5,13
30.6,13
30.7,12
30.8,12
30.9,13
31.0,13
31.1,12
31.2,12
31.3,13
31.4,13
31.5,12
31.6,12
31.7,13
31.8,13
31.9,12
32.0,12
32.1,13
32.2,13
32.3,12
32.4,12
32.5,13
32.6,13
32.7,12
32.8,12
32.9,12
33.0,13
33.1,12
33.2,12
33.3,12
33.4,13
33.5,12
33.6,12
33.7,12
33.8,13
33.9,13
34.0,12
34.1,12
34.2,13
34.3,13
34.4,12
34.5,12
34.6,13
34.7,13
34.8,12
34.9,12
35.0,13
35.1,13
35.2,12
35.3,12
35.4,13
35.5,13
35.6,12
35.7,12
35.8,13
35.9,13
36.0,12
36.1,12
36.2,13
36.3,13
36.4,12
36.5,12
36.6,12
36.7,13
36.8,12
36.9,12
37.0,12
37.1,13
37.2,12
37.3,12
37.4,12
37.5,13
37.6,13
37.7,12
37.8,12
37.9,13
38.0,13
38.1,12
38.2,12
38.3,13
38.4,13
38.5,12
38.6,12
38.7,13
38.8,13
38.9,12
39.0,12
39.1,13
39.2,13
39.3,12
39.4,12
39.5,13
39.6,13
39.7,12
39.8,12
39.9,13
40.0,13
40.1,12
40.2,12
40.3,13
40.4,13
40.5,12
40.6,12
40.7,13
40.8,13
40.9,12
41.0,12
41.1,13
41.2,13
41.3,12
41.4,12
41.5,13
41.6,13
41.7,12
41.8,12
41.9,13
42.0,13
42.1,12
42.2,12
42.3,13
42.4,13
42.5,12
42.6,12
42.7,13
42.8,13
42.9,12
43.0,12
43.1,13
43.2,13
43.3,12
43.4,12
43.5,13
43.6,13
43.7,12
43.8,12
43.9,13
44.0,13
44.1,12
44.2,12
44.3,13
44.4,13
44.5,12
44.6,12
44.7,13
44.8,13
44.9,12
45.0,12
45.1,13
45.2,13
45.3,12
45.4,12
45.5,13
45.6,13
45.7,12
45.8,12
45.9,13
46.0,13
46.1,12
46.2,12
46.3,13
46.4,13
46.5,12
46.6,12
46.7,13
46.8,13
46.9,12
47.0,12
47.1,13
47.2,13
47.3,12
47.4,12
47.5,13
47.6,13
47.7,12
47.8,12
47.9,13
48.0,13
48.1,12
48.2,12
48.3,13
48.4,13
48.5,12
48.6,12
48.7,13
48.8,13
48.9,12
49.0,12
49.1,13
49.2,13
49.3,12
49.4,12
49.5,13
49.6,13
49.7,12
49.8,12
49.9,13
50.0,13
50.1,12
50.2,12
50.3,13
50.4,13
50.5,12
50.6,12
50.7,13
50.8,13
50.9,12
51.0,12
51.1,13
51.2,13
51.3,12
51.4,12
51.5,13
51.6,13
51.7,12
51.8,12
51.9,13
52.0,13
52.1,12
52.2,12
52.3,13
52.4,13
52.5,12
52.6,12
52.7,13
52.8,13
52.9,12
53.0,12
53.1,13
53.2,13
53.3,12
53.4,12
53.5,13
53.6,13
53.7,12
53.8,12
53.9,13
54.0,13
54.1,12
54.2,12
54.3,13
