"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.038329700E-2,-6.956250191E0,5.461875153E1,-9.375000000E-2,5.506002383E1
4.038329700E-2,-6.862500191E0,5.388750076E1,-1.687500030E-1,5.432297050E1
5.038329700E-2,-6.618750095E0,5.401875305E1,-5.062500238E-1,5.442508450E1
6.038329700E-2,-6.206250191E0,5.398125076E1,-3.750000149E-2,5.433686025E1
7.038329700E-2,-5.718750000E0,5.401875305E1,-7.500000298E-2,5.432067201E1
8.038329700E-2,-5.943750381E0,5.403750229E1,-1.125000045E-1,5.436352158E1
9.038329700E-2,-5.793750286E0,5.405625153E1,-2.437500060E-1,5.436639850E1
1.003832970E-1,-5.625000000E0,5.394375229E1,-1.875000000E-1,5.423655771E1
1.103832970E-1,-5.362500191E0,5.388750076E1,-1.687500030E-1,5.415392528E1
1.203832970E-1,-5.268750191E0,5.396250153E1,-5.625000224E-2,5.421913374E1
1.303832970E-1,-5.250000000E0,5.398125076E1,5.625000224E-2,5.423597605E1
1.403832970E-1,-5.081250191E0,5.407500076E1,-5.625000224E-2,5.431323941E1
1.503832970E-1,-5.137500286E0,5.403750229E1,1.875000075E-2,5.428117459E1
1.603832970E-1,-5.006250381E0,5.373750305E1,9.375000000E-2,5.397027484E1
1.703832970E-1,-5.268750191E0,5.366250229E1,5.625000224E-2,5.392056235E1
1.803832970E-1,-5.268750191E0,5.370000076E1,1.500000060E-1,5.395806066E1
1.903832970E-1,-5.268750191E0,5.364375305E1,1.875000000E-1,5.390219964E1
2.003832970E-1,-5.268750191E0,5.386875153E1,1.875000000E-1,5.412612378E1
2.103832970E-1,-5.231250286E0,5.371875381E1,4.875000119E-1,5.397506968E1
2.203832970E-1,-5.606250286E0,5.371875381E1,3.562500179E-1,5.401167899E1
2.303832970E-1,-5.943750381E0,5.364375305E1,3.187500238E-1,5.397297483E1
2.403832970E-1,-5.793750286E0,5.400000381E1,3.187500238E-1,5.431086039E1
2.503832970E-1,-5.568750381E0,5.407500076E1,5.625000000E-1,5.436389514E1
2.603832970E-1,-5.700000286E0,5.422500229E1,6.000000238E-1,5.452706554E1
2.703832970E-1,-5.925000191E0,5.439375305E1,8.062500358E-1,5.472144038E1
2.803832970E-1,-5.887500286E0,5.428125381E1,7.125000358E-1,5.460425653E1
2.903832970E-1,-5.925000191E0,5.428125381E1,6.000000238E-1,5.460696057E1
3.003832970E-1,-5.906250000E0,5.430000305E1,6.187500358E-1,5.462377662E1
3.103832970E-1,-5.643750191E0,5.465625381E1,5.250000358E-1,5.494937327E1
3.203832970E-1,-5.793750286E0,5.473125076E1,7.875000238E-1,5.504268806E1
3.303832970E-1,-5.775000095E0,5.475000381E1,6.750000119E-1,5.505787109E1
3.403832970E-1,-5.868750095E0,5.475000381E1,4.500000179E-1,5.506548506E1
3.503832970E-1,-5.793750286E0,5.473125076E1,2.625000179E-1,5.503768035E1
3.603832970E-1,-5.906250000E0,5.458125305E1,4.312500060E-1,5.490157512E1
3.703832970E-1,-5.943750381E0,5.488125229E1,5.625000000E-1,5.520503988E1
3.803832970E-1,-5.868750095E0,5.497500229E1,6.000000238E-1,5.529062402E1
3.903832970E-1,-6.150000095E0,5.482500076E1,6.937500238E-1,5.517322266E1
4.003832970E-1,-6.056250095E0,5.460000229E1,5.625000000E-1,5.493773586E1
4.103832970E-1,-6.168750286E0,5.452500153E1,8.437500596E-1,5.487933296E1
4.203832970E-1,-6.018750191E0,5.443125153E1,1.143750072E0,5.477494556E1
4.303832970E-1,-6.018750191E0,5.430000305E1,9.750000238E-1,5.464125100E1
4.403832970E-1,-6.018750191E0,5.433750153E1,9.750000238E-1,5.467851544E1
4.503832970E-1,-6.018750191E0,5.416875076E1,7.125000358E-1,5.450675710E1
4.603832970E-1,-5.756250381E0,5.385000229E1,7.312500477E-1,5.416171980E1
4.703832970E-1,-5.512500286E0,5.381250381E1,7.312500477E-1,5.409905686E1
4.803832970E-1,-5.587500095E0,5.409375381E1,5.625000000E-1,5.438447173E1
4.903832970E-1,-5.456250191E0,5.445000076E1,3.187500238E-1,5.472362242E1
5.003832970E-1,-5.531250000E0,5.454375076E1,2.062500119E-1,5.482388178E1
5.103832970E-1,-5.625000000E0,5.463750076E1,3.937500119E-1,5.492769933E1
5.203832970E-1,-5.550000191E0,5.490000153E1,3.187500238E-1,5.518074185E1
5.303832970E-1,-5.493750095E0,5.480625153E1,4.125000238E-1,5.508245322E1
5.403832970E-1,-5.775000095E0,5.508750153E1,4.312500060E-1,5.539105909E1
