"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
4.995464100E-2,-5.643750191E0,5.422500229E1,2.868750095E0,5.459333766E1
5.995464100E-2,-6.693750381E0,5.430000305E1,2.456250191E0,5.476613726E1
6.995464100E-2,-6.956250191E0,5.480625153E1,2.118750095E0,5.528656008E1
7.995464100E-2,-7.350000381E0,5.493750381E1,2.418750048E0,5.547974570E1
8.995464100E-2,-7.762500286E0,5.491875076E1,2.643750191E0,5.552760585E1
9.995464100E-2,-7.950000286E0,5.493750381E1,2.362500191E0,5.555999673E1
1.099546410E-1,-8.006250381E0,5.463750076E1,2.362500191E0,5.527149303E1
1.199546410E-1,-7.931250095E0,5.461875153E1,2.250000000E0,5.523744424E1
1.299546410E-1,-8.118750572E0,5.450625229E1,2.212500095E0,5.515197917E1
1.399546410E-1,-8.062500000E0,5.471250153E1,2.325000048E0,5.535221183E1
1.499546410E-1,-7.950000286E0,5.456250381E1,2.456250191E0,5.519331927E1
1.599546410E-1,-7.912500381E0,5.450625229E1,2.362500191E0,5.512821971E1
1.699546410E-1,-7.725000381E0,5.454375076E1,2.081250191E0,5.512737959E1
1.799546410E-1,-7.612500191E0,5.446875381E1,2.512500048E0,5.505549889E1
1.899546410E-1,-7.743750095E0,5.473125076E1,2.550000191E0,5.533514233E1
1.999546410E-1,-7.856250286E0,5.476875305E1,2.550000191E0,5.538808067E1
2.099546410E-1,-8.100000381E0,5.497500229E1,2.643750191E0,5.563137872E1
2.199546410E-1,-8.193750381E0,5.480625153E1,2.700000048E0,5.548110266E1
2.299546410E-1,-8.512500763E0,5.493750381E1,2.700000048E0,5.565862013E1
2.399546410E-1,-8.456250191E0,5.501250076E1,2.756250143E0,5.572683664E1
2.499546410E-1,-8.531250000E0,5.493750381E1,3.112500191E0,5.568302443E1
2.599546410E-1,-8.587500572E0,5.495625305E1,2.887500048E0,5.569804819E1
2.699546410E-1,-8.550000191E0,5.501250076E1,2.887500048E0,5.574778381E1
2.799546410E-1,-8.587500572E0,5.501250076E1,2.925000191E0,5.575550226E1
2.899546410E-1,-8.606250763E0,5.495625305E1,2.850000143E0,5.569901079E1
2.999546410E-1,-8.493750572E0,5.499375153E1,2.718750000E0,5.571218993E1
3.099546410E-1,-8.587500572E0,5.505000305E1,2.775000095E0,5.578484227E1
3.199546410E-1,-8.756250381E0,5.499375153E1,2.681250095E0,5.575099757E1
3.299546410E-1,-8.681250572E0,5.503125381E1,2.325000048E0,5.576027827E1
3.399546410E-1,-8.831250191E0,5.516250229E1,2.456250191E0,5.591892170E1
3.499546410E-1,-8.512500763E0,5.499375153E1,2.212500095E0,5.569264344E1
3.599546410E-1,-8.362500191E0,5.506875229E1,2.418750048E0,5.575257160E1
3.699546410E-1,-8.550000191E0,5.510625076E1,2.287500143E0,5.581248994E1
3.799546410E-1,-8.793750763E0,5.516250229E1,2.175000191E0,5.590136257E1
3.899546410E-1,-8.475000381E0,5.491875076E1,2.006250143E0,5.560503445E1
3.999546410E-1,-8.362500191E0,5.486250305E1,2.043750048E0,5.553379660E1
4.099546410E-1,-8.362500191E0,5.486250305E1,2.212500095E0,5.554026294E1
4.199546410E-1,-8.212500572E0,5.473125076E1,2.175000191E0,5.538669156E1
4.299546410E-1,-8.681250572E0,5.475000381E1,2.268750191E0,5.548039525E1
4.399546410E-1,-8.793750763E0,5.476875305E1,2.156250000E0,5.551212280E1
4.499546410E-1,-8.512500763E0,5.476875305E1,2.156250000E0,5.546826475E1
4.599546410E-1,-8.362500191E0,5.469375229E1,2.231250048E0,5.537433002E1
4.699546410E-1,-8.193750381E0,5.473125076E1,2.175000191E0,5.538391446E1
4.799546410E-1,-8.193750381E0,5.486250305E1,2.137500048E0,5.551216707E1
4.899546410E-1,-8.456250191E0,5.493750381E1,1.931250095E0,5.561804761E1
4.999546410E-1,-8.475000381E0,5.506875229E1,1.650000095E0,5.574150707E1
5.099546410E-1,-8.175000191E0,5.505000305E1,1.893750072E0,5.568590265E1
5.199546410E-1,-8.156250000E0,5.514375305E1,1.837500095E0,5.577395738E1
5.299546410E-1,-8.081250191E0,5.527500153E1,1.931250095E0,5.589599382E1
5.399546410E-1,-8.100000381E0,5.512500381E1,1.950000048E0,5.575104081E1
5.499546410E-1,-8.475000381E0,5.503125381E1,2.437500000E0,5.573334670E1
5.599546410E-1,-8.475000381E0,5.499375153E1,2.568750143E0,5.570221554E1
5.699546410E-1,-8.250000000E0,5.478750229E1,2.643750191E0,5.546821001E1
