"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.147402300E-2,-1.050000000E1,5.535000229E1,4.668750286E0,5.653025723E1
4.147402300E-2,-1.098750019E1,5.647500229E1,5.418750286E0,5.778852740E1
5.147402300E-2,-1.008750057E1,5.662500381E1,5.062500000E0,5.773887452E1
6.147402300E-2,-1.021875000E1,5.634375381E1,4.800000191E0,5.746374028E1
7.147402300E-2,-1.027500057E1,5.613750076E1,4.781250000E0,5.727001816E1
8.147402300E-2,-1.027500057E1,5.628750229E1,4.875000000E0,5.742494385E1
9.147402300E-2,-1.020000076E1,5.619375229E1,4.893750191E0,5.732125786E1
1.014740230E-1,-1.020000076E1,5.611875153E1,4.912500381E0,5.724934016E1
1.114740230E-1,-9.806250572E0,5.608125305E1,4.931250095E0,5.714531233E1
1.214740230E-1,-9.637500763E0,5.591250229E1,4.781250000E0,5.693812154E1
1.314740230E-1,-9.843750000E0,5.578125381E1,4.781250000E0,5.684459555E1
1.414740230E-1,-9.787500381E0,5.606250381E1,4.668750286E0,5.710163506E1
1.514740230E-1,-9.618750572E0,5.602500153E1,4.593750000E0,5.703002453E1
1.614740230E-1,-9.825000763E0,5.608125305E1,4.481250286E0,5.711146284E1
1.714740230E-1,-9.712500572E0,5.611875153E1,4.537500381E0,5.713349149E1
1.814740230E-1,-9.787500381E0,5.626875305E1,4.518750191E0,5.729211845E1
1.914740230E-1,-1.010625076E1,5.641875076E1,4.500000000E0,5.749314518E1
2.014740230E-1,-1.014375019E1,5.630625153E1,4.368750095E0,5.737922626E1
2.114740230E-1,-1.023750019E1,5.617500305E1,4.387500286E0,5.726855627E1
2.214740230E-1,-1.025625038E1,5.606250381E1,4.668750286E0,5.718384593E1
2.314740230E-1,-1.044375038E1,5.602500153E1,4.762500286E0,5.718875875E1
2.414740230E-1,-1.014375019E1,5.604375076E1,4.893750191E0,5.716420609E1
2.514740230E-1,-1.027500057E1,5.604375076E1,4.931250095E0,5.719086346E1
2.614740230E-1,-1.010625076E1,5.570625305E1,4.968750000E0,5.683318934E1
2.714740230E-1,-1.005000019E1,5.574375153E1,5.156250000E0,5.687666703E1
2.814740230E-1,-9.975000381E0,5.578125381E1,5.081250191E0,5.689347953E1
2.914740230E-1,-9.787500381E0,5.591250229E1,5.100000381E0,5.699134215E1
3.014740230E-1,-9.525000572E0,5.570625305E1,5.006250381E0,5.673600980E1
