"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.024908000E-2,-3.881250143E0,5.433750153E1,2.100000143E0,5.451640281E1
4.024908000E-2,-4.687500000E0,5.385000229E1,2.568750143E0,5.411463647E1
5.024908000E-2,-5.212500095E0,5.371875381E1,1.837500095E0,5.400232472E1
6.024908000E-2,-5.081250191E0,5.394375229E1,2.062500000E0,5.422177995E1
7.024908000E-2,-4.950000286E0,5.407500076E1,1.837500095E0,5.433216926E1
8.024908000E-2,-5.043750286E0,5.416875076E1,1.800000072E0,5.443282995E1
9.024908000E-2,-5.025000095E0,5.424375153E1,1.931250095E0,5.451022778E1
1.002490800E-1,-5.175000191E0,5.441250229E1,1.856250048E0,5.468954833E1
1.102490800E-1,-5.568750381E0,5.428125381E1,1.875000119E0,5.459836190E1
1.202490800E-1,-5.625000000E0,5.445000076E1,1.875000119E0,5.477187995E1
1.302490800E-1,-5.475000381E0,5.445000076E1,1.968750119E0,5.475996886E1
1.402490800E-1,-5.812500000E0,5.452500153E1,2.043750048E0,5.487201347E1
1.502490800E-1,-5.850000381E0,5.456250381E1,2.118750095E0,5.491610355E1
1.602490800E-1,-5.962500095E0,5.445000076E1,2.268750191E0,5.482245177E1
1.702490800E-1,-6.056250095E0,5.445000076E1,2.062500000E0,5.482458075E1
1.802490800E-1,-5.850000381E0,5.418750381E1,2.175000191E0,5.454574869E1
1.902490800E-1,-5.700000286E0,5.458125305E1,2.062500000E0,5.491681978E1
2.002490800E-1,-5.568750381E0,5.460000229E1,2.006250143E0,5.491990778E1
2.102490800E-1,-5.718750000E0,5.473125076E1,2.212500095E0,5.507366946E1
2.202490800E-1,-5.437500000E0,5.463750076E1,2.118750095E0,5.494826656E1
2.302490800E-1,-5.606250286E0,5.461875153E1,2.006250143E0,5.494236162E1
2.402490800E-1,-5.550000191E0,5.469375229E1,1.968750119E0,5.500986292E1
2.502490800E-1,-5.550000191E0,5.469375229E1,2.100000143E0,5.501471660E1
2.602490800E-1,-5.775000095E0,5.478750229E1,1.893750072E0,5.512356413E1
2.702490800E-1,-5.831250191E0,5.452500153E1,1.893750072E0,5.486862090E1
2.802490800E-1,-5.868750095E0,5.445000076E1,1.743750095E0,5.479311522E1
2.902490800E-1,-5.925000191E0,5.445000076E1,1.593750119E0,5.479460055E1
3.002490800E-1,-6.168750286E0,5.461875153E1,1.593750119E0,5.498910381E1
3.102490800E-1,-6.300000191E0,5.460000229E1,1.818750024E0,5.499234587E1
3.202490800E-1,-6.318750381E0,5.461875153E1,1.800000072E0,5.501249517E1
3.302490800E-1,-6.243750095E0,5.463750076E1,1.687500119E0,5.501898365E1
3.402490800E-1,-6.225000381E0,5.465625381E1,1.931250095E0,5.504349587E1
3.502490800E-1,-6.168750286E0,5.458125305E1,1.968750119E0,5.496401224E1
3.602490800E-1,-6.281250477E0,5.463750076E1,1.837500095E0,5.502805651E1
3.702490800E-1,-6.168750286E0,5.458125305E1,1.818750024E0,5.495884384E1
3.802490800E-1,-6.018750191E0,5.431875229E1,1.800000072E0,5.468082117E1
3.902490800E-1,-6.037500381E0,5.424375153E1,1.781250119E0,5.460777273E1
4.002490800E-1,-6.093750477E0,5.428125381E1,1.781250119E0,5.465126863E1
4.102490800E-1,-6.168750286E0,5.426250076E1,1.650000095E0,5.463693778E1
4.202490800E-1,-6.206250191E0,5.437500381E1,1.631250024E0,5.475234751E1
4.302490800E-1,-6.168750286E0,5.446875381E1,1.593750119E0,5.484011909E1
4.402490800E-1,-6.018750191E0,5.437500381E1,1.687500119E0,5.473311658E1
4.502490800E-1,-6.000000000E0,5.430000305E1,1.537500024E0,5.465212016E1
4.602490800E-1,-5.906250000E0,5.446875381E1,1.481250048E0,5.480805628E1
4.702490800E-1,-5.681250095E0,5.478750229E1,1.518750072E0,5.510221059E1
4.802490800E-1,-5.700000286E0,5.463750076E1,1.800000072E0,5.496350146E1
4.902490800E-1,-5.737500191E0,5.456250381E1,1.856250048E0,5.489473012E1
5.002490800E-1,-5.568750381E0,5.435625076E1,1.743750095E0,5.466858003E1
5.102490800E-1,-5.512500286E0,5.446875381E1,1.818750024E0,5.477719099E1
5.202490800E-1,-5.756250381E0,5.460000229E1,1.800000072E0,5.493209143E1
5.302490800E-1,-5.700000286E0,5.465625381E1,1.987500072E0,5.498860101E1
5.402490800E-1,-5.868750095E0,5.445000076E1,1.968750119E0,5.480073711E1
5.502490800E-1,-5.981250286E0,5.411250305E1,1.856250048E0,5.447370013E1
5.602490800E-1,-5.831250191E0,5.403750229E1,1.406250000E0,5.436940934E1
5.702490800E-1,-5.850000381E0,5.407500076E1,1.556250095E0,5.441277540E1
5.802490800E-1,-5.868750095E0,5.409375381E1,1.575000048E0,5.443396968E1
5.902490800E-1,-6.000000000E0,5.398125076E1,1.668750048E0,5.433930585E1
6.002490800E-1,-6.000000000E0,5.407500076E1,1.668750048E0,5.443243917E1
6.102490800E-1,-6.150000095E0,5.411250305E1,1.743750095E0,5.448877088E1
6.202490800E-1,-6.093750477E0,5.424375153E1,1.837500095E0,5.461588396E1
6.302490800E-1,-6.018750191E0,5.430000305E1,1.837500095E0,5.466344383E1
6.402490800E-1,-6.225000381E0,5.431875229E1,1.987500072E0,5.471039788E1
6.502490800E-1,-6.206250191E0,5.441250229E1,2.025000095E0,5.480272413E1
6.602490800E-1,-6.262500286E0,5.437500381E1,2.081250191E0,5.477400435E1
6.702490800E-1,-6.243750095E0,5.435625076E1,1.875000119E0,5.474579470E1
6.802490800E-1,-6.131250381E0,5.411250305E1,1.968750119E0,5.449432259E1
6.902490800E-1,-6.168750286E0,5.413125229E1,1.950000048E0,5.451649709E1
7.002490800E-1,-6.056250095E0,5.411250305E1,1.931250095E0,5.448459304E1
7.102490800E-1,-6.037500381E0,5.420625305E1,2.081250191E0,5.458114036E1
7.202490800E-1,-5.962500095E0,5.422500229E1,1.950000048E0,5.458667219E1
7.302490800E-1,-6.037500381E0,5.407500076E1,1.743750095E0,5.443893628E1
7.402490800E-1,-6.018750191E0,5.409375381E1,1.762500048E0,5.445609206E1
7.502490800E-1,-6.187500477E0,5.388750076E1,1.893750072E0,5.427461828E1
7.602490800E-1,-6.187500477E0,5.401875305E1,1.762500048E0,5.440052619E1
7.702490800E-1,-5.962500095E0,5.407500076E1,1.612500072E0,5.442662282E1
7.802490800E-1,-5.906250000E0,5.407500076E1,1.518750072E0,5.441779211E1
7.902490800E-1,-5.925000191E0,5.398125076E1,1.368750095E0,5.432268898E1
8.002490800E-1,-5.550000191E0,5.407500076E1,1.556250095E0,5.438133985E1
8.102490800E-1,-5.325000286E0,5.418750381E1,1.762500048E0,5.447703740E1
8.202490800E-1,-5.268750191E0,5.446875381E1,1.725000024E0,5.475016434E1
8.302490800E-1,-4.856250286E0,5.446875381E1,1.650000095E0,5.470969575E1
8.402490800E-1,-4.950000286E0,5.456250381E1,1.893750072E0,5.481929966E1
8.502490800E-1,-5.231250286E0,5.475000381E1,1.837500095E0,5.503004001E1
8.602490800E-1,-5.418750286E0,5.491875076E1,2.006250143E0,5.522188950E1
8.702490800E-1,-5.400000095E0,5.484375381E1,1.950000048E0,5.514344779E1
8.802490800E-1,-5.812500000E0,5.475000381E1,1.725000024E0,5.508469569E1
8.902490800E-1,-5.943750381E0,5.486250305E1,1.612500072E0,5.520708801E1
9.002490800E-1,-6.056250095E0,5.463750076E1,1.668750048E0,5.499744886E1
9.102490800E-1,-6.337500095E0,5.486250305E1,1.800000072E0,5.525665705E1
9.202490800E-1,-6.318750381E0,5.476875305E1,1.781250119E0,5.516081734E1
9.302490800E-1,-6.093750477E0,5.443125153E1,1.875000119E0,5.480338094E1
9.402490800E-1,-5.962500095E0,5.416875076E1,1.837500095E0,5.452688670E1
9.502490800E-1,-6.131250381E0,5.433750153E1,1.781250119E0,5.471132566E1
9.602490800E-1,-5.850000381E0,5.433750153E1,1.837500095E0,5.468238275E1
9.702490800E-1,-5.812500000E0,5.430000305E1,1.837500095E0,5.464111908E1
9.802490800E-1,-5.681250095E0,5.430000305E1,1.837500095E0,5.462731314E1
9.902490800E-1,-5.700000286E0,5.435625076E1,1.650000095E0,5.467919623E1
1.000249080E0,-5.475000381E0,5.431875229E1,1.500000000E0,5.461458120E1
1.010249080E0,-5.475000381E0,5.458125305E1,1.406250000E0,5.487318428E1
1.020249080E0,-5.343750000E0,5.450625229E1,1.368750095E0,5.478467559E1
1.030249080E0,-5.193750381E0,5.437500381E1,1.537500024E0,5.464412127E1
1.040249080E0,-5.250000000E0,5.452500153E1,1.556250095E0,5.479927195E1
1.050249080E0,-5.343750000E0,5.452500153E1,1.462500095E0,5.480575118E1
1.060249080E0,-5.662500381E0,5.460000229E1,1.368750095E0,5.490990473E1
1.070249080E0,-5.493750095E0,5.454375076E1,1.575000048E0,5.484234370E1
1.080249080E0,-5.475000381E0,5.465625381E1,1.462500095E0,5.494925492E1
1.090249080E0,-5.700000286E0,5.446875381E1,1.612500072E0,5.478991971E1
1.100249080E0,-5.887500286E0,5.465625381E1,1.593750119E0,5.499553418E1
1.110249080E0,-5.793750286E0,5.482500076E1,1.481250048E0,5.515017999E1
1.120249080E0,-5.943750381E0,5.475000381E1,1.650000095E0,5.509640266E1
1.130249080E0,-5.925000191E0,5.480625153E1,1.800000072E0,5.515497107E1
1.140249080E0,-5.850000381E0,5.473125076E1,1.725000024E0,5.507002760E1
1.150249080E0,-5.850000381E0,5.476875305E1,1.425000072E0,5.509872449E1
1.160249080E0,-5.887500286E0,5.480625153E1,1.481250048E0,5.514147230E1
1.170249080E0,-5.718750000E0,5.482500076E1,1.425000072E0,5.514086901E1
1.180249080E0,-5.831250191E0,5.493750381E1,1.481250048E0,5.526596517E1
1.190249080E0,-5.756250381E0,5.476875305E1,1.631250024E0,5.509457057E1
1.200249080E0,-5.868750095E0,5.501250076E1,1.593750119E0,5.534760616E1
1.210249080E0,-5.812500000E0,5.490000153E1,1.668750048E0,5.523205637E1
1.220249080E0,-5.568750381E0,5.508750153E1,1.575000048E0,5.539065291E1
1.230249080E0,-5.568750381E0,5.508750153E1,1.743750095E0,5.539570804E1
1.240249080E0,-5.681250095E0,5.503125381E1,1.800000072E0,5.535300804E1
1.250249080E0,-5.662500381E0,5.508750153E1,1.818750024E0,5.540762210E1
1.260249080E0,-5.606250286E0,5.493750381E1,1.762500048E0,5.525093460E1
1.270249080E0,-5.587500095E0,5.505000305E1,1.743750095E0,5.536030760E1
1.280249080E0,-5.456250191E0,5.476875305E1,1.631250024E0,5.506403503E1
1.290249080E0,-5.381250381E0,5.478750229E1,1.781250119E0,5.507995202E1
1.300249080E0,-5.550000191E0,5.460000229E1,2.025000095E0,5.491869789E1
1.310249080E0,-5.718750000E0,5.448750305E1,2.212500095E0,5.483144396E1
1.320249080E0,-5.850000381E0,5.454375076E1,2.456250191E0,5.491153264E1
1.330249080E0,-5.925000191E0,5.450625229E1,2.475000143E0,5.488317403E1
1.340249080E0,-5.981250286E0,5.448750305E1,2.568750143E0,5.487496534E1
1.350249080E0,-6.262500286E0,5.435625076E1,2.381250143E0,5.476761141E1
1.360249080E0,-6.037500381E0,5.441250229E1,2.456250191E0,5.480150528E1
1.370249080E0,-6.056250095E0,5.431875229E1,2.193750143E0,5.469933779E1
1.380249080E0,-6.093750477E0,5.424375153E1,2.118750095E0,5.462606957E1
1.390249080E0,-5.887500286E0,5.430000305E1,1.968750119E0,5.465371870E1
