"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
4.230579700E-2,-1.468125057E1,5.598750305E1,4.312500000E0,5.804082419E1
5.230579700E-2,-1.451250076E1,5.495625305E1,4.087500095E0,5.698692907E1
6.230579700E-2,-1.387500095E1,5.535000229E1,4.331250191E0,5.722672569E1
7.230579700E-2,-1.355625057E1,5.527500153E1,4.518750191E0,5.709217833E1
8.230579700E-2,-1.355625057E1,5.542500305E1,4.706250191E0,5.725252557E1
9.230579700E-2,-1.368750095E1,5.535000229E1,4.387500286E0,5.718584261E1
1.023057970E-1,-1.357500076E1,5.540625381E1,4.481250286E0,5.722075857E1
1.123057970E-1,-1.357500076E1,5.551875305E1,4.237500191E0,5.731115942E1
1.223057970E-1,-1.325625038E1,5.548125076E1,4.368750095E0,5.720999334E1
1.323057970E-1,-1.278750038E1,5.570625305E1,4.443750381E0,5.732759992E1
1.423057970E-1,-1.278750038E1,5.566875076E1,4.312500000E0,5.728112808E1
1.523057970E-1,-1.291875076E1,5.587500381E1,4.293750286E0,5.750953368E1
1.623057970E-1,-1.295625019E1,5.611875153E1,4.218750000E0,5.774925578E1
1.723057970E-1,-1.261875057E1,5.638125229E1,4.312500000E0,5.793682880E1
1.823057970E-1,-1.256250095E1,5.636250305E1,4.125000000E0,5.789269216E1
1.923057970E-1,-1.245000076E1,5.643750381E1,4.312500000E0,5.795508616E1
2.023057970E-1,-1.250625038E1,5.645625305E1,4.237500191E0,5.797992079E1
2.123057970E-1,-1.278750038E1,5.649375153E1,4.181250095E0,5.807363412E1
2.223057970E-1,-1.286250019E1,5.675625229E1,4.331250191E0,5.835645477E1
2.323057970E-1,-1.276875019E1,5.670000076E1,4.293750286E0,5.827836099E1
2.423057970E-1,-1.282500076E1,5.649375153E1,4.087500095E0,5.807522934E1
2.523057970E-1,-1.299375057E1,5.647500229E1,4.012500286E0,5.808927264E1
2.623057970E-1,-1.323750019E1,5.655000305E1,4.312500000E0,5.823857753E1
2.723057970E-1,-1.344375038E1,5.643750381E1,4.293750286E0,5.817527441E1
2.823057970E-1,-1.355625057E1,5.647500229E1,4.293750286E0,5.823773780E1
2.923057970E-1,-1.376250076E1,5.656875229E1,4.537500381E0,5.839536859E1
3.023057970E-1,-1.366875076E1,5.643750381E1,4.537500381E0,5.824616291E1
3.123057970E-1,-1.374375057E1,5.647500229E1,4.331250191E0,5.828444296E1
3.223057970E-1,-1.351875019E1,5.671875381E1,4.237500191E0,5.846135517E1
