"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.030783100E-2,-7.050000191E0,5.075625229E1,3.675000191E0,5.137514258E1
4.030783100E-2,-6.900000095E0,5.113125229E1,3.675000191E0,5.172543464E1
5.030783100E-2,-6.318750381E0,5.180625153E1,3.206250191E0,5.228856800E1
6.030783100E-2,-6.468750477E0,5.150625229E1,2.737500191E0,5.198300362E1
7.030783100E-2,-6.037500381E0,5.158125305E1,2.756250143E0,5.200648029E1
8.030783100E-2,-5.831250191E0,5.167500305E1,2.775000095E0,5.207696271E1
9.030783100E-2,-5.831250191E0,5.156250381E1,2.718750000E0,5.196236022E1
1.003078310E-1,-5.812500000E0,5.156250381E1,2.512500048E0,5.194987596E1
1.103078310E-1,-5.700000286E0,5.188125229E1,2.325000048E0,5.224519086E1
1.203078310E-1,-5.568750381E0,5.216250229E1,2.212500095E0,5.250555002E1
1.303078310E-1,-5.606250286E0,5.206875229E1,2.456250191E0,5.242726554E1
1.403078310E-1,-5.587500095E0,5.227500153E1,2.568750143E0,5.263548631E1
1.503078310E-1,-5.906250000E0,5.246250153E1,2.475000143E0,5.285190140E1
1.603078310E-1,-6.150000095E0,5.238750076E1,2.212500095E0,5.279363498E1
1.703078310E-1,-6.150000095E0,5.257500076E1,2.287500143E0,5.298288274E1
1.803078310E-1,-6.262500286E0,5.270625305E1,2.362500191E0,5.312955324E1
1.903078310E-1,-6.131250381E0,5.244375229E1,2.325000048E0,5.285210507E1
2.003078310E-1,-6.243750095E0,5.246250153E1,2.306250095E0,5.288305278E1
2.103078310E-1,-6.300000191E0,5.251875305E1,2.231250048E0,5.294230729E1
2.203078310E-1,-6.281250477E0,5.274375153E1,2.287500143E0,5.316568526E1
2.303078310E-1,-6.300000191E0,5.255625153E1,2.437500000E0,5.298859295E1
2.403078310E-1,-6.356250286E0,5.266875076E1,2.550000191E0,5.311216175E1
2.503078310E-1,-6.393750191E0,5.291250229E1,2.437500000E0,5.335311000E1
2.603078310E-1,-6.450000286E0,5.313750076E1,2.662500143E0,5.359370670E1
2.703078310E-1,-6.525000095E0,5.341875076E1,2.550000191E0,5.387616412E1
2.803078310E-1,-6.487500191E0,5.340000153E1,2.493750095E0,5.385040957E1
2.903078310E-1,-6.468750477E0,5.362500381E1,2.343750000E0,5.406458111E1
3.003078310E-1,-6.337500095E0,5.343750381E1,2.418750048E0,5.386632597E1
3.103078310E-1,-6.337500095E0,5.368125153E1,2.268750191E0,5.410164415E1
3.203078310E-1,-6.356250286E0,5.370000076E1,2.512500048E0,5.413321214E1
3.303078310E-1,-6.618750095E0,5.362500381E1,2.400000095E0,5.408520026E1
3.403078310E-1,-6.281250477E0,5.340000153E1,2.343750000E0,5.381921065E1
3.503078310E-1,-6.393750191E0,5.341875076E1,2.550000191E0,5.386042588E1
3.603078310E-1,-6.393750191E0,5.353125381E1,2.493750095E0,5.396937989E1
3.703078310E-1,-6.543750286E0,5.351250076E1,2.475000143E0,5.396789816E1
3.803078310E-1,-6.525000095E0,5.375625229E1,2.531250000E0,5.420993924E1
3.903078310E-1,-6.356250286E0,5.375625229E1,2.793750048E0,5.420278237E1
4.003078310E-1,-6.281250477E0,5.377500153E1,2.662500143E0,5.420603106E1
4.103078310E-1,-5.868750095E0,5.373750305E1,2.981250048E0,5.413916617E1
4.203078310E-1,-5.868750095E0,5.400000381E1,2.943750143E0,5.439768657E1
4.303078310E-1,-5.793750286E0,5.401875305E1,3.018750191E0,5.441237062E1
4.403078310E-1,-5.775000095E0,5.403750229E1,3.056250095E0,5.443108436E1
4.503078310E-1,-5.587500095E0,5.373750305E1,3.056250095E0,5.411358477E1
4.603078310E-1,-5.587500095E0,5.364375305E1,2.962500095E0,5.401526456E1
4.703078310E-1,-5.587500095E0,5.368125153E1,2.887500048E0,5.404844659E1
4.803078310E-1,-5.287500381E0,5.379375076E1,2.906250000E0,5.413105920E1
4.903078310E-1,-5.568750381E0,5.383125305E1,3.037500143E0,5.420370092E1
5.003078310E-1,-5.737500191E0,5.398125076E1,2.981250048E0,5.436710581E1
5.103078310E-1,-5.718750000E0,5.403750229E1,3.000000000E0,5.442201535E1
5.203078310E-1,-5.643750191E0,5.394375229E1,3.093750238E0,5.432634368E1
5.303078310E-1,-5.812500000E0,5.409375381E1,3.243750095E0,5.450175477E1
5.403078310E-1,-5.775000095E0,5.416875076E1,3.150000095E0,5.456671775E1
5.503078310E-1,-5.831250191E0,5.415000153E1,3.075000048E0,5.454980998E1
5.603078310E-1,-6.131250381E0,5.409375381E1,2.925000191E0,5.451863956E1
5.703078310E-1,-5.756250381E0,5.426250076E1,2.512500048E0,5.462477518E1
5.803078310E-1,-5.756250381E0,5.418750381E1,2.456250191E0,5.454771446E1
5.903078310E-1,-5.625000000E0,5.428125381E1,2.250000000E0,5.461829035E1
6.003078310E-1,-5.812500000E0,5.435625076E1,2.231250048E0,5.471165900E1
6.103078310E-1,-5.793750286E0,5.441250229E1,1.893750072E0,5.475284684E1
6.203078310E-1,-5.831250191E0,5.450625229E1,1.875000119E0,5.484934496E1
6.303078310E-1,-5.587500095E0,5.460000229E1,1.762500048E0,5.491344839E1
6.403078310E-1,-5.212500095E0,5.484375381E1,1.856250048E0,5.512216572E1
6.503078310E-1,-5.306250095E0,5.473125076E1,1.837500095E0,5.501856511E1
6.603078310E-1,-5.268750191E0,5.469375229E1,2.081250191E0,5.498634258E1
6.703078310E-1,-5.456250191E0,5.454375076E1,2.175000191E0,5.485911081E1
6.803078310E-1,-5.193750381E0,5.443125153E1,2.118750095E0,5.471951469E1
6.903078310E-1,-4.968750000E0,5.463750076E1,2.418750048E0,5.491625732E1
7.003078310E-1,-4.968750000E0,5.456250381E1,2.362500191E0,5.483918951E1
7.103078310E-1,-5.343750000E0,5.471250153E1,2.362500191E0,5.502358489E1
7.203078310E-1,-5.700000286E0,5.467500305E1,2.250000000E0,5.501734692E1
7.303078310E-1,-5.718750000E0,5.460000229E1,2.175000191E0,5.494174167E1
7.403078310E-1,-5.887500286E0,5.458125305E1,1.893750072E0,5.493052097E1
7.503078310E-1,-5.943750381E0,5.482500076E1,1.743750095E0,5.517381210E1
7.603078310E-1,-5.906250000E0,5.508750153E1,1.575000048E0,5.542560093E1
7.703078310E-1,-6.018750191E0,5.497500229E1,1.593750119E0,5.532645181E1
7.803078310E-1,-6.112500191E0,5.501250076E1,1.593750119E0,5.537398250E1
7.903078310E-1,-5.906250000E0,5.484375381E1,1.631250024E0,5.518498073E1
8.003078310E-1,-5.812500000E0,5.490000153E1,1.725000024E0,5.523378449E1
8.103078310E-1,-6.056250095E0,5.480625153E1,2.118750095E0,5.518054434E1
8.203078310E-1,-5.775000095E0,5.491875076E1,2.081250191E0,5.526075835E1
8.303078310E-1,-5.625000000E0,5.473125076E1,2.268750191E0,5.506630242E1
8.403078310E-1,-5.793750286E0,5.469375229E1,2.306250095E0,5.504809598E1
8.503078310E-1,-5.662500381E0,5.478750229E1,2.306250095E0,5.512760749E1
8.603078310E-1,-5.531250000E0,5.467500305E1,2.325000048E0,5.500323909E1
8.703078310E-1,-5.493750095E0,5.471250153E1,2.231250048E0,5.503287736E1
8.803078310E-1,-5.625000000E0,5.476875305E1,2.193750143E0,5.510053970E1
8.903078310E-1,-5.362500191E0,5.491875076E1,1.856250048E0,5.521115157E1
9.003078310E-1,-5.287500381E0,5.490000153E1,2.025000095E0,5.519119906E1
9.103078310E-1,-5.231250286E0,5.488125229E1,1.875000119E0,5.516188410E1
9.203078310E-1,-5.175000191E0,5.493750381E1,1.893750072E0,5.521318902E1
9.303078310E-1,-5.231250286E0,5.473125076E1,1.556250095E0,5.500270633E1
9.403078310E-1,-5.625000000E0,5.486250305E1,1.518750072E0,5.517102018E1
9.503078310E-1,-5.775000095E0,5.488125229E1,1.462500095E0,5.520363562E1
9.603078310E-1,-5.662500381E0,5.482500076E1,1.537500024E0,5.513808598E1
9.703078310E-1,-5.700000286E0,5.505000305E1,1.425000072E0,5.536265406E1
9.803078310E-1,-6.112500191E0,5.506875229E1,1.406250000E0,5.542479297E1
9.903078310E-1,-6.356250286E0,5.529375076E1,1.462500095E0,5.567710209E1
1.000307831E0,-6.356250286E0,5.514375305E1,1.425000072E0,5.552716492E1
1.010307831E0,-6.318750381E0,5.523750305E1,1.593750119E0,5.562057523E1
1.020307831E0,-6.131250381E0,5.531250381E1,1.556250095E0,5.567303857E1
1.030307831E0,-5.943750381E0,5.512500381E1,1.612500072E0,5.546795805E1
1.040307831E0,-5.943750381E0,5.473125076E1,1.575000048E0,5.507557175E1
1.050307831E0,-6.112500191E0,5.460000229E1,1.818750024E0,5.497118118E1
1.060307831E0,-5.868750095E0,5.458125305E1,1.800000072E0,5.492536220E1
