"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.249632000E-2,-3.543750048E0,5.259375381E1,2.437500000E0,5.276933305E1
4.249632000E-2,-4.106250286E0,5.244375229E1,2.287500143E0,5.265397518E1
5.249632000E-2,-4.612500191E0,5.323125076E1,2.006250143E0,5.346836687E1
6.249632000E-2,-4.668750286E0,5.321250153E1,2.418750048E0,5.347165511E1
7.249632000E-2,-5.062500000E0,5.315625381E1,2.043750048E0,5.343587877E1
8.249632000E-2,-5.231250286E0,5.310000229E1,1.931250095E0,5.339200267E1
9.249632000E-2,-5.175000191E0,5.304375076E1,1.762500048E0,5.332472718E1
1.024963200E-1,-5.156250000E0,5.315625381E1,1.800000072E0,5.343607615E1
1.124963200E-1,-5.362500191E0,5.336250305E1,1.781250119E0,5.366084226E1
1.224963200E-1,-5.381250381E0,5.341875076E1,1.725000024E0,5.371681686E1
1.324963200E-1,-5.287500381E0,5.310000229E1,1.725000024E0,5.339048163E1
1.424963200E-1,-5.381250381E0,5.302500153E1,1.462500095E0,5.331742257E1
1.524963200E-1,-5.193750381E0,5.300625229E1,1.725000024E0,5.328802351E1
1.624963200E-1,-5.025000095E0,5.293125153E1,1.968750119E0,5.320567631E1
1.724963200E-1,-4.875000000E0,5.311875153E1,2.043750048E0,5.338112310E1
1.824963200E-1,-4.893750191E0,5.296875381E1,1.875000119E0,5.322737357E1
1.924963200E-1,-4.668750286E0,5.287500381E1,1.893750072E0,5.311449470E1
2.024963200E-1,-4.650000095E0,5.302500153E1,2.100000143E0,5.326990978E1
2.124963200E-1,-4.575000286E0,5.328750229E1,2.137500048E0,5.352623127E1
2.224963200E-1,-4.650000095E0,5.325000381E1,2.193750143E0,5.349764431E1
2.324963200E-1,-4.406250000E0,5.345625305E1,2.250000000E0,5.368471411E1
2.424963200E-1,-4.312500000E0,5.351250076E1,2.193750143E0,5.373079130E1
2.524963200E-1,-4.500000000E0,5.321250153E1,2.325000048E0,5.345302558E1
2.624963200E-1,-4.537500381E0,5.325000381E1,2.606250048E0,5.350648891E1
2.724963200E-1,-4.706250191E0,5.315625381E1,2.475000143E0,5.342154749E1
2.824963200E-1,-4.706250191E0,5.298750305E1,2.381250143E0,5.324936265E1
2.924963200E-1,-4.650000095E0,5.293125153E1,2.250000000E0,5.318272642E1
3.024963200E-1,-4.462500095E0,5.287500381E1,2.325000048E0,5.311389235E1
3.124963200E-1,-4.668750286E0,5.285625076E1,2.175000191E0,5.310660128E1
3.224963200E-1,-4.725000381E0,5.272500229E1,1.968750119E0,5.297289375E1
3.324963200E-1,-4.650000095E0,5.285625076E1,2.100000143E0,5.310193731E1
3.424963200E-1,-4.593750000E0,5.289375305E1,1.931250095E0,5.312797171E1
3.524963200E-1,-4.668750286E0,5.296875381E1,2.118750095E0,5.321630588E1
3.624963200E-1,-4.650000095E0,5.298750305E1,2.137500048E0,5.323407637E1
3.724963200E-1,-4.725000381E0,5.285625076E1,2.212500095E0,5.311312484E1
3.824963200E-1,-4.762500286E0,5.291250229E1,2.081250191E0,5.316715066E1
3.924963200E-1,-4.612500191E0,5.293125153E1,2.231250048E0,5.317867075E1
4.024963200E-1,-4.443750381E0,5.311875153E1,2.343750000E0,5.335580423E1
4.124963200E-1,-4.368750095E0,5.323125076E1,2.100000143E0,5.345149236E1
4.224963200E-1,-4.443750381E0,5.298750305E1,2.118750095E0,5.321570726E1
4.324963200E-1,-4.218750000E0,5.287500381E1,2.062500000E0,5.308312148E1
4.424963200E-1,-4.387500286E0,5.289375305E1,2.043750048E0,5.311474546E1
4.524963200E-1,-4.462500095E0,5.278125381E1,2.212500095E0,5.301575066E1
4.624963200E-1,-4.575000286E0,5.278125381E1,2.268750191E0,5.302771548E1
4.724963200E-1,-4.631250381E0,5.270625305E1,1.987500072E0,5.294665001E1
4.824963200E-1,-4.631250381E0,5.283750153E1,2.100000143E0,5.308163570E1
4.924963200E-1,-4.875000000E0,5.289375305E1,2.231250048E0,5.316477418E1
5.024963200E-1,-4.800000191E0,5.304375076E1,2.381250143E0,5.331369289E1
5.124963200E-1,-4.912500381E0,5.306250381E1,2.268750191E0,5.333769022E1
5.224963200E-1,-4.743750095E0,5.296875381E1,2.343750000E0,5.323236994E1
5.324963200E-1,-4.687500000E0,5.304375076E1,2.231250048E0,5.329719156E1
5.424963200E-1,-4.650000095E0,5.296875381E1,2.175000191E0,5.321693346E1
5.524963200E-1,-5.062500000E0,5.310000229E1,2.250000000E0,5.338821639E1
5.624963200E-1,-5.325000286E0,5.278125381E1,2.175000191E0,5.309375677E1
5.724963200E-1,-5.306250095E0,5.257500076E1,2.025000095E0,5.288088143E1
5.824963200E-1,-5.437500000E0,5.259375381E1,1.968750119E0,5.291072976E1
5.924963200E-1,-5.456250191E0,5.270625305E1,2.081250191E0,5.302877878E1
6.024963200E-1,-5.306250095E0,5.270625305E1,2.025000095E0,5.301137638E1
6.124963200E-1,-5.231250286E0,5.276250076E1,2.137500048E0,5.306426644E1
6.224963200E-1,-5.156250000E0,5.296875381E1,2.156250000E0,5.326279385E1
6.324963200E-1,-4.481250286E0,5.283750153E1,2.193750143E0,5.307255139E1
6.424963200E-1,-4.312500000E0,5.298750305E1,2.175000191E0,5.320717773E1
6.524963200E-1,-4.275000095E0,5.300625229E1,2.100000143E0,5.321981218E1
6.624963200E-1,-4.031250000E0,5.293125153E1,2.137500048E0,5.312755661E1
6.724963200E-1,-3.918750048E0,5.296875381E1,1.912500024E0,5.314793636E1
6.824963200E-1,-3.918750048E0,5.291250229E1,1.837500095E0,5.308922590E1
6.924963200E-1,-4.031250000E0,5.287500381E1,1.650000095E0,5.305411865E1
7.024963200E-1,-3.918750048E0,5.270625305E1,1.725000024E0,5.287987649E1
7.124963200E-1,-4.368750095E0,5.280000305E1,1.856250048E0,5.301294148E1
7.224963200E-1,-4.762500286E0,5.268750381E1,1.631250024E0,5.292745454E1
7.324963200E-1,-4.800000191E0,5.276250076E1,1.837500095E0,5.301224288E1
