"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.049774292E0,-3.937500000E1,4.048125076E1,4.856250286E0,5.668073266E1
1.059774292E0,-3.978750229E1,4.057500076E1,5.306250095E0,5.707479580E1
1.069774292E0,-3.999375153E1,4.063125229E1,5.493750095E0,5.727634864E1
1.079774292E0,-4.021875000E1,4.053750229E1,5.681250095E0,5.738565627E1
1.089774292E0,-4.066875076E1,4.080000305E1,5.718750000E0,5.789034150E1
1.099774292E0,-4.149375153E1,4.093125153E1,5.700000286E0,5.856269094E1
1.109774292E0,-4.198125076E1,4.096875000E1,5.943750381E0,5.895924067E1
1.119774292E0,-4.275000000E1,4.108125305E1,6.262500286E0,5.961921471E1
1.129774292E0,-4.342500305E1,4.132500076E1,6.375000477E0,6.028372259E1
1.139774292E0,-4.391250229E1,4.179375076E1,6.450000286E0,6.096415310E1
1.149774292E0,-4.460625076E1,4.201875305E1,6.562500477E0,6.163083342E1
1.159774292E0,-4.531875229E1,4.243125153E1,6.525000095E0,6.242416232E1
1.169774292E0,-4.601250076E1,4.258125305E1,6.881250381E0,6.306873191E1
1.179774292E0,-4.655625153E1,4.265625000E1,7.162500381E0,6.354794750E1
1.189774292E0,-4.781250000E1,4.305000305E1,7.443750381E0,6.476686914E1
1.199774292E0,-4.845000076E1,4.312500000E1,7.425000191E0,6.528628360E1
1.209774292E0,-4.920000076E1,4.321875000E1,7.856250286E0,6.595620589E1
1.219774292E0,-5.008125305E1,4.314375305E1,7.950000286E0,6.657865904E1
1.229774292E0,-5.118750381E1,4.329375076E1,7.950000286E0,6.751082807E1
1.239774292E0,-5.218125153E1,4.323750305E1,8.287500381E0,6.827186348E1
1.249774292E0,-5.351250076E1,4.335000229E1,8.287500381E0,6.936492701E1
1.259774292E0,-5.456250381E1,4.350000000E1,8.362500191E0,7.027978537E1
1.269774292E0,-5.553750229E1,4.351875305E1,8.550000191E0,7.107319137E1
1.279774292E0,-5.673750305E1,4.366875076E1,8.681250572E0,7.212120463E1
1.289774292E0,-5.795625305E1,4.385625076E1,8.531250000E0,7.317841366E1
1.299774292E0,-5.906250381E1,4.395000076E1,8.718750000E0,7.413500203E1
1.309774292E0,-6.024375153E1,4.408125305E1,9.056250572E0,7.519629075E1
1.319774292E0,-6.125625229E1,4.411875153E1,9.150000572E0,7.604285102E1
1.329774292E0,-6.217500305E1,4.419375229E1,9.506250381E0,7.687124002E1
1.339774292E0,-6.309375381E1,4.426875305E1,9.731250763E0,7.768681683E1
1.349774292E0,-6.393750381E1,4.417500305E1,9.862500191E0,7.833711891E1
1.359774292E0,-6.515625000E1,4.400625229E1,9.750000000E0,7.922720274E1
1.369774292E0,-6.648750305E1,4.398750305E1,9.881250381E0,8.033136122E1
1.379774292E0,-6.808125305E1,4.411875153E1,1.010625076E1,8.175363942E1
1.389774292E0,-6.948750305E1,4.400625229E1,1.014375019E1,8.287314999E1
1.399774292E0,-7.126875305E1,4.417500305E1,1.042500019E1,8.449465477E1
1.409774292E0,-7.301250458E1,4.417500305E1,1.044375038E1,8.597283665E1
1.419774292E0,-7.498125458E1,4.430625153E1,1.061250019E1,8.773743570E1
1.429774292E0,-7.706250000E1,4.443750000E1,1.087500000E1,8.961911592E1
1.439774292E0,-7.925625610E1,4.475625229E1,1.140000057E1,9.173132651E1
1.449774292E0,-8.133750153E1,4.498125076E1,1.183125019E1,9.369674784E1
1.459774292E0,-8.338125610E1,4.507500076E1,1.215000057E1,9.556051526E1
1.469774292E0,-8.572500610E1,4.554375076E1,1.245000076E1,9.786732051E1
1.479774292E0,-8.808750153E1,4.584375000E1,1.256250095E1,1.000943244E2
1.489774292E0,-9.048750305E1,4.618125153E1,1.282500076E1,1.023971525E2
1.499774292E0,-9.318750000E1,4.650000000E1,1.321875095E1,1.049804531E2
1.509774292E0,-9.573750305E1,4.691250229E1,1.331250095E1,1.074414959E2
1.519774292E0,-9.855000305E1,4.713750076E1,1.361250019E1,1.100879069E2
1.529774292E0,-1.015875015E2,4.734375000E1,1.383750057E1,1.129288606E2
1.539774292E0,-1.049250031E2,4.747500229E1,1.381875038E1,1.159917668E2
1.549774292E0,-1.080375061E2,4.736250305E1,1.406250095E1,1.187984148E2
1.559774292E0,-1.115250015E2,4.732500076E1,1.447500038E1,1.220123244E2
1.569774292E0,-1.148812561E2,4.743750000E1,1.479375076E1,1.251673858E2
1.579774292E0,-1.190625076E2,4.775625229E1,1.500000095E1,1.291570377E2
1.589774292E0,-1.234687576E2,4.809375381E1,1.537500095E1,1.333939051E2
1.599774292E0,-1.275562515E2,4.846875381E1,1.576875019E1,1.373625527E2
1.609774292E0,-1.319625092E2,4.884375381E1,1.591875076E1,1.416094020E2
1.619774292E0,-1.362375031E2,4.927500153E1,1.631250000E1,1.457901940E2
1.629774292E0,-1.410937500E2,4.972500229E1,1.676250076E1,1.505357219E2
1.639774292E0,-1.457437592E2,5.006250381E1,1.683750153E1,1.550193507E2
1.649774292E0,-1.508062592E2,5.002500153E1,1.698750114E1,1.597923771E2
1.659774292E0,-1.551562500E2,4.980000305E1,1.719375038E1,1.638570330E2
1.669774292E0,-1.593750000E2,4.961250305E1,1.725000000E1,1.678074897E2
1.679774292E0,-1.641937561E2,4.946250153E1,1.713750076E1,1.723363645E2
1.689774292E0,-1.685625000E2,4.927500153E1,1.723125076E1,1.764603587E2
1.699774292E0,-1.727625122E2,4.888125229E1,1.717500114E1,1.803641958E2
1.709774292E0,-1.768875122E2,4.869375229E1,1.693125153E1,1.842469559E2
1.719774292E0,-1.811812592E2,4.837500381E1,1.681875038E1,1.882808010E2
1.729774292E0,-1.852500000E2,4.811250305E1,1.650000000E1,1.921057663E2
1.739774292E0,-1.894312592E2,4.770000076E1,1.584375095E1,1.959860109E2
1.749774292E0,-1.938187561E2,4.691250229E1,1.531875038E1,2.000028930E2
1.759774292E0,-1.977187653E2,4.606875229E1,1.451250076E1,2.035329279E2
1.769774292E0,-2.017687531E2,4.496250153E1,1.366875076E1,2.071692328E2
1.779774292E0,-2.062125092E2,4.408125305E1,1.295625019E1,2.112690707E2
1.789774292E0,-2.103187561E2,4.316250229E1,1.224375057E1,2.150509014E2
1.799774292E0,-2.143312531E2,4.250625229E1,1.168125057E1,2.188175476E2
1.809774292E0,-2.185500031E2,4.151250076E1,1.128750038E1,2.227437973E2
1.819774292E0,-2.225062561E2,4.068750000E1,1.102500057E1,2.264642517E2
1.829774292E0,-2.261812592E2,3.971250153E1,1.063125038E1,2.298870772E2
1.839774292E0,-2.300812531E2,3.894375229E1,1.029375076E1,2.335807358E2
1.849774292E0,-2.339812622E2,3.849375153E1,1.006875038E1,2.373402193E2
1.859774292E0,-2.374312592E2,3.781875229E1,9.543750763E0,2.406136821E2
1.869774292E0,-2.408812561E2,3.684375000E1,8.887500763E0,2.438446824E2
1.879774292E0,-2.439937592E2,3.571875000E1,8.287500381E0,2.467335937E2
1.889774292E0,-2.469000092E2,3.483750153E1,7.631250381E0,2.494624261E2
1.899774292E0,-2.498250122E2,3.412500000E1,6.975000381E0,2.522413586E2
1.909774292E0,-2.526375122E2,3.376875305E1,6.412500381E0,2.549650200E2
1.919774292E0,-2.553375092E2,3.301875305E1,6.075000286E0,2.575352156E2
1.929774292E0,-2.578875122E2,3.232500076E1,5.700000286E0,2.599680069E2
1.939774292E0,-2.603437500E2,3.183750153E1,5.381250381E0,2.623384313E2
1.949774292E0,-2.625937500E2,3.155625153E1,5.287500381E0,2.645358808E2
1.959774292E0,-2.653687744E2,3.103125191E1,4.950000286E0,2.672228050E2
1.969774292E0,-2.677312622E2,3.082500076E1,4.518750191E0,2.695378054E2
1.979774292E0,-2.703187561E2,3.020625114E1,4.106250286E0,2.720321834E2
1.989774292E0,-2.729812622E2,2.943750191E1,3.450000048E0,2.745855760E2
1.999774292E0,-2.759625244E2,2.881875038E1,2.943750143E0,2.774788297E2
2.009774292E0,-2.789062500E2,2.786250114E1,2.287500143E0,2.803038493E2
2.019774292E0,-2.824125061E2,2.668125153E1,1.743750095E0,2.836754368E2
2.029774292E0,-2.861062622E2,2.553750038E1,8.250000477E-1,2.872449091E2
2.039774292E0,-2.893687744E2,2.458125114E1,-5.625000224E-2,2.904109651E2
2.049774292E0,-2.930437622E2,2.343750000E1,-6.937500238E-1,2.939803467E2
2.059774292E0,-2.965875244E2,2.236875153E1,-1.181250095E0,2.974322041E2
2.069774292E0,-3.003000183E2,2.145000076E1,-1.762500048E0,3.010702741E2
2.079774292E0,-3.032062683E2,2.077500153E1,-2.531250000E0,3.039277037E2
2.089774292E0,-3.060375061E2,2.028750038E1,-3.375000238E0,3.067277758E2
2.099774292E0,-3.087750244E2,2.021250153E1,-4.237500191E0,3.094648887E2
2.109774292E0,-3.112875061E2,1.991250038E1,-4.856250286E0,3.119615398E2
2.119774292E0,-3.132937622E2,1.959375000E1,-5.756250381E0,3.139586452E2
2.129774292E0,-3.149812622E2,1.923750114E1,-7.106250286E0,3.156481836E2
2.139774292E0,-3.159187622E2,1.897500038E1,-8.418750763E0,3.166000479E2
2.149774292E0,-3.165937500E2,1.858125114E1,-9.656250000E0,3.172855317E2
2.159774292E0,-3.168187561E2,1.811250114E1,-1.078125000E1,3.175191683E2
2.169774292E0,-3.171937561E2,1.766250038E1,-1.179375076E1,3.179039720E2
2.179774292E0,-3.167812500E2,1.706250000E1,-1.275000095E1,3.174965382E2
2.189774292E0,-3.164062500E2,1.702500153E1,-1.383750057E1,3.171659536E2
2.199774292E0,-3.164437561E2,1.708125114E1,-1.440000057E1,3.172314296E2
2.209774292E0,-3.160687561E2,1.734375000E1,-1.453125095E1,3.168776128E2
2.219774292E0,-3.160312500E2,1.758750153E1,-1.488750076E1,3.168701767E2
2.229774292E0,-3.160875244E2,1.813125038E1,-1.475625038E1,3.169508042E2
2.239774292E0,-3.163687744E2,1.863750076E1,-1.498125076E1,3.172711707E2
2.249774292E0,-3.164812622E2,1.903125000E1,-1.498125076E1,3.174067039E2
2.259774292E0,-3.168375244E2,1.920000076E1,-1.501875019E1,3.177738500E2
2.269774292E0,-3.171750183E2,1.886250114E1,-1.486875057E1,3.180831117E2
2.279774292E0,-3.172312622E2,1.845000076E1,-1.511250019E1,3.181264904E2
2.289774292E0,-3.178125000E2,1.803750038E1,-1.515000057E1,3.186842624E2
2.299774292E0,-3.182250061E2,1.779375076E1,-1.533750057E1,3.190909134E2
2.309774292E0,-3.186375122E2,1.726875114E1,-1.543125057E1,3.194780078E2
2.319774292E0,-3.189937744E2,1.661250114E1,-1.537500095E1,3.197958630E2
2.329774292E0,-3.191250000E2,1.608750153E1,-1.560000038E1,3.199108209E2
2.339774292E0,-3.193500061E2,1.578750038E1,-1.586250019E1,3.201332386E2
2.349774292E0,-3.195375061E2,1.558125019E1,-1.608750153E1,3.203214025E2
2.359774292E0,-3.200250244E2,1.569375038E1,-1.605000114E1,3.208113349E2
2.369774292E0,-3.199687500E2,1.569375038E1,-1.635000038E1,3.207703498E2
2.379774292E0,-3.201937561E2,1.556250095E1,-1.627500153E1,3.209845924E2
2.389774292E0,-3.202875061E2,1.571250057E1,-1.659375000E1,3.211017312E2
2.399774292E0,-3.204750061E2,1.543125057E1,-1.670625114E1,3.212809547E2
2.409774292E0,-3.210562744E2,1.545000076E1,-1.672500038E1,3.218626407E2
2.419774292E0,-3.211687622E2,1.543125057E1,-1.665000153E1,3.219700605E2
2.429774292E0,-3.211687622E2,1.531875038E1,-1.670625114E1,3.219676020E2
2.439774292E0,-3.211125183E2,1.496250057E1,-1.663125038E1,3.218908578E2
2.449774292E0,-3.216375122E2,1.468125057E1,-1.663125038E1,3.224016546E2
2.459774292E0,-3.219187622E2,1.436250019E1,-1.665000153E1,3.226688603E2
2.469774292E0,-3.221812744E2,1.387500095E1,-1.659375000E1,3.229065527E2
2.479774292E0,-3.222562561E2,1.385625076E1,-1.676250076E1,3.229892749E2
2.489774292E0,-3.221812744E2,1.355625057E1,-1.661250114E1,3.228939775E2
2.499774292E0,-3.226687622E2,1.329375076E1,-1.659375000E1,3.233685304E2
2.509774292E0,-3.230812683E2,1.293750095E1,-1.629375076E1,3.237504767E2
2.519774292E0,-3.232875061E2,1.282500076E1,-1.608750153E1,3.239415070E2
2.529774292E0,-3.233812561E2,1.282500076E1,-1.561875057E1,3.240121337E2
2.539774292E0,-3.234375000E2,1.263750076E1,-1.528125095E1,3.240448109E2
2.549774292E0,-3.236812744E2,1.237500095E1,-1.475625038E1,3.242536892E2
2.559774292E0,-3.236625061E2,1.207500076E1,-1.436250019E1,3.242059606E2
2.569774292E0,-3.235875244E2,1.207500076E1,-1.419375038E1,3.241236711E2
2.579774292E0,-3.234937744E2,1.177500057E1,-1.380000019E1,3.240020258E2
2.589774292E0,-3.235875244E2,1.188750076E1,-1.355625057E1,3.240894484E2
2.599774292E0,-3.236812744E2,1.164375019E1,-1.333125019E1,3.241648756E2
2.609774292E0,-3.237375183E2,1.128750038E1,-1.335000038E1,3.242092086E2
2.619774292E0,-3.236812744E2,1.111875057E1,-1.314375019E1,3.241387854E2
2.629774292E0,-3.234562683E2,1.098750019E1,-1.297500038E1,3.239028146E2
2.639774292E0,-3.236625061E2,1.100625038E1,-1.288125038E1,3.241056649E2
2.649774292E0,-3.238125000E2,1.070625019E1,-1.273125076E1,3.242394851E2
2.659774292E0,-3.237750244E2,1.051875019E1,-1.258125019E1,3.241900652E2
2.669774292E0,-3.234562683E2,1.023750019E1,-1.260000038E1,3.238634341E2
2.679774292E0,-3.232125244E2,1.020000076E1,-1.261875057E1,3.236195433E2
2.689774292E0,-3.227812500E2,9.806250572E0,-1.254375076E1,3.231737050E2
2.699774292E0,-3.224625244E2,9.487500191E0,-1.291875076E1,3.228606300E2
2.709774292E0,-3.220687561E2,9.150000572E0,-1.325625038E1,3.224712923E2
2.719774292E0,-3.218625183E2,8.493750572E0,-1.355625057E1,3.222598275E2
2.729774292E0,-3.213750000E2,8.100000381E0,-1.368750095E1,3.217683147E2
2.739774292E0,-3.210937500E2,7.743750095E0,-1.395000076E1,3.214899135E2
2.749774292E0,-3.209437561E2,7.200000286E0,-1.406250095E1,3.213323646E2
2.759774292E0,-3.205875244E2,6.506250381E0,-1.432500076E1,3.209733599E2
2.769774292E0,-3.203250122E2,6.393750191E0,-1.434375095E1,3.207097390E2
2.779774292E0,-3.202312622E2,6.206250191E0,-1.395000076E1,3.205950426E2
2.789774292E0,-3.199500122E2,6.206250191E0,-1.395000076E1,3.203141120E2
2.799774292E0,-3.196312561E2,6.150000095E0,-1.355625057E1,3.199777091E2
2.809774292E0,-3.195187683E2,6.000000000E0,-1.357500076E1,3.198632895E2
2.819774292E0,-3.190687561E2,5.981250286E0,-1.346250057E1,3.194086495E2
2.829774292E0,-3.187125244E2,6.206250191E0,-1.359375095E1,3.190626597E2
2.839774292E0,-3.183375244E2,6.637500286E0,-1.335000038E1,3.186864578E2
2.849774292E0,-3.183000183E2,6.731250286E0,-1.361250019E1,3.186620648E2
2.859774292E0,-3.179437561E2,7.181250095E0,-1.387500095E1,3.183273756E2
2.869774292E0,-3.179250183E2,7.237500191E0,-1.391250038E1,3.183115712E2
2.879774292E0,-3.176062622E2,7.481250286E0,-1.404375076E1,3.180046129E2
2.889774292E0,-3.175500183E2,7.706250191E0,-1.406250095E1,3.179546420E2
2.899774292E0,-3.174937744E2,8.062500000E0,-1.421250057E1,3.179139756E2
2.909774292E0,-3.175875244E2,8.006250381E0,-1.432500076E1,3.180112283E2
2.919774292E0,-3.177375183E2,7.875000477E0,-1.456875038E1,3.181688147E2
2.929774292E0,-3.173812561E2,7.931250095E0,-1.460625076E1,3.178161560E2
2.939774292E0,-3.174187622E2,7.500000477E0,-1.462500095E1,3.178440046E2
2.949774292E0,-3.174187622E2,7.275000095E0,-1.462500095E1,3.178387750E2
2.959774292E0,-3.177187500E2,7.200000286E0,-1.473750019E1,3.181418520E2
2.969774292E0,-3.176437683E2,7.312500477E0,-1.462500095E1,3.180643439E2
2.979774292E0,-3.176812744E2,7.125000477E0,-1.440000057E1,3.180872801E2
2.989774292E0,-3.175875244E2,7.106250286E0,-1.400625038E1,3.179756429E2
2.999774292E0,-3.174937744E2,7.106250286E0,-1.374375057E1,3.178705495E2
3.009774292E0,-3.175312500E2,7.181250095E0,-1.336875057E1,3.178936749E2
3.019774292E0,-3.175500183E2,7.368750095E0,-1.316250038E1,3.179081063E2
3.029774292E0,-3.174000244E2,7.593750477E0,-1.295625019E1,3.177551022E2
3.039774292E0,-3.170437622E2,7.800000191E0,-1.271250057E1,3.173943837E2
3.049774292E0,-3.169500122E2,7.781250477E0,-1.256250095E1,3.172943027E2
3.059774292E0,-3.169125061E2,7.762500286E0,-1.243125057E1,3.172512079E2
3.069774292E0,-3.167062683E2,7.893750191E0,-1.233750057E1,3.170447691E2
3.079774292E0,-3.165187683E2,7.931250095E0,-1.230000019E1,3.168569479E2
3.089774292E0,-3.163687744E2,7.950000286E0,-1.230000019E1,3.167075843E2
3.099774292E0,-3.163125000E2,7.875000477E0,-1.226250076E1,3.166480415E2
3.109774292E0,-3.162750244E2,7.950000286E0,-1.222500038E1,3.166110298E2
3.119774292E0,-3.163312683E2,8.025000572E0,-1.207500076E1,3.166633506E2
3.129774292E0,-3.164062500E2,8.212500572E0,-1.220625019E1,3.167480904E2
3.139774292E0,-3.162750244E2,8.343750000E0,-1.216875076E1,3.166189946E2
3.149774292E0,-3.161437683E2,8.493750572E0,-1.215000057E1,3.164911508E2
3.159774292E0,-3.163125000E2,8.812500000E0,-1.231875038E1,3.166749271E2
3.169774292E0,-3.164812622E2,8.662500381E0,-1.224375057E1,3.168364526E2
3.179774292E0,-3.164812622E2,8.868750572E0,-1.228125095E1,3.168436100E2
3.189774292E0,-3.165187683E2,8.906250000E0,-1.241250038E1,3.168872389E2
3.199774292E0,-3.165562744E2,8.943750381E0,-1.260000038E1,3.169331563E2
3.209774292E0,-3.165187683E2,8.775000572E0,-1.263750076E1,3.168924703E2
3.219774292E0,-3.164812622E2,8.775000572E0,-1.284375095E1,3.168633016E2
3.229774292E0,-3.165750122E2,8.681250572E0,-1.310625076E1,3.169651026E2
3.239774292E0,-3.167250061E2,8.437500000E0,-1.291875076E1,3.171006386E2
3.249774292E0,-3.166875000E2,8.681250572E0,-1.314375019E1,3.170790043E2
3.259774292E0,-3.166500244E2,8.606250763E0,-1.336875057E1,3.170489379E2
3.269774292E0,-3.165375061E2,8.493750572E0,-1.348125076E1,3.169382916E2
3.279774292E0,-3.164437561E2,8.062500000E0,-1.344375038E1,3.168317994E2
3.289774292E0,-3.164250183E2,7.818750381E0,-1.351875019E1,3.168101666E2
3.299774292E0,-3.164625244E2,7.781250477E0,-1.361250019E1,3.168507178E2
3.309774292E0,-3.165937500E2,7.987500191E0,-1.346250057E1,3.169805067E2
3.319774292E0,-3.162562561E2,7.818750381E0,-1.370625019E1,3.166496703E2
3.329774292E0,-3.164437561E2,7.612500191E0,-1.355625057E1,3.168254612E2
3.339774292E0,-3.164250183E2,7.575000286E0,-1.353750038E1,3.168050453E2
3.349774292E0,-3.166312561E2,7.518750191E0,-1.365000057E1,3.170145209E2
3.359774292E0,-3.168187561E2,7.875000477E0,-1.387500095E1,3.172202003E2
