"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.340840800E-2,-1.912500024E0,5.075625229E1,3.187500238E-1,5.079327125E1
4.340840800E-2,-2.868750095E0,5.113125229E1,-3.937500119E-1,5.121317923E1
5.340840800E-2,-2.287500143E0,5.086875153E1,6.187500358E-1,5.092391766E1
6.340840800E-2,-2.625000000E0,5.075625229E1,8.437500596E-1,5.083108975E1
7.340840800E-2,-2.418750048E0,5.083125305E1,4.687500298E-1,5.089092616E1
8.340840800E-2,-2.418750048E0,5.064375305E1,2.625000179E-1,5.070215953E1
9.340840800E-2,-2.325000048E0,5.060625076E1,9.375000000E-2,5.065971803E1
1.034084080E-1,-2.325000048E0,5.068125153E1,7.500000298E-2,5.073460857E1
1.134084080E-1,-2.418750048E0,5.090625381E1,-1.125000045E-1,5.096380760E1
1.234084080E-1,-2.475000143E0,5.103750229E1,5.625000224E-2,5.109750904E1
1.334084080E-1,-2.662500143E0,5.116875076E1,-3.937500119E-1,5.123948673E1
1.434084080E-1,-2.700000048E0,5.124375153E1,-5.625000000E-1,5.131791575E1
1.534084080E-1,-2.925000191E0,5.122500229E1,-5.625000000E-1,5.131152787E1
1.634084080E-1,-2.850000143E0,5.146875381E1,-6.187500358E-1,5.155131397E1
1.734084080E-1,-2.831250191E0,5.158125305E1,-6.000000238E-1,5.166238132E1
1.834084080E-1,-2.681250095E0,5.163750076E1,-6.937500238E-1,5.171171894E1
1.934084080E-1,-2.700000048E0,5.133750153E1,-8.062500358E-1,5.141477514E1
2.034084080E-1,-2.475000143E0,5.118750381E1,-8.625000119E-1,5.125456154E1
2.134084080E-1,-2.437500000E0,5.115000153E1,-8.625000119E-1,5.121530990E1
2.234084080E-1,-2.250000000E0,5.130000305E1,-9.937500358E-1,5.135893644E1
2.334084080E-1,-1.987500072E0,5.126250076E1,-8.812500238E-1,5.130858352E1
2.434084080E-1,-1.950000048E0,5.122500229E1,-9.750000238E-1,5.127137588E1
2.534084080E-1,-2.081250191E0,5.115000153E1,-9.937500358E-1,5.120197064E1
2.634084080E-1,-2.268750191E0,5.118750381E1,-1.050000072E0,5.124851485E1
2.734084080E-1,-2.156250000E0,5.124375153E1,-9.375000596E-1,5.129766458E1
2.834084080E-1,-2.137500048E0,5.139375305E1,-9.750000238E-1,5.144742349E1
2.934084080E-1,-2.193750143E0,5.171250153E1,-7.875000238E-1,5.176500275E1
3.034084080E-1,-2.156250000E0,5.131875229E1,-9.187500477E-1,5.137224788E1
3.134084080E-1,-2.437500000E0,5.141250229E1,-1.050000072E0,5.148096054E1
3.234084080E-1,-2.418750048E0,5.141250229E1,-6.375000477E-1,5.147331493E1
3.334084080E-1,-2.343750000E0,5.148750305E1,-5.812500119E-1,5.154409749E1
3.434084080E-1,-2.212500095E0,5.131875229E1,-5.437500477E-1,5.136930170E1
3.534084080E-1,-2.137500048E0,5.154375076E1,-4.687500298E-1,5.159018197E1
3.634084080E-1,-2.175000191E0,5.154375076E1,-4.687500298E-1,5.159174929E1
3.734084080E-1,-2.231250048E0,5.115000153E1,-6.750000119E-1,5.120309325E1
3.834084080E-1,-2.306250095E0,5.143125153E1,-3.937500119E-1,5.148443903E1
3.934084080E-1,-2.100000143E0,5.130000305E1,-4.875000119E-1,5.134528187E1
4.034084080E-1,-2.250000000E0,5.156250381E1,-6.562500000E-1,5.161574337E1
4.134084080E-1,-2.606250048E0,5.152500153E1,-5.250000358E-1,5.159354559E1
4.234084080E-1,-2.662500143E0,5.158125305E1,-7.125000358E-1,5.165483743E1
4.334084080E-1,-2.737500191E0,5.135625076E1,-7.500000000E-1,5.143462744E1
4.434084080E-1,-2.587500095E0,5.122500229E1,-8.812500238E-1,5.129788122E1
4.534084080E-1,-2.437500000E0,5.113125229E1,-6.000000238E-1,5.119283511E1
4.634084080E-1,-2.418750048E0,5.115000153E1,-6.562500000E-1,5.121136272E1
4.734084080E-1,-2.418750048E0,5.105625153E1,-4.875000119E-1,5.111583735E1
4.834084080E-1,-2.418750048E0,5.085000229E1,-4.875000119E-1,5.090982951E1
4.934084080E-1,-2.193750143E0,5.103750229E1,-4.687500298E-1,5.108677819E1
5.034084080E-1,-2.193750143E0,5.105625153E1,-2.437500060E-1,5.110394088E1
5.134084080E-1,-2.381250143E0,5.124375153E1,-3.187500238E-1,5.130003922E1
5.234084080E-1,-2.512500048E0,5.100000381E1,-3.562500179E-1,5.106309783E1
5.334084080E-1,-2.550000191E0,5.131875229E1,-7.875000238E-1,5.138810167E1
5.434084080E-1,-2.812500000E0,5.120625305E1,-7.687500119E-1,5.128919462E1
5.534084080E-1,-2.887500048E0,5.143125153E1,-9.000000358E-1,5.152010569E1
5.634084080E-1,-2.793750048E0,5.124375153E1,-9.187500477E-1,5.132807430E1
5.734084080E-1,-2.568750143E0,5.107500076E1,-1.125000000E0,5.115192866E1
5.834084080E-1,-2.775000095E0,5.086875153E1,-1.275000095E0,5.096033882E1
5.934084080E-1,-2.812500000E0,5.086875153E1,-1.181250095E0,5.096013530E1
6.034084080E-1,-2.756250143E0,5.107500076E1,-9.375000596E-1,5.115790774E1
6.134084080E-1,-3.037500143E0,5.083125305E1,-6.187500358E-1,5.092568650E1
6.234084080E-1,-2.812500000E0,5.098125076E1,-7.875000238E-1,5.106484350E1
6.334084080E-1,-2.756250143E0,5.083125305E1,-6.750000119E-1,5.091039999E1
6.434084080E-1,-2.850000143E0,5.085000229E1,-9.187500477E-1,5.093809316E1
6.534084080E-1,-3.000000000E0,5.077500153E1,-9.562500119E-1,5.087253870E1
6.634084080E-1,-2.737500191E0,5.092500305E1,-6.937500238E-1,5.100324629E1
6.734084080E-1,-2.700000048E0,5.085000229E1,-8.062500358E-1,5.092801559E1
6.834084080E-1,-2.662500143E0,5.107500076E1,-9.562500119E-1,5.115328947E1
6.934084080E-1,-2.418750048E0,5.120625305E1,-9.937500358E-1,5.127297770E1
7.034084080E-1,-2.512500048E0,5.115000153E1,-8.625000119E-1,5.121893418E1
7.134084080E-1,-2.643750191E0,5.120625305E1,-7.875000238E-1,5.128050237E1
7.234084080E-1,-2.512500048E0,5.145000076E1,-6.375000477E-1,5.151525639E1
7.334084080E-1,-2.606250048E0,5.165625381E1,-6.000000238E-1,5.172543956E1
7.434084080E-1,-2.906250000E0,5.188125229E1,-8.812500238E-1,5.197006090E1
7.534084080E-1,-2.643750191E0,5.165625381E1,-7.875000238E-1,5.172985723E1
7.634084080E-1,-2.756250143E0,5.161875153E1,-7.312500477E-1,5.169745787E1
7.734084080E-1,-2.625000000E0,5.163750076E1,-9.187500477E-1,5.171234100E1
7.834084080E-1,-2.587500095E0,5.143125153E1,-8.437500596E-1,5.150321062E1
7.934084080E-1,-2.437500000E0,5.156250381E1,-1.031250000E0,5.163038526E1
8.034084080E-1,-2.437500000E0,5.146875381E1,-9.750000238E-1,5.153566387E1
8.134084080E-1,-2.437500000E0,5.154375076E1,-9.750000238E-1,5.161056359E1
8.234084080E-1,-2.212500095E0,5.141250229E1,-6.562500000E-1,5.146427122E1
8.334084080E-1,-2.550000191E0,5.160000229E1,-6.937500238E-1,5.166763035E1
8.434084080E-1,-2.512500048E0,5.158125305E1,-8.062500358E-1,5.164870146E1
8.534084080E-1,-2.587500095E0,5.156250381E1,-6.937500238E-1,5.163204669E1
8.634084080E-1,-2.531250000E0,5.173125076E1,-8.250000477E-1,5.179971194E1
8.734084080E-1,-2.625000000E0,5.169375229E1,-7.312500477E-1,5.176552306E1
8.834084080E-1,-2.700000048E0,5.171250153E1,-6.750000119E-1,5.178733860E1
8.934084080E-1,-2.625000000E0,5.158125305E1,-8.062500358E-1,5.165429634E1
9.034084080E-1,-2.756250143E0,5.145000076E1,-9.750000238E-1,5.153300029E1
9.134084080E-1,-2.625000000E0,5.130000305E1,-7.312500477E-1,5.137232392E1
9.234084080E-1,-2.700000048E0,5.122500229E1,-6.562500000E-1,5.130030725E1
9.334084080E-1,-2.662500143E0,5.100000381E1,-7.500000000E-1,5.107496252E1
9.434084080E-1,-2.793750048E0,5.083125305E1,-9.187500477E-1,5.091625897E1
9.534084080E-1,-2.625000000E0,5.070000076E1,-9.375000596E-1,5.077656555E1
9.634084080E-1,-2.606250048E0,5.062500381E1,-1.125000000E0,5.070452816E1
9.734084080E-1,-2.531250000E0,5.040000153E1,-9.937500358E-1,5.047330898E1
9.834084080E-1,-2.306250095E0,5.055000305E1,-8.812500238E-1,5.061025785E1
9.934084080E-1,-2.193750143E0,5.081250381E1,-1.125000000E0,5.087227839E1
1.003408408E0,-1.818750024E0,5.083125305E1,-9.187500477E-1,5.087207721E1
1.013408408E0,-1.762500048E0,5.092500305E1,-9.937500358E-1,5.096518303E1
1.023408408E0,-1.181250095E0,5.115000153E1,-7.875000238E-1,5.116969967E1
1.033408408E0,-1.050000072E0,5.118750381E1,-7.500000000E-1,5.120376497E1
1.043408408E0,-8.250000477E-1,5.135625076E1,-7.312500477E-1,5.136808196E1
1.053408408E0,-8.250000477E-1,5.175000381E1,-6.000000238E-1,5.176005719E1
1.063408408E0,-7.875000238E-1,5.171250153E1,-7.312500477E-1,5.172366670E1
1.073408408E0,-8.062500358E-1,5.156250381E1,-8.062500358E-1,5.157510909E1
1.083408408E0,-7.500000000E-1,5.133750153E1,-1.106250048E0,5.135489609E1
1.093408408E0,-5.062500238E-1,5.143125153E1,-1.106250048E0,5.144563841E1
1.103408408E0,-3.187500238E-1,5.135625076E1,-1.087500095E0,5.136875267E1
1.113408408E0,-4.500000179E-1,5.143125153E1,-1.087500095E0,5.144471586E1
1.123408408E0,-3.000000119E-1,5.126250076E1,-1.068750024E0,5.127451815E1
1.133408408E0,-3.750000149E-2,5.085000229E1,-1.050000072E0,5.086085567E1
1.143408408E0,2.250000089E-1,5.073750305E1,-1.293750048E0,5.075449369E1
1.153408408E0,6.750000119E-1,5.049375153E1,-1.275000095E0,5.051435631E1
1.163408408E0,9.000000358E-1,5.038125229E1,-1.237500072E0,5.040448382E1
1.173408408E0,9.375000596E-1,5.028750229E1,-1.200000048E0,5.031055349E1
1.183408408E0,8.625000119E-1,4.985625076E1,-1.368750095E0,4.988249315E1
1.193408408E0,1.218750000E0,4.968750381E1,-1.518750072E0,4.972564719E1
1.203408408E0,1.350000024E0,4.942500305E1,-1.856250048E0,4.947826888E1
1.213408408E0,1.556250095E0,4.953750229E1,-2.081250191E0,4.960562115E1
1.223408408E0,1.668750048E0,4.946250153E1,-1.968750119E0,4.952978660E1
1.233408408E0,1.556250095E0,4.953750229E1,-1.875000119E0,4.959739583E1
1.243408408E0,1.575000048E0,4.965000153E1,-1.987500072E0,4.971472049E1
1.253408408E0,1.800000072E0,4.940625381E1,-2.306250095E0,4.949279448E1
1.263408408E0,1.893750072E0,4.968750381E1,-2.287500143E0,4.977616881E1
1.273408408E0,2.081250191E0,4.948125076E1,-2.156250000E0,4.957191940E1
1.283408408E0,2.118750095E0,4.970625305E1,-2.062500000E0,4.979412215E1
1.293408408E0,2.062500000E0,4.970625305E1,-2.268750191E0,4.980073018E1
1.303408408E0,2.475000143E0,4.985625076E1,-2.250000000E0,4.996832863E1
1.313408408E0,2.906250000E0,4.974375153E1,-2.325000048E0,4.988278992E1
1.323408408E0,3.056250095E0,4.955625153E1,-2.287500143E0,4.970307221E1
1.333408408E0,3.187500238E0,4.951875305E1,-1.950000048E0,4.965953646E1
1.343408408E0,3.243750095E0,4.942500305E1,-2.118750095E0,4.957662699E1
1.353408408E0,3.506250143E0,4.955625153E1,-2.306250095E0,4.973363696E1
