"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.903135400E-2,-4.668750286E0,5.291250229E1,3.037500143E0,5.320485443E1
4.903135400E-2,-3.562500238E0,5.388750076E1,1.650000095E0,5.403033080E1
5.903135400E-2,-4.106250286E0,5.461875153E1,1.481250048E0,5.479291388E1
6.903135400E-2,-4.087500095E0,5.450625229E1,1.406250000E0,5.467738778E1
7.903135400E-2,-4.312500000E0,5.456250381E1,1.256250024E0,5.474707885E1
8.903135400E-2,-4.218750000E0,5.465625381E1,1.106250048E0,5.482998926E1
9.903135400E-2,-4.237500191E0,5.469375229E1,1.181250095E0,5.487037725E1
1.090313540E-1,-4.143750191E0,5.471250153E1,1.200000048E0,5.488231490E1
1.190313540E-1,-4.181250095E0,5.512500381E1,9.937500358E-1,5.529228189E1
1.290313540E-1,-4.425000191E0,5.525625229E1,1.162500024E0,5.544533750E1
1.390313540E-1,-4.387500286E0,5.508750153E1,1.256250024E0,5.527622588E1
1.490313540E-1,-4.481250286E0,5.521875381E1,1.181250095E0,5.541288414E1
1.590313540E-1,-4.312500000E0,5.520000076E1,1.312500000E0,5.538375571E1
1.690313540E-1,-4.312500000E0,5.523750305E1,1.481250048E0,5.542538679E1
1.790313540E-1,-4.368750095E0,5.529375076E1,1.650000095E0,5.549060597E1
1.890313540E-1,-4.462500095E0,5.551875305E1,1.481250048E0,5.571750128E1
1.990313540E-1,-4.462500095E0,5.544375229E1,1.518750072E0,5.564377932E1
2.090313540E-1,-4.368750095E0,5.527500153E1,1.443750024E0,5.546617154E1
2.190313540E-1,-4.181250095E0,5.540625381E1,1.443750024E0,5.558255327E1
2.290313540E-1,-4.293750286E0,5.542500305E1,1.518750072E0,5.561181400E1
2.390313540E-1,-4.387500286E0,5.531250381E1,1.631250024E0,5.551021720E1
2.490313540E-1,-4.406250000E0,5.533125305E1,1.612500072E0,5.552983666E1
2.590313540E-1,-4.293750286E0,5.536875153E1,1.312500000E0,5.555049589E1
2.690313540E-1,-4.256250381E0,5.518125153E1,1.500000000E0,5.536547830E1
2.790313540E-1,-4.143750191E0,5.506875229E1,1.650000095E0,5.524907822E1
2.890313540E-1,-4.237500191E0,5.529375076E1,1.818750024E0,5.548570206E1
2.990313540E-1,-4.443750381E0,5.512500381E1,1.725000024E0,5.533072011E1
3.090313540E-1,-4.218750000E0,5.516250229E1,1.650000095E0,5.534818887E1
3.190313540E-1,-4.012500286E0,5.535000229E1,1.518750072E0,5.551602934E1
3.290313540E-1,-4.087500095E0,5.538750076E1,1.443750024E0,5.555688357E1
3.390313540E-1,-4.162500381E0,5.536875153E1,1.593750119E0,5.554786309E1
3.490313540E-1,-4.368750095E0,5.536875153E1,1.687500119E0,5.556646722E1
3.590313540E-1,-4.443750381E0,5.551875305E1,1.500000000E0,5.571650436E1
3.690313540E-1,-4.500000000E0,5.531250381E1,1.425000072E0,5.551354523E1
3.790313540E-1,-4.368750095E0,5.535000229E1,1.500000000E0,5.554240480E1
3.890313540E-1,-4.650000095E0,5.527500153E1,1.687500119E0,5.549590932E1
3.990313540E-1,-4.968750000E0,5.525625229E1,1.762500048E0,5.550719143E1
4.090313540E-1,-4.893750191E0,5.521875381E1,1.931250095E0,5.546881368E1
4.190313540E-1,-4.818750381E0,5.520000076E1,2.025000095E0,5.544692115E1
4.290313540E-1,-4.706250191E0,5.542500305E1,2.175000191E0,5.566695950E1
4.390313540E-1,-4.781250000E0,5.535000229E1,2.175000191E0,5.559868461E1
4.490313540E-1,-4.800000191E0,5.550000381E1,2.156250000E0,5.574889989E1
4.590313540E-1,-5.062500000E0,5.565000153E1,2.231250048E0,5.592432434E1
4.690313540E-1,-4.856250286E0,5.565000153E1,2.231250048E0,5.590603110E1
4.790313540E-1,-4.668750286E0,5.559375381E1,2.250000000E0,5.583480270E1
4.890313540E-1,-4.631250381E0,5.546250153E1,2.287500143E0,5.570251532E1
4.990313540E-1,-4.762500286E0,5.553750229E1,2.118750095E0,5.578158004E1
5.090313540E-1,-4.781250000E0,5.535000229E1,1.893750072E0,5.558839262E1
5.190313540E-1,-4.762500286E0,5.518125153E1,1.931250095E0,5.542004742E1
5.290313540E-1,-4.631250381E0,5.508750153E1,1.912500024E0,5.531490722E1
5.390313540E-1,-4.312500000E0,5.508750153E1,1.987500072E0,5.529177730E1
5.490313540E-1,-4.518750191E0,5.527500153E1,1.856250048E0,5.549045469E1
5.590313540E-1,-4.743750095E0,5.533125305E1,1.743750095E0,5.556159999E1
5.690313540E-1,-4.912500381E0,5.555625153E1,1.687500119E0,5.579854299E1
5.790313540E-1,-4.912500381E0,5.557500076E1,1.893750072E0,5.582382698E1
5.890313540E-1,-5.175000191E0,5.566875076E1,1.875000119E0,5.594020079E1
5.990313540E-1,-5.306250095E0,5.591250229E1,2.100000143E0,5.620297326E1
6.090313540E-1,-5.381250381E0,5.585625076E1,2.137500048E0,5.615556528E1
6.190313540E-1,-5.681250095E0,5.587500381E1,2.043750048E0,5.620026306E1
6.290313540E-1,-5.737500191E0,5.591250229E1,2.137500048E0,5.624673970E1
6.390313540E-1,-5.756250381E0,5.615625381E1,2.381250143E0,5.650070454E1
6.490313540E-1,-5.737500191E0,5.581875229E1,2.437500000E0,5.616576735E1
6.590313540E-1,-5.887500286E0,5.568750381E1,2.325000048E0,5.604610928E1
6.690313540E-1,-5.718750000E0,5.559375381E1,2.343750000E0,5.593623806E1
6.790313540E-1,-5.793750286E0,5.559375381E1,2.118750095E0,5.593498107E1
6.890313540E-1,-5.943750381E0,5.568750381E1,1.987500072E0,5.603906143E1
6.990313540E-1,-5.812500000E0,5.566875076E1,2.043750048E0,5.600867685E1
7.090313540E-1,-5.718750000E0,5.542500305E1,2.081250191E0,5.575810853E1
7.190313540E-1,-5.568750381E0,5.503125381E1,2.043750048E0,5.535003877E1
7.290313540E-1,-5.812500000E0,5.516250229E1,1.725000024E0,5.549470642E1
7.390313540E-1,-5.662500381E0,5.531250381E1,1.725000024E0,5.562834362E1
7.490313540E-1,-5.606250286E0,5.529375076E1,1.987500072E0,5.561275998E1
7.590313540E-1,-5.718750000E0,5.523750305E1,1.968750119E0,5.556763286E1
7.690313540E-1,-5.850000381E0,5.512500381E1,2.231250048E0,5.547942886E1
7.790313540E-1,-6.168750286E0,5.506875229E1,2.193750143E0,5.545659112E1
7.890313540E-1,-6.150000095E0,5.497500229E1,2.250000000E0,5.536366930E1
7.990313540E-1,-6.318750381E0,5.520000076E1,2.081250191E0,5.559944508E1
8.090313540E-1,-6.187500477E0,5.523750305E1,2.343750000E0,5.563236531E1
8.190313540E-1,-6.131250381E0,5.518125153E1,2.250000000E0,5.556640398E1
8.290313540E-1,-6.375000477E0,5.506875229E1,2.062500000E0,5.547487734E1
8.390313540E-1,-6.056250095E0,5.514375305E1,2.081250191E0,5.551435191E1
8.490313540E-1,-5.793750286E0,5.508750153E1,2.025000095E0,5.542834106E1
8.590313540E-1,-5.831250191E0,5.505000305E1,1.950000048E0,5.539231729E1
