23:00:28.872	0.00
23:00:28.872	0.00
23:00:28.872	-0.00
23:00:28.967	-0.00
23:00:29.045	-0.00
23:00:29.139	0.00
23:00:29.236	0.00
23:00:29.327	0.00
23:00:29.406	-0.00
23:00:29.501	-0.00
23:00:29.595	-0.00
23:00:29.689	-0.00
23:00:29.768	-0.00
23:00:29.862	0.00
23:00:29.956	0.00
23:00:30.050	0.00
23:00:30.129	0.00
23:00:30.224	0.00
23:00:30.303	0.00
23:00:30.412	-0.00
23:00:30.507	0.00
23:00:30.585	-0.00
23:00:30.680	-0.00
23:00:30.774	-0.00
23:00:30.853	0.00
23:00:30.947	0.01
23:00:31.042	0.01
23:00:31.136	0.01
23:00:31.215	0.01
23:00:31.326	0.01
23:00:31.404	0.01
23:00:31.499	0.01
23:00:31.593	0.01
23:00:31.671	0.01
23:00:31.797	0.02
23:00:31.860	0.02
23:00:31.954	0.02
23:00:32.048	0.02
23:00:32.126	0.01
23:00:32.221	0.01
23:00:32.315	0.01
23:00:32.409	0.01
23:00:32.488	0.01
23:00:32.582	0.01
23:00:32.679	0.01
23:00:32.772	0.01
23:00:32.867	0.01
23:00:32.945	0.01
23:00:33.040	0.02
23:00:33.134	0.02
23:00:33.228	0.02
23:00:33.307	0.02
23:00:33.402	0.02
23:00:33.496	0.01
23:00:33.591	0.01
23:00:33.669	0.01
23:00:33.763	0.01
23:00:33.858	0.01
23:00:33.952	0.01
23:00:34.030	0.01
23:00:34.140	0.01
23:00:34.219	0.01
23:00:34.314	0.01
23:00:34.408	0.01
23:00:34.486	0.01
23:00:34.612	-0.00
23:00:34.675	-0.01
23:00:34.769	-0.01
23:00:34.863	-0.01
23:00:34.942	-0.01
23:00:35.036	-0.01
23:00:35.130	-0.02
23:00:35.225	-0.02
23:00:35.319	-0.02
23:00:35.403	-0.02
23:00:35.493	-0.02
23:00:35.587	-0.02
23:00:35.687	-0.02
23:00:35.760	-0.01
23:00:35.854	-0.01
23:00:35.949	-0.01
23:00:36.048	-0.01
23:00:36.122	0.16
23:00:36.217	0.38
23:00:36.311	0.76
23:00:36.405	3.79
23:00:36.489	7.72
23:00:36.578	10.55
23:00:36.672	11.49
23:00:36.767	12.13
23:00:36.845	16.20
23:00:36.961	21.27
23:00:37.034	26.81
23:00:37.128	31.69
23:00:37.223	39.44
23:00:37.317	47.27
23:00:37.396	59.79
23:00:37.491	70.80
23:00:37.585	81.54
23:00:37.679	93.94
23:00:37.757	106.41
23:00:37.852	120.40
23:00:37.947	130.21
23:00:38.041	142.96
23:00:38.120	156.46
23:00:38.214	171.55
23:00:38.311	188.29
23:00:38.403	202.19
23:00:38.497	216.83
23:00:38.576	228.86
23:00:38.670	244.63
23:00:38.764	262.96
23:00:38.859	282.94
