23:30:12.668	0.05
23:30:12.668	0.05
23:30:12.668	0.05
23:30:12.668	0.05
23:30:12.746	0.05
23:30:12.816	0.06
23:30:12.919	0.06
23:30:13.017	0.06
23:30:13.108	0.06
23:30:13.187	0.06
23:30:13.281	0.07
23:30:13.375	0.07
23:30:13.469	0.07
23:30:13.570	0.07
23:30:13.643	0.06
23:30:13.738	0.06
23:30:13.831	0.06
23:30:13.909	0.07
23:30:13.988	0.07
23:30:14.104	0.07
23:30:14.193	0.07
23:30:14.279	0.07
23:30:14.373	0.07
23:30:14.452	0.06
23:30:14.546	0.06
23:30:14.640	0.06
23:30:14.735	0.06
23:30:14.813	0.05
23:30:14.923	0.05
23:30:15.001	0.05
23:30:15.095	0.05
23:30:15.190	0.05
23:30:15.268	0.05
23:30:15.362	0.05
23:30:15.456	0.05
23:30:15.550	0.05
23:30:15.650	0.05
23:30:15.724	0.05
23:30:15.834	0.04
23:30:15.913	0.05
23:30:16.007	0.05
23:30:16.101	0.05
23:30:16.180	0.05
23:30:16.274	0.06
23:30:16.368	0.06
23:30:16.463	0.06
23:30:16.557	0.06
23:30:16.636	0.07
23:30:16.731	0.06
23:30:16.825	0.07
23:30:16.923	0.07
23:30:16.997	0.07
23:30:17.092	0.07
23:30:17.190	0.07
23:30:17.280	0.07
23:30:17.359	0.08
23:30:17.469	0.08
23:30:17.547	0.08
23:30:17.641	0.08
23:30:17.736	0.08
23:30:17.814	0.08
23:30:17.908	0.08
23:30:18.003	0.08
23:30:18.097	0.08
23:30:18.191	0.08
23:30:18.269	0.08
23:30:18.363	0.09
23:30:18.458	0.09
23:30:18.552	0.09
23:30:18.631	0.08
23:30:18.724	0.08
23:30:18.820	0.08
23:30:18.914	0.08
23:30:18.993	0.07
23:30:19.103	0.07
23:30:19.181	0.07
23:30:19.286	0.07
23:30:19.359	0.07
23:30:19.453	0.07
23:30:19.547	0.07
23:30:19.641	0.07
23:30:19.736	0.07
23:30:19.803	0.06
23:30:19.909	0.06
23:30:20.003	0.06
23:30:20.097	0.06
23:30:20.176	0.06
23:30:20.270	0.06
23:30:20.364	0.07
23:30:20.459	0.07
23:30:20.553	0.08
23:30:20.631	0.08
23:30:20.731	0.08
23:30:20.819	0.08
23:30:20.913	0.08
23:30:21.008	0.08
23:30:21.086	0.08
23:30:21.180	0.08
23:30:21.274	0.08
23:30:21.369	0.08
23:30:21.448	0.08
23:30:21.542	0.08
23:30:21.637	0.08
23:30:21.733	0.08
23:30:21.809	0.08
23:30:21.904	0.08
23:30:21.998	0.08
23:30:22.093	0.08
23:30:22.187	0.08
23:30:22.265	0.09
23:30:22.359	0.09
23:30:22.454	0.13
23:30:22.534	0.73
23:30:22.627	4.11
23:30:22.737	10.46
23:30:22.815	19.25
23:30:22.899	27.06
23:30:23.004	33.52
23:30:23.082	36.59
23:30:23.177	38.67
23:30:23.271	42.59
23:30:23.349	51.80
23:30:23.444	59.72
23:30:23.538	66.31
23:30:23.637	75.87
23:30:23.711	85.79
23:30:23.821	97.19
23:30:23.899	108.51
23:30:23.993	119.49
23:30:24.088	131.18
23:30:24.172	148.13
23:30:24.264	156.90
23:30:24.358	162.33
23:30:24.457	168.39
23:30:24.531	174.41
23:30:24.641	183.62
23:30:24.719	198.93
23:30:24.813	215.41
23:30:24.907	231.02
23:30:25.002	241.19
23:30:25.080	251.56
23:30:25.175	260.03
23:30:25.269	270.36
23:30:25.363	280.36
23:30:25.441	288.55
23:30:25.536	296.33
23:30:25.630	304.79
23:30:25.724	306.02
23:30:25.803	307.99
23:30:25.897	318.04
23:30:25.991	328.97
23:30:26.086	341.68
23:30:26.165	354.93
23:30:26.274	368.48
23:30:26.353	382.84
23:30:26.447	393.56
23:30:26.548	404.50
23:30:26.622	419.46
23:30:26.716	436.52
23:30:26.812	451.93
23:30:26.909	465.60
23:30:26.985	479.56
23:30:27.080	493.46
23:30:27.178	507.66
23:30:27.255	522.27
23:30:27.366	533.48
23:30:27.444	544.06
23:30:27.538	553.49
23:30:27.632	562.77
23:30:27.711	569.67
23:30:27.805	574.66
23:30:27.899	578.70
23:30:27.994	580.47
23:30:28.093	580.47
23:30:28.167	577.26
23:30:28.261	571.63
23:30:28.355	564.92
23:30:28.449	557.65
23:30:28.527	550.02
23:30:28.622	541.86
23:30:28.716	532.91
23:30:28.811	522.70
23:30:28.889	512.03
23:30:28.999	501.66
23:30:29.078	490.49
23:30:29.172	477.78
23:30:29.267	464.64
23:30:29.346	452.25
23:30:29.439	440.43
23:30:29.533	430.82
23:30:29.628	425.01
23:30:29.723	420.51
23:30:29.805	417.17
23:30:29.897	414.56
23:30:29.991	412.14
23:30:30.089	410.23
23:30:30.171	408.09
23:30:30.262	402.87
23:30:30.359	401.02
23:30:30.441	398.17
23:30:30.552	393.48
23:30:30.611	388.98
23:30:30.721	378.40
23:30:30.799	356.74
23:30:30.894	331.50
23:30:30.988	306.18
23:30:31.083	280.87
23:30:31.161	255.56
23:30:31.256	230.26
23:30:31.349	204.95
23:30:31.443	179.64
23:30:31.538	154.33
23:30:31.616	129.66
23:30:31.711	105.18
23:30:31.806	83.70
23:30:31.900	62.72
23:30:31.979	39.56
23:30:32.073	18.54
23:30:32.167	3.76
23:30:32.261	0.09
23:30:32.355	0.02
23:30:32.434	0.01
23:30:32.528	0.02
23:30:32.622	0.03
23:30:32.722	0.03
23:30:32.796	0.03
23:30:32.890	0.03
23:30:32.984	0.03
23:30:33.079	0.03
23:30:33.157	0.03
23:30:33.251	0.03
23:30:33.346	0.03
23:30:33.440	0.03
23:30:33.534	0.03
23:30:33.613	0.04
23:30:33.707	0.04
23:30:33.805	0.04
23:30:33.896	0.04
23:30:33.974	0.03
23:30:34.068	0.03
23:30:34.162	0.03
23:30:34.255	0.03
23:30:34.347	0.03
23:30:34.442	0.03
23:30:34.536	0.02
23:30:34.614	0.02
23:30:34.709	0.02
23:30:34.803	0.02
23:30:34.882	0.03
23:30:34.976	0.03
23:30:35.071	0.03
23:30:35.165	0.03
23:30:35.259	0.03
23:30:35.338	0.03
23:30:35.431	0.03
23:30:35.542	0.03
23:30:35.620	0.03
23:30:35.714	0.03
23:30:35.797	0.04
23:30:35.904	0.04
23:30:35.967	0.03
23:30:36.077	0.04
23:30:36.171	0.04
23:30:36.249	0.04
23:30:36.349	0.05
23:30:36.438	0.05
23:30:36.532	0.05
23:30:36.611	0.05
23:30:36.705	0.05
23:30:36.800	0.05
23:30:36.894	0.05
23:30:36.973	0.05
23:30:37.067	0.06
23:30:37.162	0.06
23:30:37.255	0.06
23:30:37.350	0.06
23:30:37.429	0.06
23:30:37.523	0.06
23:30:37.617	0.07
23:30:37.712	0.07
23:30:37.806	0.07
23:30:37.888	0.06
23:30:37.979	0.06
23:30:38.073	0.06
23:30:38.151	0.06
23:30:38.245	0.07
23:30:38.340	0.06
23:30:38.434	0.06
23:30:38.528	0.06
23:30:38.607	0.06
23:30:38.701	0.06
23:30:38.796	0.06
23:30:38.890	0.06
23:30:38.985	0.06
23:30:39.065	0.07
23:30:39.158	0.07
