t, s[0].ω, s[0].φ 
1.0469999999999948, -3.617337083101169, 2.017355989212752 
1.0479999999999947, -3.6952976723011988, 2.0136996654367136 
1.0489999999999946, -3.773170316086466, 2.0099654229098687 
1.0499999999999945, -3.8509289459220133, 2.006153362515559 
1.0509999999999944, -3.928546354434697, 2.002263611777974 
1.0519999999999943, -4.00599423256972, 1.9982963259828765 
1.0529999999999942, -4.0832432123598315, 1.9942516892583693 
1.053999999999994, -4.160262915283453, 1.9901299156100933 
1.054999999999994, -4.237022006138287, 1.985931249905301 
1.0559999999999938, -4.3134882523051665, 1.9816559688003479 
1.0569999999999937, -4.3896285882237205, 1.9773043816062976 
1.0579999999999936, -4.465409184847471, 1.97287683108754 
1.0589999999999935, -4.540795523792057, 1.9683736941885799 
1.0599999999999934, -4.615752475837164, 1.9637953826844716 
1.0609999999999933, -4.690244383391255, 1.959142343750734 
1.0619999999999932, -4.764235146479212, 1.9544150604490014 
1.062999999999993, -4.837688311767321, 1.9496140521251246 
1.063999999999993, -4.910567164098492, 1.9447398747169478 
1.0649999999999928, -4.982834819973987, 1.9397931209695263 
1.0659999999999927, -5.054454322386954, 1.9347744205561368 
1.0669999999999926, -5.125388736388319, 1.9296844401040356 
1.0679999999999925, -5.195601244747692, 1.9245238831245488 
1.0689999999999924, -5.265055243061283, 1.9192934898477239 
1.0699999999999923, -5.333714433655675, 1.9139940369624215 
1.0709999999999922, -5.401542917640935, 1.9086263372633747 
1.071999999999992, -5.468505284478867, 1.9031912392073855 
1.072999999999992, -5.534566698452245, 1.8976896263814529 
1.0739999999999919, -5.599692981448234, 1.892122416886226 
1.0749999999999917, -5.663850691503612, 1.8864905626387496 
1.0759999999999916, -5.727007196600304, 1.8807950485989973 
1.0769999999999915, -5.789130743246468, 1.8750368919251814 
1.0779999999999914, -5.850190519430197, 1.8692171410632619 
1.0789999999999913, -5.910156711589091, 1.8633368747764674 
1.0799999999999912, -5.969000555298432, 1.857397201120965 
1.080999999999991, -6.026694379442733, 1.8513992563740833 
1.081999999999991, -6.083211643698946, 1.845344203921697 
1.0829999999999909, -6.138526969223672, 1.8392332331115193 
1.0839999999999907, -6.192616162500417, 1.833067558079128 
1.0849999999999906, -6.245456232365354, 1.8268484165535572 
1.0859999999999905, -6.297025400290342, 1.8205770686492455 
1.0869999999999904, -6.347303104059359, 1.8142547956510175 
1.0879999999999903, -6.3962699950283985, 1.8078828987986157 
1.0889999999999902, -6.443907929208555, 1.8014626980770831 
1.08999999999999, -6.490199952457149, 1.794995531019034 
1.09099999999999, -6.5351302801018605, 1.7884827515245465 
1.0919999999999899, -6.578684271357696, 1.7819257287040657 
1.0929999999999898, -6.620848398926107, 1.7753258457493324 
1.0939999999999896, -6.661610214189599, 1.7686844988369508 
1.0949999999999895, -6.700958308433828, 1.762003096068784 
1.0959999999999894, -6.738882270542538, 1.7552830564529303 
1.0969999999999893, -6.775372641619064, 1.7485258089285762 
1.0979999999999892, -6.8104208669916835, 1.7417327914375784 
1.098999999999989, -6.844019246059294, 1.7349054500451544 
1.099999999999989, -6.876160880428997, 1.7280452381116214 
1.1009999999999889, -6.9068396207887135, 1.7211536155166658 
1.1019999999999888, -6.9360500129462705, 1.714232047937192 
1.1029999999999887, -6.963787243451998, 1.707282006179375 
1.1039999999999885, -6.990047085205191, 1.7003049655651308 
1.1049999999999884, -7.01482584342623, 1.6933024053728285 
1.1059999999999883, -7.038120302356181, 1.6862758083316962 
1.1069999999999882, -7.059927673024667, 1.6792266601690196 
1.107999999999988, -7.080245542405107, 1.6721564492089063 
1.108999999999988, -7.099071824254373, 1.6650666660210753 
1.1099999999999879, -7.1164047119118194, 1.657958803117849 
1.1109999999999878, -7.132242633310765, 1.6508343546972608 
1.1119999999999877, -7.146584208434011, 1.6436948164299474 
1.1129999999999876, -7.159428209424134, 1.636541685287274 
1.1139999999999874, -7.170773523539116, 1.629376459407943 
1.1149999999999873, -7.1806191191245485, 1.6222006380001504 
1.1159999999999872, -7.1889640147552045, 1.6150157212761995 
1.1169999999999871, -7.195807251681185, 1.6078232104163288 
1.117999999999987, -7.201147869697199, 1.6006246075583928 
1.118999999999987, -7.2049848865377015, 1.593421415809918 
1.1199999999999868, -7.20731728088554, 1.5862151392789643 
1.1209999999999867, -7.20814397906742, 1.5790072831201378 
1.1219999999999866, -7.20746384549567, 1.5717993535920423 
1.1229999999999865, -7.205275676902447, 1.5645928581223927 
1.1239999999999863, -7.201578200399446, 1.5573893053769865 
1.1249999999999862, -7.196370075383245, 1.5501902053286922 
1.1259999999999861, -7.189649899293505, 1.5429970693226058 
1.126999999999986, -7.181416217218062, 1.5358114101335252 
1.127999999999986, -7.1756326240056225, 1.528633818332424 
1.1289999999999858, -7.169376260128202, 1.521461210733629 
1.1299999999999857, -7.161882322089362, 1.5142954783520983 
1.1309999999999856, -7.153151587886934, 1.507137858371804 
1.1319999999999855, -7.143184833182219, 1.4999895872017834 
1.1329999999999854, -7.13198285535595, 1.4928519004666692 
1.1339999999999852, -7.119546500182704, 1.4857260329718465 
1.1349999999999851, -7.105876691030319, 1.4786132186406655 
1.135999999999985, -7.090974460478985, 1.4715146904212348 
1.136999999999985, -7.074840984241859, 1.4644316801604347 
1.1379999999999848, -7.0574776172554445, 1.4573654184429132 
1.1389999999999847, -7.03888593179349, 1.4503171343929677 
1.1399999999999846, -7.019067757442879, 1.4432880554373668 
1.1409999999999845, -6.998025222764033, 1.436279407027339 
1.1419999999999844, -6.975760798441753, 1.4292924123181385 
1.1429999999999843, -6.952277341715364, 1.4223282918048026 
1.1439999999999841, -6.927578141859697, 1.4153882629129333 
1.144999999999984, -6.90166696647095, 1.408473539543575 
1.145999999999984, -6.874548108294129, 1.401585331571512 
1.1469999999999838, -6.8462264323117745, 1.3947248442965847 
1.1479999999999837, -6.816707422797346, 1.3878932778479083 
1.1489999999999836, -6.785997230021211, 1.3810918265411867 
1.1499999999999835, -6.754102716283073, 1.3743216781896281 
1.1509999999999834, -6.721031500932096, 1.367584013369307 
1.1519999999999833, -6.686792004025403, 1.3608800046401552 
1.1529999999999831, -6.651393488267309, 1.3542108157241277 
1.153999999999983, -6.6148460988659386, 1.3475776006424363 
1.154999999999983, -6.577160900941169, 1.3409815028141228 
1.1559999999999828, -6.538349914118382, 1.3344236541186008 
1.1569999999999827, -6.498426143946608, 1.3279051739251608 
1.1579999999999826, -6.4574036097875345, 1.3214271680927947 
1.1589999999999825, -6.415297368833784, 1.3149907279440367 
1.1599999999999824, -6.372123535930893, 1.3085969292168596 
1.1609999999999823, -6.327899298897738, 1.302246830998974 
1.1619999999999822, -6.282642929064686, 1.2959414746491789 
1.162999999999982, -6.236373786777488, 1.2896818827106673 
1.163999999999982, -6.189112321647752, 1.2834690578214423 
1.1649999999999818, -6.140880067367441, 1.2773039816271847 
1.1659999999999817, -6.091699630945084, 1.2711876137020865 
1.1669999999999816, -6.041594676264695, 1.2651208904832794 
1.1679999999999815, -5.990589901914502, 1.2591047242245683 
1.1689999999999814, -5.938711013280828, 1.2531400019752053 
1.1699999999999813, -5.8859846889523215, 1.2472275845894192 
1.1709999999999812, -5.832438541530535, 1.24136830577235 
1.171999999999981, -5.7781010729939055, 1.2355629711679086 
1.172999999999981, -5.723001624812831, 1.2298123574939166 
1.1739999999999808, -5.667170323062937, 1.2241172117296544 
1.1749999999999807, -5.610638018831184, 1.2184782503606761 
1.1759999999999806, -5.5534362242543525, 1.212896158685432 
1.1769999999999805, -5.495597044571048, 1.2073715901878797 
1.1779999999999804, -5.437153106606061, 1.201905165979862 
1.1789999999999803, -5.378137484139047, 1.1964974743166001 
1.1799999999999802, -5.318583620637712, 1.1911490701881726 
1.18099999999998, -5.258525249858416, 1.185860474989374 
1.18199999999998, -5.197996314834155, 1.1806321762698204 
1.1829999999999798, -5.137030885781006, 1.1754646275656535 
1.1839999999999797, -5.075663077459148, 1.170358248313655 
1.1849999999999796, -5.013926966523585, 1.1653134238480494 
1.1859999999999795, -4.951856509392755, 1.1603305054797401 
1.1869999999999794, -4.889485461150503, 1.1554098106572035 
1.1879999999999793, -4.826847295978762, 1.1505516232077548 
1.1889999999999792, -4.763975129595035, 1.1457561936574177 
1.189999999999979, -4.700901644140974, 1.1410237396271663 
1.190999999999979, -4.637659015936387, 1.1363544463028794 
1.1919999999999789, -4.574278846477569, 1.1317484669759474 
1.1929999999999787, -4.510792097020481, 1.1272059236511158 
1.1939999999999786, -4.447229027048627, 1.1227269077178261 
1.1949999999999785, -4.383619136883228, 1.1183114806810368 
1.1959999999999784, -4.31999111464992, 1.113959674947272 
1.1969999999999783, -4.2563727877725945, 1.109671494661452 
1.1979999999999782, -4.192791079121445, 1.1054469165899126 
1.198999999999978, -4.129271967899629, 1.10128589104491 
1.199999999999978, -4.065840455311484, 1.0971883428458524 
1.2009999999999779, -4.002520535015563, 1.0931541723124683 
1.2019999999999778, -3.939335168328177, 1.089183256285142 
1.2029999999999776, -3.8763062641080803, 1.085275449167699 
1.2039999999999775, -3.8134546632206052, 1.0814305839880058 
1.2049999999999774, -3.7508001274502227, 1.0776484734718699 
1.2059999999999773, -3.6883613327043068, 1.0739289111258674 
1.2069999999999772, -3.6261558663279083, 1.0702716723248966 
1.207999999999977, -3.564200228329638, 1.0666765154004416 
1.208999999999977, -3.502509836302323, 1.0631431827257463 
1.2099999999999769, -3.441099033808849, 1.0596714017943143 
1.2109999999999768, -3.379981101993467, 1.0562608862883904 
1.2119999999999767, -3.3191682741716573, 1.0529113371343213 
1.2129999999999765, -3.258671753147284, 1.0496224435419401 
1.2139999999999764, -3.19850173100399, 1.0463938840253781 
1.2149999999999763, -3.138667411118443, 1.0432253274029513 
1.2159999999999762, -3.079177032145863, 1.0401164337740274 
1.216999999999976, -3.0200378937330385, 1.0370668554710245 
1.217999999999976, -2.961256383720562, 1.0340762379849318 
1.2189999999999759, -2.902838006603999, 1.0311442208629797 
1.2199999999999758, -2.8447874130329867, 1.0282704385773127 
1.2209999999999757, -2.7871084301375624, 1.0254545213637318 
1.2219999999999756, -2.729804092482182, 1.0226960960297813 
1.2229999999999754, -2.6728766734596716, 1.0199947867316457 
1.2239999999999753, -2.616327716949609, 1.0173502157195076 
1.2249999999999752, -2.5601580690781582, 1.014762004051182 
1.225999999999975, -2.5043679099290497, 1.012229772274005 
1.226999999999975, -2.448956785068052, 1.0097531410750926 
1.227999999999975, -2.393923636755815, 1.0073317319002209 
1.2289999999999748, -2.339266834736258, 1.0049651675416982 
1.2299999999999747, -2.284984206499639, 1.002653072695702 
1.2309999999999746, -2.231073066931014, 1.000395074489654 
1.2319999999999744, -2.177530247265892, 0.9981908029802872 
1.2329999999999743, -2.1243521232854667, 0.9960398916231322 
1.2339999999999742, -2.071534642693832, 0.9939419777142123 
1.2349999999999741, -2.019073351629044, 0.991896702804792 
1.235999999999974, -1.9669634202687143, 0.9899037130900631 
1.236999999999974, -1.9151996674990628, 0.9879626597726922 
1.2379999999999738, -1.863776584623978, 0.9860731994021769 
1.2389999999999737, -1.812688358097637, 0.9842349941909803 
1.2399999999999736, -1.7619288912706605, 0.9824477123084256 
1.2409999999999735, -1.7114918251456155, 0.9807110281533398 
1.2419999999999733, -1.6613705581429472, 0.9790246226064361 
1.2429999999999732, -1.6115582648831661, 0.9773881832634246 
1.2439999999999731, -1.5620479139953376, 0.9758014046498272 
1.244999999999973, -1.5128322849656612, 0.9742639884184658 
1.245999999999973, -1.4639039840432113, 0.9727756435305751 
1.2469999999999728, -1.4152554592227622, 0.9713360864214722 
1.2479999999999727, -1.3668790143270824, 0.9699450411516963 
1.2489999999999726, -1.3187668222131665, 0.9686022395445063 
1.2499999999999725, -1.270910937128626, 0.9673074213105982 
1.2509999999999724, -1.2233033062458973, 0.966060334160881 
1.2519999999999722, -1.1759357804030852, 0.9648607339081166 
1.2529999999999721, -1.1288001240811592, 0.9637083845582035 
1.253999999999972, -1.0818880246478924, 0.9626030583918525 
1.254999999999972, -1.0351911008994048, 0.9615445360373717 
1.2559999999999718, -0.9887009109304529, 0.9605326065352492 
1.2569999999999717, -0.9424089593647408, 0.9595670673951874 
1.2579999999999716, -0.8963067039765136, 0.9586477246462136 
1.2589999999999715, -0.8503855617345651, 0.9577743928804614 
1.2599999999999714, -0.8046369142995607, 0.9569468952911829 
1.2609999999999713, -0.7590521130052601, 0.9561650637055253 
1.2619999999999711, -0.7136224833538412, 0.9554287386125705 
1.262999999999971, -0.6683393290550871, 0.9547377691871107 
1.263999999999971, -0.6231939356387171, 0.9540920133096006 
1.2649999999999708, -0.5781775736686313, 0.9534913375826981 
1.2659999999999707, -0.5332815015873116, 0.952935617344779 
1.2669999999999706, -0.4884969682180774, 0.9524247366807796 
1.2679999999999705, -0.443815214952362, 0.9519585884306974 
1.2689999999999704, -0.3992274776486365, 0.9515370741960505 
1.2699999999999703, -0.3547249882690956, 0.951160104344572 
1.2709999999999702, -0.3102989762797198, 0.9508275980133875 
1.27199999999997, -0.26594066983885994, 0.9505394831109002 
1.27299999999997, -0.22164129679904937, 0.9502956963175839 
1.2739999999999698, -0.1773920855463457, 0.9500961830858562 
1.2749999999999697, -0.1331842657011398, 0.9499408976391841 
1.2759999999999696, -0.0890090687040471, 0.9498298029705485 
1.2769999999999695, -0.044857728310215984, 0.9497628708403703 
1.2779999999999694, -0.0007214810151619372, 0.9497400817739777 
1.2789999999999693, 0.04340843356495195, 0.949761425058674 
1.2799999999999692, 0.08754077233579673, 0.9498268987404361 
1.280999999999969, 0.13168428836741478, 0.9499365096202597 
1.281999999999969, 0.1758477305141383, 0.9500902732501358 
1.2829999999999688, 0.22003984298919477, 0.9502882139286277 
1.2839999999999687, 0.26426936487123925, 0.9505303646959895 
1.2849999999999686, 0.30854502951993507, 0.9508167673287481 
1.2859999999999685, 0.35287556387753943, 0.9511474723336455 
1.2869999999999684, 0.3972696876332419, 0.9515225389408162 
1.2879999999999683, 0.44173611222674664, 0.9519420350960502 
1.2889999999999682, 0.48628353966729865, 0.9524060374519701 
1.289999999999968, 0.5309206611440178, 0.9529146313579232 
1.290999999999968, 0.5756561554030417, 0.9534679108483718 
1.2919999999999678, 0.6204986868665824, 0.9540659786295317 
1.2929999999999677, 0.6654569034685801, 0.954708946063991 
1.2939999999999676, 0.7105394341812029, 0.9553969331530124 
1.2949999999999675, 0.7557548862059861, 0.9561300685161958 
1.2959999999999674, 0.8011118418029513, 0.9569084893681535 
1.2969999999999673, 0.8466188547305903, 0.9577323414918234 
1.2979999999999672, 0.8922844462691565, 0.958601779208014 
1.298999999999967, 0.9381171007992833, 0.9595169653407546 
1.299999999999967, 0.9841252609075597, 0.9604780711779889 
1.3009999999999668, 1.0303173219903419, 0.9614852764271264 
1.3019999999999667, 1.0767016263267912, 0.9625387691649342 
1.3029999999999666, 1.123286456591899, 0.9636387457812242 
1.3039999999999665, 1.170080028780123, 0.9647854109157616 
1.3049999999999664, 1.2170904845102162, 0.9659789773877899 
1.3059999999999663, 1.264325882681907, 0.9672196661175386 
1.3069999999999662, 1.3117941904552992, 0.968507706039052 
1.307999999999966, 1.3595032735242258, 0.9698433340036468 
1.308999999999966, 1.4074608856553363, 0.9712267946732773 
1.3099999999999659, 1.4556746574654291, 0.9726583404030626 
1.3109999999999657, 1.5041520844105087, 0.9741382311121979 
1.3119999999999656, 1.5529005139612446, 0.9756667341424503 
1.3129999999999655, 1.6019271319409891, 0.977244124103414 
1.3139999999999654, 1.6512389480042777, 0.9788706827036747 
1.3149999999999653, 1.7008427802358306, 0.9805466985670149 
1.3159999999999652, 1.750745238852514, 0.9822724670327707 
1.316999999999965, 1.8009527089935407, 0.9840482899394357 
1.317999999999965, 1.8514713325874075, 0.9858744753905947 
1.3189999999999649, 1.9023069892877211, 0.987751337502259 
1.3199999999999648, 1.9534652764741696, 0.98967919613067 
1.3209999999999646, 2.0049514883194792, 0.9916583765796372 
1.3219999999999645, 2.056770593928292, 0.9936892092864774 
1.3229999999999644, 2.108927214559497, 0.9957720294856343 
1.3239999999999643, 2.161425599949705, 0.9979071768490682 
1.3249999999999642, 2.2142696037622476, 1.0000949951025306 
1.325999999999964, 2.2674626581933395, 1.0023358316168631 
1.326999999999964, 2.3210077477748596, 1.0046300369734962 
1.3279999999999639, 2.374907382421585, 1.0069779645033703 
1.3289999999999638, 2.4291635697796288, 1.009379969798548 
1.3299999999999637, 2.483777786942287, 1.0118364101958537 
1.3309999999999635, 2.538750951609445, 1.014347644231943 
1.3319999999999634, 2.5940833927771094, 1.0169140310692897 
1.3329999999999633, 2.649774821054453, 1.019535929892667 
1.3339999999999632, 2.705824298716929, 1.022213699275804 
1.334999999999963, 2.7622302096154754, 1.0249476965180138 
1.335999999999963, 2.818990229073459, 1.0277382769507117 
1.3369999999999629, 2.8761012939147554, 1.0305857932138849 
1.3379999999999628, 2.933559572778058, 1.0334905945027186 
1.3389999999999627, 2.991360436884076, 1.0364530257847497 
1.3399999999999626, 3.049498431433525, 1.039473426988086 
1.3409999999999624, 3.10796724782464, 1.0425521321614193 
1.3419999999999623, 3.1667596968890894, 1.0456894686067455 
1.3429999999999622, 3.225867683354576, 1.0488857559859182 
1.3439999999999621, 3.2852821817507563, 1.0521413054023674 
1.344999999999962, 3.3449932139823026, 1.0554564184595383 
1.345999999999962, 3.404989828798694, 1.058831386297833 
1.3469999999999618, 3.4652600833944676, 1.0622664886120659 
1.3479999999999617, 3.52579102737599, 1.0657619926516855 
1.3489999999999616, 3.586568689331096, 1.0693181522062416 
1.3499999999999615, 3.64757806623599, 1.0729352065788238 
1.3509999999999613, 3.708803115929444, 1.07661337955042 
1.3519999999999612, 3.7702267528773774, 1.0803528783383771 
1.3529999999999611, 3.8318308474412035, 1.0841538925523597 
1.353999999999961, 3.8935962288507926, 1.0880165931514147 
1.354999999999961, 3.955502692067417, 1.0919411314059373 
1.3559999999999608, 4.017529008703563, 1.095927637868517 
1.3569999999999607, 4.079652942145031, 1.0999762213577926 
1.3579999999999606, 4.141851266996309, 1.1040869679595822 
1.3589999999999605, 4.2040997929429205, 1.1082599400496598 
1.3599999999999604, 4.266373393094435, 1.112495175342632 
1.3609999999999602, 4.328646036839276, 1.116792685971411 
1.3619999999999601, 4.3908908272076825, 1.1211524576018002 
1.36299999999996, 4.453080042702414, 1.125574448586679 
1.36399999999996, 4.5151851835184384, 1.1300585891642239 
1.3649999999999598, 4.5771770220333465, 1.134604780704495 
1.3659999999999597, 4.639025657410002, 1.1392128950085834 
1.3669999999999596, 4.70070057411253, 1.1438827736643378 
1.3679999999999595, 4.762170704096663, 1.1486142274624649 
1.3689999999999594, 4.82340449239628, 1.1534070358765436 
1.3699999999999593, 4.884369965790301, 1.158260946610194 
1.3709999999999591, 4.945034804198419, 1.1631756752143085 
1.371999999999959, 5.00536641442121, 1.1681509047768839 
1.372999999999959, 5.0653320058102915, 1.1731862856875954 
1.3739999999999588, 5.124898667428139, 1.178281435478823 
1.3749999999999587, 5.184033446235234, 1.18343593874439 
1.3759999999999586, 5.242703425824905, 1.1886493471368051 
1.3769999999999585, 5.300875805213889, 1.1939211794433076 
1.3779999999999584, 5.358517977189509, 1.199250921740522 
1.3789999999999583, 5.4155976057126844, 1.2046380276270332 
1.3799999999999581, 5.472082701879864, 1.210081918532681 
1.380999999999958, 5.527941697956332, 1.2155819841028956 
1.381999999999958, 5.583143519008238, 1.2211375826559037 
1.3829999999999578, 5.637657651680809, 1.2267480417101748 
1.3839999999999577, 5.6914542096953715, 1.2324126585790425 
1.3849999999999576, 5.7445039956676105, 1.2381307010290126 
1.3859999999999575, 5.796778558883506, 1.2439014079978987 
1.3869999999999574, 5.848250248707148, 1.249723990368575 
1.3879999999999573, 5.898892263335489, 1.2555976317938313 
1.3889999999999572, 5.9486786936585565, 1.2615214895675544 
1.389999999999957, 5.997584562028958, 1.2674946955372388 
1.390999999999957, 6.045585855791114, 1.2735163570526573 
1.3919999999999568, 6.0926595554678, 1.2795855579453952 
1.3929999999999567, 6.138783657548688, 1.2857013595338753 
1.3939999999999566, 6.183937191871952, 1.2918628016484668 
1.3949999999999565, 6.228100233635115, 1.2980689036712845 
1.3959999999999564, 6.271253910114521, 1.3043186655853458 
1.3969999999999563, 6.313380402213761, 1.3106110690278494 
1.3979999999999562, 6.354462940999454, 1.3169450783424808 
1.398999999999956, 6.394485799417772, 1.3233196416258268 
1.399999999999956, 6.43343427941663, 1.3297336917631903 
1.4009999999999558, 6.471294694726306, 1.3361861474493317 
1.4019999999999557, 6.5080543495753265, 1.342675914189937 
1.4029999999999556, 6.5437015136385925, 1.3492018852798908 
1.4039999999999555, 6.578225393530994, 1.3557629427547442 
1.4049999999999554, 6.611616101172169, 1.3623579583120837 
1.4059999999999553, 6.6438646193567354, 1.36898579419984 
1.4069999999999552, 6.674962764869453, 1.3756453040689098 
1.407999999999955, 6.704903149486494, 1.3823353337878088 
1.408999999999955, 6.733679139202655, 1.3890547222174099 
1.4099999999999548, 6.7612848120200875, 1.3958023019441614 
1.4109999999999547, 6.787714914627392, 1.402576899970513 
1.4119999999999546, 6.812964818288862, 1.4093773383615986 
1.4129999999999545, 6.837030474252729, 1.416202434847543 
1.4139999999999544, 6.859908368974686, 1.4230510033810606 
1.4149999999999543, 6.8815954794390635, 1.4299218546503032 
1.4159999999999542, 6.902089228845147, 1.4368137965471899 
1.416999999999954, 6.921387442910494, 1.4437256345917118 
1.417999999999954, 6.939488307026972, 1.4506561723129472 
1.4189999999999539, 6.956390324488947, 1.457604211587751 
1.4199999999999537, 6.9720922759966815, 1.4645685529382944 
1.4209999999999536, 6.986593180621831, 1.4715479957898232 
1.4219999999999535, 6.999892258406131, 1.4785413386901862 
1.4229999999999534, 7.011988894749001, 1.4855473794928422 
1.4239999999999533, 7.022882606725085, 1.4925649155052103 
1.4249999999999532, 7.032573011458667, 1.4995927436043552 
1.425999999999953, 7.041059796668595, 1.5066296603221239 
1.426999999999953, 7.048342693484839, 1.5136744619019546 
1.4279999999999529, 7.054421451626051, 1.5207259443296766 
1.4289999999999528, 7.059295817016578, 1.5277829033406998 
1.4299999999999526, 7.0629655119112185, 1.534844134406072 
1.4309999999999525, 7.065430217586561, 1.5419084326999382 
1.4319999999999524, 7.066689559648991, 1.548974593050996 
1.4329999999999523, 7.066743096001294, 1.556041409880586 
1.4339999999999522, 7.065590307502128, 1.5631076771300914 
1.434999999999952, 7.063230591345453, 1.5701721881803568 
1.435999999999952, 7.059663257180094, 1.5772337357658532 
1.4369999999999519, 7.054887525982972, 1.5842911118863405 
1.4379999999999518, 7.0489025316930105, 1.5913431077187816 
1.4389999999999517, 7.041707325606139, 1.5983885135322726 
1.4399999999999515, 7.033300883525195, 1.6054261186087455 
1.4409999999999514, 7.027522500458076, 1.6124556087498056 
1.4419999999999513, 7.021055906368229, 1.619480021517586 
1.4429999999999512, 7.013106246505907, 1.6264972261085484 
1.443999999999951, 7.003674017310905, 1.6335057397010548 
1.444999999999951, 6.992759777767326, 1.6405040799990376 
1.4459999999999509, 6.98036417659244, 1.6474907653078874 
1.4469999999999508, 6.9664879823896575, 1.6544643146390217 
1.4479999999999507, 6.951132116634468, 1.6614232478460345 
1.4489999999999505, 6.93429768934512, 1.6683660857951876 
1.4499999999999504, 6.915986037271988, 1.6752913505728468 
1.4509999999999503, 6.896198764421064, 1.6821975657322903 
1.4519999999999502, 6.874937784707869, 1.6890832565821239 
1.45299999999995, 6.852205366518491, 1.695946950518323 
1.45399999999995, 6.828004178934389, 1.7027871774016887 
1.4549999999999499, 6.802337339357488, 1.709602469982252 
1.4559999999999498, 6.775208462251847, 1.716391364371886 
1.4569999999999497, 6.746621708698323, 1.7231524005660908 
1.4579999999999496, 6.716581836439284, 1.7298841230156081 
1.4589999999999494, 6.68509425007187, 1.736585081248183 
1.4599999999999493, 6.652165051031023, 1.7432538305404432 
1.4609999999999492, 6.617801086987656, 1.7498889326395037 
1.4619999999999491, 6.582010000273506, 1.756488956533512 
1.462999999999949, 6.544800274932581, 1.7630524792699684 
1.463999999999949, 6.506181281990256, 1.7695780868202393 
1.4649999999999488, 6.466163322525219, 1.7760643749882754 
1.4659999999999487, 6.424757668127098, 1.7825099503611304 
1.4669999999999486, 6.381976598323981, 1.788913431298456 
1.4679999999999485, 6.337833434569552, 1.7952734489577382 
1.4689999999999483, 6.292342570389409, 1.8015886483516321 
1.4699999999999482, 6.245519497300604, 1.807857689433363 
1.4709999999999481, 6.197380826137577, 1.8140792482057764 
1.471999999999948, 6.147944303441707, 1.820252017849277 
1.472999999999948, 6.097228822600468, 1.8263747098635532 
1.4739999999999478, 6.045254429455739, 1.8324460552176993 
1.4749999999999477, 5.99204232213891, 1.8384648055030763 
1.4759999999999476, 5.937614844932781, 1.8444297340830365 
1.4769999999999475, 5.881995476006571, 1.8503396372334564 
1.4779999999999474, 5.8252088089200695, 1.856193335267897 
1.4789999999999472, 5.767280527845649, 1.861989673641127 
1.4799999999999471, 5.708237376511804, 1.8677275240247277 
1.480999999999947, 5.64810712092843, 1.8734057853485238 
1.481999999999947, 5.586918506011446, 1.8790233848016762 
