t, s[0].ω 
0, 9.515866627360523 
0.001, 9.532431792723827 
0.002, 9.549764590458569 
0.003, 9.567941764358864 
0.004, 9.587046775337274 
0.005, 9.607168700107808 
0.006, 9.628400975067015 
0.007, 9.650840002883886 
0.008, 9.674583642409853 
0.009000000000000001, 9.699729605348844 
0.010000000000000002, 9.72637378561413 
0.011000000000000003, 9.7546085493761 
0.012000000000000004, 9.784521015409167 
0.013000000000000005, 9.816191356418896 
0.014000000000000005, 9.849691152521421 
0.015000000000000006, 9.88508182791562 
0.016000000000000007, 9.922413201003959 
0.017000000000000008, 9.961722176763631 
0.01800000000000001, 10.003031608042884 
0.01900000000000001, 10.046349349671829 
0.02000000000000001, 10.091667525864075 
0.02100000000000001, 10.138962027395435 
0.022000000000000013, 10.18819225054942 
0.023000000000000013, 10.239301084907067 
0.024000000000000014, 10.292215151841855 
0.025000000000000015, 10.346845290188647 
0.026000000000000016, 10.40308728013405 
0.027000000000000017, 10.460822791081602 
0.028000000000000018, 10.519920534242093 
0.02900000000000002, 10.580237596150505 
0.03000000000000002, 10.641620925371527 
0.03100000000000002, 10.703908941464846 
0.03200000000000002, 10.766933232954853 
0.03300000000000002, 10.830520309671373 
0.03400000000000002, 10.894493374446162 
0.035000000000000024, 10.958674079771038 
0.036000000000000025, 11.022884236612295 
0.037000000000000026, 11.086947445056362 
0.03800000000000003, 11.15069061972011 
0.03900000000000003, 11.213945386751547 
0.04000000000000003, 11.276549333605955 
0.04100000000000003, 11.33834709742872 
0.04200000000000003, 11.399191282625749 
0.04300000000000003, 11.458943202878903 
0.04400000000000003, 11.51747344730625 
0.04500000000000003, 11.574662274536708 
0.046000000000000034, 11.630399842056072 
0.047000000000000035, 11.684586281207606 
0.048000000000000036, 11.737131630649008 
0.04900000000000004, 11.787955642863148 
0.05000000000000004, 11.83698747950539 
0.05100000000000004, 11.884165311982093 
0.05200000000000004, 11.929435843748664 
0.05300000000000004, 11.972753770460368 
0.05400000000000004, 12.014081193381859 
0.05500000000000004, 12.053387000442553 
0.05600000000000004, 12.090646228093416 
0.057000000000000044, 12.125839415751015 
0.058000000000000045, 12.158951963174092 
0.059000000000000045, 12.189973499664763 
0.060000000000000046, 12.218897272569528 
0.06100000000000005, 12.245719561212997 
0.06200000000000005, 12.270439121158802 
0.06300000000000004, 12.293056662577433 
0.06400000000000004, 12.313574365522017 
0.06500000000000004, 12.331995434075647 
0.06600000000000004, 12.34832369063767 
0.06700000000000005, 12.362563211056814 
0.06800000000000005, 12.374718000888286 
0.06900000000000005, 12.384791712739844 
0.07000000000000005, 12.392787404466421 
0.07100000000000005, 12.398707337861486 
0.07200000000000005, 12.40255281746256 
0.07300000000000005, 12.404324069124884 
0.07400000000000005, 12.404020158107588 
0.07500000000000005, 12.40163894654772 
0.07600000000000005, 12.397177090355907 
0.07700000000000005, 12.390630075740184 
0.07800000000000006, 12.381992295738534 
0.07900000000000006, 12.371257167302485 
0.08000000000000006, 12.358777453079673 
0.08100000000000006, 12.344259938566283 
0.08200000000000006, 12.327628972890139 
0.08300000000000006, 12.308880931315164 
0.08400000000000006, 12.288012482700914 
0.08500000000000006, 12.26502095799553 
0.08600000000000006, 12.239904758816847 
0.08700000000000006, 12.212663805208475 
0.08800000000000006, 12.183300021089325 
0.08900000000000007, 12.151817855215326 
0.09000000000000007, 12.11822483463831 
0.09100000000000007, 12.082532146681164 
0.09200000000000007, 12.044755244357777 
0.09300000000000007, 12.004914468965241 
0.09400000000000007, 11.963035682285883 
0.09500000000000007, 11.919150899488237 
0.09600000000000007, 11.873298912448249 
0.09700000000000007, 11.825525891872822 
0.09800000000000007, 11.775885955354319 
0.09900000000000007, 11.724441687380798 
0.10000000000000007, 11.671264596442628 
0.10100000000000008, 11.61643549378442 
0.10200000000000008, 11.560044778124409 
0.10300000000000008, 11.502192610869407 
0.10400000000000008, 11.442988967051278 
0.10500000000000008, 11.38255354844548 
0.10600000000000008, 11.321015547130663 
0.10700000000000008, 11.258513250114191 
0.10800000000000008, 11.195193478560574 
0.10900000000000008, 11.131210858567966 
0.11000000000000008, 11.066726924264668 
0.11100000000000008, 11.001909058138192 
0.11200000000000009, 10.936929277836 
0.11300000000000009, 10.87196288304341 
0.11400000000000009, 10.80718698029293 
0.11500000000000009, 10.742778907529175 
0.11600000000000009, 10.678914583788494 
0.11700000000000009, 10.615766812309122 
0.11800000000000009, 10.553503567644196 
0.11900000000000009, 10.492286298810916 
0.12000000000000009, 10.432268281111627 
0.1210000000000001, 10.373593048977733 
0.1220000000000001, 10.316392941021517 
0.1230000000000001, 10.260787786473688 
0.1240000000000001, 10.206883759405512 
