t, s[0].ω, s[0].φ 
0.192, 0.7993410075012968, 2.1028948167050294 
0.193000000000001, 0.7334925378169782, 2.103661225199109 
0.194000000000002, 0.6677397972573001, 2.1043618336927223 
0.195000000000003, 0.6020754294802805, 2.1049967342533384 
0.196000000000004, 0.536491890109505, 2.105566011496382 
0.197000000000005, 0.4709814667986734, 2.1060697424072576 
0.198000000000006, 0.4055362989225031, 2.1065079961832587 
0.199000000000007, 0.34014839692586346, 2.1068808340949863 
0.200000000000008, 0.27480966136554713, 2.107188309366969 
0.201000000000009, 0.20951190168129577, 2.1074304670771817 
0.20200000000001, 0.14424685473455295, 2.1076073440752117 
0.203000000000011, 0.07900620315494382, 2.1077189689188716 
0.204000000000012, 0.013781593535694938, 2.107765361829073 
0.205000000000013, -0.051435345479899454, 2.1077465346628435 
0.206000000000014, -0.11665298517826632, 2.1076624909043877 
0.207000000000015, -0.18187967877861627, 2.1075132256741536 
0.208000000000016, -0.24712374341630997, 2.107298725755914 
0.209000000000017, -0.31239344206386993, 2.1070189696418784 
0.210000000000018, -0.3776969653475943, 2.106673927595933 
0.211000000000019, -0.44304241321864446, 2.106263561735142 
0.21200000000002, -0.5084377764386943, 2.105787826129661 
0.213000000000021, -0.5738909178417668, 2.1052466669212713 
0.214000000000022, -0.6394095533357343, 2.1046400224608 
0.215000000000023, -0.7050012326091402, 2.103967823464644 
0.216000000000024, -0.7706733195115064, 2.103229993190786 
0.217000000000025, -0.8364329720781705, 2.1024264476345853 
0.218000000000026, -0.9022871221738958, 2.1015570957447416 
0.219000000000027, -0.9682424547331024, 2.1006218396598064 
0.220000000000028, -1.0343053865785243, 2.099620574965666 
0.221000000000029, -1.1004820448044486, 2.0985531909744273 
0.22200000000003, -1.1667782447154582, 2.0974195710251493 
0.223000000000031, -1.2331994673167368, 2.0962195928068326 
0.224000000000032, -1.299750836357574, 2.094953128704175 
0.225000000000033, -1.366437094935703, 2.093620046166481 
0.226000000000034, -1.4332625816764406, 2.0922202081001897 
0.227000000000035, -1.5002312065074905, 2.0907534732854334 
0.228000000000036, -1.567346426057385, 2.089219696816995 
0.229000000000037, -1.6346112187131892, 2.0876187305700586 
0.230000000000038, -1.7020280593810226, 2.085950423691055 
0.231000000000039, -1.7695988940012715, 2.0842146231138527 
0.23200000000004, -1.8373251138789666, 2.082411174101553 
0.233000000000041, -1.9052075298986795, 2.0805399208140134 
0.234000000000042, -1.9732463467024066, 2.0786007069011756 
0.235000000000043, -2.0414411369181846, 2.0765933761221977 
0.236000000000044, -2.109790815536517, 2.074517772990317 
0.237000000000045, -2.178293614541118, 2.072373743443164 
0.238000000000046, -2.246947057909792, 2.0701611355383416 
0.239000000000047, -2.3157479371104386, 2.0678798001736998 
0.240000000000048, -2.384692287226072, 2.065529591831859 
0.241000000000049, -2.4537753638513418, 2.0631103693482076 
0.24200000000005, -2.5229916209109433, 2.0606219967015718 
0.243000000000051, -2.5923346895578736, 2.0580643438265316 
0.244000000000052, -2.6617973583160293, 2.0554372874462232 
0.245000000000053, -2.731371554637382, 2.052740711924326 
0.246000000000054, -2.8010483280487013, 2.049974510134699 
0.247000000000055, -2.8708178350662172, 2.0471385843469974 
0.248000000000056, -2.9406693260587504, 2.0442328471264237 
0.249000000000057, -3.0105911342404874, 2.041257222245565 
0.250000000000058, -3.0805706669735105, 2.0382116456061055 
0.251000000000059, -3.1505943995574692, 2.035096066167976 
0.25200000000006, -3.2206478716790263, 2.0319104468834444 
0.253000000000061, -3.290715686687095, 2.028654765633313 
0.254000000000062, -3.3607815138510877, 2.025329016162401 
0.255000000000063, -3.430828093748439, 2.02193320901118 
