"Latest: Time (s)","Latest: Magnetic Field (mT)"
0,1.59979600942
0.005,1.60373277689
0.01,1.60373277689
0.015,1.61185235978
0.02,1.60791559231
0.025,1.61185235978
0.03,1.61185235978
0.035,1.60791559231
0.04,1.60373277689
0.045,1.60373277689
0.05,1.60791559231
0.055,1.61185235978
0.06,1.6160351752
0.065,1.6160351752
0.07,1.61185235978
0.075,1.61185235978
0.08,1.6160351752
0.085,1.61185235978
0.09,1.61997194267
0.095,1.6160351752
0.1,1.61997194267
0.105,1.61997194267
0.11,1.6160351752
0.115,1.61997194267
0.12,1.61997194267
0.125,1.62415475809
0.13,1.62833757352
0.135,1.62415475809
0.14,1.62415475809
0.145,1.62833757352
0.15,1.62833757352
0.155,1.62833757352
0.16,1.62833757352
0.165,1.62833757352
0.17,1.62833757352
0.175,1.62415475809
0.18,1.61997194267
0.185,1.61997194267
0.19,1.61997194267
0.195,1.61997194267
0.2,1.61997194267
0.205,1.61997194267
0.21,1.62415475809
0.215,1.61997194267
0.22,1.62415475809
0.225,1.61997194267
0.23,1.6160351752
0.235,1.61997194267
0.24,1.6160351752
0.245,1.61997194267
0.25,1.61997194267
0.255,1.62415475809
0.26,1.62833757352
0.265,1.62415475809
0.27,1.62833757352
0.275,1.63645715641
0.28,1.64039392387
0.285,1.64851350676
0.29,1.65269632219
0.295,1.65663308965
0.3,1.66081590508
0.305,1.66475267254
0.31,1.67287225543
0.315,1.67705507086
0.32,1.67705507086
0.325,1.68123788629
0.33,1.67705507086
0.335,1.67287225543
0.34,1.67287225543
0.345,1.67705507086
0.35,1.67287225543
0.355,1.67287225543
0.36,1.67705507086
0.365,1.67705507086
0.37,1.68123788629
0.375,1.68123788629
0.38,1.68123788629
0.385,1.67287225543
0.39,1.67287225543
0.395,1.67287225543
0.4,1.66893548797
0.405,1.67287225543
0.41,1.66893548797
0.415,1.66475267254
0.42,1.65663308965
0.425,1.65663308965
0.43,1.65663308965
0.435,1.66081590508
0.44,1.66081590508
0.445,1.65663308965
0.45,1.66081590508
0.455,1.65663308965
0.46,1.65663308965
0.465,1.65663308965
0.47,1.65269632219
0.475,1.65663308965
0.48,1.65663308965
0.485,1.64851350676
0.49,1.64851350676
0.495,1.6445767393
0.5,1.6445767393
0.505,1.64039392387
0.51,1.64851350676
0.515,1.6445767393
0.52,1.64039392387
0.525,1.63645715641
0.53,1.64039392387
0.535,1.64039392387
0.54,1.64039392387
0.545,1.6445767393
0.55,1.64039392387
0.555,1.64039392387
0.56,1.63645715641
0.565,1.63227434098
0.57,1.62833757352
0.575,1.62833757352
0.58,1.62415475809
0.585,1.62833757352
0.59,1.62415475809
0.595,1.62415475809
0.6,1.61997194267
0.605,1.61997194267
0.61,1.62415475809
0.615,1.62415475809
0.62,1.62833757352
0.625,1.62833757352
0.63,1.62415475809
0.635,1.61997194267
0.64,1.61997194267
0.645,1.61997194267
0.65,1.61997194267
0.655,1.62415475809
0.66,1.62415475809
0.665,1.61997194267
0.67,1.61185235978
0.675,1.61185235978
0.68,1.60791559231
0.685,1.6160351752
0.69,1.61997194267
0.695,1.6160351752
0.7,1.6160351752
0.705,1.6160351752
0.71,1.61997194267
0.715,1.61997194267
0.72,1.61997194267
0.725,1.61997194267
0.73,1.61997194267
0.735,1.61997194267
0.74,1.61185235978
0.745,1.60791559231
0.75,1.6160351752
0.755,1.61185235978
0.76,1.6160351752
0.765,1.61997194267
0.77,1.61185235978
0.775,1.61185235978
0.78,1.61185235978
0.785,1.61185235978
0.79,1.6160351752
0.795,1.6160351752
0.8,1.61997194267
