t, peaks/s, omega 
0,6.0,4.71238898038469
0.1,6.0,4.71238898038469
0.2,6.0,4.71238898038469
0.3,6.0,4.71238898038469
0.4,6.0,4.71238898038469
0.5,5.866666666666667,4.60766922526503
0.6,5.866666666666667,4.60766922526503
0.7,5.866666666666667,4.60766922526503
0.8,5.866666666666667,4.60766922526503
0.9,5.866666666666667,4.60766922526503
1.0,6.0,4.71238898038469
1.1,6.0,4.71238898038469
1.2,6.0,4.71238898038469
1.3,6.0,4.71238898038469
1.4,6.0,4.71238898038469
1.5,6.0,4.71238898038469
1.6,6.0,4.71238898038469
1.7,6.0,4.71238898038469
1.8,6.0,4.71238898038469
1.9,6.0,4.71238898038469
2.0,6.0,4.71238898038469
2.1,6.0,4.71238898038469
2.2,6.0,4.71238898038469
2.3,6.0,4.71238898038469
2.4,6.0,4.71238898038469
2.5,6.0,4.71238898038469
2.6,6.0,4.71238898038469
2.7,6.0,4.71238898038469
2.8,6.0,4.71238898038469
2.9,6.0,4.71238898038469
3.0,6.0,4.71238898038469
3.1,6.0,4.71238898038469
3.2,6.0,4.71238898038469
3.3,6.0,4.71238898038469
3.4,6.0,4.71238898038469
3.5,6.0,4.71238898038469
3.6,6.0,4.71238898038469
3.7,5.866666666666667,4.60766922526503
3.8,5.866666666666667,4.60766922526503
3.9,5.866666666666667,4.60766922526503
4.0,5.866666666666667,4.60766922526503
4.1,5.866666666666667,4.60766922526503
4.2,6.0,4.71238898038469
4.3,6.0,4.71238898038469
4.4,6.0,4.71238898038469
4.5,6.0,4.71238898038469
4.6,6.0,4.71238898038469
4.7,6.0,4.71238898038469
4.8,6.0,4.71238898038469
4.9,6.0,4.71238898038469
5.0,6.0,4.71238898038469
5.1,6.0,4.71238898038469
5.2,6.0,4.71238898038469
5.3,6.0,4.71238898038469
5.4,6.0,4.71238898038469
5.5,6.0,4.71238898038469
5.6,6.0,4.71238898038469
5.7,5.866666666666667,4.60766922526503
5.8,5.866666666666667,4.60766922526503
5.9,5.866666666666667,4.60766922526503
6.0,5.866666666666667,4.60766922526503
6.1,5.866666666666667,4.60766922526503
6.2,5.866666666666667,4.60766922526503
6.3,5.866666666666667,4.60766922526503
6.4,5.733333333333333,4.50294947014537
6.5,5.733333333333333,4.50294947014537
6.6,5.733333333333333,4.50294947014537
6.7,5.866666666666667,4.60766922526503
6.8,5.866666666666667,4.60766922526503
6.9,5.866666666666667,4.60766922526503
7.0,5.866666666666667,4.60766922526503
7.1,5.866666666666667,4.60766922526503
7.2,5.866666666666667,4.60766922526503
7.3,5.866666666666667,4.60766922526503
7.4,5.866666666666667,4.60766922526503
7.5,5.866666666666667,4.60766922526503
7.6,5.866666666666667,4.60766922526503
7.7,5.866666666666667,4.60766922526503
7.8,5.866666666666667,4.60766922526503
7.9,6.0,4.71238898038469
8.0,6.0,4.71238898038469
8.1,5.866666666666667,4.60766922526503
8.2,5.866666666666667,4.60766922526503
8.3,5.866666666666667,4.60766922526503
8.4,5.866666666666667,4.60766922526503
8.5,5.866666666666667,4.60766922526503
8.6,5.866666666666667,4.60766922526503
8.7,5.866666666666667,4.60766922526503
8.8,5.866666666666667,4.60766922526503
8.9,5.866666666666667,4.60766922526503
9.0,5.866666666666667,4.60766922526503
9.1,5.866666666666667,4.60766922526503
9.2,5.866666666666667,4.60766922526503
9.3,5.866666666666667,4.60766922526503
9.4,5.866666666666667,4.60766922526503
9.5,5.866666666666667,4.60766922526503
9.6,6.0,4.71238898038469
9.7,6.0,4.71238898038469
9.8,6.0,4.71238898038469
9.9,6.0,4.71238898038469
10.0,6.0,4.71238898038469
10.1,6.0,4.71238898038469
10.2,6.0,4.71238898038469
10.3,6.0,4.71238898038469
10.4,6.0,4.71238898038469
10.5,6.0,4.71238898038469
10.6,6.0,4.71238898038469
10.7,6.0,4.71238898038469
10.8,5.866666666666667,4.60766922526503
10.9,5.866666666666667,4.60766922526503
11.0,5.866666666666667,4.60766922526503
11.1,5.866666666666667,4.60766922526503
11.2,5.866666666666667,4.60766922526503
11.3,5.866666666666667,4.60766922526503
11.4,5.866666666666667,4.60766922526503
11.5,5.866666666666667,4.60766922526503
11.6,5.866666666666667,4.60766922526503
11.7,5.866666666666667,4.60766922526503
11.8,5.866666666666667,4.60766922526503
11.9,5.866666666666667,4.60766922526503
12.0,5.866666666666667,4.60766922526503
12.1,5.866666666666667,4.60766922526503
12.2,5.866666666666667,4.60766922526503
12.3,6.0,4.71238898038469
12.4,6.0,4.71238898038469
12.5,6.0,4.71238898038469
12.6,6.0,4.71238898038469
12.7,6.0,4.71238898038469
12.8,6.0,4.71238898038469
12.9,6.0,4.71238898038469
13.0,5.866666666666667,4.60766922526503
13.1,5.866666666666667,4.60766922526503
13.2,5.866666666666667,4.60766922526503
13.3,5.866666666666667,4.60766922526503
13.4,5.866666666666667,4.60766922526503
13.5,5.866666666666667,4.60766922526503
13.6,5.866666666666667,4.60766922526503
13.7,5.866666666666667,4.60766922526503
13.8,5.866666666666667,4.60766922526503
13.9,5.866666666666667,4.60766922526503
14.0,5.866666666666667,4.60766922526503
14.1,5.866666666666667,4.60766922526503
14.2,5.866666666666667,4.60766922526503
14.3,5.866666666666667,4.60766922526503
14.4,5.866666666666667,4.60766922526503
14.5,6.0,4.71238898038469
14.6,6.0,4.71238898038469
14.7,5.866666666666667,4.60766922526503
14.8,5.866666666666667,4.60766922526503
14.9,5.866666666666667,4.60766922526503
15.0,5.866666666666667,4.60766922526503
15.1,5.866666666666667,4.60766922526503
15.2,5.866666666666667,4.60766922526503
