t, ω_1, phi_1 
0, 115.38247088779953, 1.1595944435298104
0.01, 115.34582087345945, 2.318820554050394
0.02, 115.30919275064602, 3.4776785515719273
0.03, 115.27258649933773, 4.63616865590337
0.04, 115.23600209953744, 5.794291086652712
0.05, 115.19943953127239, 6.952046063227214
0.060000000000000005, 115.16289877459411, 8.109433804833657
0.07, 115.12637980957845, 9.266454530478581
0.08, 115.0898826163255, 10.423108458968533
0.09, 115.05340717495953, 11.579395808910308
0.09999999999999999, 115.01695346562904, 12.735316798711192
0.10999999999999999, 114.98052146850664, 13.89087164657921
0.11999999999999998, 114.94411116378902, 15.046060570523357
0.12999999999999998, 114.90772253169698, 16.200883788353853
0.13999999999999999, 114.87135555247531, 17.355341517682373
0.15, 114.83501020639282, 18.509433975922292
0.16, 114.79868647374226, 19.66316138028893
0.17, 114.76238433484032, 20.81652394779979
0.18000000000000002, 114.72610377002754, 21.969521895274795
0.19000000000000003, 114.68984475966832, 23.12215543933653
0.20000000000000004, 114.65360728415088, 24.274424796410486
0.21000000000000005, 114.6173913238872, 25.426330182725284
0.22000000000000006, 114.58119685931304, 26.57787181431293
0.23000000000000007, 114.5450238708878, 27.729049907009053
0.24000000000000007, 114.5088723390946, 28.87986467645312
0.25000000000000006, 114.47274224444014, 30.030316338088706
0.26000000000000006, 114.43663356745476, 31.18040510716371
0.2700000000000001, 114.40054628869235, 32.3301311987306
0.2800000000000001, 114.36448038873031, 33.47949482764663
0.2900000000000001, 114.32843584816955, 34.62849620857412
0.3000000000000001, 114.2924126476344, 35.77713555598064
0.3100000000000001, 114.25641076777262, 36.925413084139294
0.3200000000000001, 114.22043018925538, 38.073329007128905
0.3300000000000001, 114.18447089277717, 39.220883538834286
0.34000000000000014, 114.14853285905579, 40.36807689294647
0.35000000000000014, 114.11261606883234, 41.51490928296293
0.36000000000000015, 114.07672050287113, 42.661380922187824
0.37000000000000016, 114.04084614195968, 43.807492023732216
0.38000000000000017, 114.0049929669087, 44.95324280051433
0.3900000000000002, 113.96916095855204, 46.098633465259766
0.4000000000000002, 113.93335009774663, 47.24366423050172
0.4100000000000002, 113.89756036537247, 48.38833530858126
0.4200000000000002, 113.8617917423326, 49.532646911647504
0.4300000000000002, 113.82604420955306, 50.67659925165789
0.4400000000000002, 113.79031774798284, 51.820192540378386
0.45000000000000023, 113.75461233859387, 52.963426989383734
0.46000000000000024, 113.71892796238097, 54.10630281005767
0.47000000000000025, 113.68326460036182, 55.248820213593156
0.48000000000000026, 113.64762223357693, 56.39097941099261
0.49000000000000027, 113.61200084308958, 57.532780613068134
0.5000000000000002, 113.57640040998581, 58.674224030441756
0.5100000000000002, 113.54082091537441, 59.815309873545644
0.5200000000000002, 113.50526234038684, 60.95603835262232
0.5300000000000002, 113.4697246661772, 62.09640967772493
0.5400000000000003, 113.43420787392223, 63.23642405871742
0.5500000000000003, 113.39871194482126, 64.3760817052748
0.5600000000000003, 113.36323686009615, 65.51538282688335
0.5700000000000003, 113.3277826009913, 66.6543276328409
0.5800000000000003, 113.29234914877357, 67.79291633225695
0.5900000000000003, 113.2569364847323, 68.931149134053
0.6000000000000003, 113.2215445901792, 70.06902624696271
0.6100000000000003, 113.18617344644844, 71.20654787953215
0.6200000000000003, 113.15082303489646, 72.34371424012005
0.6300000000000003, 113.11549333690208, 73.48052553689794
0.6400000000000003, 113.08018433386636, 74.61698197785049
0.6500000000000004, 113.04489600721263, 75.75308377077565
0.6600000000000004, 113.00962833838643, 76.88883112328487
0.6700000000000004, 112.9743813088555, 78.0242242428034
0.6800000000000004, 112.9391549001097, 79.15926333657043
0.6900000000000004, 112.90394909366104, 80.29394861163937
0.7000000000000004, 112.86876387104358, 81.42828027487799
0.7100000000000004, 112.83359921381347, 82.56225853296878
0.7200000000000004, 112.79845510354885, 83.69588359240905
0.7300000000000004, 112.76333152184984, 84.82915565951117
0.7400000000000004, 112.72822845033853, 85.96207494040284
0.7500000000000004, 112.69314587065894, 87.09464164102728
0.7600000000000005, 112.65808376447696, 88.22685596714344
0.7700000000000005, 112.62304211348032, 89.35871812432624
0.7800000000000005, 112.58802089937862, 90.4902283179668
0.7900000000000005, 112.55302010390321, 91.62138675327257
0.8000000000000005, 112.5180397088072, 92.75219363526772
0.8100000000000005, 112.48307969586543, 93.88264916879315
0.8200000000000005, 112.44814004687444, 95.0127535585069
0.8300000000000005, 112.41322074365243, 96.14250700888425
0.8400000000000005, 112.37832176803921, 97.27190972421799
0.8500000000000005, 112.34344310189621, 98.40096190861857
0.8600000000000005, 112.3085847271064, 99.5296637660144
0.8700000000000006, 112.27374662557432, 100.658015500152
0.8800000000000006, 112.23892877922596, 101.78601731459631
0.8900000000000006, 112.20413117000881, 102.91366941273077
0.9000000000000006, 112.1693537798918, 104.04097199775764
0.9100000000000006, 112.13459659086523, 105.16792527269817
0.9200000000000006, 112.0998595849408, 106.29452944039288
0.9300000000000006, 112.06514274415156, 107.42078470350162
0.9400000000000006, 112.03044605055184, 108.54669126450399
0.9500000000000006, 111.99576948621727, 109.67224932569938
0.9600000000000006, 111.96111303324471, 110.79745908920728
0.9700000000000006, 111.92647667375225, 111.92232075696745
0.9800000000000006, 111.89186038987916, 113.04683453074018
0.9900000000000007, 111.85726416378584, 114.17100061210645
1.0000000000000007, 111.82268797765384, 115.29481920246819
1.0100000000000007, 111.78813181368578, 116.41829050304841
1.0200000000000007, 111.75359565410535, 117.5414147148915
1.0300000000000007, 111.71907948115727, 118.66419203886345
1.0400000000000007, 111.68458327710722, 119.78662267565194
