"Latest: Time (s)","Latest: Magnetic Field (mT)"
0,-0.743810870124
0.005,-0.694847324819
0.01,-0.642193060019
0.015,-0.593229514714
0.02,-0.544512017375
0.025,-0.491611704609
0.03,-0.442648159304
0.035,-0.397867429427
0.04,-0.35308669955
0.045,-0.312488785101
0.05,-0.267708055224
0.055,-0.231046908237
0.06,-0.194631809216
0.065,-0.166090245119
0.07,-0.133611913559
0.075,-0.105070349462
0.08,-0.0846483682544
0.085,-0.0642263870468
0.09,-0.0440504538055
0.095,-0.027811288026
0.1,-0.00738930681837
0.105,-0.0032064913903
0.11,0.00884985896118
0.115,0.016969441851
0.12,0.021152257279
0.125,0.016969441851
0.13,0.021152257279
0.135,0.021152257279
0.14,0.00884985896118
0.145,0.00884985896118
0.15,-0.0032064913903
0.155,-0.0113260742801
0.16,-0.0317480554877
0.165,-0.0440504538055
0.17,-0.0684092024749
0.175,-0.0846483682544
0.18,-0.113189932352
0.185,-0.133611913559
0.19,-0.16190742969
0.195,-0.198568576678
0.2,-0.231046908237
0.205,-0.271890870652
0.21,-0.312488785101
0.215,-0.35308669955
0.22,-0.397867429427
0.225,-0.446830974732
0.23,-0.49554847207
0.235,-0.548448784837
0.24,-0.601349097604
0.245,-0.654249410371
0.25,-0.711332538565
0.255,-0.756113268442
0.26,-0.817133164099
0.265,-0.865850661437
0.27,-0.914568158776
0.275,-0.959348888653
0.28,-0.99601003564
0.285,-1.03267118263
0.29,-1.07326909708
0.295,-1.09369107828
0.3,-1.11804982695
0.305,-1.13847180816
0.31,-1.15471097394
0.315,-1.15889378937
0.32,-1.16283055683
0.325,-1.16701337226
0.33,-1.16283055683
0.335,-1.14659139105
0.34,-1.13035222527
0.345,-1.10993024406
0.35,-1.08557149539
0.355,-1.05309316384
0.36,-1.02455159974
0.365,-0.992073268179
0.37,-0.947292538302
0.375,-0.902511808425
0.38,-0.857731078548
0.385,-0.804830765781
0.39,-0.747747637586
0.395,-0.703212955676
0.4,-0.642193060019
0.405,-0.589292747252
0.41,-0.540329201947
0.415,-0.483492121719
0.42,-0.434528576414
0.425,-0.381628263647
0.43,-0.332910766308
0.435,-0.288130036432
0.44,-0.243349306555
0.445,-0.198568576678
0.45,-0.166090245119
0.455,-0.133611913559
0.46,-0.100887534034
0.465,-0.0723459699366
0.47,-0.0440504538055
0.475,-0.0196917051362
0.48,-0.0032064913903
0.485,0.0130326743893
0.49,0.0332086076305
0.495,0.0415742384866
0.5,0.0536305888381
0.505,0.0617501717279
0.51,0.065932987156
0.515,0.0698697546177
0.52,0.0698697546177
0.525,0.0698697546177
0.53,0.0617501717279
0.535,0.0536305888381
0.54,0.0455110059484
0.545,0.0415742384866
0.55,0.0250890247407
0.555,0.00884985896118
0.56,-0.0113260742801
0.565,-0.0317480554877
0.57,-0.056106804157
0.575,-0.0765287853646
0.58,-0.105070349462
0.585,-0.137548681021
0.59,-0.174209828008
0.595,-0.210870974995
0.6,-0.247532121983
0.605,-0.288130036432
0.61,-0.32872795088
0.615,-0.377691496185
0.62,-0.426408993524
0.625,-0.479309306291
0.63,-0.532209619058
0.635,-0.585109931824
0.64,-0.633827429163
0.645,-0.68672774193
0.65,-0.739628054696
0.655,-0.788591600001
0.66,-0.841491912768
0.665,-0.886272642645
0.67,-0.926870557094
0.675,-0.967468471543
0.68,-1.00412961853
0.685,-1.04079076552
0.69,-1.06933232961
0.695,-1.08950826286
0.7,-1.11411305949
0.705,-1.12616940984
0.71,-1.13847180816
0.715,-1.14659139105
0.72,-1.14659139105
0.725,-1.14240857562
0.73,-1.13428899273
0.735,-1.12223264238
0.74,-1.09787389371
0.745,-1.08138867997
0.75,-1.05309316384
0.755,-1.02036878431
0.76,-0.983953685289
0.765,-0.943109722873
0.77,-0.898328992997
0.775,-0.85354826312
0.78,-0.800647950353
0.785,-0.751930453014
0.79,-0.699030140247
0.795,-0.646129827481
0.8,-0.589292747252
0.805,-0.536392434486
0.81,-0.479309306291
0.815,-0.430591808952
0.82,-0.377691496185
0.825,-0.33684753377
0.83,-0.292066803893
0.835,-0.247532121983
0.84,-0.210870974995
0.845,-0.17814659547
0.85,-0.141731496449
0.855,-0.117126699814
0.86,-0.0888311836825
0.865,-0.0684092024749
0.87,-0.0440504538055
0.875,-0.0236284725979
0.88,-0.00738930681837
0.885,0.000730276071408
0.89,0.021152257279
0.895,0.0250890247407
0.9,0.0292718401688
0.905,0.0373914230586
0.91,0.0373914230586
0.915,0.0332086076305
0.92,0.0373914230586
0.925,0.0332086076305
0.93,0.0250890247407
0.935,0.016969441851
0.94,0.000730276071408
0.945,-0.0113260742801
0.95,-0.0236284725979
0.955,-0.0398676383775
0.96,-0.0684092024749
0.965,-0.0888311836825
0.97,-0.117126699814
0.975,-0.145668263911
0.98,-0.174209828008
0.985,-0.218990557885
0.99,-0.251468889444
0.995,-0.292066803893
1,-0.33684753377
1.005,-0.381628263647
1.01,-0.430591808952
1.015,-0.475372538829
1.02,-0.524090036168
1.025,-0.576990348934
1.03,-0.629890661701
1.035,-0.67860815904
1.04,-0.731508471807
1.045,-0.776289201684
1.05,-0.825252746989
1.055,-0.870033476866
1.06,-0.918750974204
1.065,-0.955412121191
1.07,-0.992073268179
1.075,-1.02455159974
1.08,-1.05309316384
1.085,-1.0774519125
1.09,-1.10181066117
1.095,-1.11411305949
1.1,-1.12616940984
1.105,-1.12616940984
1.11,-1.12616940984
1.115,-1.12223264238
1.12,-1.10993024406
1.125,-1.09787389371
1.13,-1.07326909708
1.135,-1.0570299313
1.14,-1.02036878431
1.145,-0.992073268179
1.15,-0.955412121191
1.155,-0.914568158776
1.16,-0.873970244327
1.165,-0.82918951445
1.17,-0.784408784573
1.175,-0.727571704345
1.18,-0.67860815904
1.185,-0.629890661701
1.19,-0.576990348934
1.195,-0.524090036168
1.2,-0.475372538829
1.205,-0.430591808952
1.21,-0.385811079075
1.215,-0.341030349198
1.22,-0.300432434749
1.225,-0.259588472334
1.23,-0.222927325347
1.235,-0.190448993788
1.24,-0.153787846801
1.245,-0.129429098131
1.25,-0.100887534034
1.255,-0.0807116007927
1.26,-0.056106804157
1.265,-0.0359308709158
1.27,-0.0196917051362
1.275,-0.0113260742801
1.28,0.000730276071408
1.285,0.016969441851
1.29,0.0130326743893
1.295,0.021152257279
1.3,0.0250890247407
1.305,0.0250890247407
