"Latest: Time (s)","Latest: Magnetic Field (mT)"
0,-0.629890661701
0.005,-0.796711182891
0.01,-0.951229305763
0.015,-1.06933232961
0.02,-1.13847180816
0.025,-1.16283055683
0.03,-1.12616940984
0.035,-1.04079076552
0.04,-0.914568158776
0.045,-0.751930453014
0.05,-0.568870766045
0.055,-0.397867429427
0.06,-0.239166491127
0.065,-0.121309515242
0.07,-0.0317480554877
0.075,0.0292718401688
0.08,0.0617501717279
0.085,0.0698697546177
0.09,0.0496938213764
0.095,0.00884985896118
0.1,-0.0602896195851
0.105,-0.157970662229
0.11,-0.280010453542
0.115,-0.434528576414
0.12,-0.609468680494
0.125,-0.776289201684
0.13,-0.931053372522
0.135,-1.04891034841
0.14,-1.12616940984
0.145,-1.14240857562
0.15,-1.10993024406
0.155,-1.02455159974
0.16,-0.894392225535
0.165,-0.731508471807
0.17,-0.556568367727
0.175,-0.385811079075
0.18,-0.243349306555
0.185,-0.133611913559
0.19,-0.0440504538055
0.195,0.00491309149947
0.2,0.0332086076305
0.205,0.0373914230586
0.21,0.021152257279
0.215,-0.0317480554877
0.22,-0.105070349462
0.225,-0.210870974995
0.23,-0.349149932088
0.235,-0.50366805496
0.24,-0.67860815904
0.245,-0.84542868023
0.25,-0.975588054433
0.255,-1.06933232961
0.26,-1.11804982695
0.265,-1.10993024406
0.27,-1.04891034841
0.275,-0.947292538302
0.28,-0.809013581209
0.285,-0.638010244591
0.29,-0.475372538829
0.295,-0.324791183419
0.3,-0.194631809216
0.305,-0.0969507665723
0.31,-0.0359308709158
0.315,0.00884985896118
0.32,0.021152257279
0.325,0.0130326743893
0.33,-0.0236284725979
0.335,-0.0888311836825
0.34,-0.174209828008
0.345,-0.296249619321
0.35,-0.446830974732
0.355,-0.613651495922
0.36,-0.784408784573
0.365,-0.943109722873
0.37,-1.06121274672
0.375,-1.14240857562
0.38,-1.15889378937
0.385,-1.13428899273
0.39,-1.0570299313
0.395,-0.934990139984
0.4,-0.764232851332
0.405,-0.589292747252
0.41,-0.414352643173
0.415,-0.259588472334
0.42,-0.133611913559
0.425,-0.0398676383775
0.43,0.021152257279
0.435,0.0578134042662
0.44,0.0698697546177
0.445,0.0578134042662
0.45,0.016969441851
0.455,-0.0479872212672
0.46,-0.145668263911
0.465,-0.271890870652
0.47,-0.422472226062
0.475,-0.593229514714
0.48,-0.764232851332
0.485,-0.918750974204
0.49,-1.04497358095
0.495,-1.12223264238
0.5,-1.14659139105
0.505,-1.11804982695
0.51,-1.03685399806
