"Latest: Time (s)","Latest: Magnetic Field (mT)"
0,-1.14240857562
0.005,-1.11804982695
0.01,-1.06121274672
0.015,-0.975588054433
0.02,-0.861667846009
0.025,-0.731508471807
0.03,-0.597412330142
0.035,-0.463070140511
0.04,-0.33684753377
0.045,-0.227110140775
0.05,-0.141731496449
0.055,-0.0684092024749
0.06,-0.0155088897081
0.065,0.016969441851
0.07,0.0373914230586
0.075,0.0373914230586
0.08,0.0292718401688
0.085,0.000730276071408
0.09,-0.0398676383775
0.095,-0.100887534034
0.1,-0.182329410898
0.105,-0.275827638114
0.11,-0.385811079075
0.115,-0.515970453278
0.12,-0.654249410371
0.125,-0.784408784573
0.13,-0.902511808425
0.135,-0.99601003564
0.14,-1.06933232961
0.145,-1.1059934766
0.15,-1.11804982695
0.155,-1.09369107828
0.16,-1.04079076552
0.165,-0.951229305763
0.17,-0.84542868023
0.175,-0.719452121455
0.18,-0.585109931824
0.185,-0.458887325083
0.19,-0.332910766308
0.195,-0.231046908237
0.2,-0.149851079339
0.205,-0.0765287853646
0.21,-0.0317480554877
0.215,0.00491309149947
0.22,0.016969441851
0.225,0.021152257279
0.23,0.00884985896118
0.235,-0.0236284725979
0.24,-0.0723459699366
0.245,-0.133611913559
0.25,-0.214807742457
0.255,-0.316671600529
0.26,-0.430591808952
0.265,-0.560751183155
0.27,-0.694847324819
0.275,-0.825252746989
0.28,-0.943109722873
0.285,-1.04497358095
0.29,-1.11411305949
0.295,-1.15077420648
0.3,-1.15889378937
0.305,-1.12616940984
0.31,-1.07326909708
0.315,-0.98789045275
0.32,-0.873970244327
0.325,-0.735691287235
0.33,-0.597412330142
0.335,-0.458887325083
0.34,-0.324791183419
0.345,-0.214807742457
0.35,-0.121309515242
0.355,-0.0521700366953
0.36,0.00491309149947
0.365,0.0415742384866
0.37,0.0617501717279
0.375,0.065932987156
0.38,0.0617501717279
0.385,0.0292718401688
0.39,-0.00738930681837
0.395,-0.0684092024749
0.4,-0.145668263911
0.405,-0.235229723665
0.41,-0.349149932088
0.415,-0.479309306291
0.42,-0.613651495922
0.425,-0.747747637586
0.43,-0.873970244327
0.435,-0.979770869861
0.44,-1.06121274672
0.445,-1.12223264238
0.45,-1.14659139105
0.455,-1.13428899273
0.46,-1.08950826286
0.465,-1.01643201685
0.47,-0.910631391314
0.475,-0.788591600001
0.48,-0.646129827481
0.485,-0.51178763785
0.49,-0.385811079075
0.495,-0.267708055224
0.5,-0.17002701258
0.505,-0.0927679511442
0.51,-0.0317480554877
0.515,0.00884985896118
0.52,0.0373914230586
0.525,0.0415742384866
0.53,0.0332086076305
0.535,0.00884985896118
0.54,-0.027811288026
0.545,-0.0807116007927
0.55,-0.153787846801
0.555,-0.251468889444
0.56,-0.357269514978
0.565,-0.487428889181
0.57,-0.617588263383
0.575,-0.751930453014
0.58,-0.873970244327
0.585,-0.971651286971
0.59,-1.0570299313
0.595,-1.1059934766
0.6,-1.12223264238
0.605,-1.10181066117
0.61,-1.06121274672
0.615,-0.983953685289
0.62,-0.882089827217
0.625,-0.756113268442
0.63,-0.625707846273
0.635,-0.49554847207
0.64,-0.373508680757
0.645,-0.263771287762
0.65,-0.17002701258
0.655,-0.0969507665723
0.66,-0.0398676383775
0.665,-0.00738930681837
0.67,0.016969441851
0.675,0.0250890247407
0.68,0.0130326743893
0.685,-0.0113260742801
0.69,-0.0479872212672
0.695,-0.109007116924
0.7,-0.18626617836
0.705,-0.280010453542
0.71,-0.385811079075
0.715,-0.51178763785
0.72,-0.650312642909
0.725,-0.784408784573
0.73,-0.910631391314
0.735,-1.01643201685
0.74,-1.09369107828
0.745,-1.15077420648
0.75,-1.16283055683
0.755,-1.15471097394
0.76,-1.10993024406
0.765,-1.03267118263
0.77,-0.922933789632
0.775,-0.792528367463
0.78,-0.650312642909
0.785,-0.51178763785
0.79,-0.373508680757
0.795,-0.251468889444
0.8,-0.153787846801
0.805,-0.0723459699366
0.81,-0.0113260742801
0.815,0.0292718401688
0.82,0.0617501717279
0.825,0.0698697546177
0.83,0.065932987156
0.835,0.0455110059484
0.84,0.00884985896118
0.845,-0.0398676383775
0.85,-0.109007116924
0.855,-0.198568576678
0.86,-0.300432434749
0.865,-0.422472226062
0.87,-0.556568367727
0.875,-0.694847324819
0.88,-0.825252746989
0.885,-0.943109722873
0.89,-1.04079076552
0.895,-1.10993024406
0.9,-1.14659139105
0.905,-1.15077420648
0.91,-1.12223264238
0.915,-1.0570299313
0.92,-0.959348888653
0.925,-0.84542868023
0.93,-0.711332538565
0.935,-0.572807533506
0.94,-0.442648159304
0.945,-0.320608367991
0.95,-0.218990557885
0.955,-0.129429098131
0.96,-0.0684092024749
0.965,-0.0155088897081
0.97,0.021152257279
0.975,0.0373914230586
0.98,0.0373914230586
0.985,0.0250890247407
0.99,-0.00738930681837
0.995,-0.0521700366953
1,-0.117126699814
1.005,-0.198568576678
1.01,-0.296249619321
1.015,-0.414352643173
1.02,-0.544512017375
1.025,-0.674671391578
1.03,-0.804830765781
1.035,-0.926870557094
1.04,-1.01224920142
1.045,-1.08557149539
1.05,-1.11804982695
1.055,-1.12223264238
1.06,-1.08950826286
1.065,-1.02455159974
1.07,-0.931053372522
1.075,-0.825252746989
1.08,-0.694847324819
1.085,-0.560751183155
1.09,-0.438711391842
1.095,-0.316671600529
1.1,-0.218990557885
1.105,-0.137548681021
1.11,-0.0723459699366
1.115,-0.0236284725979
1.12,0.00884985896118
1.125,0.016969441851
1.13,0.016969441851
1.135,0.000730276071408
1.14,-0.0317480554877
1.145,-0.0765287853646
1.15,-0.141731496449
1.155,-0.218990557885
1.16,-0.320608367991
1.165,-0.442648159304
1.17,-0.572807533506
1.175,-0.707149723137
1.18,-0.83730909734
1.185,-0.947292538302
1.19,-1.04497358095
1.195,-1.11804982695
1.2,-1.15889378937
1.205,-1.16701337226
1.21,-1.13428899273
1.215,-1.07326909708
1.22,-0.98789045275
1.225,-0.873970244327
1.23,-0.739628054696
1.235,-0.597412330142
1.24,-0.454950557621
1.245,-0.324791183419
1.25,-0.214807742457
1.255,-0.121309515242
1.26,-0.0521700366953
1.265,0.00491309149947
1.27,0.0415742384866
1.275,0.0617501717279
1.28,0.0698697546177
1.285,0.0617501717279
1.29,0.0332086076305
1.295,-0.0032064913903
1.3,-0.0642263870468
1.305,-0.137548681021
1.31,-0.235229723665
1.315,-0.34496711666
1.32,-0.471189723401
1.325,-0.601349097604
1.33,-0.735691287235
1.335,-0.861667846009
1.34,-0.975588054433
1.345,-1.06121274672
1.35,-1.11804982695
1.355,-1.14659139105
1.36,-1.14240857562
1.365,-1.09787389371
1.37,-1.02455159974
1.375,-0.926870557094
1.38,-0.800647950353
1.385,-0.666551808688
1.39,-0.528272851596
1.395,-0.397867429427
1.4,-0.280010453542
1.405,-0.182329410898
1.41,-0.100887534034
1.415,-0.0398676383775
1.42,-0.0032064913903
1.425,0.0292718401688
1.43,0.0415742384866
1.435,0.0373914230586
1.44,0.016969441851
1.445,-0.0196917051362
1.45,-0.0723459699366
1.455,-0.141731496449
1.46,-0.235229723665
1.465,-0.33684753377
1.47,-0.458887325083
1.475,-0.589292747252
1.48,-0.719452121455
1.485,-0.849611495658
1.49,-0.955412121191
1.495,-1.03685399806
1.5,-1.09369107828
1.505,-1.11411305949
1.51,-1.10993024406
1.515,-1.06933232961
1.52,-1.00412961853
1.525,-0.910631391314
1.53,-0.796711182891
1.535,-0.666551808688
1.54,-0.532209619058
1.545,-0.410169827745
1.55,-0.292066803893
1.555,-0.198568576678
1.56,-0.113189932352
1.565,-0.0602896195851
1.57,-0.0155088897081
1.575,0.016969441851
1.58,0.021152257279
1.585,0.016969441851
1.59,-0.00738930681837
1.595,-0.0398676383775
1.6,-0.0888311836825
1.605,-0.153787846801
1.61,-0.247532121983
1.615,-0.357269514978
1.62,-0.479309306291
1.625,-0.605531913032
1.63,-0.747747637586
1.635,-0.873970244327
1.64,-0.983953685289
1.645,-1.06933232961
1.65,-1.13035222527
1.655,-1.16283055683
1.66,-1.15471097394
1.665,-1.12223264238
1.67,-1.05309316384
1.675,-0.959348888653
1.68,-0.833372329878
1.685,-0.699030140247
1.69,-0.560751183155
1.695,-0.422472226062
1.7,-0.296249619321
1.705,-0.190448993788
1.71,-0.100887534034
1.715,-0.0317480554877
1.72,0.016969441851
1.725,0.0496938213764
1.73,0.0698697546177
1.735,0.0698697546177
1.74,0.0536305888381
1.745,0.0250890247407
1.75,-0.0196917051362
1.755,-0.0807116007927
1.76,-0.166090245119
1.765,-0.263771287762
1.77,-0.381628263647
1.775,-0.507850870388
1.78,-0.646129827481
1.785,-0.780472017112
1.79,-0.902511808425
1.795,-1.00412961853
1.8,-1.08138867997
1.805,-1.13035222527
1.81,-1.14240857562
1.815,-1.13035222527
1.82,-1.07326909708
1.825,-0.99601003564
1.83,-0.886272642645
1.835,-0.760050035904
1.84,-0.621771078811
1.845,-0.487428889181
1.85,-0.361452330406
1.855,-0.251468889444
1.86,-0.157970662229
1.865,-0.0807116007927
1.87,-0.027811288026
1.875,0.00884985896118
1.88,0.0292718401688
1.885,0.0415742384866
1.89,0.0292718401688
1.895,0.00884985896118
1.9,-0.0317480554877
1.905,-0.0846483682544
1.91,-0.16190742969
1.915,-0.259588472334
1.92,-0.369571913296
1.925,-0.49554847207
1.93,-0.633827429163
1.935,-0.764232851332
1.94,-0.890209410107
1.945,-0.98789045275
1.95,-1.06121274672
1.955,-1.10181066117
1.96,-1.12223264238
1.965,-1.09787389371
1.97,-1.04497358095
1.975,-0.967468471543
1.98,-0.865850661437
1.985,-0.739628054696
1.99,-0.605531913032
1.995,-0.475372538829
2,-0.357269514978
2.005,-0.247532121983
2.01,-0.157970662229
2.015,-0.0888311836825
2.02,-0.0359308709158
2.025,-0.0032064913903
2.03,0.021152257279
2.035,0.021152257279
2.04,0.0130326743893
2.045,-0.0113260742801
2.05,-0.0602896195851
2.055,-0.125246282703
2.06,-0.198568576678
2.065,-0.292066803893
2.07,-0.405987012316
2.075,-0.532209619058
2.08,-0.67048857615
2.085,-0.800647950353
2.09,-0.926870557094
2.095,-1.03267118263
2.1,-1.1059934766
2.105,-1.15077420648
2.11,-1.15889378937
2.115,-1.14240857562
2.12,-1.09369107828
2.125,-1.00412961853
2.13,-0.894392225535
2.135,-0.764232851332
2.14,-0.617588263383
2.145,-0.483492121719
2.15,-0.35308669955
2.155,-0.235229723665
2.16,-0.137548681021
2.165,-0.0602896195851
2.17,0.000730276071408
2.175,0.0373914230586
2.18,0.0578134042662
2.185,0.065932987156
2.19,0.0617501717279
2.195,0.0373914230586
2.2,0.000730276071408
2.205,-0.0521700366953
2.21,-0.121309515242
2.215,-0.210870974995
2.22,-0.312488785101
2.225,-0.434528576414
2.23,-0.572807533506
2.235,-0.703212955676
2.24,-0.833372329878
2.245,-0.947292538302
2.25,-1.04079076552
2.255,-1.10993024406
2.26,-1.14240857562
2.265,-1.14240857562
2.27,-1.11411305949
2.275,-1.04891034841
2.28,-0.955412121191
2.285,-0.83730909734
2.29,-0.707149723137
2.295,-0.564687950617
2.3,-0.430591808952
2.305,-0.312488785101
2.31,-0.206688159567
2.315,-0.125246282703
2.32,-0.0602896195851
2.325,-0.00738930681837
2.33,0.021152257279
2.335,0.0373914230586
2.34,0.0373914230586
2.345,0.0250890247407
2.35,-0.0032064913903
2.355,-0.0521700366953
2.36,-0.117126699814
2.365,-0.198568576678
2.37,-0.300432434749
2.375,-0.414352643173
2.38,-0.544512017375
2.385,-0.67860815904
2.39,-0.800647950353
2.395,-0.922933789632
2.4,-1.01643201685
2.405,-1.0774519125
2.41,-1.11804982695
2.415,-1.12223264238
2.42,-1.08950826286
2.425,-1.03267118263
2.43,-0.947292538302
2.435,-0.841491912768
2.44,-0.711332538565
2.445,-0.580927116396
2.45,-0.450767742193
2.455,-0.332910766308
2.46,-0.231046908237
2.465,-0.145668263911
2.47,-0.0765287853646
2.475,-0.027811288026
2.48,0.00884985896118
2.485,0.0250890247407
2.49,0.021152257279
2.495,0.00884985896118
2.5,-0.0236284725979
2.505,-0.0684092024749
2.51,-0.133611913559
2.515,-0.210870974995
2.52,-0.312488785101
2.525,-0.426408993524
2.53,-0.552631600265
2.535,-0.690910557358
2.54,-0.82106993156
2.545,-0.943109722873
2.55,-1.04079076552
2.555,-1.11411305949
2.56,-1.15471097394
2.565,-1.16701337226
2.57,-1.14240857562
2.575,-1.08557149539
2.58,-1.00412961853
2.585,-0.894392225535
2.59,-0.760050035904
2.595,-0.613651495922
2.6,-0.479309306291
2.605,-0.349149932088
2.61,-0.235229723665
2.615,-0.137548681021
2.62,-0.056106804157
2.625,-0.0032064913903
2.63,0.0373914230586
2.635,0.0617501717279
2.64,0.0698697546177
2.645,0.0617501717279
2.65,0.0415742384866
2.655,0.00491309149947
2.66,-0.0479872212672
2.665,-0.121309515242
2.67,-0.210870974995
2.675,-0.324791183419
2.68,-0.450767742193
2.685,-0.580927116396
2.69,-0.719452121455
2.695,-0.84542868023
2.7,-0.963531704081
2.705,-1.05309316384
2.71,-1.10993024406
2.715,-1.14240857562
2.72,-1.14240857562
2.725,-1.10993024406
2.73,-1.04079076552
2.735,-0.943109722873
2.74,-0.82106993156
2.745,-0.690910557358
2.75,-0.552631600265
2.755,-0.422472226062
2.76,-0.304369202211
2.765,-0.202751392106
2.77,-0.121309515242
2.775,-0.0521700366953
2.78,-0.00738930681837
2.785,0.021152257279
2.79,0.0373914230586
2.795,0.0332086076305
2.8,0.021152257279
2.805,-0.0113260742801
2.81,-0.0521700366953
2.815,-0.121309515242
2.82,-0.202751392106
2.825,-0.304369202211
2.83,-0.422472226062
2.835,-0.552631600265
2.84,-0.690910557358
2.845,-0.82106993156
2.85,-0.931053372522
2.855,-1.02455159974
2.86,-1.08557149539
2.865,-1.11804982695
2.87,-1.11411305949
2.875,-1.08557149539
2.88,-1.02455159974
2.885,-0.926870557094
2.89,-0.82106993156
2.895,-0.690910557358
2.9,-0.560751183155
2.905,-0.434528576414
2.91,-0.312488785101
2.915,-0.214807742457
2.92,-0.133611913559
2.925,-0.0684092024749
2.93,-0.0236284725979
2.935,0.00884985896118
2.94,0.016969441851
2.945,0.016969441851
2.95,0.000730276071408
2.955,-0.0317480554877
2.96,-0.0807116007927
2.965,-0.145668263911
2.97,-0.231046908237
2.975,-0.332910766308
2.98,-0.450767742193
2.985,-0.580927116396
2.99,-0.715269306027
2.995,-0.84542868023
3,-0.963531704081
3.005,-1.0570299313
3.01,-1.12223264238
3.015,-1.15889378937
3.02,-1.15889378937
3.025,-1.13035222527
3.03,-1.06933232961
3.035,-0.979770869861
3.04,-0.861667846009
3.045,-0.727571704345
3.05,-0.585109931824
3.055,-0.446830974732
3.06,-0.316671600529
3.065,-0.206688159567
3.07,-0.113189932352
3.075,-0.0398676383775
3.08,0.0130326743893
3.085,0.0496938213764
3.09,0.0617501717279
3.095,0.065932987156
3.1,0.0536305888381
3.105,0.0292718401688
3.11,-0.0113260742801
3.115,-0.0723459699366
3.12,-0.149851079339
3.125,-0.243349306555
3.13,-0.35308669955
3.135,-0.487428889181
3.14,-0.617588263383
3.145,-0.756113268442
3.15,-0.878153059755
3.155,-0.98789045275
3.16,-1.06933232961
3.165,-1.12223264238
3.17,-1.14659139105
3.175,-1.13847180816
3.18,-1.08950826286
3.185,-1.01643201685
3.19,-0.910631391314
3.195,-0.784408784573
3.2,-0.650312642909
3.205,-0.515970453278
3.21,-0.385811079075
3.215,-0.271890870652
3.22,-0.174209828008
3.225,-0.0969507665723
3.23,-0.0398676383775
3.235,0.00491309149947
3.24,0.0292718401688
3.245,0.0455110059484
3.25,0.0373914230586
3.255,0.016969441851
3.26,-0.0236284725979
3.265,-0.0807116007927
3.27,-0.153787846801
3.275,-0.243349306555
3.28,-0.349149932088
3.285,-0.479309306291
3.29,-0.609468680494
3.295,-0.739628054696
3.3,-0.861667846009
3.305,-0.963531704081
3.31,-1.05309316384
3.315,-1.10181066117
3.32,-1.11804982695
3.325,-1.1059934766
3.33,-1.06121274672
3.335,-0.992073268179
3.34,-0.890209410107
3.345,-0.772352434222
3.35,-0.638010244591
3.355,-0.51178763785
3.36,-0.381628263647
3.365,-0.271890870652
3.37,-0.174209828008
3.375,-0.105070349462
3.38,-0.0479872212672
3.385,-0.00738930681837
3.39,0.016969441851
3.395,0.021152257279
3.4,0.016969441851
3.405,-0.00738930681837
3.41,-0.0479872212672
3.415,-0.105070349462
3.42,-0.182329410898
3.425,-0.275827638114
3.43,-0.385811079075
3.435,-0.50366805496
3.44,-0.638010244591
3.445,-0.772352434222
3.45,-0.902511808425
3.455,-1.00831243396
3.46,-1.08950826286
3.465,-1.14240857562
3.47,-1.16283055683
3.475,-1.15471097394
3.48,-1.10993024406
3.485,-1.03267118263
3.49,-0.934990139984
3.495,-0.804830765781
3.5,-0.666551808688
3.505,-0.524090036168
3.51,-0.389747846537
3.515,-0.267708055224
3.52,-0.17002701258
3.525,-0.0846483682544
3.53,-0.0196917051362
3.535,0.0250890247407
3.54,0.0536305888381
3.545,0.0698697546177
3.55,0.0698697546177
3.555,0.0496938213764
3.56,0.016969441851
3.565,-0.0317480554877
3.57,-0.100887534034
3.575,-0.18626617836
3.58,-0.292066803893
3.585,-0.410169827745
3.59,-0.540329201947
3.595,-0.67860815904
3.6,-0.812950348671
3.605,-0.926870557094
3.61,-1.02455159974
3.615,-1.10181066117
3.62,-1.13847180816
3.625,-1.14659139105
3.63,-1.11411305949
3.635,-1.06121274672
3.64,-0.971651286971
3.645,-0.85354826312
3.65,-0.723388888917
3.655,-0.585109931824
3.66,-0.454950557621
3.665,-0.332910766308
3.67,-0.222927325347
3.675,-0.137548681021
3.68,-0.0684092024749
3.685,-0.0196917051362
3.69,0.021152257279
3.695,0.0332086076305
3.7,0.0415742384866
3.705,0.0250890247407
3.71,0.000730276071408
3.715,-0.0440504538055
3.72,-0.105070349462
3.725,-0.18626617836
3.73,-0.288130036432
3.735,-0.402050244855
3.74,-0.536392434486
3.745,-0.666551808688
3.75,-0.796711182891
3.755,-0.914568158776
3.76,-1.00831243396
3.765,-1.07326909708
3.77,-1.11411305949
3.775,-1.11411305949
3.78,-1.08950826286
3.785,-1.03267118263
3.79,-0.943109722873
3.795,-0.833372329878
3.8,-0.711332538565
3.805,-0.572807533506
3.81,-0.442648159304
3.815,-0.32872795088
3.82,-0.227110140775
3.825,-0.141731496449
3.83,-0.0765287853646
3.835,-0.027811288026
3.84,0.00491309149947
3.845,0.021152257279
3.85,0.016969441851
3.855,0.000730276071408
3.86,-0.027811288026
3.865,-0.0765287853646
3.87,-0.141731496449
3.875,-0.227110140775
3.88,-0.320608367991
3.885,-0.442648159304
3.89,-0.568870766045
3.895,-0.711332538565
3.9,-0.841491912768
3.905,-0.959348888653
3.91,-1.0570299313
3.915,-1.12223264238
3.92,-1.15889378937
3.925,-1.16701337226
3.93,-1.13428899273
3.935,-1.07326909708
3.94,-0.983953685289
3.945,-0.861667846009
3.95,-0.727571704345
3.955,-0.585109931824
3.96,-0.442648159304
3.965,-0.316671600529
3.97,-0.206688159567
3.975,-0.117126699814
3.98,-0.0440504538055
3.985,0.00884985896118
3.99,0.0455110059484
3.995,0.0617501717279
4,0.0698697546177
4.005,0.0578134042662
4.01,0.0292718401688
4.015,-0.0155088897081
4.02,-0.0765287853646
4.025,-0.149851079339
4.03,-0.251468889444
4.035,-0.361452330406
4.04,-0.491611704609
4.045,-0.625707846273
4.05,-0.760050035904
4.055,-0.890209410107
4.06,-0.99601003564
4.065,-1.0774519125
4.07,-1.12223264238
4.075,-1.15077420648
4.08,-1.13428899273
4.085,-1.08950826286
4.09,-1.00831243396
4.095,-0.906448575886
4.1,-0.780472017112
4.105,-0.642193060019
4.11,-0.50366805496
4.115,-0.377691496185
4.12,-0.263771287762
4.125,-0.166090245119
4.13,-0.0888311836825
4.135,-0.0317480554877
4.14,0.00491309149947
4.145,0.0332086076305
4.15,0.0373914230586
4.155,0.0292718401688
4.16,0.00884985896118
4.165,-0.0317480554877
4.17,-0.0888311836825
4.175,-0.16190742969
4.18,-0.259588472334
4.185,-0.365389097868
4.19,-0.49554847207
4.195,-0.629890661701
4.2,-0.760050035904
4.205,-0.882089827217
4.21,-0.983953685289
4.215,-1.06121274672
4.22,-1.10993024406
4.225,-1.12616940984
4.23,-1.1059934766
4.235,-1.06121274672
4.24,-0.979770869861
4.245,-0.873970244327
4.25,-0.751930453014
4.255,-0.617588263383
4.26,-0.487428889181
4.265,-0.365389097868
4.27,-0.255651704872
4.275,-0.166090245119
4.28,-0.0927679511442
4.285,-0.0398676383775
4.29,0.000730276071408
4.295,0.016969441851
4.3,0.016969441851
4.305,0.00884985896118
4.31,-0.0155088897081
4.315,-0.0642263870468
4.32,-0.121309515242
4.325,-0.198568576678
4.33,-0.296249619321
4.335,-0.410169827745
4.34,-0.540329201947
4.345,-0.67860815904
4.35,-0.812950348671
4.355,-0.931053372522
4.36,-1.03685399806
4.365,-1.10993024406
4.37,-1.15077420648
4.375,-1.16701337226
4.38,-1.15077420648
4.385,-1.09369107828
4.39,-1.00831243396
4.395,-0.902511808425
4.4,-0.764232851332
4.405,-0.625707846273
4.41,-0.483492121719
4.415,-0.35308669955
4.42,-0.239166491127
4.425,-0.141731496449
4.43,-0.0602896195851
4.435,-0.00738930681837
4.44,0.0332086076305
4.445,0.0617501717279
4.45,0.0698697546177
4.455,0.0617501717279
4.46,0.0415742384866
4.465,0.00491309149947
4.47,-0.056106804157
4.475,-0.125246282703
4.48,-0.222927325347
4.485,-0.332910766308
4.49,-0.458887325083
4.495,-0.593229514714
4.5,-0.731508471807
4.505,-0.857731078548
4.51,-0.975588054433
4.515,-1.06121274672
4.52,-1.12223264238
4.525,-1.14659139105
4.53,-1.13847180816
4.535,-1.10181066117
4.54,-1.02455159974
4.545,-0.931053372522
4.55,-0.800647950353
4.555,-0.67048857615
4.56,-0.532209619058
4.565,-0.397867429427
4.57,-0.288130036432
4.575,-0.18626617836
4.58,-0.105070349462
4.585,-0.0440504538055
4.59,0.000730276071408
4.595,0.0250890247407
4.6,0.0415742384866
4.605,0.0373914230586
4.61,0.016969441851
4.615,-0.0196917051362
4.62,-0.0723459699366
4.625,-0.141731496449
4.63,-0.231046908237
4.635,-0.34496711666
4.64,-0.467006907973
4.645,-0.597412330142
4.65,-0.735691287235
4.655,-0.857731078548
4.66,-0.967468471543
4.665,-1.05309316384
4.67,-1.09787389371
4.675,-1.12223264238
4.68,-1.10993024406
4.685,-1.06933232961
4.69,-0.99601003564
4.695,-0.894392225535
4.7,-0.776289201684
4.705,-0.642193060019
4.71,-0.51178763785
4.715,-0.389747846537
4.72,-0.280010453542
4.725,-0.18626617836
4.73,-0.113189932352
4.735,-0.0521700366953
4.74,-0.0155088897081
4.745,0.016969441851
4.75,0.021152257279
4.755,0.016969441851
4.76,-0.0032064913903
4.765,-0.0440504538055
4.77,-0.0969507665723
4.775,-0.166090245119
4.78,-0.255651704872
4.785,-0.357269514978
4.79,-0.483492121719
4.795,-0.609468680494
4.8,-0.747747637586
4.805,-0.878153059755
4.81,-0.98789045275
4.815,-1.07326909708
4.82,-1.13428899273
4.825,-1.16283055683
4.83,-1.15889378937
4.835,-1.12223264238
4.84,-1.0570299313
4.845,-0.955412121191
4.85,-0.84542868023
4.855,-0.707149723137
4.86,-0.560751183155
4.865,-0.430591808952
4.87,-0.300432434749
4.875,-0.194631809216
