"Poslední měření: čas (s)","Poslední měření: Magnetická indukce (mT)"
3.765,0.415813195315
3.77,0.350610484231
3.775,0.350610484231
3.78,0.407693612426
3.785,0.537852986628
3.79,0.733215071916
3.795,1.0097729861
3.8,1.36777277715
3.805,1.83157319373
3.81,2.37681548718
3.815,2.97077527797
3.82,3.51208080395
3.825,3.87820017789
3.83,3.97981798799
3.835,3.77658236778
3.84,3.33295788444
3.845,2.76335684233
3.85,2.16939705154
3.855,1.63645715641
3.86,1.19283267307
3.865,0.855254863229
3.87,0.602809649747
3.875,0.436235176523
3.88,0.342490901341
3.885,0.305829754354
3.89,0.326251735562
3.895,0.415813195315
3.9,0.578450901077
3.905,0.826713299131
3.91,1.16429110897
3.915,1.60791559231
3.92,2.15709465322
3.925,2.75942007486
3.93,3.34526028276
3.935,3.78051913525
3.94,3.95545923933
3.945,3.80906069934
3.95,3.3939777801
3.955,2.8081375722
3.96,2.2018753831
3.965,1.65269632219
3.97,1.20907183885
3.975,0.85919163069
3.98,0.598872882285
3.985,0.423932778205
3.99,0.305829754354
3.995,0.244809858697
4,0.236690275808
4.005,0.277534238223
4.01,0.371032465438
4.015,0.525550588311
4.02,0.761510588047
4.025,1.07079288176
4.03,1.46963663522
4.035,1.9619786159
4.04,2.51509444427
4.045,3.08469548639
4.05,3.55686153383
4.055,3.82948268055
4.06,3.83341944801
4.065,3.56891788418
4.07,3.10118070013
4.075,2.53969924091
4.08,1.98633736457
4.085,1.50211496678
4.09,1.10327121332
4.095,0.802354550462
4.1,0.578450901077
4.105,0.436235176523
4.11,0.354793299659
4.115,0.342490901341
4.12,0.387271631218
4.125,0.505374655069
4.13,0.696553924929
4.135,0.977294654542
4.14,1.35965319426
4.145,1.86011475783
4.15,2.45825736404
4.155,3.08887830182
4.16,3.66266215936
4.165,4.0287815333
4.17,4.09792101185
4.175,3.85777819668
4.18,3.37773861432
4.185,2.77959600811
4.19,2.18563621732
4.195,1.6445767393
4.2,1.20907183885
4.205,0.879613611898
4.21,0.635534029272
4.215,0.468713508082
4.22,0.36684965001
4.225,0.326251735562
4.23,0.334371318451
4.235,0.383334863756
4.24,0.49725507218
4.245,0.676131943721
4.25,0.924394341775
4.255,1.25385256873
4.26,1.66081590508
4.265,2.14085548744
4.27,2.65755621679
4.275,3.15801778036
4.28,3.56079830129
4.285,3.77658236778
4.29,3.76009715404
4.295,3.48772205528
4.3,3.03179517362
4.305,2.48679892814
4.31,1.94155663469
4.315,1.45339746944
4.32,1.05873653141
4.325,0.745271422267
4.33,0.517431005421
4.335,0.354793299659
4.34,0.257112257015
4.345,0.20814871171
4.35,0.20814871171
4.355,0.265231839905
4.36,0.36684965001
4.365,0.550155384946
4.37,0.794234967572
4.375,1.11975642706
4.38,1.53459329834
4.385,2.04735726023
4.39,2.62507788523
4.395,3.18237652903
4.4,3.62600101237
4.405,3.85777819668
4.41,3.8415390309
4.415,3.58933986539
4.42,3.17032017868
4.425,2.66173903222
4.43,2.14897507033
4.435,1.68517465375
4.44,1.29469653114
4.445,0.985414237432
4.45,0.749454237695
4.455,0.570331318188
4.46,0.452474342303
4.465,0.379152048328
4.47,0.354793299659
4.475,0.371032465438
4.48,0.432052361095
4.485,0.54178975409
4.49,0.712793090708
4.495,0.944816322983
4.5,1.24179621838
4.505,1.62415475809
4.51,2.07983559179
4.515,2.57611433993
4.52,3.09699788471
4.525,3.54874195094
4.53,3.86589777957
4.535,3.95964205475
4.54,3.82948268055
4.545,3.49977840563
4.55,3.02785840616
4.555,2.50697486138
4.56,1.99839371492
4.565,1.55083246412
4.57,1.17265673983
4.575,0.86731121358
4.58,0.639470796734
4.585,0.476833090972
4.59,0.371032465438
4.595,0.310012569782
4.6,0.301892986892
4.605,0.350610484231
4.61,0.448291526875
4.615,0.606992465175
4.62,0.834832882021
4.625,1.1399323603
4.63,1.52253694799
4.635,1.99027413203
4.64,2.52321402716
4.645,3.06845632061
4.65,3.54874195094
4.655,3.86589777957
4.66,3.94340288897
4.665,3.76009715404
4.67,3.365436216
4.675,2.84873548665
4.68,2.31579559152
4.685,1.81139726049
4.69,1.38007517547
4.695,1.01789256899
4.7,0.745271422267
4.705,0.537852986628
4.71,0.391454446646
4.715,0.293773404002
4.72,0.240873091236
4.725,0.224633925456
4.73,0.252929441587
4.735,0.3223149681
4.74,0.440171943985
4.745,0.615112048064
4.75,0.851072047801
4.755,1.15617152608
4.76,1.53877611377
