"Poslední měření: čas (s)","Poslední měření: Magnetická indukce (mT)"
0,-0.0196917051362
0.005,-0.0440504538055
0.01,-0.0642263870468
0.015,-0.0807116007927
0.02,-0.0969507665723
0.025,-0.109007116924
0.03,-0.121309515242
0.035,-0.137548681021
0.04,-0.149851079339
0.045,-0.153787846801
0.05,-0.17002701258
0.055,-0.182329410898
0.06,-0.18626617836
0.065,-0.198568576678
0.07,-0.202751392106
0.075,-0.210870974995
0.08,-0.218990557885
0.085,-0.227110140775
0.09,-0.239166491127
0.095,-0.251468889444
0.1,-0.259588472334
0.105,-0.263771287762
0.11,-0.267708055224
0.115,-0.280010453542
0.12,-0.280010453542
0.125,-0.283947221003
0.13,-0.283947221003
0.135,-0.292066803893
0.14,-0.292066803893
0.145,-0.296249619321
0.15,-0.296249619321
0.155,-0.300432434749
0.16,-0.304369202211
0.165,-0.300432434749
0.17,-0.304369202211
0.175,-0.304369202211
0.18,-0.304369202211
0.185,-0.296249619321
0.19,-0.292066803893
0.195,-0.296249619321
0.2,-0.292066803893
0.205,-0.283947221003
0.21,-0.280010453542
0.215,-0.275827638114
0.22,-0.263771287762
0.225,-0.251468889444
0.23,-0.243349306555
0.235,-0.231046908237
0.24,-0.214807742457
0.245,-0.198568576678
0.25,-0.174209828008
0.255,-0.149851079339
0.26,-0.117126699814
0.265,-0.0765287853646
0.27,-0.0317480554877
0.275,0.016969441851
0.28,0.0779893375075
0.285,0.143192048592
0.29,0.220451110028
0.295,0.318132152672
0.3,0.423932778205
0.305,0.550155384946
0.31,0.688434342039
0.315,0.851072047801
0.32,1.03019496731
0.325,1.22949382006
0.33,1.45339746944
0.335,1.70953340242
0.34,2.00257653035
0.345,2.31997840695
0.35,2.67379538257
0.355,3.06033673772
0.36,3.49165882274
0.365,3.94340288897
0.37,4.40302049013
0.375,4.8749404896
0.38,5.37540205317
0.385,5.85544163553
0.39,5.92064434662
0.395,5.9083419483
0.4,5.90440518084
0.405,5.89210278252
0.41,5.88004643217
0.415,5.88004643217
0.42,5.87192684928
0.425,5.87192684928
0.43,5.86774403385
0.435,5.86380726639
0.44,5.87192684928
0.445,5.86774403385
0.45,5.87586361674
0.455,5.88004643217
0.46,5.89210278252
0.465,5.89628559795
0.47,5.90440518084
0.475,5.92064434662
0.48,5.90440518084
0.485,5.5382858069
0.49,5.11090048934
0.495,4.71230278384
0.5,4.35430299279
0.505,4.02066195041
0.51,3.71949923959
0.515,3.45499767576
0.52,3.20698132567
0.525,2.99119725917
0.53,2.77959600811
0.535,2.59653632114
0.54,2.44201819826
0.545,2.29143684285
0.55,2.15315788576
0.555,2.0146328807
0.56,1.89259308939
0.565,1.76661653061
0.57,1.65269632219
0.575,1.54271288123
0.58,1.44503183859
0.585,1.3557164268
0.59,1.26197215162
0.595,1.17265673983
0.6,1.09933444585
0.605,1.02601215188
0.61,0.961055488762
0.615,0.891916010216
0.62,0.830896114559
0.625,0.773812986365
0.63,0.71672985817
0.635,0.659892777941
0.64,0.606992465175
0.645,0.554092152408
0.65,0.501191839641
0.655,0.448291526875
0.66,0.399574029536
0.665,0.350610484231
0.67,0.297710171464
0.675,0.252929441587
0.68,0.20814871171
0.685,0.159431214372
0.69,0.114650484495
0.695,0.065932987156
0.7,0.021152257279
0.705,-0.0155088897081
0.71,-0.056106804157
0.715,-0.0888311836825
0.72,-0.113189932352
0.725,-0.141731496449
0.73,-0.17002701258
0.735,-0.190448993788
0.74,-0.198568576678
0.745,-0.218990557885
0.75,-0.231046908237
0.755,-0.239166491127
0.76,-0.243349306555
0.765,-0.255651704872
0.77,-0.259588472334
0.775,-0.263771287762
0.78,-0.267708055224
0.785,-0.267708055224
0.79,-0.271890870652
0.795,-0.275827638114
0.8,-0.275827638114
0.805,-0.271890870652
0.81,-0.280010453542
0.815,-0.283947221003
0.82,-0.283947221003
0.825,-0.280010453542
0.83,-0.280010453542
0.835,-0.283947221003
0.84,-0.280010453542
0.845,-0.275827638114
0.85,-0.275827638114
0.855,-0.271890870652
0.86,-0.263771287762
0.865,-0.255651704872
0.87,-0.251468889444
0.875,-0.243349306555
0.88,-0.227110140775
0.885,-0.218990557885
0.89,-0.206688159567
