sim_t,totD,sum_acoustic_energy/sim_t
0.0007490000000000117,0.17767973641728052,-20941.858091355454
0.0007590000000000119,0.1654275072545207,-20898.2992961103
0.0007690000000000122,0.18471925659398933,-20781.219466362316
0.0007790000000000124,0.16448825647856072,-20597.35942943209
0.0007890000000000127,0.17945052677542062,-20471.641224192455
0.0007990000000000129,0.17187222893461973,-20419.280091080193
0.0008090000000000132,0.18007803393112404,-20377.72065479512
0.0008190000000000134,0.16423317234017487,-20265.85005840033
0.0008290000000000136,0.18427518362776923,-20111.97156763634
0.0008390000000000139,0.16581735115675267,-20006.083280047576
0.0008490000000000141,0.1765319422652474,-19964.82383478868
0.0008590000000000144,0.17538500034807986,-19969.069654953513
0.0008690000000000146,0.1664040450205285,-19876.481175154826
0.0008790000000000149,0.1838786743266966,-19782.544602034417
0.0008890000000000151,0.16377522250065182,-19710.495634576084
0.0008990000000000153,0.1808089799182569,-19661.844452385987
0.0009090000000000156,0.17058433687840877,-19630.43399281856
0.0009190000000000158,0.1701327117528477,-19569.219158092936
0.0009290000000000161,0.18111095052601123,-19483.475077417384
0.0009390000000000163,0.16360647638056394,-19395.89230603426
0.0009490000000000166,0.18362103825532325,-19377.637879530812
0.0009590000000000168,0.1665979327857813,-19328.841478919436
0.000969000000000017,0.17472392281875926,-19230.952081004347
0.000979000000000017,0.18046656883899828,-19180.458281989777
0.0009890000000000161,0.16985522387392638,-19115.81001809362
0.0009990000000000153,0.16349876725470694,-19165.10743282656
0.0010090000000000144,0.16630351461306236,-19144.058852484257
0.0010190000000000136,0.17620980479748768,-19116.236090970033
0.0010290000000000128,0.1631674605926842,-19075.1143244496
0.001039000000000012,0.16780374315980684,-19096.393884400768
0.001049000000000011,0.1782802335746918,-19093.04686898575
0.0010590000000000102,0.18414755300567626,-19080.549891862032
0.0010690000000000094,0.17805840946363852,-19095.214209419577
0.0010790000000000086,0.16766064467637953,-19094.844875024937
0.0010890000000000077,0.1631989180830157,-19136.071172279255
0.0010990000000000069,0.16802983576254343,-19100.48245147573
0.001109000000000006,0.16606433218087913,-19103.52819232534
0.0011190000000000052,0.16336788220161041,-19100.424349900797
0.0011290000000000043,0.1698690399179981,-19119.63950508501
0.0011390000000000035,0.18037438190920307,-19109.03031470102
0.0011490000000000027,0.18366369017053877,-19136.443341899623
0.0011590000000000018,0.17561340883821325,-19094.55832176139
0.001169000000000001,0.16585178319451557,-19112.674660867164
0.0011790000000000001,0.18286802108466294,-19073.927535510433
0.0011889999999999993,0.17343793751112943,-19085.99193160779
0.0011989999999999985,0.1645878539897763,-19071.33554001242
0.0012089999999999976,0.16403554837594767,-19076.503692044742
0.0012189999999999968,0.17217849104036814,-19088.00332656388
0.001228999999999996,0.1820422720668623,-19118.42938498189
0.001238999999999995,0.18256851021073975,-19125.578249591545
0.0012489999999999943,0.17311774634762803,-19137.22840110408
0.0012589999999999934,0.18316991200749888,-19189.108131036108
0.0012689999999999926,0.1641361944838142,-19267.419350095435
0.0012789999999999917,0.17092919215952915,-19301.631719330002
0.0012889999999999909,0.18217903570972993,-19378.103697418443
0.00129899999999999,0.1651600709581492,-19450.512045234722
0.0013089999999999892,0.16888849962853608,-19481.076576805215
0.0013189999999999884,0.18319630634259432,-19548.586427700393
0.0013289999999999875,0.1665255814375678,-19626.874940534497
0.0013389999999999867,0.17055473053268586,-19666.869176695094
0.0013489999999999858,0.1837166384761041,-19737.953381087485
0.001358999999999985,0.16524103542748517,-19799.65758726917
0.0013689999999999842,0.1685370279534449,-19830.47372173063
0.0013789999999999833,0.18371861932303557,-19906.148336868613
0.0013889999999999825,0.1666167199389106,-19967.298341203146
0.0013989999999999816,0.16672523090827862,-19994.708283389904
0.0014089999999999808,0.1836296675198515,-20059.751734585385
0.00141899999999998,0.1682814351986401,-20109.46220701863
0.0014289999999999791,0.1681602129062763,-20147.521214326203
0.0014389999999999783,0.18355560931810205,-20216.78529668199
0.0014489999999999774,0.17018249102637664,-20252.52352170206
0.0014589999999999766,0.1664166491030863,-20288.92300509755
0.0014689999999999758,0.1829861372086159,-20357.314085111942
0.001478999999999975,0.16846215355781388,-20401.97194676684
0.001488999999999974,0.16498842854778623,-20425.835718731676
0.0014989999999999732,0.1834806350070256,-20488.84750011489
0.0015089999999999724,0.17044429741042824,-20516.851457457222
0.0015189999999999715,0.1638961410143424,-20559.96635720737
0.0015289999999999707,0.18289961755884188,-20611.96723700828
0.0015389999999999699,0.17259466932006542,-20628.806574325885
0.001548999999999969,0.1648573126528496,-20659.885319578923
0.0015589999999999682,0.18184742708527166,-20723.202119049893
0.0015689999999999673,0.1707978359564606,-20740.23045145883
0.0015789999999999665,0.1638545413958454,-20765.448213361306
0.0015889999999999657,0.18285311415504457,-20813.154037814376
0.0015989999999999648,0.17296938907418793,-20833.469140560243
0.001608999999999964,0.16319770568277775,-20865.41082094074
0.0016189999999999631,0.18175420225933725,-20906.721624291567
0.0016289999999999623,0.17519339947538093,-20911.602295377805
0.0016389999999999615,0.16381145288343743,-20950.75890215276
0.0016489999999999606,0.18023573552556682,-20990.3262043191
0.0016589999999999598,0.1733444761559389,-21001.126957915643
0.001668999999999959,0.16320427678637653,-21030.666252714345
0.001678999999999958,0.1784047805683663,-21060.937529962124
0.0016889999999999572,0.17555708600531952,-21076.134484918624
0.0016989999999999564,0.16296523669139726,-21112.120436348054
0.0017089999999999556,0.18005624018485106,-21133.961843187837
0.0017189999999999547,0.17769964928274923,-21135.83044969621
0.0017289999999999539,0.1631903603947968,-21176.363500613956
0.001738999999999953,0.17817916626093347,-21203.99087458696
0.0017489999999999522,0.179674489329463,-21209.58961773592
0.0017589999999999514,0.16299040019474584,-21243.475018159374
0.0017689999999999505,0.17609704828637232,-21262.597815032517
0.0017789999999999497,0.17800787489376066,-21278.304639908987
0.0017889999999999488,0.16317580913692786,-21321.980916478697
0.001798999999999948,0.17791823986634897,-21339.034559842778
0.0018089999999999472,0.17992946359154025,-21346.84752865955
0.0018189999999999463,0.16373254514407137,-21384.70886832449
0.0018289999999999455,0.17581303561402695,-21409.09618891048
0.0018389999999999446,0.1815676717039498,-21424.50927859594
0.0018489999999999438,0.16322232442843082,-21461.490488440944
0.001858999999999943,0.17362262989629867,-21467.687260697967
0.001868999999999942,0.18016476058126543,-21496.25533137613
0.0018789999999999413,0.1638247600744441,-21540.551577286595
0.0018889999999999404,0.17549398117513834,-21554.369990539773
0.0018989999999999396,0.18173582269181324,-21564.877979675686
0.0019089999999999387,0.1647794211743884,-21607.446316791702
0.001918999999999938,0.17329361206675561,-21629.46878027629
0.001928999999999937,0.18290685934142661,-21655.896132964834
0.0019389999999999362,0.16389942564008284,-21694.692239604916
0.0019489999999999354,0.17112379210402126,-21704.779176818396
0.0019589999999999356,0.17857386666447073,-21737.0528223327
0.001968999999999937,0.16675939187149397,-21721.137553763372
0.0019789999999999383,0.16298720725173235,-21730.034530127756
0.0019889999999999396,0.1678426606061528,-21726.963779243626
0.001998999999999941,0.17603326050878948,-21717.43729740899
0.0020089999999999423,0.1827672347989512,-21722.93669873259
0.0020189999999999436,0.18012932422272485,-21723.012591969593
0.002028999999999945,0.17192882049615352,-21711.81128666596
0.0020389999999999462,0.16329840297106324,-21718.692181655126
0.0020489999999999476,0.16407054633637447,-21724.586072982827
0.002058999999999949,0.1741592706355992,-21707.572014131256
0.0020689999999999502,0.18172904288470737,-21709.071478910853
0.0020789999999999515,0.18340390147658475,-21719.83897965578
0.002088999999999953,0.17374854215620267,-21705.219039820502
0.002098999999999954,0.16610471917910385,-21703.449270921777
0.0021089999999999555,0.16337555854118221,-21714.336257255312
0.002118999999999957,0.1684891949883462,-21710.50202710138
0.002128999999999958,0.1803983055465968,-21704.057758341136
0.0021389999999999595,0.18370441325232614,-21714.970038794596
0.002148999999999961,0.17939443232686833,-21713.58732394951
0.002158999999999962,0.16747539613891121,-21697.794902804515
0.0021689999999999635,0.1630753071809824,-21705.41123735686
0.002178999999999965,0.16697451011769932,-21704.199949321075
0.002188999999999966,0.17495147432927388,-21695.215012492423
0.0021989999999999675,0.18218435181621645,-21698.329099209674
0.002208999999999969,0.1808484416833752,-21706.218587392654
0.00221899999999997,0.17288867458057314,-21695.93002437565
0.0022289999999999715,0.16354869295685506,-21694.23267461648
0.0022389999999999728,0.16362288478108442,-21700.666677984023
0.002248999999999974,0.17308886666095472,-21686.66176055909
0.0022589999999999754,0.18099849550236513,-21686.09960749783
0.0022689999999999768,0.18358916872498518,-21696.45599111661
0.002278999999999978,0.174743370524978,-21684.504275592542
0.0022889999999999794,0.16680952756708337,-21681.220286453325
0.0022989999999999807,0.1630962113010772,-21691.47263465452
0.002308999999999982,0.1676125579725257,-21689.450026170005
0.0023189999999999834,0.1757693626104203,-21681.271451479726
0.0023289999999999847,0.18368572322531454,-21686.100122677468
0.002338999999999986,0.1802060569128649,-21687.03911051148
0.0023489999999999874,0.16829560483073208,-21672.48947343559
0.0023589999999999887,0.16329235401573278,-21678.826997853113
0.00236899999999999,0.16621180217409048,-21679.117800199358
0.0023789999999999914,0.17390638149728843,-21670.95774139678
0.0023889999999999927,0.18154934999299957,-21672.02242200592
0.002398999999999994,0.18153669189858482,-21681.17093810484
0.0024089999999999953,0.1738986466510013,-21672.10261907042
0.0024189999999999967,0.16391862723207992,-21669.23190188643
0.002428999999999998,0.16328842476453748,-21675.97544718118
0.0024389999999999993,0.17205814044278103,-21664.919800693115
0.0024490000000000007,0.18021467893060938,-21662.708333958974
0.002459000000000002,0.18368241790688514,-21672.310842952407
0.0024690000000000033,0.17575843682752187,-21667.068900545826
0.0024790000000000046,0.16759605307736924,-21662.56308763962
0.002489000000000006,0.1630911823639101,-21676.33556527351
0.0024990000000000073,0.1702686623198862,-21655.97341119723
0.0025090000000000086,0.17864966658186088,-21649.9714680491
0.00251900000000001,0.18358018806592166,-21645.97156157955
0.0025290000000000113,0.18095806849758378,-21647.78437335199
0.0025390000000000126,0.17305564362350542,-21632.43982073675
0.002549000000000014,0.16281456968006353,-21644.648316197145
0.0025590000000000153,0.16551696675474703,-21648.88602546395
0.0025690000000000166,0.17286956306600584,-21650.17981037544
0.002579000000000018,0.18083190465436,-21658.673917442422
0.0025890000000000192,0.18358721890132013,-21669.018640739374
0.0025990000000000206,0.17088848353211364,-21656.75376649972
0.002609000000000022,0.16437374787693346,-21651.21245489455
0.0026190000000000232,0.16305284299011852,-21660.08591487095
0.0026290000000000245,0.1674464048094411,-21647.41462922319
0.002639000000000026,0.17555965687507222,-21639.927648929122
0.002649000000000027,0.1830156794403529,-21634.068178346606
0.0026590000000000285,0.17674283618518905,-21637.229726311856
0.00266900000000003,0.1684203070045607,-21614.27750090775
0.002679000000000031,0.16332197088666478,-21627.477964334503
0.0026890000000000325,0.1693099781819778,-21611.77412099861
0.002699000000000034,0.1776957022643192,-21607.29994410308
0.002709000000000035,0.18334244598079746,-21602.685358827202
0.0027190000000000365,0.18163388417345555,-21608.90277798895
0.002729000000000038,0.17406901896402333,-21593.49583613087
0.002739000000000039,0.16287544945559956,-21605.41198803727
0.0027490000000000405,0.16489461897815164,-21608.836263027686
0.002759000000000042,0.17184543980254727,-21611.26593979256
0.002769000000000043,0.18003818081469722,-21616.872110944587
0.0027790000000000445,0.18366089331028812,-21628.509824055698
0.0027890000000000458,0.1718728067424269,-21615.303929325244
0.002799000000000047,0.16490508411604038,-21610.329764639857
0.0028090000000000484,0.16289211352706795,-21616.118171088954
0.0028190000000000498,0.16665529650858335,-21605.899507209386
0.002829000000000051,0.17452811613494978,-21596.94057700495
0.0028390000000000524,0.18333761090641526,-21589.857773375246
0.0028490000000000537,0.17770791946376066,-21593.474585720895
0.002859000000000055,0.16931293780714782,-21572.535337168883
0.0028690000000000564,0.16364780345839716,-21584.70142195449
0.0028790000000000577,0.16840333835702637,-21573.381025415343
0.002889000000000059,0.17671039351649062,-21570.373126876013
0.0028990000000000604,0.1829985597923539,-21565.35255178389
0.0029090000000000617,0.1822330570501328,-21584.862223549448
0.002919000000000063,0.17508963303248248,-21569.89683730065
0.0029290000000000644,0.1630256177055899,-21580.892764584176
0.0029390000000000657,0.164348780170868,-21583.437222171582
0.002949000000000067,0.17084459587169604,-21586.65968158518
0.0029590000000000683,0.17917854613311301,-21589.50844446367
0.0029690000000000697,0.18361817442362793,-21601.72927676552
0.002979000000000071,0.1728782985525493,-21587.991621657286
0.0029890000000000723,0.16550982252253,-21583.573325585494
0.0029990000000000737,0.16281725694714624,-21586.425647273754
0.003009000000000075,0.16592672201430217,-21578.602794957846
0.0030190000000000763,0.17349256359934637,-21568.638431671596
0.0030290000000000776,0.18356911075939528,-21559.41405675046
0.003039000000000079,0.1786484423073787,-21563.25366140677
0.0030490000000000803,0.170257787279094,-21544.713428326264
0.0030590000000000816,0.16406090994237296,-21555.489398316127
0.003069000000000083,0.16755089253480437,-21548.195427723324
0.0030790000000000843,0.17570005419618454,-21546.528789899363
0.0030890000000000856,0.18255107388624678,-21541.28853106765
0.003099000000000087,0.18273058237899295,-21561.86849892727
0.0031090000000000883,0.17609848018907773,-21547.830953714245
0.0031190000000000896,0.16326062369531016,-21557.428959196604
0.003129000000000091,0.1638808991350735,-21559.11903296315
0.0031390000000000922,0.16987684914255627,-21562.86344211442
0.0031490000000000936,0.17826847037789734,-21556.053945578988
0.003159000000000095,0.18346420172019995,-21568.30082962169
0.0031690000000000962,0.1738965378573356,-21554.47996472303
0.0031790000000000975,0.16618620644812238,-21550.6701400838
0.003189000000000099,0.16282919392503176,-21550.870515050243
0.0031990000000001,0.1652658608499,-21545.405711549316
0.0032090000000001015,0.17246436354964192,-21534.93140192118
0.003219000000000103,0.18366387931462333,-21526.667401157498
0.003229000000000104,0.17952587005430884,-21530.551962358117
0.0032390000000001055,0.17122921011081885,-21514.752241713937
0.003249000000000107,0.16454811295682187,-21523.89928953172
0.003259000000000108,0.16295728429439144,-21529.978811260335
0.0032690000000001095,0.1746694726925908,-21528.192596893034
0.003279000000000111,0.1820020680982671,-21522.94016746267
0.003289000000000112,0.18312553547566457,-21543.628093279804
0.0032990000000001135,0.17708888295762687,-21530.9194819641
0.003309000000000115,0.16358170086557294,-21538.72929638058
0.003319000000000116,0.16349524875753602,-21539.609115843148
0.0033290000000001175,0.1689504637269809,-21543.617838331087
0.0033390000000001188,0.1773139642011383,-21534.19988438082
0.00334900000000012,0.18319924093746534,-21545.93888197027
0.0033590000000001214,0.17491972403666564,-21532.38277615345
0.0033690000000001228,0.16693117663778648,-21529.170602680337
0.003379000000000124,0.1629054071571013,-21526.270497978894
0.0033890000000001254,0.1646632799963157,-21523.020470648615
0.0033990000000001267,0.17144549761921993,-21512.42780265349
0.003409000000000128,0.1836372964964896,-21505.13613111823
0.0034190000000001294,0.1803409293938526,-21508.86799624573
0.0034290000000001307,0.17222604474926373,-21496.018427271167
0.003439000000000132,0.16511099566136964,-21503.327663156815
0.0034490000000001334,0.1628318352354556,-21510.659890841263
0.0034590000000001347,0.17363702388945723,-21510.51131798007
0.003469000000000136,0.18136045634108255,-21505.455724063733
0.0034790000000001374,0.1834095907713644,-21525.413037950566
0.0034890000000001387,0.17804568845658936,-21514.36703200486
0.00349900000000014,0.16397485495608613,-21512.346001543014
0.0035090000000001413,0.16318496622372466,-21512.51452232277
0.0035190000000001427,0.1680646900238202,-21516.592768129638
0.003529000000000144,0.17632195323793987,-21505.217620907635
0.0035390000000001453,0.18282184497007145,-21516.055547505228
0.0035490000000001467,0.1759318317702203,-21503.11601804536
0.003559000000000148,0.16773447437706462,-21500.537942463085
0.0035690000000001493,0.1630877366030187,-21497.49399156339
0.0035790000000001506,0.16415020919636927,-21496.333426968115
0.003589000000000152,0.17046094826778715,-21486.01701979695
0.0035990000000001533,0.18350011772842265,-21479.7447916065
0.0036090000000001546,0.18108810965207123,-21483.193062151397
0.003619000000000156,0.17325056529424582,-21481.706335741696
0.0036290000000001573,0.16575080794521022,-21487.061452322792
0.0036390000000001586,0.1627936239424688,-21495.27120495266
0.00364900000000016,0.1726092143252347,-21496.429542612797
0.0036590000000001613,0.18063225554762471,-21491.746422498378
0.0036690000000001626,0.18357788149718626,-21510.24486296747
0.003679000000000164,0.17895696195956504,-21501.101626085194
0.0036890000000001652,0.1644496989391087,-21496.229981429402
0.0036990000000001666,0.16295831125405041,-21495.750150294214
0.003709000000000168,0.1672295516069312,-21499.68363271862
0.0037190000000001692,0.17530444130835304,-21486.942364339506
0.0037290000000001705,0.18233781834254306,-21496.519404285616
0.003739000000000172,0.17694655066458828,-21482.53677866766
0.003749000000000173,0.1686063690291016,-21480.581177872016
0.0037590000000001745,0.1633622694016867,-21477.476896301436
0.003769000000000176,0.16372071340811065,-21478.20695314823
0.003779000000000177,0.1695128033451228,-21468.46938896389
0.0037890000000001785,0.18325001700415594,-21463.206548217975
0.00379900000000018,0.18175687391903989,-21466.222882358914
0.003809000000000181,0.17427271367943578,-21466.878318838557
0.0038190000000001825,0.16645414020938587,-21470.238189119264
0.003829000000000184,0.16283910871585905,-21478.975736065266
0.003839000000000185,0.17159674004750183,-21481.123093250928
0.0038490000000001865,0.1798305447044418,-21476.974188844804
0.003859000000000188,0.18363591213137437,-21488.221955840978
0.003869000000000189,0.17981761109306357,-21481.16428216973
0.0038790000000001905,0.1650021346898338,-21473.762475018815
0.0038890000000001918,0.16281900034748312,-21472.75190816033
0.003899000000000193,0.16645350380910556,-21476.40731796007
0.0039090000000001944,0.17427511309097196,-21462.916302076224
0.003919000000000196,0.18175573442455434,-21471.006280966805
0.003929000000000197,0.1779075749031012,-21459.594094913216
0.003939000000000198,0.16951131922200144,-21458.261300091744
0.0039490000000002,0.16371001384613315,-21455.189610820657
0.003959000000000201,0.1633653281536569,-21457.610278575496
0.003969000000000202,0.16860083962477956,-21448.727500359593
0.003979000000000204,0.18288147279153072,-21451.77274869482
0.003989000000000205,0.18233289974690486,-21454.242146996938
0.003999000000000206,0.17529299047885888,-21456.794630779637
0.004009000000000208,0.1672222889559358,-21458.172311835835
0.004019000000000209,0.1629720370801137,-21467.09134093442
0.00402900000000021,0.17061032568169393,-21469.90478542122
0.004039000000000212,0.1789675264409366,-21466.403961923643
0.004049000000000213,0.18357740108556356,-21474.59550785105
0.004059000000000214,0.18061538735072818,-21469.678662142316
0.004069000000000216,0.16563021431899932,-21460.09112907167
0.004079000000000217,0.16276875509617886,-21458.630574022296
0.004089000000000218,0.16574451636062223,-21461.872500973328
0.00409900000000022,0.17322841590845647,-21446.424812208767
0.004109000000000221,0.18107404287188889,-21452.84630486697
0.004119000000000222,0.17882261524777107,-21444.04025985794
0.004129000000000224,0.1704556426085594,-21443.301428851584
0.004139000000000225,0.1641380816394698,-21440.32373471155
0.004149000000000226,0.1630928724599908,-21444.19080573392
0.004159000000000228,0.16773827968341043,-21436.360619617408
0.004169000000000229,0.1824153048850348,-21439.41077637288
0.00417900000000023,0.1828143469538567,-21441.26539862213
0.004189000000000232,0.17630154607146206,-21445.453468771142
0.004199000000000233,0.16804884338826562,-21444.938858098463
0.004209000000000234,0.16318681807781624,-21453.72642817194
0.004219000000000236,0.16964963643096787,-21451.26102182827
0.004229000000000237,0.178045683340164,-21448.51348408991
0.004239000000000238,0.18340101077688287,-21453.598794934438
0.0042490000000002396,0.18133562178256754,-21450.833613696133
0.004259000000000241,0.16632464471260253,-21439.493467832377
0.004269000000000242,0.16280207572423838,-21437.70101501261
0.0042790000000002435,0.16510134690583084,-21440.465477818216
0.004289000000000245,0.17220721403465308,-21426.9475859265
0.004299000000000246,0.18031995902762282,-21431.632468886364
0.0043090000000002475,0.1796913035140919,-21425.406527029172
0.004319000000000249,0.17143601467407074,-21425.25194548188
0.00432900000000025,0.16464508984487816,-21422.445143205667
0.0043390000000002515,0.16290958655572688,-21434.600921222638
0.004349000000000253,0.1669317647453389,-21427.977376921604
0.004359000000000254,0.1818489760372758,-21430.845216053942
0.0043690000000002555,0.1831878958929403,-21432.03024749728
0.004379000000000257,0.1772833156446747,-21437.552744958488
0.004389000000000258,0.1689244878695825,-21435.27989536844
0.0043990000000002595,0.1634815138579866,-21443.63610019544
0.004409000000000261,0.16872819780493756,-21440.48630043576
0.004419000000000262,0.1770784241527798,-21438.5234396951
0.0044290000000002635,0.18310840220422564,-21440.536509719735
0.004439000000000265,0.18196846378774187,-21439.819353239447
0.004449000000000266,0.17464339649307845,-21430.446130208275
0.0044590000000002674,0.16293391320904413,-21422.681783605458
0.004469000000000269,0.16453761395476263,-21424.908889905488
0.00447900000000027,0.17120967474867818,-21413.610085113298
0.004489000000000271,0.1794975261186162,-21416.538812123144
0.004499000000000273,0.1804979361945423,-21412.761971437412
0.004509000000000274,0.17244114291643386,-21413.14882216399
0.004519000000000275,0.165226395791319,-21410.557748736286
0.004529000000000277,0.16280359479758474,-21423.05360132134
0.004539000000000278,0.166181293094102,-21417.751812181832
0.004549000000000279,0.18118919701466304,-21420.287840833997
0.004559000000000281,0.18345065945160766,-21420.79100137407
0.004569000000000282,0.17823582990740955,-21423.55523766559
0.004579000000000283,0.16984835085666608,-21419.734959994526
0.004589000000000285,0.16385942684018026,-21427.414010353285
0.004599000000000286,0.16785451385317376,-21423.66283245347
0.004609000000000287,0.17607897374155845,-21422.5124593937
0.004619000000000289,0.1827079238060855,-21421.63112497495
0.00462900000000029,0.1825090334724276,-21422.823418183343
0.004639000000000291,0.1756601987083237,-21413.680656741086
0.004649000000000293,0.16313530224080539,-21405.910391004978
0.004659000000000294,0.16403977130649336,-21407.581372587294
0.004669000000000295,0.1702329165609097,-21398.7055589418
0.004679000000000297,0.17861037449909337,-21399.939493539587
0.004689000000000298,0.1812212871804543,-21404.884728612735
0.004699000000000299,0.17345686321753628,-21405.760957943927
0.004709000000000301,0.16587868427971034,-21403.425154176737
0.004719000000000302,0.1627845751200337,-21415.776315775784
0.004729000000000303,0.1654986127878379,-21411.851519522777
0.004739000000000305,0.18045002459414478,-21413.916429688255
0.004749000000000306,0.18360304582707457,-21413.742053467213
0.004759000000000307,0.17914394940172873,-21416.57193314574
0.004769000000000309,0.17081253961787352,-21411.42883399484
0.00477900000000031,0.1643199739328943,-21418.190790566678
0.004789000000000311,0.1670377107912845,-21413.920319629833
0.0047990000000003126,0.17506190199541505,-21413.547605127023
0.004809000000000314,0.18218470838809522,-21407.570587065136
0.004819000000000315,0.18293746260315483,-21410.448801540166
0.0048290000000003165,0.17665460220672985,-21401.863436989173
0.004839000000000318,0.16341768409707316,-21394.24883472676
0.004849000000000319,0.16361847247865213,-21395.359273612015
0.0048590000000003205,0.16929157840864437,-21389.000617944548
0.004869000000000322,0.1776740501081947,-21388.64450334586
0.004879000000000323,0.18187404124195689,-21394.958548110077
0.0048890000000003245,0.17448362121063155,-21396.280264530713
0.004899000000000326,0.16660047572921602,-21394.248315543748
0.004909000000000327,0.16285122485974005,-21406.023330548105
0.0049190000000003285,0.16488399818495636,-21403.499762497173
0.00492900000000033,0.1796312817702042,-21400.92768379342
0.004939000000000331,0.18363266459105468,-21400.128415969888
0.0049490000000003325,0.17999201120879896,-21402.925020685645
0.004959000000000334,0.17180374311690688,-21396.74620781309
0.004969000000000335,0.1648560834243397,-21402.418069641033
0.0049790000000003365,0.16629405635359668,-21402.80291082987
0.004989000000000338,0.1665887295900237,-21398.493376074024
0.004999000000000339,0.18159917424470515,-21399.416054522466
0.0050090000000003404,0.17805108327080266,-21396.989869681627
0.005019000000000342,0.17761464916583028,-21398.812645414022
0.005029000000000343,0.16375685853605798,-21397.90911225696
0.005039000000000344,0.16357386897061,-21399.298283506316
0.005049000000000346,0.16839305700426555,-21390.46092945745
0.005059000000000347,0.18273420082455002,-21381.17787610219
